Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Black Rock,1/43 Iona St,3,u,1080000,S,Buxton,27/05/2017,17.3,3193,3,2,2,328,144,1980,Bayside City Council,-37.97359,145.0214,Southern Metropolitan,2866
Brighton East,1C Baird St,3,h,1750800,S,Purplebricks,27/05/2017,10.3,3187,3,4,2,424,201,2012,Bayside City Council,-37.92988,145.01085,Southern Metropolitan,6938
Brighton East,15 Wallen St,4,h,1605000,S,Buxton,27/05/2017,10.3,3187,4,1,2,606,163,1948,Bayside City Council,-37.91684,145.01727,Southern Metropolitan,6938
Brighton East,1A Wallen St,2,h,1035000,SP,Buxton,27/05/2017,10.3,3187,2,1,1,542,65,1985,Bayside City Council,-37.91704,145.01846,Southern Metropolitan,6938
Broadmeadows,87 Academy Dr,3,h,505000,SP,YPA,27/05/2017,14.0,3047,3,1,1,546,109,2000,Hume City Council,-37.67411,144.94677,Northern Metropolitan,4294
Brooklyn,32 Millers Rd,3,t,663000,S,Jas,27/05/2017,6.4,3012,3,2,2,244,129,2010,Brimbank City Council,-37.820170000000005,144.84904,Western Metropolitan,962
Brunswick,13 Blair St,2,h,860000,PI,Walshe,27/05/2017,5.2,3056,2,1,1,245,106,1890,Moreland City Council,-37.77111,144.96427,Northern Metropolitan,11918
Brunswick,11 Heller St,5,h,2545000,S,Jellis,27/05/2017,5.2,3056,5,3,4,957,320,1995,Moreland City Council,-37.775009999999995,144.95117,Northern Metropolitan,11918
Brunswick,32 Holloway Rd,3,h,1405000,SP,Nelson,27/05/2017,5.2,3056,3,2,2,401,167,1920,Moreland City Council,-37.76491,144.95253,Northern Metropolitan,11918
Brunswick,2/90 Tinning St,2,u,460000,VB,Nelson,27/05/2017,5.2,3056,2,1,1,69,52,1970,Moreland City Council,-37.75867,144.95678999999998,Northern Metropolitan,11918
Brunswick East,40 Albion St,4,h,1210000,S,Biggin,27/05/2017,4.0,3057,4,2,2,425,140,1920,Moreland City Council,-37.76262,144.97733,Northern Metropolitan,5533
Brunswick West,2/7 Gordon St,2,u,460000,S,Ray,27/05/2017,5.2,3055,2,1,1,54,60,1970,Moreland City Council,-37.759479999999996,144.94758000000002,Northern Metropolitan,7082
Brunswick West,209 Union St,5,h,1075000,S,Brad,27/05/2017,5.2,3055,5,1,1,441,202,1940,Moreland City Council,-37.772420000000004,144.94458,Northern Metropolitan,7082
Bundoora,16 Cranberry Pl,4,h,880000,PI,Ray,27/05/2017,12.1,3083,4,2,2,520,261,2004,Banyule City Council,-37.68155,145.04945,Northern Metropolitan,10175
Burnley,2a Cherrill St,3,h,1837500,S,Jellis,27/05/2017,2.4,3121,3,2,1,93,164,2014,Yarra City Council,-37.829209999999996,145.00826,Northern Metropolitan,438
Burnside Heights,12 Burke Rd,3,h,593000,S,Barry,27/05/2017,14.8,3023,4,2,2,480,195,2007,Melton City Council,-37.73321,144.75752,Western Metropolitan,1686
Burwood,11 McComas Gr,7,h,1642000,S,Buxton,27/05/2017,10.4,3125,7,4,2,765,146,1950,Monash City Council,-37.85103,145.11231999999998,Southern Metropolitan,5678
Burwood East,2C Ray Rd,3,t,780000,PI,Ray,27/05/2017,14.7,3151,3,2,2,306,138,1999,Whitehorse City Council,-37.854729999999996,145.1521,Eastern Metropolitan,4048
Camberwell,2/4 Tyne St,3,h,1290000,VB,Jellis,27/05/2017,7.7,3124,3,2,2,321,195,1997,Boroondara City Council,-37.846270000000004,145.08366,Southern Metropolitan,8920
Canterbury,43 Matlock St,3,h,1930000,S,Marshall,27/05/2017,8.4,3126,3,2,1,359,119,1910,Boroondara City Council,-37.8279,145.07403,Southern Metropolitan,3265
Canterbury,6 Maysia St,4,h,2408000,S,Jellis,27/05/2017,8.4,3126,4,2,2,654,221,1945,Boroondara City Council,-37.83208,145.07533,Southern Metropolitan,3265
Canterbury,42 Parlington St,4,h,4750000,S,Kay,27/05/2017,8.4,3126,4,3,2,967,470,1996,Boroondara City Council,-37.81792,145.06243999999998,Southern Metropolitan,3265
Carnegie,3/51 Coorigil Rd,3,u,1042000,S,hockingstuart,27/05/2017,10.1,3163,3,2,2,0,122,2008,Glen Eira City Council,-37.89622,145.06032,Southern Metropolitan,7822
Carnegie,42 Elimatta Rd,3,h,1450000,VB,Gary,27/05/2017,10.1,3163,3,2,2,621,167,1940,Glen Eira City Council,-37.90262,145.05709,Southern Metropolitan,7822
Carrum Downs,38 Trafford Rd,4,h,525000,S,Harcourts,27/05/2017,34.9,3201,4,2,2,550,172,2010,Frankston City Council,-38.08981,145.17353,South-Eastern Metropolitan,8060
Caulfield North,641 Inkerman Rd,2,h,1417500,S,Marshall,27/05/2017,7.8,3161,2,1,2,307,103,1900,Glen Eira City Council,-37.86906,145.01986000000002,Southern Metropolitan,6923
Chadstone,2/15 Atkinson St,2,h,510000,PI,Woodards,27/05/2017,11.7,3148,2,1,2,897,66,1970,Monash City Council,-37.88321,145.09593999999998,Southern Metropolitan,3582
Cheltenham,1/21 Kayden St,2,u,601000,S,Buxton,27/05/2017,17.9,3192,2,1,1,1078,94,1972,Bayside City Council,-37.95745,145.07218999999998,Southern Metropolitan,9758
Cheltenham,6 Tilley St,3,h,1145000,S,Buxton,27/05/2017,17.9,3192,3,1,2,584,112,1950,Bayside City Council,-37.96911,145.07271,Southern Metropolitan,9758
Chirnside Park,2 Greenridge Ct,4,h,911982,SP,Hoskins,27/05/2017,27.1,3116,4,2,3,734,222,1996,Yarra Ranges Shire Council,-37.76032,145.30299,Eastern Victoria,3789
Clayton,7 Jaguar Dr,4,h,1040000,S,Buxton,27/05/2017,16.7,3168,4,2,2,735,130,1970,Monash City Council,-37.92374,145.13222,South-Eastern Metropolitan,5837
Clifton Hill,15 Caroline St,3,h,1460000,S,Nelson,27/05/2017,3.6,3068,3,1,0,192,85,1900,Yarra City Council,-37.78992,144.99845,Northern Metropolitan,2954
Coburg North,10 Arthur St,3,h,865000,S,Ray,27/05/2017,6.7,3058,3,2,2,677,110,1960,Darebin City Council,-37.72361,144.9837,Northern Metropolitan,3445
Collingwood,43 Campbell St,2,h,1135000,S,Kay,27/05/2017,2.0,3066,2,1,0,144,80,1880,Yarra City Council,-37.80298,144.98893999999999,Northern Metropolitan,4553
Collingwood,81 Easey St,2,h,900000,VB,Jellis,27/05/2017,2.0,3066,2,1,0,139,78,1890,Yarra City Council,-37.798120000000004,144.98873,Northern Metropolitan,4553
Craigieburn,5 Healey St,3,h,499000,S,@Realty,27/05/2017,20.6,3064,3,2,0,598,158,1990,Hume City Council,-37.5993,144.93867,Northern Metropolitan,15510
Craigieburn,10 Huntingdale Ct,6,h,506000,S,Raine,27/05/2017,20.6,3064,6,2,2,655,202,1997,Hume City Council,-37.59052,144.93066000000002,Northern Metropolitan,15510
Craigieburn,77 Huntington Dr,3,h,430000,S,Ray,27/05/2017,20.6,3064,3,2,1,280,127,2010,Hume City Council,-37.57056,144.91751000000002,Northern Metropolitan,15510
Craigieburn,84 Royal Tce,3,t,420000,S,Ray,27/05/2017,20.6,3064,3,2,2,219,175,2010,Hume City Council,-37.57243,144.92663000000002,Northern Metropolitan,15510
Cremorne,311/163 Cremorne St,2,u,570000,S,Biggin,27/05/2017,2.4,3121,2,2,1,0,75,2007,Yarra City Council,-37.83011,144.99043999999998,Northern Metropolitan,1123
Croydon,13 Robinson St,3,h,637000,S,Philip,27/05/2017,23.0,3136,3,1,2,455,156,1960,Maroondah City Council,-37.79318,145.25811000000002,Eastern Metropolitan,11925
Croydon Hills,8 Wildberry Cl,4,h,905000,S,Fletchers,27/05/2017,23.0,3136,4,2,2,731,178,1985,Maroondah City Council,-37.78021,145.26367,Eastern Metropolitan,1705
Croydon North,6 Baringa Rd,4,h,835000,SP,Fletchers,27/05/2017,23.0,3136,4,1,2,1717,153,1950,Maroondah City Council,-37.77595,145.28383,Eastern Metropolitan,2985
Derrimut,8 Drum St,4,h,610000,S,Bells,27/05/2017,14.7,3030,4,2,2,528,210,2010,Brimbank City Council,-37.78774,144.76019,Western Metropolitan,2276
Dingley Village,4 Ruby Pl,4,h,1255000,S,Ray,27/05/2017,22.2,3172,4,2,3,624,277,2004,Kingston City Council,-37.97533,145.12278,South-Eastern Metropolitan,3940
Doncaster East,2/24 Boronia Gr,3,u,871000,S,Fletchers,27/05/2017,14.3,3109,3,2,2,195,142,2010,Manningham City Council,-37.79979,145.15665,Eastern Metropolitan,10999
Doncaster East,31 Cavalier St,3,h,1451000,S,Barry,27/05/2017,14.3,3109,3,2,2,695,130,1960,Manningham City Council,-37.78541,145.15493,Eastern Metropolitan,10999
Doncaster East,30 Daphne St,3,h,1385000,S,Noel,27/05/2017,14.3,3109,3,2,3,654,149,1966,Manningham City Council,-37.78496,145.14659,Eastern Metropolitan,10999
Doncaster East,2A Dianne St,3,h,1360000,S,Jellis,27/05/2017,14.3,3109,3,2,2,402,200,2007,Manningham City Council,-37.79408,145.16352,Eastern Metropolitan,10999
Edithvale,91 Edithvale Rd,6,h,1850000,S,O'Brien,27/05/2017,27.0,3196,6,4,4,840,547,2011,Kingston City Council,-38.03548,145.11763,South-Eastern Metropolitan,2546
Edithvale,24 Tudor Ct,2,u,612500,S,Ray,27/05/2017,27.0,3196,2,1,2,421,88,1975,Kingston City Council,-38.03093,145.11618,South-Eastern Metropolitan,2546
Eltham,17 Beard St,6,h,855000,S,Morrison,27/05/2017,18.0,3095,6,3,3,804,214,1980,Banyule City Council,-37.70872,145.16102,Eastern Metropolitan,6990
Eltham,5 Souter St,3,h,855000,S,Barry,27/05/2017,18.0,3095,3,1,1,654,104,1985,Banyule City Council,-37.73209,145.13845,Eastern Metropolitan,6990
Eltham North,45 Parry Rd,4,h,895000,SP,Buckingham,27/05/2017,18.0,3095,4,3,2,792,233,1995,Banyule City Council,-37.689659999999996,145.14649,Eastern Metropolitan,2346
Elwood,1/203 Brighton Rd,2,u,902000,S,RT,27/05/2017,7.2,3184,2,1,0,702,86,1940,Port Phillip City Council,-37.87944,144.99375,Southern Metropolitan,8989
Elwood,50 John St,2,h,1410000,S,Chisholm,27/05/2017,7.2,3184,2,1,1,249,117,1930,Port Phillip City Council,-37.87964,144.9856,Southern Metropolitan,8989
Elwood,2/481 St Kilda St,3,t,1360000,S,hockingstuart,27/05/2017,7.2,3184,3,2,2,797,175,1997,Port Phillip City Council,-37.8867,144.99141,Southern Metropolitan,8989
Epping,12 Cabot Dr,3,h,500000,S,Harcourts,27/05/2017,19.6,3076,3,2,2,553,117,1975,Whittlesea City Council,-37.64463,145.04155,Northern Metropolitan,10926
Epping,7 Cavalier Ct,3,h,573000,S,Love,27/05/2017,19.6,3076,3,2,2,637,125,1990,Whittlesea City Council,-37.64097,145.05757,Northern Metropolitan,10926
Epping,53 Hayston Bvd,3,h,465000,S,Harcourts,27/05/2017,19.6,3076,3,2,1,606,111,2005,Whittlesea City Council,-37.62858,145.03735,Northern Metropolitan,10926
Epping,13 Orlit Ct,4,h,545000,PI,Barry,27/05/2017,19.6,3076,4,2,2,635,157,1985,Whittlesea City Council,-37.64051,145.05743,Northern Metropolitan,10926
Essendon,100 Bradshaw St,2,h,1980000,S,Barry,27/05/2017,7.5,3040,2,1,6,856,105,1950,Moonee Valley City Council,-37.74022,144.89557,Western Metropolitan,9264
Essendon,1/7 Mary St,3,t,830000,VB,Nelson,27/05/2017,7.5,3040,3,2,1,176,134,2011,Moonee Valley City Council,-37.749359999999996,144.89668999999998,Western Metropolitan,9264
Essendon,1B Ogilvie St,3,h,886000,S,Nelson,27/05/2017,7.5,3040,3,2,1,173,107,2007,Moonee Valley City Council,-37.753820000000005,144.89167,Western Metropolitan,9264
Essendon North,5/8 Keam St,2,u,445000,PI,Barry,27/05/2017,8.2,3041,2,1,1,92,63,1970,Moonee Valley City Council,-37.7388,144.89983999999998,Western Metropolitan,1308
Essendon West,36 Ruby St,3,h,1050000,VB,Barry,27/05/2017,7.5,3040,3,3,1,846,187,1940,Moonee Valley City Council,-37.75228,144.88429,Western Metropolitan,588
Fawkner,8 James St,4,h,800000,S,Hodges,27/05/2017,13.1,3060,4,2,4,625,140,1960,Hume City Council,-37.71112,144.97357,Northern Metropolitan,5070
Fawkner,46 Marlborough St,2,h,786000,S,Brad,27/05/2017,13.1,3060,2,1,4,687,94,1960,Hume City Council,-37.71833,144.96935,Northern Metropolitan,5070
Ferntree Gully,24a Helen Rd,2,u,617000,S,Schroeder,27/05/2017,24.8,3156,2,2,1,306,120,2011,Knox City Council,-37.87275,145.26325,Eastern Metropolitan,10788
Flemington,8 John St,2,h,990000,S,Nelson,27/05/2017,3.4,3031,2,1,1,180,82,1900,Melbourne City Council,-37.7839,144.92727,Northern Metropolitan,3593
Footscray,6/6 Rosamond Rd,2,t,455000,S,Biggin,27/05/2017,5.1,3011,2,1,1,43,86,2010,Maribyrnong City Council,-37.78822,144.88361,Western Metropolitan,7570
Forest Hill,33/305 Canterbury Rd,2,h,680000,SP,Fletchers,27/05/2017,15.4,3131,2,1,1,189,73,2001,Whitehorse City Council,-37.83283,145.17533,Eastern Metropolitan,4385
Gladstone Park,91 Carrick Dr,3,h,755000,S,Jason,27/05/2017,12.9,3043,3,1,1,935,130,1975,Hume City Council,-37.69744,144.89073,Western Metropolitan,3285
Glen Iris,2/37 Aintree Rd,2,u,762000,S,Jellis,27/05/2017,7.3,3146,2,1,1,730,93,1875,Boroondara City Council,-37.85563,145.04369,Southern Metropolitan,10412
Glen Iris,1/25 Gardiner Pde,3,t,1501000,S,hockingstuart,27/05/2017,7.3,3146,3,2,2,313,160,1995,Boroondara City Council,-37.85385,145.06473,Southern Metropolitan,10412
Glen Waverley,19 Norfolk St,4,h,1100000,S,Harcourts,27/05/2017,16.7,3150,4,2,2,726,101,1961,Monash City Council,-37.898140000000005,145.14457,Eastern Metropolitan,15321
Glen Waverley,1/14 Utah Rd,3,u,1135000,S,McGrath,27/05/2017,16.7,3150,3,2,2,328,152,1980,Monash City Council,-37.86931,145.15081,Eastern Metropolitan,15321
Glenroy,1 Dromana St,3,h,865000,S,Brad,27/05/2017,11.2,3046,3,1,1,746,152,1960,Moreland City Council,-37.71051,144.90925,Northern Metropolitan,8870
Glenroy,7/56 Golf Links Rd,1,u,362500,SP,Brad,27/05/2017,11.2,3046,1,1,1,124,75,1980,Moreland City Council,-37.70917,144.92291,Northern Metropolitan,8870
Glenroy,8 Kalang Rd,3,h,922000,S,Eview,27/05/2017,11.2,3046,3,1,1,584,153,1960,Moreland City Council,-37.710159999999995,144.9215,Northern Metropolitan,8870
Glenroy,73 Pecham St,3,h,963500,S,Stockdale,27/05/2017,11.2,3046,3,2,6,697,174,1960,Moreland City Council,-37.69647,144.9113,Northern Metropolitan,8870
Greensborough,5 Glenice St,3,h,740000,S,Darren,27/05/2017,16.1,3088,3,1,3,580,142,1962,Banyule City Council,-37.71536,145.10205,Northern Metropolitan,8524
Greenvale,65 Clare Bvd,4,h,730000,S,YPA,27/05/2017,20.4,3059,4,2,1,633,270,2004,Hume City Council,-37.63958,144.90267,Northern Metropolitan,4864
Greenvale,69 Greenvale Dr,3,h,770000,S,RW,27/05/2017,20.4,3059,3,2,2,711,154,1985,Hume City Council,-37.64297,144.88796000000002,Northern Metropolitan,4864
Hampton,28 The Avenue,4,h,2550000,SP,Hodges,27/05/2017,13.8,3188,4,2,2,726,200,1925,Bayside City Council,-37.931670000000004,145.00134,Southern Metropolitan,5454
Hawthorn,328 Barkers Rd,4,h,2800000,PI,RT,27/05/2017,5.3,3122,4,2,2,750,192,1910,Boroondara City Council,-37.81557,145.04281,Southern Metropolitan,11308
Hawthorn,10 Edward St,3,h,1702000,SP,Marshall,27/05/2017,5.3,3122,3,1,2,290,110,1900,Boroondara City Council,-37.81767,145.04041,Southern Metropolitan,11308
Hawthorn,16 Marian St,4,h,3399000,S,Marshall,27/05/2017,5.3,3122,4,2,2,446,274,2002,Boroondara City Council,-37.82785,145.03816,Southern Metropolitan,11308
Hawthorn East,8/772 Burwood Rd,2,u,802500,S,Jellis,27/05/2017,6.2,3123,2,1,2,966,87,1970,Boroondara City Council,-37.82524,145.05568,Southern Metropolitan,6482
Hawthorn East,6/20 Denmark Hill Rd,1,u,441000,S,Jellis,27/05/2017,6.2,3123,1,1,0,0,50,1960,Boroondara City Council,-37.8327,145.05428,Southern Metropolitan,6482
Hawthorn East,5/305 Riversdale Rd,2,u,500000,S,hockingstuart,27/05/2017,6.2,3123,2,1,1,1324,72,1970,Boroondara City Council,-37.83012,145.04751000000002,Southern Metropolitan,6482
Heidelberg,3/62 Darebin St,2,t,738000,S,Miles,27/05/2017,8.9,3084,2,1,2,154,107,1985,Banyule City Council,-37.75343,145.06328,Eastern Metropolitan,2890
Heidelberg Heights,31 Collins St,3,h,800000,S,Barry,27/05/2017,8.8,3081,3,1,0,583,92,1945,Banyule City Council,-37.73752,145.05228,Eastern Metropolitan,2947
Heidelberg Heights,49C Dresden St,2,t,680000,S,Jellis,27/05/2017,8.8,3081,2,1,1,129,106,2013,Banyule City Council,-37.749309999999994,145.05505,Eastern Metropolitan,2947
Heidelberg West,312 Liberty Pde,3,h,605000,S,Haughton,27/05/2017,8.8,3081,3,1,2,377,115,1960,Banyule City Council,-37.737120000000004,145.0369,Eastern Metropolitan,2674
Heidelberg West,314 Liberty Pde,3,h,580000,S,Haughton,27/05/2017,8.8,3081,3,1,2,429,109,1950,Banyule City Council,-37.73704,145.03697,Eastern Metropolitan,2674
Highett,8 Sydenham St,3,h,1600000,S,hockingstuart,27/05/2017,16.0,3190,3,2,3,598,137,1960,Bayside City Council,-37.95357,145.02651,Southern Metropolitan,4794
Hillside,10 Chris Ct,4,h,677000,S,Barry,27/05/2017,18.0,3037,4,2,2,661,196,1999,Brimbank City Council,-37.69655,144.75538,Western Metropolitan,5556
Hillside,10 View Ct,4,h,737500,S,Brad,27/05/2017,18.0,3037,4,2,2,704,230,2004,Brimbank City Council,-37.68175,144.74087,Western Metropolitan,5556
Hoppers Crossing,138 Bellbridge Dr,3,h,520000,SP,Barry,27/05/2017,18.4,3029,3,2,2,530,169,1999,Wyndham City Council,-37.867129999999996,144.71086,Western Metropolitan,13830
Hoppers Crossing,9 Hawthorn Dr,3,h,505000,S,Sweeney,27/05/2017,18.4,3029,3,1,1,663,142,1995,Wyndham City Council,-37.86658,144.71221,Western Metropolitan,13830
Hoppers Crossing,10 Kelwin Ct,4,h,680000,VB,hockingstuart,27/05/2017,18.4,3029,4,2,3,800,158,1990,Wyndham City Council,-37.870509999999996,144.7141,Western Metropolitan,13830
Hoppers Crossing,38 MacEdon St,3,h,442500,S,Greg,27/05/2017,18.4,3029,3,1,2,537,121,1980,Wyndham City Council,-37.87016,144.70606,Western Metropolitan,13830
Hughesdale,1/7 Dalston Rd,3,u,1203500,S,Ray,27/05/2017,12.3,3166,3,2,2,311,127,2000,Monash City Council,-37.89829,145.08141,Southern Metropolitan,3145
Ivanhoe,128 Green St,3,h,1475000,S,Nelson,27/05/2017,7.8,3079,3,1,2,424,114,1950,Banyule City Council,-37.763529999999996,145.02941,Eastern Metropolitan,5549
Ivanhoe East,8 Carmichael St,3,h,1640000,S,Nelson,27/05/2017,7.8,3079,3,1,2,617,158,1930,Banyule City Council,-37.77212,145.05813,Eastern Metropolitan,1554
Jacana,7 Bessell Ct,3,h,590500,S,YPA,27/05/2017,14.0,3047,3,1,1,708,90,1960,Hume City Council,-37.68825,144.91484,Northern Metropolitan,851
Keilor,3 Gerona St,3,h,895000,S,O'Brien,27/05/2017,14.5,3036,3,1,1,589,157,1965,Brimbank City Council,-37.7143,144.8315,Western Metropolitan,2339
Kensington,205/72 Altona St,1,u,400000,SP,Edward,27/05/2017,3.4,3031,1,1,1,0,56,2008,Melbourne City Council,-37.79741,144.92614,Northern Metropolitan,5263
Kew,1/125 Walpole St,2,t,825000,S,Jellis,27/05/2017,5.4,3101,2,1,3,193,107,1995,Boroondara City Council,-37.79438,145.03368999999998,Southern Metropolitan,10331
Kew East,9 Hartwood St,4,h,2258000,S,Jellis,27/05/2017,7.3,3102,4,1,2,836,173,1910,Boroondara City Council,-37.79702,145.05352,Southern Metropolitan,2671
Keysborough,19 The Strand,4,h,1250000,S,Buxton,27/05/2017,25.2,3173,4,2,2,560,305,2005,Greater Dandenong City Council,-38.00512,145.14935,South-Eastern Metropolitan,8459
Kings Park,13 Camelia St,5,h,520000,SP,Ray,27/05/2017,14.0,3021,5,2,3,545,171,1972,Brimbank City Council,-37.7323,144.77861000000001,Western Metropolitan,2878
Knoxfield,8 Markhill Pl,4,h,1218000,S,Ray,27/05/2017,23.3,3180,4,2,2,900,281,1994,Knox City Council,-37.87695,145.2547,Eastern Metropolitan,2949
Lalor,1 Kent Rd,3,h,600000,S,Ray,27/05/2017,16.3,3075,3,2,2,534,121,1980,Whittlesea City Council,-37.67323,145.03976,Northern Metropolitan,8279
Lalor,61 McKimmies Rd,3,h,487000,S,Love,27/05/2017,16.3,3075,3,1,1,533,160,1970,Whittlesea City Council,-37.67605,145.03956000000002,Northern Metropolitan,8279
Lalor,13 Rosemary Dr,3,h,572000,S,Love,27/05/2017,16.3,3075,3,1,2,640,140,1975,Whittlesea City Council,-37.6591,145.00548999999998,Northern Metropolitan,8279
Lower Plenty,4/38 Alma St,2,u,650000,PI,Morrison,27/05/2017,14.6,3093,2,2,2,248,120,1995,Banyule City Council,-37.72473,145.11657,Eastern Metropolitan,1624
Malvern,13 Nicholls St,3,h,1700000,PI,Jellis,27/05/2017,5.9,3144,3,2,0,312,141,1920,Stonnington City Council,-37.86162,145.03065,Southern Metropolitan,4675
Malvern East,3/1 Grant St,3,t,1060000,S,Jellis,27/05/2017,8.4,3145,3,1,1,206,110,1980,Stonnington City Council,-37.87107,145.04991,Southern Metropolitan,8801
Maribyrnong,21/9 Fabian Ct,2,u,530000,S,hockingstuart,27/05/2017,4.3,3032,2,1,1,81,88,1980,Maribyrnong City Council,-37.77323,144.89268,Western Metropolitan,4918
Maribyrnong,107 Gatehouse Pl,2,u,450000,SP,Raine,27/05/2017,4.3,3032,2,1,1,0,93,1940,Maribyrnong City Council,-37.77296,144.88057,Western Metropolitan,4918
Maribyrnong,18/4 Wests Rd,2,u,353000,S,Biggin,27/05/2017,4.3,3032,2,1,1,4977,79,2000,Maribyrnong City Council,-37.77367,144.88161000000002,Western Metropolitan,4918
Melbourne,1814/250 Elizabeth St,2,u,720000,S,Harcourts,27/05/2017,0.0,3000,2,1,1,0,86,1976,Melbourne City Council,-37.812670000000004,144.96273,Northern Metropolitan,17496
Melton,14 Musk Ct,3,h,295000,SP,PRDNationwide,27/05/2017,31.7,3337,3,1,4,600,122,1975,Melton City Council,-37.68734,144.58001000000002,Western Victoria,3600
Melton South,3 Francis St,4,h,347500,S,hockingstuart,27/05/2017,29.8,3338,4,2,1,587,149,1990,Melton City Council,-37.69392,144.57468,Western Victoria,4718
Melton West,3 Becker Cl,3,h,410000,S,Reliance,27/05/2017,31.7,3337,3,2,2,740,119,1985,Melton City Council,-37.68052,144.55106,Northern Victoria,6065
Mentone,1 Rogers St,5,h,1485000,S,Greg,27/05/2017,20.0,3194,5,2,2,720,174,1975,Kingston City Council,-37.984390000000005,145.06812,South-Eastern Metropolitan,6162
Middle Park,150 Page St,3,h,1750000,VB,Greg,27/05/2017,3.0,3206,3,2,0,138,155,1885,Port Phillip City Council,-37.84962,144.95856,Southern Metropolitan,2019
Mitcham,5a Compton St,2,u,695000,S,Barry,27/05/2017,17.2,3132,2,1,1,300,90,2011,Whitehorse City Council,-37.80574,145.18832,Eastern Metropolitan,6871
Mitcham,27 Forster St,2,h,655000,S,Barry,27/05/2017,17.2,3132,2,1,4,446,82,1975,Whitehorse City Council,-37.81906,145.21253000000002,Eastern Metropolitan,6871
Mitcham,1/39 Harrison St,3,u,775000,SP,Jellis,27/05/2017,17.2,3132,3,1,2,208,110,1975,Whitehorse City Council,-37.8135,145.19971999999999,Eastern Metropolitan,6871
Mitcham,1/10 Owen St,3,u,820000,VB,Noel,27/05/2017,17.2,3132,3,1,2,439,110,1960,Whitehorse City Council,-37.825959999999995,145.1872,Eastern Metropolitan,6871
Montmorency,35 Astley St,3,h,900000,S,Barry,27/05/2017,16.2,3094,3,1,1,575,138,1980,Banyule City Council,-37.720890000000004,145.11987,Eastern Metropolitan,3891
Montmorency,21 Beattie St,3,h,806000,S,Barry,27/05/2017,16.2,3094,3,1,0,396,108,1955,Banyule City Council,-37.71665,145.11682,Eastern Metropolitan,3891
Montmorency,17 Virginia Ct,4,h,980000,S,Barry,27/05/2017,16.2,3094,4,3,2,701,300,1993,Banyule City Council,-37.718709999999994,145.13558999999998,Eastern Metropolitan,3891
Murrumbeena,217 Murrumbeena Rd,4,h,1540000,S,Woodards,27/05/2017,10.1,3163,4,2,2,589,199,1920,Glen Eira City Council,-37.90017,145.06435,Southern Metropolitan,4442
Murrumbeena,7/502 Neerim Rd,1,t,470000,S,Thomson,27/05/2017,10.1,3163,1,1,1,0,76,2000,Glen Eira City Council,-37.89018,145.06865,Southern Metropolitan,4442
Noble Park,26 Forster St,3,h,730000,S,iSell,27/05/2017,22.7,3174,3,1,4,695,130,1963,Greater Dandenong City Council,-37.96015,145.16618,South-Eastern Metropolitan,11806
Noble Park,6 Helen Ct,3,h,676000,SP,Leyton,27/05/2017,22.7,3174,3,1,1,587,114,1960,Greater Dandenong City Council,-37.96968,145.16832,South-Eastern Metropolitan,11806
Noble Park,13 Mather Rd,4,h,805000,S,C21,27/05/2017,22.7,3174,4,2,4,702,140,1980,Greater Dandenong City Council,-37.97412,145.18022,South-Eastern Metropolitan,11806
North Melbourne,72 Curzon St,2,h,1126000,SP,Nelson,27/05/2017,1.8,3051,2,1,0,114,65,1910,Melbourne City Council,-37.802479999999996,144.94846,Northern Metropolitan,6821
North Melbourne,4/8 Falshaws La,2,u,799000,S,Jellis,27/05/2017,1.8,3051,2,1,1,0,73,1900,Melbourne City Council,-37.79999,144.94961,Northern Metropolitan,6821
North Melbourne,357 Flemington Rd,3,h,1285000,PI,J,27/05/2017,1.8,3051,3,1,1,170,147,1990,Melbourne City Council,-37.79074,144.94324,Northern Metropolitan,6821
Northcote,205 Clarke St,3,h,1512000,S,Jellis,27/05/2017,5.3,3070,3,1,0,326,125,1905,Darebin City Council,-37.77664,144.99902,Northern Metropolitan,11364
Nunawading,2/324 Springfield Rd,3,u,777000,S,Barry,27/05/2017,15.4,3131,3,2,2,239,113,2014,Manningham City Council,-37.813590000000005,145.17574,Eastern Metropolitan,4973
Oakleigh East,2/83 Patrick St,4,t,912000,S,Buxton,27/05/2017,12.3,3166,4,2,2,344,146,1997,Monash City Council,-37.90822,145.12036,Southern Metropolitan,2547
Ormond,11 Newham Gr,4,h,1565000,PI,Woodards,27/05/2017,11.4,3204,4,3,2,719,154,1920,Glen Eira City Council,-37.90087,145.03959,Southern Metropolitan,3578
Parkdale,5 Booth St,2,h,1270000,S,Barry,27/05/2017,21.5,3195,2,1,4,772,120,1940,Kingston City Council,-37.994820000000004,145.08459,South-Eastern Metropolitan,5087
Parkdale,20 Hawke St,4,h,1137500,SP,Barry,27/05/2017,21.5,3195,4,2,4,641,180,1980,Kingston City Council,-37.98464,145.08185,South-Eastern Metropolitan,5087
Parkdale,3 Surf St,3,h,1415000,SP,Obrien,27/05/2017,21.5,3195,3,1,2,545,145,1950,Kingston City Council,-37.99827,145.07497,South-Eastern Metropolitan,5087
Pascoe Vale,111 Derby St,3,h,876000,S,Nelson,27/05/2017,8.5,3044,3,1,2,525,146,1960,Moreland City Council,-37.72803,144.94624,Northern Metropolitan,7485
