Suburb,Address,Rooms,Type,Price,Method,Real Estate Agent,Date,Distance,Postcode,Number of Bathroom,number of carpark,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Median_age_persons,Median_mortgage_repay_monthly,Median_tot_prsnl_inc_weekly,Median_rent_weekly,Median_tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_tot_hhd_inc_weekly,Average_household_size,Year,Month
Oakleigh South,338 Huntingdale Rd,4,h,1000000,PI,Woodards,2017-10-07,15.5,3167,2,2,702,174,1970,Kingston City Council,-37.91383,145.10332,South-Eastern Metropolitan,3692,40,2200,770,418,2200,0.8,1915,2.7,2017,10
Oakleigh South,596 Warrigal Rd,4,h,813500,S,Buxton,2017-10-07,15.5,3167,2,2,536,185,1980,Kingston City Council,-37.93006,145.08143,South-Eastern Metropolitan,3692,40,2200,770,418,2200,0.8,1915,2.7,2017,10
Oakleigh South,11 Emerald St,3,h,962500,S,Domain,2017-10-21,15.5,3167,1,2,534,130,1965,Kingston City Council,-37.93761,145.08563999999996,South-Eastern Metropolitan,3692,40,2200,770,418,2200,0.8,1915,2.7,2017,10
Oakleigh South,4 Angus Ct,4,h,986000,S,Ray,2017-10-28,15.5,3167,2,1,541,155,1995,Kingston City Council,-37.94082,145.09671,South-Eastern Metropolitan,3692,40,2200,770,418,2200,0.8,1915,2.7,2017,10
Pascoe Vale,27 Quick St,4,h,975000,S,Brad,2016-12-03,9.9,3044,1,1,733,159,1960,Moreland City Council,-37.7194,144.9307,Northern Metropolitan,7485,37,2167,970,401,2568,0.9,2095,2.5,2016,12
Pascoe Vale,16 Stennis St,4,h,955000,S,Nelson,2017-03-04,9.9,3044,2,2,686,135,1950,Moreland City Council,-37.731,144.9486,Northern Metropolitan,7485,37,2167,970,401,2568,0.9,2095,2.5,2017,3
Pascoe Vale,9 Kevin St,3,h,815000,S,Brad,2016-10-08,9.9,3044,1,1,438,94,1960,Moreland City Council,-37.7338,144.9441,Northern Metropolitan,7485,37,2167,970,401,2568,0.9,2095,2.5,2016,10
Pascoe Vale,16 Hayes Pde,5,h,950000,VB,Nelson,2016-12-10,9.9,3044,2,2,705,166,1950,Moreland City Council,-37.7328,144.9281,Northern Metropolitan,7485,37,2167,970,401,2568,0.9,2095,2.5,2016,12
Pascoe Vale,54 Railway Pde,3,h,900000,S,Brad,2016-12-10,9.9,3044,1,1,570,139,1950,Moreland City Council,-37.7273,144.9274,Northern Metropolitan,7485,37,2167,970,401,2568,0.9,2095,2.5,2016,12
Pascoe Vale,22 Derby St,3,h,835000,PI,Nelson,2016-11-12,9.9,3044,1,2,422,132,1950,Moreland City Council,-37.7337,144.9458,Northern Metropolitan,7485,37,2167,970,401,2568,0.9,2095,2.5,2016,11
Pascoe Vale,229 Sussex St,4,h,810000,VB,Nelson,2016-11-12,9.9,3044,2,1,455,147,1950,Moreland City Council,-37.7207,144.9511,Northern Metropolitan,7485,37,2167,970,401,2568,0.9,2095,2.5,2016,11
Pascoe Vale,199 Cumberland Rd,3,h,900000,SP,Nelson,2016-05-14,9.9,3044,2,2,608,168,1940,Moreland City Council,-37.7182,144.9405,Northern Metropolitan,7485,37,2167,970,401,2568,0.9,2095,2.5,2016,5
Pascoe Vale,27 Sefton St,3,h,975000,SP,Brad,2016-10-15,9.9,3044,1,3,686,151,1970,Moreland City Council,-37.7231,144.9252,Northern Metropolitan,7485,37,2167,970,401,2568,0.9,2095,2.5,2016,10
Pascoe Vale,109 Derby St,4,h,970000,S,Nelson,2016-04-16,9.9,3044,2,1,535,154,1920,Moreland City Council,-37.7282,144.9462,Northern Metropolitan,7485,37,2167,970,401,2568,0.9,2095,2.5,2016,4
Pascoe Vale,48 Derby St,4,h,822000,SP,hockingstuart,2017-03-18,9.9,3044,2,2,250,194,1983,Moreland City Council,-37.7319,144.9461,Northern Metropolitan,7485,37,2167,970,401,2568,0.9,2095,2.5,2017,3
Pascoe Vale,6 Collings Ct,2,h,810000,S,Brad,2016-05-22,9.9,3044,1,1,783,94,1950,Moreland City Council,-37.7196,144.9485,Northern Metropolitan,7485,37,2167,970,401,2568,0.9,2095,2.5,2016,5
Pascoe Vale,12 Coane St,3,h,960000,S,hockingstuart,2017-02-25,9.9,3044,1,2,641,111,1950,Moreland City Council,-37.7253,144.938,Northern Metropolitan,7485,37,2167,970,401,2568,0.9,2095,2.5,2017,2
Pascoe Vale,95 Essex St,4,h,985000,SP,Ray,2017-02-25,9.9,3044,2,2,511,182,2007,Moreland City Council,-37.7268,144.9401,Northern Metropolitan,7485,37,2167,970,401,2568,0.9,2095,2.5,2017,2
Pascoe Vale,17 Prospect St,3,h,880000,S,Nelson,2016-06-27,9.9,3044,2,2,588,106,1960,Moreland City Council,-37.7283,144.9356,Northern Metropolitan,7485,37,2167,970,401,2568,0.9,2095,2.5,2016,6
Pascoe Vale,130 Essex St,3,h,960000,S,Brad,2016-08-28,9.9,3044,2,2,501,501,1960,Moreland City Council,-37.7258,144.9347,Northern Metropolitan,7485,37,2167,970,401,2568,0.9,2095,2.5,2016,8
Pascoe Vale,2 Ann St,2,h,999000,S,Nelson,2017-04-08,9.9,3044,1,1,587,95,1920,Moreland City Council,-37.7306,144.9357,Northern Metropolitan,7485,37,2167,970,401,2568,0.9,2095,2.5,2017,4
Pascoe Vale,115 Derby St,4,h,800000,S,Nelson,2017-04-08,9.9,3044,1,1,593,131,1970,Moreland City Council,-37.7278,144.9463,Northern Metropolitan,7485,37,2167,970,401,2568,0.9,2095,2.5,2017,4
Pascoe Vale,16 Hayes Pde,5,h,958000,S,Nelson,2017-04-29,9.9,3044,2,2,706,166,1950,Moreland City Council,-37.7328,144.9281,Northern Metropolitan,7485,37,2167,970,401,2568,0.9,2095,2.5,2017,4
Pascoe Vale,111 Derby St,3,h,876000,S,Nelson,2017-05-27,8.5,3044,1,2,525,146,1960,Moreland City Council,-37.72803,144.94624,Northern Metropolitan,7485,37,2167,970,401,2568,0.9,2095,2.5,2017,5
Pascoe Vale,61 Pardy St,3,h,940000,SP,hockingstuart,2017-07-29,8.5,3044,1,1,559,109,1955,Moreland City Council,-37.7327,144.92966,Northern Metropolitan,7485,37,2167,970,401,2568,0.9,2095,2.5,2017,7
Pascoe Vale,25 Rhodes Pde,3,h,850000,VB,Nelson,2017-09-16,8.5,3044,1,1,712,133,1940,Moreland City Council,-37.71594,144.92986000000005,Northern Metropolitan,7485,37,2167,970,401,2568,0.9,2095,2.5,2017,9
Pascoe Vale,55 Alpine Gr,3,h,980000,S,Nelson,2017-08-19,8.5,3044,1,1,546,103,1950,Moreland City Council,-37.72208,144.93714,Northern Metropolitan,7485,37,2167,970,401,2568,0.9,2095,2.5,2017,8
Pascoe Vale,1 Sefton St,3,h,891000,S,Brad,2017-10-21,8.5,3044,1,1,557,113,1950,Moreland City Council,-37.72332,144.92673,Northern Metropolitan,7485,37,2167,970,401,2568,0.9,2095,2.5,2017,10
Pascoe Vale,3 Quick St,4,h,863000,SP,Jellis,2018-03-17,8.5,3044,2,2,283,168,2000,Moreland City Council,-37.721959999999996,144.93017,Northern Metropolitan,7485,37,2167,970,401,2568,0.9,2095,2.5,2018,3
Pascoe Vale,21 Tangyes St,4,h,860000,S,Nelson,2018-02-24,8.5,3044,1,1,403,128,1959,Moreland City Council,-37.726440000000004,144.9445,Northern Metropolitan,7485,37,2167,970,401,2568,0.9,2095,2.5,2018,2
Port Melbourne,130 Nott St,3,h,985000,S,Marshall,2016-12-03,3.8,3207,1,0,171,167,1890,Melbourne City Council,-37.8385,144.9409,Southern Metropolitan,8648,42,2500,1366,540,3264,0.9,2372,2.1,2016,12
Port Melbourne,467 Bay St,2,h,1000000,S,Marshall,2016-06-04,3.8,3207,2,0,96,108,1890,Melbourne City Council,-37.8327,144.9474,Southern Metropolitan,8648,42,2500,1366,540,3264,0.9,2372,2.1,2016,6
Port Melbourne,106 Ross St,2,h,1000000,VB,Marshall,2016-05-07,3.8,3207,1,1,90,106,2007,Melbourne City Council,-37.8357,144.9376,Southern Metropolitan,8648,42,2500,1366,540,3264,0.9,2372,2.1,2016,5
Port Melbourne,2/8 Thomas St,2,h,880000,S,Greg,2016-12-10,3.8,3207,1,2,163,83,1980,Melbourne City Council,-37.8359,144.9358,Southern Metropolitan,8648,42,2500,1366,540,3264,0.9,2372,2.1,2016,12
Port Melbourne,39 Heath St,2,h,900000,SP,Cayzer,2016-05-14,3.8,3207,1,0,124,70,1900,Melbourne City Council,-37.8356,144.9439,Southern Metropolitan,8648,42,2500,1366,540,3264,0.9,2372,2.1,2016,5
Port Melbourne,301/115 Nott St,2,h,801000,S,Greg,2017-04-08,3.8,3207,2,1,0,90,2012,Melbourne City Council,-37.84,144.939,Southern Metropolitan,8648,42,2500,1366,540,3264,0.9,2372,2.1,2017,4
Port Melbourne,346 Princes St,3,h,1000000,S,Cayzer,2017-09-09,3.5,3207,1,0,99,96,1890,Melbourne City Council,-37.83509,144.94286,Southern Metropolitan,8648,42,2500,1366,540,3264,0.9,2372,2.1,2017,9
Prahran,20a Percy St,2,h,950000,PI,hockingstuart,2016-09-03,4.5,3181,1,1,88,121,2000,Stonnington City Council,-37.8503,144.9913,Southern Metropolitan,7717,34,2200,1338,420,3103,0.9,2085,1.8,2016,9
Prahran,47 Clifton St,2,h,815000,S,Beller,2016-11-19,4.5,3181,1,0,96,71,1880,Stonnington City Council,-37.8501,144.9953,Southern Metropolitan,7717,34,2200,1338,420,3103,0.9,2085,1.8,2016,11
Prahran,1/70 Williams Rd,2,h,910000,S,Gary,2016-11-19,4.5,3181,1,1,183,71,1930,Stonnington City Council,-37.8543,145.0024,Southern Metropolitan,7717,34,2200,1338,420,3103,0.9,2085,1.8,2016,11
Prahran,44 Spring St,1,h,860000,PI,hockingstuart,2017-04-22,4.5,3181,1,0,108,54,1905,Stonnington City Council,-37.8508,145.0051,Southern Metropolitan,7717,34,2200,1338,420,3103,0.9,2085,1.8,2017,4
Windsor,27 Hornby St,2,h,957500,S,hockingstuart,2017-06-24,4.6,3181,1,1,136,58,1892,Port Phillip City Council,-37.85542,144.99571,Southern Metropolitan,4380,34,2200,1338,420,3103,0.9,2085,1.8,2017,6
Prahran,5 Bayview St,2,h,1000000,PI,hockingstuart,2017-11-11,4.6,3181,1,0,115,68,1890,Stonnington City Council,-37.8518,145.0032,Southern Metropolitan,7717,34,2200,1338,420,3103,0.9,2085,1.8,2017,11
Preston,370 Gilbert Rd,4,h,930000,S,Ray,2016-09-03,8.8,3072,2,2,604,180,1920,Darebin City Council,-37.7369,144.9905,Northern Metropolitan,14577,37,2000,872,392,2345,0.9,1844,2.4,2016,9
Preston,82 Raglan St,2,h,837000,S,Nelson,2017-03-04,8.8,3072,1,3,581,96,1950,Darebin City Council,-37.7508,145.0209,Northern Metropolitan,14577,37,2000,872,392,2345,0.9,1844,2.4,2017,3
Preston,191 Tyler St,3,h,950000,SP,Ray,2016-06-04,8.8,3072,1,2,563,180,1918,Darebin City Council,-37.7318,145.0192,Northern Metropolitan,14577,37,2000,872,392,2345,0.9,1844,2.4,2016,6
Preston,227 Murray Rd,2,h,850000,S,Barry,2016-05-07,8.8,3072,1,1,356,102,1940,Darebin City Council,-37.7384,145.0058,Northern Metropolitan,14577,37,2000,872,392,2345,0.9,1844,2.4,2016,5
Preston,35 James St,4,h,810000,S,Ray,2016-09-10,8.8,3072,2,2,1034,151,1950,Darebin City Council,-37.7379,144.9851,Northern Metropolitan,14577,37,2000,872,392,2345,0.9,1844,2.4,2016,9
Preston,15 Watson St,3,h,900000,SP,Love,2016-10-15,8.8,3072,1,1,472,147,1965,Darebin City Council,-37.745,145.0139,Northern Metropolitan,14577,37,2000,872,392,2345,0.9,1844,2.4,2016,10
Preston,178 Raglan St,2,h,920000,SP,hockingstuart,2016-04-16,8.8,3072,2,2,516,97,1935,Darebin City Council,-37.7497,145.011,Northern Metropolitan,14577,37,2000,872,392,2345,0.9,1844,2.4,2016,4
Preston,3 Avondale Rd,3,h,980000,S,Harcourts,2016-09-17,8.8,3072,2,1,479,121,1930,Darebin City Council,-37.7425,145.014,Northern Metropolitan,14577,37,2000,872,392,2345,0.9,1844,2.4,2016,9
Preston,3 Leopold St,2,h,886000,S,Nelson,2016-09-17,8.8,3072,1,2,467,92,1950,Darebin City Council,-37.7345,144.9977,Northern Metropolitan,14577,37,2000,872,392,2345,0.9,1844,2.4,2016,9
Preston,43 May St,2,h,876000,S,Nelson,2017-03-18,8.8,3072,1,2,479,85,1950,Darebin City Council,-37.733000000000004,144.9961,Northern Metropolitan,14577,37,2000,872,392,2345,0.9,1844,2.4,2017,3
Preston,198 Raglan St,2,h,910000,SP,Nelson,2017-03-18,8.8,3072,2,1,352,103,1950,Darebin City Council,-37.7495,145.0092,Northern Metropolitan,14577,37,2000,872,392,2345,0.9,1844,2.4,2017,3
Preston,246 Murray Rd,3,h,810000,SP,Barry,2016-06-18,8.8,3072,1,1,421,97,1930,Darebin City Council,-37.738,145.0064,Northern Metropolitan,14577,37,2000,872,392,2345,0.9,1844,2.4,2016,6
Preston,92 Gilbert Rd,2,h,986000,S,hockingstuart,2016-05-22,8.8,3072,1,1,472,139,1940,Darebin City Council,-37.7484,144.9886,Northern Metropolitan,14577,37,2000,872,392,2345,0.9,1844,2.4,2016,5
Preston,34 Booth St,2,h,890000,S,Nelson,2016-09-24,8.8,3072,1,3,493,95,1950,Darebin City Council,-37.74,144.9821,Northern Metropolitan,14577,37,2000,872,392,2345,0.9,1844,2.4,2016,9
Preston,12 Newcastle St,3,h,890000,S,Ray,2016-07-26,8.8,3072,1,2,495,100,1950,Darebin City Council,-37.7521,145.0114,Northern Metropolitan,14577,37,2000,872,392,2345,0.9,1844,2.4,2016,7
Preston,2 Esther St,2,h,860000,S,Barry,2016-06-27,8.8,3072,2,1,415,138,1925,Darebin City Council,-37.7481,145.0017,Northern Metropolitan,14577,37,2000,872,392,2345,0.9,1844,2.4,2016,6
Preston,10 Pender St,4,h,875000,S,hockingstuart,2016-06-27,8.8,3072,1,2,400,147,1940,Darebin City Council,-37.7371,145.0111,Northern Metropolitan,14577,37,2000,872,392,2345,0.9,1844,2.4,2016,6
Preston,27 South St,3,h,923000,S,Love,2016-06-27,8.8,3072,1,0,333,118,1920,Darebin City Council,-37.7423,145.0097,Northern Metropolitan,14577,37,2000,872,392,2345,0.9,1844,2.4,2016,6
Preston,38 Wilcox St,4,h,920000,PI,Nelson,2016-06-27,8.8,3072,1,1,396,184,1920,Darebin City Council,-37.7361,145.0093,Northern Metropolitan,14577,37,2000,872,392,2345,0.9,1844,2.4,2016,6
Preston,33 Gordon Gr,4,h,871000,S,Ray,2016-11-27,8.8,3072,2,1,561,150,1950,Darebin City Council,-37.7369,145.0201,Northern Metropolitan,14577,37,2000,872,392,2345,0.9,1844,2.4,2016,11
Preston,194 Miller St,4,h,950000,S,Ray,2016-11-27,8.8,3072,2,1,243,140,2005,Darebin City Council,-37.7506,144.9847,Northern Metropolitan,14577,37,2000,872,392,2345,0.9,1844,2.4,2016,11
Preston,192 Wood St,4,h,870000,S,RW,2016-11-27,8.8,3072,1,2,400,117,1890,Darebin City Council,-37.7346,145.0164,Northern Metropolitan,14577,37,2000,872,392,2345,0.9,1844,2.4,2016,11
Preston,140 Murray Rd,3,h,930000,SP,Love,2016-08-28,8.8,3072,1,2,679,143,1950,Darebin City Council,-37.7392,145.0163,Northern Metropolitan,14577,37,2000,872,392,2345,0.9,1844,2.4,2016,8
Preston,67 Regent St,3,h,875000,S,Nelson,2016-08-28,8.8,3072,2,1,650,119,1950,Darebin City Council,-37.7302,144.998,Northern Metropolitan,14577,37,2000,872,392,2345,0.9,1844,2.4,2016,8
Preston,4 Raymond St,4,h,840000,PI,hockingstuart,2016-07-30,8.8,3072,1,2,390,120,1950,Darebin City Council,-37.7395,144.9843,Northern Metropolitan,14577,37,2000,872,392,2345,0.9,1844,2.4,2016,7
Preston,53 William St,3,h,917500,S,Nelson,2017-04-08,8.8,3072,2,2,472,123,1965,Darebin City Council,-37.7336,145.0022,Northern Metropolitan,14577,37,2000,872,392,2345,0.9,1844,2.4,2017,4
Preston,31 Benambra St,3,h,800000,PI,hockingstuart,2017-05-13,8.8,3072,2,2,319,124,1940,Darebin City Council,-37.7334,144.9873,Northern Metropolitan,14577,37,2000,872,392,2345,0.9,1844,2.4,2017,5
Preston,33 Grandview Rd,3,h,1000000,VB,Nelson,2017-05-20,8.8,3072,1,3,624,145,1950,Darebin City Council,-37.7373,144.9864,Northern Metropolitan,14577,37,2000,872,392,2345,0.9,1844,2.4,2017,5
Preston,20 Ambon St,3,h,910000,S,hockingstuart,2017-04-22,8.8,3072,1,1,674,90,1955,Darebin City Council,-37.7341,145.0275,Northern Metropolitan,14577,37,2000,872,392,2345,0.9,1844,2.4,2017,4
Preston,121 Murray Rd,4,h,830000,PI,Love,2017-06-03,8.4,3072,1,2,540,540,1965,Darebin City Council,-37.73935,145.01516999999996,Northern Metropolitan,14577,37,2000,872,392,2345,0.9,1844,2.4,2017,6
Preston,145 Murray Rd,3,h,881000,S,Love,2017-06-03,8.4,3072,1,2,470,115,1930,Darebin City Council,-37.73912,145.01298,Northern Metropolitan,14577,37,2000,872,392,2345,0.9,1844,2.4,2017,6
Preston,202 Raglan St,3,h,945000,S,McGrath,2017-06-03,8.4,3072,1,2,349,120,1940,Darebin City Council,-37.74946,145.00875,Northern Metropolitan,14577,37,2000,872,392,2345,0.9,1844,2.4,2017,6
Preston,39 William St,3,h,972500,S,Nelson,2017-06-03,8.4,3072,1,1,448,103,1930,Darebin City Council,-37.734429999999996,145.00201,Northern Metropolitan,14577,37,2000,872,392,2345,0.9,1844,2.4,2017,6
Preston,26A Young St,3,h,955000,S,Nelson,2017-06-03,8.4,3072,1,1,263,123,2000,Darebin City Council,-37.74739,145.00933999999995,Northern Metropolitan,14577,37,2000,872,392,2345,0.9,1844,2.4,2017,6
Preston,196 Raglan St,4,h,840000,PI,McGrath,2017-06-17,8.4,3072,1,1,313,113,1950,Darebin City Council,-37.74955,145.00949,Northern Metropolitan,14577,37,2000,872,392,2345,0.9,1844,2.4,2017,6
Preston,19 Cynga St,3,h,920000,PI,Haughton,2017-05-27,8.4,3072,1,2,693,93,1950,Darebin City Council,-37.74528,145.01987,Northern Metropolitan,14577,37,2000,872,392,2345,0.9,1844,2.4,2017,5
Preston,27 Pender St,3,h,980000,S,Harrington,2017-07-22,8.4,3072,1,3,397,107,1925,Darebin City Council,-37.73724,145.00984,Northern Metropolitan,14577,37,2000,872,392,2345,0.9,1844,2.4,2017,7
Preston,15 Albert St,3,h,961000,S,Nelson,2017-08-19,8.4,3072,1,2,529,144,1970,Darebin City Council,-37.75049,145.02098999999995,Northern Metropolitan,14577,37,2000,872,392,2345,0.9,1844,2.4,2017,8
Preston,61 Dundas St,3,h,910000,SP,Nelson,2017-08-26,8.4,3072,1,2,276,96,1965,Darebin City Council,-37.75277,145.00734,Northern Metropolitan,14577,37,2000,872,392,2345,0.9,1844,2.4,2017,8
Preston,17 Percival St,3,h,850000,PI,hockingstuart,2017-10-14,8.4,3072,1,2,455,100,1930,Darebin City Council,-37.73184000000001,145.0079,Northern Metropolitan,14577,37,2000,872,392,2345,0.9,1844,2.4,2017,10
Preston,141 Albert St,2,h,835000,S,hockingstuart,2017-10-21,8.4,3072,1,4,501,99,1955,Darebin City Council,-37.73664,145.02375,Northern Metropolitan,14577,37,2000,872,392,2345,0.9,1844,2.4,2017,10
Preston,148 Albert St,3,h,833000,S,Stockdale,2017-10-28,8.4,3072,1,1,501,0,1960,Darebin City Council,-37.73674000000001,145.02418,Northern Metropolitan,14577,37,2000,872,392,2345,0.9,1844,2.4,2017,10
Preston,648 Plenty Rd,2,h,960000,SP,Love,2017-10-28,8.4,3072,1,2,440,107,1940,Darebin City Council,-37.73226,145.0146,Northern Metropolitan,14577,37,2000,872,392,2345,0.9,1844,2.4,2017,10
Preston,252 Gower St,3,h,1000000,S,Nelson,2018-03-17,8.4,3072,1,1,353,112,1925,Darebin City Council,-37.74064,145.00746,Northern Metropolitan,14577,37,2000,872,392,2345,0.9,1844,2.4,2018,3
Reservoir,686 High St,3,h,805000,S,Barry,2017-03-04,11.2,3073,1,2,227,118,1930,Darebin City Council,-37.7286,145.0059,Northern Metropolitan,21650,38,1986,741,360,1983,0.9,1541,2.4,2017,3
Reservoir,57 Barry St,3,h,800000,S,Barry,2016-08-06,11.2,3073,1,5,4679,170,1975,Darebin City Council,-37.7093,145.0012,Northern Metropolitan,21650,38,1986,741,360,1983,0.9,1541,2.4,2016,8
Reservoir,5 Bluebell Pl,4,h,851000,S,hockingstuart,2016-11-07,11.2,3073,2,2,581,244,2006,Darebin City Council,-37.6926,144.9861,Northern Metropolitan,21650,38,1986,741,360,1983,0.9,1541,2.4,2016,11
Reservoir,41 Cameron St,3,h,998000,S,Nelson,2016-11-07,11.2,3073,2,3,479,153,1950,Darebin City Council,-37.7271,144.9968,Northern Metropolitan,21650,38,1986,741,360,1983,0.9,1541,2.4,2016,11
Reservoir,193 Edwardes St,3,h,915000,S,Ray,2016-10-08,11.2,3073,3,2,618,153,1960,Darebin City Council,-37.7154,144.9962,Northern Metropolitan,21650,38,1986,741,360,1983,0.9,1541,2.4,2016,10
Reservoir,43 Kingsley Rd,3,h,865000,S,Nelson,2016-09-10,11.2,3073,1,3,560,110,1950,Darebin City Council,-37.721,144.9885,Northern Metropolitan,21650,38,1986,741,360,1983,0.9,1541,2.4,2016,9
Reservoir,3 Hillcroft St,3,h,810000,SP,Nelson,2016-12-10,11.2,3073,1,2,564,558,1960,Darebin City Council,-37.7196,144.9899,Northern Metropolitan,21650,38,1986,741,360,1983,0.9,1541,2.4,2016,12
Reservoir,115 Cheddar Rd,2,h,836000,SP,Ray,2016-10-15,11.2,3073,1,1,931,121,1970,Darebin City Council,-37.7033,145.0169,Northern Metropolitan,21650,38,1986,741,360,1983,0.9,1541,2.4,2016,10
Reservoir,2 Carrington Rd,3,h,800000,SP,Fletchers,2016-07-16,11.2,3073,2,3,574,159,1955,Darebin City Council,-37.722,144.9922,Northern Metropolitan,21650,38,1986,741,360,1983,0.9,1541,2.4,2016,7
Reservoir,50 Gloucester St,3,h,950000,S,RW,2016-11-19,11.2,3073,2,2,565,120,1920,Darebin City Council,-37.7196,144.997,Northern Metropolitan,21650,38,1986,741,360,1983,0.9,1541,2.4,2016,11
Reservoir,6 Rodman St,3,h,905000,S,Barry,2016-11-19,11.2,3073,1,2,950,121,1960,Darebin City Council,-37.7022,145.0078,Northern Metropolitan,21650,38,1986,741,360,1983,0.9,1541,2.4,2016,11
Reservoir,10 Gilbank St,3,h,921500,S,Nelson,2016-05-22,11.2,3073,2,1,527,177,1950,Darebin City Council,-37.7238,144.9964,Northern Metropolitan,21650,38,1986,741,360,1983,0.9,1541,2.4,2016,5
Reservoir,1 Harmer St,4,h,885000,S,hockingstuart,2016-07-26,11.2,3073,2,3,936,262,1985,Darebin City Council,-37.7021,145.0178,Northern Metropolitan,21650,38,1986,741,360,1983,0.9,1541,2.4,2016,7
Reservoir,42 Kingsley Rd,3,h,815000,S,Nelson,2016-07-26,11.2,3073,1,2,550,557,1965,Darebin City Council,-37.7208,144.9887,Northern Metropolitan,21650,38,1986,741,360,1983,0.9,1541,2.4,2016,7
Reservoir,28 Mendip Rd,3,h,882500,S,Barry,2016-07-26,11.2,3073,2,2,681,135,1940,Darebin City Council,-37.7217,145.0163,Northern Metropolitan,21650,38,1986,741,360,1983,0.9,1541,2.4,2016,7
Reservoir,10 Dumbarton St,3,h,851000,S,Barry,2016-11-27,11.2,3073,1,1,826,101,1960,Darebin City Council,-37.7013,145.0244,Northern Metropolitan,21650,38,1986,741,360,1983,0.9,1541,2.4,2016,11
Reservoir,39 Leamington St,4,h,885000,S,Ray,2016-05-28,11.2,3073,2,2,508,141,1950,Darebin City Council,-37.7129,145.0047,Northern Metropolitan,21650,38,1986,741,360,1983,0.9,1541,2.4,2016,5
Reservoir,11 Mais St,4,h,905000,S,hockingstuart,2017-04-08,11.2,3073,2,2,696,142,1965,Darebin City Council,-37.7074,145.0276,Northern Metropolitan,21650,38,1986,741,360,1983,0.9,1541,2.4,2017,4
Reservoir,33 McMahon Rd,5,h,845000,S,RW,2017-04-08,11.2,3073,2,2,676,100,1960,Darebin City Council,-37.7114,145.02100000000004,Northern Metropolitan,21650,38,1986,741,360,1983,0.9,1541,2.4,2017,4
Reservoir,1 Delaware St,2,h,861500,S,Nelson,2017-05-13,11.2,3073,1,1,419,100,1940,Darebin City Council,-37.721,145.016,Northern Metropolitan,21650,38,1986,741,360,1983,0.9,1541,2.4,2017,5
Reservoir,21 Henty St,3,h,801000,SP,Love,2017-05-13,11.2,3073,1,1,551,115,1950,Darebin City Council,-37.7194,145.0015,Northern Metropolitan,21650,38,1986,741,360,1983,0.9,1541,2.4,2017,5
Reservoir,111 Boldrewood Pde,3,h,840000,SP,RW,2017-07-01,12.0,3073,1,4,614,120,1960,Darebin City Council,-37.71562,145.02175,Northern Metropolitan,21650,38,1986,741,360,1983,0.9,1541,2.4,2017,7
Reservoir,76 Powell St,3,h,857700,SP,hockingstuart,2017-06-03,12.0,3073,1,1,325,116,1930,Darebin City Council,-37.72589,144.99681,Northern Metropolitan,21650,38,1986,741,360,1983,0.9,1541,2.4,2017,6
Reservoir,69 Chauvel St,5,h,912000,S,Ray,2017-06-24,12.0,3073,3,4,890,203,1960,Darebin City Council,-37.70295,145.00277,Northern Metropolitan,21650,38,1986,741,360,1983,0.9,1541,2.4,2017,6
Reservoir,4 Wattle Gr,3,h,860000,S,Nelson,2017-05-27,12.0,3073,1,2,627,136,1950,Darebin City Council,-37.722159999999995,144.99381,Northern Metropolitan,21650,38,1986,741,360,1983,0.9,1541,2.4,2017,5
Reservoir,13 Clinnick St,3,h,935000,S,Nelson,2017-08-12,12.0,3073,1,2,529,99,1960,Darebin City Council,-37.72017,144.99873,Northern Metropolitan,21650,38,1986,741,360,1983,0.9,1541,2.4,2017,8
Reservoir,66 Crookston Rd,3,h,953000,S,Ray,2017-07-15,12.0,3073,1,2,743,115,1970,Darebin City Council,-37.70964,145.0171,Northern Metropolitan,21650,38,1986,741,360,1983,0.9,1541,2.4,2017,7
Reservoir,1 Cameron St,3,h,861000,S,Stockdale,2017-09-03,12.0,3073,2,3,488,135,1950,Darebin City Council,-37.727470000000004,145.00035,Northern Metropolitan,21650,38,1986,741,360,1983,0.9,1541,2.4,2017,9
Reservoir,79 North Rd,4,h,900000,SP,RW,2017-09-03,12.0,3073,1,4,646,119,1950,Darebin City Council,-37.723279999999995,145.01862,Northern Metropolitan,21650,38,1986,741,360,1983,0.9,1541,2.4,2017,9
Reservoir,76 North Rd,2,h,920000,S,Nelson,2017-09-16,12.0,3073,1,2,665,100,1955,Darebin City Council,-37.72303,145.01883999999995,Northern Metropolitan,21650,38,1986,741,360,1983,0.9,1541,2.4,2017,9
Reservoir,20 Barton St,3,h,876000,S,Barry,2017-08-19,12.0,3073,1,2,653,120,1950,Darebin City Council,-37.711420000000004,145.00377,Northern Metropolitan,21650,38,1986,741,360,1983,0.9,1541,2.4,2017,8
Reservoir,49 Liston Av,4,h,866000,S,HAR,2017-08-19,12.0,3073,2,4,576,150,1940,Darebin City Council,-37.69742,145.01604,Northern Metropolitan,21650,38,1986,741,360,1983,0.9,1541,2.4,2017,8
Reservoir,19 Smith St,5,h,1000000,VB,Ray,2017-09-23,12.0,3073,2,6,892,361,2004,Darebin City Council,-37.70176,145.0118,Northern Metropolitan,21650,38,1986,741,360,1983,0.9,1541,2.4,2017,9
