POA_CODE_2021,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
POA3032,27,309,1713,1719,1345,774,172,12,0,6064,169,380,580,286,234,231,134,25,0,2035,30,72,91,69,44,52,19,4,0,385,0,10,45,28,19,9,0,0,0,113,228,777,2423,2104,1640,1069,323,43,0,8601,8,35,76,60,59,45,4,0,0,289,37,40,42,19,16,15,4,0,0,174,45,74,118,78,80,59,12,5,0,466,279,854,2534,2180,1721,1126,333,44,0,9066,365,198,230,190,188,342,706,409,127,2758,13,45,158,123,96,66,46,31,10,582,661,1092,2924,2492,1999,1540,1077,487,135,12406,8,284,1542,1109,960,515,81,0,0,4498,206,433,725,666,559,447,108,4,0,3150,41,56,139,139,56,49,21,0,0,498,0,19,31,14,10,8,0,0,0,90,260,798,2441,1928,1577,1020,209,13,0,8235,5,30,61,37,37,25,0,0,0,191,54,40,50,38,20,25,4,0,0,228,62,64,111,71,55,52,5,0,0,418
POA3033,23,138,554,721,712,437,86,9,0,2690,116,123,82,95,98,115,61,11,0,708,24,12,14,22,26,21,15,7,0,146,4,7,13,13,20,7,7,0,0,60,170,281,664,852,857,584,168,26,3,3604,4,12,17,14,22,21,4,0,0,103,31,14,4,6,5,5,3,0,0,76,39,26,26,24,31,26,7,0,0,182,206,304,687,880,886,606,173,24,3,3782,230,64,59,72,111,152,447,595,219,1952,5,15,52,29,44,23,16,31,12,224,449,386,803,980,1043,787,633,651,231,5959,4,93,375,351,464,254,25,3,0,1570,158,144,213,346,351,239,83,13,0,1545,28,17,64,44,32,28,11,0,0,221,0,0,11,8,10,4,4,0,0,47,197,256,657,753,857,525,124,14,0,3383,0,3,7,11,12,12,0,0,0,57,27,10,18,17,11,14,0,0,0,95,31,19,26,28,29,24,0,0,0,147
POA3034,18,130,462,543,494,304,82,3,0,2038,71,106,98,95,85,91,52,13,0,601,3,17,20,22,20,19,10,0,0,109,4,6,17,18,12,5,8,4,0,62,94,258,594,674,610,411,151,25,0,2816,6,8,28,19,23,14,0,0,0,101,18,13,6,14,9,8,5,0,0,74,22,28,28,31,30,25,5,0,0,182,118,281,621,705,642,436,159,23,0,2992,159,53,55,65,98,169,434,509,241,1799,10,9,42,39,29,20,18,36,9,205,285,343,723,814,766,634,611,570,251,4994,10,74,288,334,297,182,28,0,0,1220,97,98,155,266,227,192,62,4,0,1103,21,21,52,42,23,18,16,0,0,183,0,6,10,11,6,11,7,0,0,52,123,190,507,657,550,402,107,8,0,2554,0,7,12,5,13,5,0,0,0,47,24,3,17,8,8,14,0,0,0,81,25,13,32,15,25,12,0,0,0,129
POA3036,22,78,187,237,272,240,67,11,0,1117,45,48,30,31,35,47,49,15,0,301,7,5,3,6,10,18,3,0,0,60,0,0,10,0,3,6,6,0,0,13,76,142,230,279,324,309,123,23,3,1492,0,6,9,11,5,5,0,0,0,43,9,0,4,0,3,0,0,0,0,22,11,12,13,11,10,6,0,0,0,66,87,145,247,286,335,316,121,23,3,1560,96,25,25,19,32,79,207,209,71,777,3,0,12,9,11,13,12,9,3,74,187,171,280,315,376,408,341,240,78,2404,4,41,127,120,184,137,27,0,0,646,78,79,77,117,165,133,38,9,0,695,11,12,21,10,19,18,5,3,0,97,6,4,0,3,0,3,5,0,0,20,101,136,225,261,365,288,70,15,0,1457,0,4,0,0,9,0,0,0,0,21,7,4,3,6,0,4,4,0,0,26,11,14,3,9,8,4,4,0,0,46
POA3037,183,717,2001,2407,2622,1563,253,0,0,9746,490,538,530,386,452,342,126,17,0,2880,70,62,71,75,82,75,20,3,0,447,18,44,80,74,60,43,9,0,0,331,761,1357,2676,2945,3210,2022,408,25,0,13406,38,101,130,117,99,74,7,0,0,566,153,69,39,16,11,30,7,0,0,331,190,170,165,134,110,105,11,0,0,898,955,1528,2847,3074,3325,2130,417,22,0,14300,968,314,306,317,385,635,1244,694,180,5035,68,84,189,173,143,102,55,39,5,855,1990,1921,3341,3562,3849,2868,1719,756,190,20189,44,525,1326,1378,1538,740,58,0,0,5619,667,660,767,1199,1274,705,110,7,0,5384,87,95,192,149,121,81,14,0,0,738,19,35,64,65,34,16,4,0,0,231,815,1314,2349,2793,2963,1549,193,7,0,11972,17,50,95,56,79,37,0,0,0,329,147,70,63,74,73,61,3,0,0,495,159,121,151,134,151,101,9,0,0,827
POA3038,57,387,1031,905,1164,1167,242,7,0,4976,239,298,212,136,181,308,149,21,0,1543,32,31,43,33,37,62,31,0,0,263,8,14,36,26,26,15,7,0,0,141,338,732,1323,1102,1409,1553,434,25,0,6925,9,37,72,42,51,49,13,0,0,274,65,32,13,7,5,15,8,0,0,152,78,71,86,51,58,69,15,0,0,423,414,802,1406,1149,1466,1629,454,30,0,7346,440,135,147,153,188,416,1107,659,179,3430,31,47,79,68,74,51,58,27,10,437,880,989,1632,1370,1725,2099,1621,718,187,11216,17,256,679,468,738,549,61,0,0,2772,322,338,357,432,673,667,142,13,0,2939,48,49,92,55,55,86,22,0,0,411,11,20,20,17,10,18,3,0,0,101,393,662,1151,979,1476,1319,224,11,0,6216,9,17,30,23,36,22,0,0,0,138,60,25,17,27,24,35,9,0,0,189,72,44,43,50,59,57,9,0,0,331
POA3039,21,157,1024,880,725,520,100,11,0,3431,115,211,242,142,107,130,100,14,0,1059,23,23,57,17,18,26,9,0,0,174,0,8,14,14,6,4,0,0,0,50,157,391,1340,1053,855,685,206,24,0,4715,5,18,50,28,25,13,0,0,0,138,23,16,12,9,11,7,0,0,0,76,24,34,54,34,33,20,4,0,0,211,180,425,1398,1082,886,702,219,24,0,4925,178,80,84,59,95,210,408,267,132,1519,8,25,55,35,27,39,27,21,8,250,369,535,1533,1176,1012,951,656,311,144,6687,9,149,917,594,523,338,41,6,0,2571,140,262,365,352,337,262,100,4,0,1827,23,37,77,65,31,34,11,0,0,284,0,0,18,11,5,4,0,0,0,40,174,454,1375,1024,894,637,154,6,0,4721,0,7,19,15,15,16,0,0,0,71,17,17,20,14,5,15,5,0,0,93,17,26,40,25,21,24,7,0,0,169
POA3040,48,353,1175,1302,1377,945,188,15,0,5400,238,371,311,169,206,228,150,33,0,1712,42,37,53,38,43,44,26,0,3,287,6,15,35,18,19,15,3,0,0,108,333,782,1577,1533,1648,1222,369,47,3,7509,8,37,48,34,33,39,5,0,0,204,75,39,29,6,9,10,3,0,0,173,83,75,77,39,48,51,8,0,0,378,410,857,1652,1572,1697,1276,374,47,3,7889,414,123,136,74,116,320,712,459,212,2572,28,50,84,58,53,47,39,24,15,400,855,1030,1871,1703,1871,1643,1123,529,230,10864,14,277,1039,855,918,566,84,3,0,3763,313,449,466,560,680,504,161,12,0,3155,54,76,101,95,54,61,28,0,0,467,9,8,23,20,15,12,3,0,0,89,384,813,1633,1534,1661,1147,278,21,5,7472,0,12,32,19,30,13,0,0,0,110,60,19,13,24,27,18,3,0,0,166,65,30,46,42,53,29,4,0,0,270
POA3041,36,169,476,658,745,430,91,5,0,2605,125,130,114,73,92,123,88,22,0,762,29,21,16,14,23,25,4,4,0,140,0,7,10,14,6,4,8,0,0,53,199,327,618,754,874,572,190,33,0,3561,3,12,26,21,20,24,3,0,0,110,32,8,7,5,0,0,9,0,0,67,39,18,34,23,20,26,12,0,0,172,229,348,647,781,891,599,200,33,0,3733,265,42,57,43,56,140,382,234,107,1334,6,8,25,29,32,18,16,11,9,152,507,402,737,853,979,758,600,276,111,5222,10,116,378,377,449,243,31,0,0,1603,159,196,176,334,349,284,92,7,0,1587,35,29,28,45,20,30,8,0,0,205,0,4,11,11,16,3,7,0,0,51,202,349,596,761,829,559,138,4,0,3444,0,13,20,16,7,11,0,0,0,55,35,6,7,14,12,13,6,0,0,92,34,15,21,32,15,26,6,0,0,147
POA3042,34,192,776,923,774,471,87,3,0,3260,122,150,135,106,132,114,95,9,0,858,27,13,26,32,27,29,9,6,0,176,3,3,17,17,10,13,0,0,0,70,191,354,958,1074,940,634,199,16,0,4358,4,25,34,29,31,23,3,0,0,149,35,10,14,0,8,9,3,0,0,82,35,30,49,34,39,28,8,0,0,229,223,392,1002,1108,981,666,202,17,0,4588,213,65,81,77,107,187,486,417,194,1822,14,16,49,27,37,40,21,33,23,250,446,474,1128,1208,1124,891,710,470,210,6659,5,130,545,478,503,343,38,0,0,2041,163,155,280,426,401,259,78,3,0,1766,34,22,104,77,33,26,19,0,0,316,9,3,17,9,11,11,0,0,0,51,206,305,943,996,944,629,133,5,0,4172,0,12,14,16,20,13,0,0,0,75,27,9,16,9,15,19,3,0,0,96,27,24,25,24,30,32,4,0,0,170
POA3043,39,189,827,840,654,463,87,10,0,3106,105,132,181,124,145,127,70,17,0,899,12,16,33,21,33,38,16,0,0,164,0,7,26,21,11,17,7,0,0,91,156,344,1066,1005,842,639,179,25,0,4256,16,35,49,46,28,26,6,0,0,201,35,18,16,12,9,13,5,0,0,103,54,51,62,47,37,38,12,0,0,304,210,397,1125,1053,880,681,191,25,0,4557,264,104,125,104,159,248,698,585,152,2434,17,22,87,53,39,35,35,39,14,349,487,526,1340,1214,1075,961,923,653,168,7340,18,124,492,448,439,274,41,0,0,1835,118,163,307,369,313,261,97,0,0,1621,25,18,91,50,30,28,18,0,0,268,0,3,21,4,12,3,0,0,0,51,157,310,908,877,793,563,161,0,0,3772,3,12,25,23,13,21,0,0,0,103,32,14,16,31,29,11,4,0,0,125,36,24,42,51,42,26,4,0,0,228
POA3044,51,300,1473,1652,1284,814,121,12,0,5703,204,293,401,262,230,214,84,16,0,1694,33,44,66,64,40,38,10,0,0,297,8,12,29,43,17,12,4,0,0,124,288,644,1968,2022,1569,1075,219,20,3,7810,6,33,65,45,61,36,6,0,0,254,51,32,16,10,7,9,4,0,0,133,59,73,79,55,67,53,6,0,0,388,350,718,2049,2076,1635,1127,222,20,3,8203,399,120,168,135,161,299,601,452,311,2654,29,28,96,99,74,49,30,29,23,461,778,868,2310,2309,1877,1472,858,506,338,11321,7,190,1236,973,822,455,61,0,0,3750,248,353,620,786,670,443,105,5,0,3225,42,46,164,139,47,52,10,5,0,514,3,15,27,18,12,10,6,0,0,101,301,606,2051,1918,1556,968,179,11,0,7582,6,22,31,32,22,20,0,0,0,127,55,18,34,36,27,10,0,0,0,191,64,39,66,70,45,30,6,0,0,313
POA3045,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,4,6,7,6,3,0,0,0,33,4,4,8,5,10,9,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3046,63,394,2160,1922,1067,721,114,5,0,6452,180,527,804,382,264,203,78,17,0,2467,23,28,87,60,41,47,14,0,0,301,3,39,80,44,20,10,3,0,0,205,272,995,3136,2407,1401,985,213,27,0,9426,20,55,93,80,70,40,8,0,0,375,47,38,35,27,17,17,3,0,0,187,67,91,128,107,87,58,13,0,0,556,340,1090,3265,2519,1479,1044,223,23,6,9981,451,235,324,311,342,501,727,645,406,3945,51,115,298,167,126,80,59,60,59,1027,840,1437,3882,2993,1956,1628,1010,731,465,14953,15,283,1534,995,731,440,36,3,0,4034,217,506,893,799,505,391,87,7,0,3399,27,71,195,135,64,49,18,0,0,553,0,30,45,17,17,7,3,3,0,123,251,885,2664,1945,1325,887,141,13,0,8108,5,48,58,41,34,24,0,0,0,214,56,39,61,51,37,21,3,0,0,272,64,89,122,88,67,45,3,0,0,483
POA3047,36,180,837,563,352,255,47,5,0,2274,71,275,478,247,190,132,33,3,0,1429,9,17,43,31,27,25,8,0,0,165,5,20,66,38,28,15,0,0,0,173,119,499,1422,881,593,428,88,10,0,4043,19,53,102,71,63,37,4,0,0,348,55,30,39,30,23,20,3,0,0,199,74,83,138,101,82,58,6,0,0,543,192,578,1563,986,675,485,92,10,0,4587,423,235,417,427,369,513,507,341,104,3335,74,106,220,160,114,107,44,44,12,882,699,918,2204,1574,1159,1102,644,397,114,8806,10,117,369,242,170,120,18,0,0,1037,71,231,354,236,192,128,26,5,0,1236,11,20,43,25,15,14,0,0,0,138,3,12,25,12,6,7,0,0,0,71,101,376,795,511,385,269,46,4,0,2490,14,38,66,42,25,14,0,0,0,197,51,34,38,48,28,17,0,0,0,215,59,74,106,84,51,34,0,0,0,405
POA3048,29,196,558,410,366,324,34,0,0,1916,74,168,230,174,132,120,30,4,0,925,11,11,25,22,23,25,7,0,0,127,14,15,47,28,30,12,3,0,0,151,120,394,866,638,543,477,76,6,0,3116,17,43,75,79,49,31,0,0,0,296,34,28,15,14,22,11,0,0,0,126,54,74,89,89,67,46,0,0,0,420,176,462,958,728,612,527,78,6,0,3533,412,209,284,297,338,431,531,338,73,2902,35,62,135,115,77,62,31,18,5,536,617,726,1369,1135,1029,1015,637,367,79,6979,6,110,319,183,180,141,16,0,0,948,76,194,214,173,223,121,25,0,0,1030,16,24,34,25,20,13,0,0,0,129,3,14,26,19,12,9,0,0,0,87,100,343,594,399,428,287,45,0,0,2196,13,36,33,31,23,16,0,0,0,158,34,32,38,25,21,14,0,0,0,156,41,62,71,55,49,32,0,0,0,318
POA3049,28,133,409,392,404,339,65,3,0,1770,70,66,87,73,60,86,42,4,0,492,17,13,25,18,17,15,12,0,0,115,0,4,20,8,11,9,0,0,0,55,116,215,535,487,498,454,120,10,0,2438,4,14,34,16,24,18,0,0,0,105,27,5,9,5,3,0,0,0,0,49,29,14,48,15,28,17,0,0,0,152,142,232,584,506,525,479,121,10,0,2591,148,51,68,71,75,152,314,196,56,1140,20,14,36,30,38,16,16,9,10,183,309,298,684,604,633,643,459,218,66,3917,4,71,269,224,238,195,34,0,0,1029,90,115,154,198,239,194,55,0,0,1051,14,19,48,21,15,24,12,0,0,156,4,0,7,10,3,0,0,0,0,30,104,207,475,455,501,409,99,6,0,2268,3,14,12,17,12,12,0,0,0,66,28,11,16,18,13,14,0,0,0,104,33,27,28,34,26,23,0,0,0,171
POA3051,12,169,1153,714,390,220,55,5,0,2712,76,296,407,150,92,77,47,7,0,1153,11,49,62,34,14,15,6,0,0,196,0,10,24,14,4,0,0,0,0,51,100,527,1647,903,502,314,112,14,0,4116,7,37,49,32,20,16,3,0,0,171,24,50,39,14,5,7,8,0,0,148,28,88,91,41,26,24,9,0,0,317,132,618,1735,944,524,338,122,15,0,4429,187,257,223,116,117,138,228,130,44,1431,23,70,163,103,52,62,41,15,0,534,343,940,2118,1163,691,540,389,161,47,6396,6,188,1017,546,358,174,31,0,0,2327,94,403,530,291,161,105,38,0,0,1623,16,64,71,34,12,15,3,0,0,215,3,12,16,0,5,0,0,4,0,43,123,668,1635,877,534,295,72,10,0,4213,4,13,57,26,17,9,0,0,0,123,31,64,33,22,21,17,5,0,0,190,32,79,90,47,37,22,5,0,0,314
POA3052,6,79,439,247,118,102,38,3,0,1025,131,261,199,71,35,21,26,7,0,749,43,53,29,7,0,3,0,0,0,139,0,0,9,3,4,0,0,0,0,18,175,384,678,327,162,122,58,14,0,1934,4,9,26,14,0,5,0,0,0,65,64,57,13,3,0,4,0,0,0,138,59,67,38,17,4,9,0,0,0,198,241,456,719,344,162,135,66,14,0,2132,202,231,114,46,31,54,92,94,34,886,25,26,43,36,21,17,10,7,4,194,468,717,871,424,218,198,155,110,39,3209,8,90,364,151,107,68,17,0,0,814,239,327,211,85,54,38,28,5,0,989,70,88,34,16,6,0,5,0,0,223,5,0,4,5,0,0,5,0,0,16,317,508,620,253,168,113,49,14,0,2040,0,6,14,0,10,4,0,0,0,37,114,64,18,0,6,4,0,0,0,210,114,76,36,6,12,11,0,0,0,247
POA3053,5,226,1176,493,229,122,43,8,0,2303,106,511,585,159,83,64,50,14,0,1576,24,75,95,22,9,10,4,4,0,247,0,12,38,5,0,5,0,0,0,68,136,831,1895,684,319,203,97,26,0,4187,4,60,117,44,18,16,0,0,0,251,59,131,79,14,10,14,5,0,0,307,59,190,201,54,21,26,4,0,0,558,194,1024,2094,734,345,219,103,22,0,4751,231,737,459,107,82,124,189,165,73,2158,18,108,170,66,45,21,15,24,12,480,446,1865,2725,908,470,367,311,210,84,7384,7,199,1111,363,164,107,34,0,0,1988,169,665,677,174,123,91,47,10,0,1951,38,94,98,30,10,7,3,0,0,291,3,29,30,3,5,4,0,0,0,74,220,977,1923,574,303,211,84,12,0,4310,0,45,91,24,19,17,0,0,0,188,62,165,67,18,12,14,3,0,0,346,70,209,158,42,28,32,3,0,0,537
POA3054,0,93,624,361,269,205,59,9,0,1619,41,142,212,87,45,63,72,21,0,671,5,25,29,14,7,8,4,0,0,98,0,3,12,9,6,0,0,0,0,32,48,260,876,473,326,279,131,35,0,2421,0,6,16,8,10,10,0,0,0,50,7,16,9,0,3,7,0,0,0,54,7,27,23,14,16,11,3,0,0,103,52,287,900,487,341,292,136,35,0,2524,77,49,70,32,36,87,201,137,46,731,5,5,36,18,17,14,10,11,5,125,129,350,1004,537,393,392,348,177,51,3381,0,93,668,271,234,160,28,3,0,1466,33,258,284,164,119,108,57,13,0,1033,13,50,49,33,15,9,4,0,0,181,3,6,10,4,3,5,0,0,0,29,51,405,1004,475,373,287,95,21,0,2711,0,6,13,10,11,0,0,0,0,46,10,28,18,3,0,5,0,0,0,69,10,33,33,15,14,4,4,0,0,113
POA3055,13,149,1010,787,540,284,58,8,0,2842,66,242,410,183,116,101,53,9,0,1180,5,23,61,47,27,21,11,0,0,200,0,5,20,12,8,4,0,0,0,45,82,422,1501,1028,695,408,115,20,0,4274,0,21,40,40,24,18,0,0,0,145,16,21,20,4,3,10,4,0,0,83,17,45,62,50,24,29,3,0,0,229,100,469,1561,1075,722,442,127,20,0,4510,135,87,152,94,114,160,277,212,93,1328,9,19,60,47,23,17,18,24,13,226,241,570,1775,1219,850,622,422,254,102,6059,0,151,983,618,403,231,40,0,0,2442,100,299,540,343,278,195,64,6,0,1819,12,51,90,76,18,22,7,0,0,272,0,7,16,15,9,7,0,0,0,57,119,507,1632,1053,706,456,114,9,0,4587,0,13,37,24,14,3,0,0,0,94,15,36,19,12,15,7,0,0,0,104,15,53,55,34,25,13,0,0,0,202
POA3056,14,260,2073,1492,869,449,79,3,0,5238,92,441,690,387,189,173,59,14,0,2049,16,70,115,58,37,24,7,0,0,332,5,14,49,19,4,3,6,0,0,96,122,781,2928,1959,1106,649,156,23,0,7716,0,34,96,61,55,30,5,0,0,281,21,53,48,20,12,4,3,0,0,169,26,90,144,77,73,38,6,0,0,449,145,871,3072,2037,1172,684,164,22,0,8165,182,160,263,165,194,264,448,359,154,2180,5,32,139,69,39,39,30,27,17,399,329,1059,3476,2267,1403,991,639,409,174,10746,5,252,2049,1086,698,379,44,8,0,4516,117,580,1016,676,372,272,77,7,0,3112,15,86,163,98,38,37,6,0,0,449,0,16,34,17,11,8,0,0,0,83,135,933,3257,1876,1117,691,129,12,0,8159,0,22,58,28,16,13,0,0,0,136,33,65,60,12,12,13,5,0,0,200,35,85,114,41,33,25,11,0,0,334
POA3057,4,118,1317,854,432,214,23,4,0,2971,39,173,393,189,118,44,41,8,0,999,14,22,67,30,18,9,11,0,0,166,0,7,12,11,6,8,0,3,0,42,63,328,1785,1083,566,272,78,11,0,4184,0,20,57,19,16,8,0,0,0,130,20,25,25,4,5,6,0,0,0,87,23,38,90,30,21,14,0,0,0,216,86,362,1872,1110,588,286,80,11,0,4397,94,69,136,75,85,101,169,133,72,931,5,16,77,58,33,21,12,8,7,232,187,445,2089,1240,697,412,258,158,71,5564,0,130,1384,772,371,186,26,0,0,2874,59,276,543,341,186,125,44,3,0,1578,16,47,114,66,12,15,4,0,0,273,0,8,8,8,4,0,3,0,0,37,76,461,2049,1190,573,329,80,3,0,4762,0,16,30,30,6,11,0,0,0,94,13,24,26,8,7,6,0,0,0,90,14,36,61,38,20,8,0,0,0,184
POA3058,34,332,1674,1908,1475,770,155,9,0,6352,206,403,707,432,358,257,99,20,4,2482,35,53,99,91,63,48,9,0,0,402,3,19,46,20,15,11,5,0,0,118,286,808,2530,2450,1911,1085,267,23,4,9360,7,47,145,46,70,42,6,0,0,361,62,56,54,21,14,15,6,0,0,233,73,107,195,64,81,56,15,0,0,597,362,909,2724,2515,1997,1142,278,23,4,9953,378,185,277,240,265,476,771,621,336,3565,22,59,159,105,81,59,55,50,35,620,760,1157,3161,2863,2342,1670,1104,699,379,14136,12,213,1416,1247,1086,498,57,4,0,4530,293,505,942,1014,782,463,125,9,0,4150,41,99,210,180,68,55,21,0,0,669,0,18,27,12,14,11,3,0,0,87,348,840,2592,2452,1955,1024,202,14,0,9430,4,17,51,36,32,9,0,0,0,156,62,44,52,34,37,22,10,0,0,250,63,58,103,67,69,31,10,0,0,403
