POA_CODE_2021,M_Tot_0,M_Tot_1_19,M_Tot_20_29,M_Tot_30_34,M_Tot_35_39,M_Tot_40_44,M_Tot_45_49,M_Tot_50_over,M_Tot_hours_NS,M_Tot_Tot,F_AgriForestFish_0,F_AgriForestFish_1_19,F_AgriForestFish_20_29,F_AgriForestFish_30_34,F_AgriForestFish_35_39,F_AgriForestFish_40_44,F_AgriForestFish_45_49,F_AgriForestFish_50_over,F_AgriForestFish_hours_NS,F_AgriForestFish_Tot,F_Min_0,F_Min_1_19,F_Min_20_29,F_Min_30_34,F_Min_35_39,F_Min_40_44,F_Min_45_49,F_Min_50_over,F_Min_hours_NS,F_Min_Tot,F_Mnfg_0,F_Mnfg_1_19,F_Mnfg_20_29,F_Mnfg_30_34,F_Mnfg_35_39,F_Mnfg_40_44,F_Mnfg_45_49,F_Mnfg_50_over,F_Mnfg_hours_NS,F_Mnfg_Tot,F_EGW_WS_0,F_EGW_WS_1_19,F_EGW_WS_20_29,F_EGW_WS_30_34,F_EGW_WS_35_39,F_EGW_WS_40_44,F_EGW_WS_45_49,F_EGW_WS_50_over,F_EGW_WS_hours_NS,F_EGW_WS_Tot,F_Cnstn_0,F_Cnstn_1_19,F_Cnstn_20_29,F_Cnstn_30_34,F_Cnstn_35_39,F_Cnstn_40_44,F_Cnstn_45_49,F_Cnstn_50_over,F_Cnstn_hours_NS,F_Cnstn_Tot,F_WTrade_0,F_WTrade_1_19,F_WTrade_20_29,F_WTrade_30_34,F_WTrade_35_39,F_WTrade_40_44,F_WTrade_45_49,F_WTrade_50_over,F_WTrade_hours_NS,F_WTrade_Tot,F_RTrade_0,F_RTrade_1_19,F_RTrade_20_29,F_RTrade_30_34,F_RTrade_35_39,F_RTrade_40_44,F_RTrade_45_49,F_RTrade_50_over,F_RTrade_hours_NS,F_RTrade_Tot,F_AccomFoodS_0,F_AccomFoodS_1_19,F_AccomFoodS_20_29,F_AccomFoodS_30_34,F_AccomFoodS_35_39,F_AccomFoodS_40_44,F_AccomFoodS_45_49,F_AccomFoodS_50_over,F_AccomFoodS_hours_NS,F_AccomFoodS_Tot,F_TransPostWhse_0,F_TransPostWhse_1_19,F_TransPostWhse_20_29,F_TransPostWhse_30_34,F_TransPostWhse_35_39,F_TransPostWhse_40_44,F_TransPostWhse_45_49,F_TransPostWhse_50_over,F_TransPostWhse_hours_NS,F_TransPostWhse_Tot,F_InfoMedTelecom_0,F_InfoMedTelecom_1_19,F_InfoMedTelecom_20_29,F_InfoMedTelecom_30_34,F_InfoMedTelecom_35_39,F_InfoMedTelecom_40_44,F_InfoMedTelecom_45_49,F_InfoMedTelecom_50_over,F_InfoMedTelecom_hours_NS,F_InfoMedTelecom_Tot,F_FinInsurS_0,F_FinInsurS_1_19,F_FinInsurS_20_29,F_FinInsurS_30_34,F_FinInsurS_35_39,F_FinInsurS_40_44,F_FinInsurS_45_49,F_FinInsurS_50_over,F_FinInsurS_hours_NS,F_FinInsurS_Tot,F_RentHirREserv_0,F_RentHirREserv_1_19,F_RentHirREserv_20_29,F_RentHirREserv_30_34,F_RentHirREserv_35_39,F_RentHirREserv_40_44,F_RentHirREserv_45_49,F_RentHirREserv_50_over,F_RentHirREserv_hours_NS,F_RentHirREserv_Tot,F_ProScieTechServ_0,F_ProScieTechServ_1_19,F_ProScieTechServ_20_29,F_ProScieTechServ_30_34,F_ProScieTechServ_35_39,F_ProScieTechServ_40_44,F_ProScieTechServ_45_49,F_ProScieTechServ_50_over,F_ProScieTechServ_hours_NS,F_ProScieTechServ_Tot,F_AdminSupServ_0,F_AdminSupServ_1_19,F_AdminSupServ_20_29,F_AdminSupServ_30_34,F_AdminSupServ_35_39,F_AdminSupServ_40_44,F_AdminSupServ_45_49,F_AdminSupServ_50_over,F_AdminSupServ_hours_NS,F_AdminSupServ_Tot,F_PubAdmiSafety_0,F_PubAdmiSafety_1_19,F_PubAdmiSafety_20_29,F_PubAdmiSafety_30_34,F_PubAdmiSafety_35_39,F_PubAdmiSafety_40_44,F_PubAdmiSafety_45_49,F_PubAdmiSafety_50_over,F_PubAdmiSafety_hours_NS,F_PubAdmiSafety_Tot,F_EducTrain_0,F_EducTrain_1_19,F_EducTrain_20_29,F_EducTrain_30_34,F_EducTrain_35_39,F_EducTrain_40_44,F_EducTrain_45_49,F_EducTrain_50_over,F_EducTrain_hours_NS,F_EducTrain_Tot,F_HealthCareSocA_0,F_HealthCareSocA_1_19,F_HealthCareSocA_20_29,F_HealthCareSocA_30_34,F_HealthCareSocA_35_39,F_HealthCareSocA_40_44,F_HealthCareSocA_45_49,F_HealthCareSocA_50_over,F_HealthCareSocA_hours_NS,F_HealthCareSocA_Tot,F_ArtRecServ_0,F_ArtRecServ_1_19,F_ArtRecServ_20_29,F_ArtRecServ_30_34,F_ArtRecServ_35_39,F_ArtRecServ_40_44,F_ArtRecServ_45_49,F_ArtRecServ_50_over,F_ArtRecServ_hours_NS,F_ArtRecServ_Tot,F_OthServ_0,F_OthServ_1_19,F_OthServ_20_29,F_OthServ_30_34,F_OthServ_35_39,F_OthServ_40_44,F_OthServ_45_49,F_OthServ_50_over,F_OthServ_hours_NS,F_OthServ_Tot
POA3391,0,5,3,3,5,10,0,14,0,41,0,0,0,3,0,3,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3392,4,6,16,0,18,22,7,41,3,115,0,0,5,4,4,0,3,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,5,0,0,3,3,0,0,0,9,0,11,13,4,10,9,0,0,0,47,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
POA3393,32,49,39,25,99,153,37,117,16,571,3,6,8,9,3,3,5,7,0,34,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,3,10,0,0,5,0,3,0,17,8,18,4,8,10,4,0,0,0,58,0,15,5,5,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,5,0,4,0,0,0,0,5,0,0,0,5,0,0,0,0,0,3,0,0,6,0,5,0,0,3,0,13,0,6,0,0,0,0,0,0,0,3,3,4,8,0,3,3,0,0,0,19,8,10,13,3,16,4,8,3,0,67,14,36,34,33,27,41,6,12,0,205,0,0,0,0,0,0,0,0,0,5,0,4,8,0,0,4,0,0,0,13
POA3395,5,3,7,0,4,25,6,27,0,84,0,7,0,3,0,4,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,3,6,4,9,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3396,4,13,10,12,13,42,13,38,7,154,0,3,5,0,0,0,0,4,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,5,0,0,3,0,0,0,4,0,0,4,0,3,0,0,6,0,18,3,13,9,11,0,10,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA3400,145,337,189,199,829,967,268,518,68,3531,9,16,8,13,15,0,0,7,3,69,0,0,0,0,0,0,0,0,0,0,0,21,5,5,18,8,4,0,0,67,4,3,0,7,6,15,0,0,0,44,0,16,9,7,9,9,3,0,0,64,3,6,4,7,22,10,0,0,0,62,28,128,95,66,75,32,17,7,5,456,24,103,45,18,18,15,7,25,0,245,0,9,4,8,7,10,4,4,0,41,0,0,0,3,11,3,4,4,0,32,5,10,5,8,25,24,7,4,0,79,0,5,5,0,10,6,0,0,0,30,3,13,21,19,51,22,11,3,0,143,10,38,19,4,28,6,3,5,0,107,14,16,18,16,61,45,5,12,0,184,19,65,83,54,97,47,27,44,0,444,67,151,205,221,206,187,37,46,8,1119,9,19,8,9,5,0,0,0,0,45,16,26,24,17,25,23,0,0,6,137
POA3401,40,115,65,77,213,366,100,339,26,1332,0,34,22,11,14,26,5,36,0,139,0,0,0,0,0,0,0,0,0,4,0,15,4,0,4,5,0,0,0,28,6,0,3,0,0,3,0,0,0,19,0,4,10,9,9,8,0,0,0,31,0,4,4,0,7,3,0,3,0,30,10,34,26,5,21,4,3,0,0,107,8,35,14,3,6,4,0,4,4,70,0,8,3,0,0,0,0,0,0,21,0,0,3,0,0,0,0,0,0,9,0,3,3,0,11,3,0,0,0,24,0,0,0,0,0,0,0,0,0,3,0,13,6,0,16,12,4,0,0,53,0,8,4,0,3,3,0,5,0,27,7,5,5,3,12,12,4,6,0,53,4,30,23,20,34,19,6,15,0,142,23,53,73,59,45,32,21,11,6,312,0,0,0,5,5,0,0,0,0,12,0,8,9,4,13,8,0,0,0,45
POA3407,3,7,4,3,10,26,7,41,0,114,0,5,4,6,0,6,0,14,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,12,3,0,8,4,6,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3409,13,21,16,20,25,75,12,83,7,274,5,13,10,4,7,6,0,14,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,0,11,3,0,8,0,0,0,0,18,0,13,4,0,0,0,0,0,0,21,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,9,0,0,4,0,0,0,0,0,0,5,3,0,0,0,6,5,0,5,0,14,4,8,8,0,5,5,0,3,0,28,11,9,11,14,0,7,0,4,0,63,0,6,0,0,0,0,0,0,0,11,0,0,5,0,6,3,0,3,0,12
POA3412,0,5,3,3,9,11,13,18,5,60,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,18,3,5,4,0,5,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3413,0,3,3,4,6,18,8,28,0,70,0,8,0,0,6,3,0,4,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,6,0,3,4,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
POA3414,6,23,11,14,91,82,19,84,8,343,0,10,4,3,9,4,6,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,4,6,3,3,9,4,0,5,0,26,0,14,4,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,5,0,4,6,0,4,0,23,0,10,10,4,11,3,3,7,0,47,5,15,12,27,11,15,0,4,4,92,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,0,0,13
POA3415,0,0,3,0,0,6,5,7,0,16,0,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3418,19,46,46,27,144,190,51,198,13,736,0,15,26,9,13,25,4,21,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,4,3,0,0,29,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,8,13,7,4,14,8,0,0,0,49,4,5,4,0,0,0,0,0,0,16,0,0,6,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,6,0,0,0,7,0,0,0,0,3,3,0,0,0,7,0,0,0,3,0,0,0,0,0,11,4,3,5,5,7,0,0,0,0,31,0,25,11,17,11,13,3,9,3,84,19,23,30,55,22,51,0,5,0,209,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,11
POA3419,8,9,9,13,24,57,11,81,5,220,0,10,5,4,0,0,0,8,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,4,5,0,3,3,0,27,3,6,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,0,3,0,0,0,0,0,0,0,6,0,0,0,3,3,4,0,0,0,17,0,12,0,0,0,4,3,6,0,38,5,9,8,3,5,8,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
POA3420,0,0,0,3,6,14,7,46,0,83,0,3,5,4,0,5,0,11,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,4,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3423,4,13,0,3,6,13,0,29,0,82,0,3,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,9,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,8,0,3,9,0,9,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3424,0,15,5,10,21,32,9,57,11,166,0,3,5,0,0,5,0,5,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,6,4,0,0,0,12,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7,0,0,4,0,0,0,0,6,0,21,0,8,12,7,5,9,4,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3427,62,100,94,62,404,490,130,219,34,1583,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,7,13,0,24,14,4,3,0,69,0,0,3,0,3,3,0,0,0,11,0,8,12,4,8,21,0,0,0,60,9,0,4,3,13,3,0,0,0,30,16,35,51,7,26,19,5,0,0,156,8,27,8,5,8,7,4,0,0,71,11,8,13,13,26,21,3,3,0,99,4,3,0,0,4,0,0,0,0,14,6,6,0,0,27,19,0,3,0,62,4,0,5,3,9,4,0,0,0,23,3,11,10,7,27,21,3,3,0,78,0,15,9,0,14,7,5,3,0,55,8,7,13,4,44,22,5,8,0,112,11,23,20,20,55,28,15,23,0,195,19,52,56,55,65,42,3,20,0,307,0,4,3,4,3,4,0,0,0,19,3,12,10,0,6,4,0,3,0,53
POA3428,8,23,13,14,34,45,12,28,8,175,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,4,0,6,4,0,4,0,0,0,0,10,0,10,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,7,0,0,0,0,3,7,0,0,0,12,7,3,6,6,3,3,0,3,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
POA3429,401,842,593,489,2278,3009,906,1615,159,10289,0,11,10,7,12,9,0,7,0,62,0,3,0,0,0,6,0,0,0,11,8,54,56,17,100,71,14,23,0,350,0,3,5,10,18,26,3,6,0,72,17,51,41,36,61,64,25,23,5,326,10,17,18,15,45,58,7,9,0,180,94,340,221,120,191,103,23,33,6,1136,90,281,82,29,52,32,9,18,4,592,34,54,77,31,128,100,37,23,7,502,10,16,17,7,23,12,3,11,0,94,19,17,45,31,115,106,18,25,6,368,9,20,20,13,42,30,4,8,0,145,23,68,83,58,135,107,24,38,0,536,26,82,40,24,65,27,6,11,3,273,57,77,103,59,240,160,46,59,8,803,109,216,245,179,328,185,87,132,7,1490,152,312,396,362,416,290,51,67,15,2051,20,36,16,15,28,13,4,12,0,143,53,83,60,40,47,32,16,21,6,352
POA3430,3,4,5,3,18,25,8,18,6,89,0,5,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,3,0,0,0,7,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3431,55,84,70,57,224,329,98,217,19,1148,0,7,0,0,0,5,0,3,0,21,0,0,0,0,0,0,0,0,0,0,0,13,4,8,6,9,0,0,0,47,0,0,0,0,6,0,0,0,0,8,0,12,6,6,7,12,0,0,0,40,0,0,3,0,4,3,0,0,0,18,10,34,20,10,9,12,0,0,0,94,4,30,11,0,0,7,0,0,0,55,4,9,8,8,11,11,3,0,0,48,0,0,3,0,0,0,0,0,0,3,3,0,5,5,14,15,0,0,0,42,0,0,6,4,5,0,0,0,0,14,4,11,21,8,15,7,11,6,0,89,0,9,0,0,5,3,5,0,0,21,10,11,12,11,18,22,5,6,0,104,9,31,33,23,39,20,13,20,6,191,15,40,58,42,28,36,3,6,3,230,5,6,0,0,3,8,0,0,0,26,6,12,13,5,10,0,0,0,0,36
POA3432,4,3,7,4,6,8,7,6,0,51,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,11,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
POA3433,4,3,4,6,7,15,5,13,0,61,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,5,0,7,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
POA3434,71,125,88,70,290,489,168,318,31,1646,0,10,9,0,3,11,3,12,0,37,0,0,0,0,0,0,0,0,0,3,3,15,10,6,13,9,5,10,0,59,0,0,0,0,0,4,0,0,0,7,0,20,8,0,9,17,0,7,0,55,3,0,3,3,7,5,0,0,0,17,6,52,36,20,19,7,0,3,0,146,12,32,8,4,5,4,0,0,0,65,11,19,13,4,17,7,6,4,0,84,0,3,6,5,0,0,0,0,0,7,7,7,9,8,18,9,0,7,0,59,0,6,0,0,10,6,0,0,0,25,4,14,17,13,18,15,0,13,0,85,0,20,6,9,7,7,0,0,0,56,8,15,22,9,29,24,7,6,4,123,15,29,33,28,38,30,11,19,4,205,27,50,62,32,48,41,4,12,0,271,5,3,6,6,6,3,0,0,0,29,6,15,19,7,11,6,3,0,0,67
POA3435,41,77,57,35,154,216,69,148,17,814,0,5,10,3,6,5,0,3,3,36,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,4,4,3,0,31,0,0,0,0,0,0,0,0,0,7,0,4,5,0,5,7,0,6,0,25,0,3,0,0,7,0,0,0,0,13,4,24,14,3,4,7,0,0,3,63,11,31,10,4,5,0,0,4,0,61,0,3,11,0,3,9,4,0,0,30,0,4,0,0,0,0,0,5,0,7,0,0,0,0,10,6,0,0,0,17,0,4,0,5,0,0,0,0,0,11,4,10,8,4,9,3,6,6,0,49,4,10,4,0,3,5,0,0,0,30,3,3,4,3,6,14,3,11,0,57,6,16,14,16,15,9,10,19,0,108,11,23,30,27,27,15,5,5,3,147,0,3,3,0,3,7,0,3,0,16,4,7,6,4,0,9,0,5,0,31
POA3437,122,289,144,145,529,835,275,605,56,3002,0,7,4,0,3,4,0,0,4,29,0,0,0,0,0,0,0,0,0,0,6,32,7,13,10,21,5,4,0,105,0,0,0,6,7,7,0,0,0,21,4,23,22,18,20,25,9,10,0,126,0,8,0,7,9,3,0,0,0,36,14,118,44,24,29,26,6,5,0,267,19,88,22,4,13,17,0,0,6,159,9,14,15,12,25,22,8,7,5,119,3,4,4,0,5,4,0,0,0,30,4,11,22,11,31,30,5,11,0,123,0,11,4,3,10,5,4,0,0,32,9,39,34,25,37,30,8,20,9,200,6,26,7,9,17,6,4,6,4,83,14,28,27,30,49,55,19,23,0,247,26,100,76,45,88,65,34,67,7,507,52,110,128,102,93,76,15,20,5,593,7,8,4,0,3,10,0,0,0,38,13,25,25,12,14,7,0,14,0,106
