POA_CODE_2021,M_NatPhySci_Occ_Mng,M_NatPhySci_Occ_Pro,M_NatPhySci_Occ_TTW,M_NatPhySci_Occ_CPS,M_NatPhySci_Occ_CA,M_NatPhySci_Occ_Sal,M_NatPhySci_Occ_MOD,M_NatPhySci_Occ_Lab,M_NatPhySci_Occ_IDNS,M_NatPhySci_Total,M_InfoTechn_Occ_Mng,M_InfoTechn_Occ_Pro,M_InfoTechn_Occ_TTW,M_InfoTechn_Occ_CPS,M_InfoTechn_Occ_CA,M_InfoTechn_Occ_Sal,M_InfoTechn_Occ_MOD,M_InfoTechn_Occ_Lab,M_InfoTechn_Occ_IDNS,M_InfoTechn_Total,M_EngRelTech_Occ_Mng,M_EngRelTech_Occ_Pro,M_EngRelTech_Occ_TTW,M_EngRelTech_Occ_CPS,M_EngRelTech_Occ_CA,M_EngRelTech_Occ_Sal,M_EngRelTech_Occ_MOD,M_EngRelTech_Occ_Lab,M_EngRelTech_Occ_IDNS,M_EngRelTech_Total,M_ArchitBuild_Occ_Mng,M_ArchitBuild_Occ_Pro,M_ArchitBuild_Occ_TTW,M_ArchitBuild_Occ_CPS,M_ArchitBuild_Occ_CA,M_ArchitBuild_Occ_Sal,M_ArchitBuild_Occ_MOD,M_ArchitBuild_Occ_Lab,M_ArchitBuild_Occ_IDNS,M_ArchitBuild_Total,M_AgriEnviRelStu_Occ_Mng,M_AgriEnviRelStu_Occ_Pro,M_AgriEnviRelStu_Occ_TTW,M_AgriEnviRelStu_Occ_CPS,M_AgriEnviRelStu_Occ_CA,M_AgriEnviRelStu_Occ_Sal,M_AgriEnviRelStu_Occ_MOD,M_AgriEnviRelStu_Occ_Lab,M_AgriEnviRelStu_Occ_IDNS,M_AgriEnviRelStu_Total,M_Health_Occ_Mng,M_Health_Occ_Pro,M_Health_Occ_TTW,M_Health_Occ_CPS,M_Health_Occ_CA,M_Health_Occ_Sal,M_Health_Occ_MOD,M_Health_Occ_Lab,M_Health_Occ_IDNS,M_Health_Total,M_Educat_Occ_Mng,M_Educat_Occ_Pro,M_Educat_Occ_TTW,M_Educat_Occ_CPS,M_Educat_Occ_CA,M_Educat_Occ_Sal,M_Educat_Occ_MOD,M_Educat_Occ_Lab,M_Educat_Occ_IDNS,M_Educat_Total,M_ManagCom_Occ_Mng,M_ManagCom_Occ_Pro,M_ManagCom_Occ_TTW,M_ManagCom_Occ_CPS,M_ManagCom_Occ_CA,M_ManagCom_Occ_Sal,M_ManagCom_Occ_MOD,M_ManagCom_Occ_Lab,M_ManagCom_Occ_IDNS,M_ManagCom_Total,M_SocietCultu_Occ_Mng,M_SocietCultu_Occ_Pro,M_SocietCultu_Occ_TTW,M_SocietCultu_Occ_CPS,M_SocietCultu_Occ_CA,M_SocietCultu_Occ_Sal,M_SocietCultu_Occ_MOD,M_SocietCultu_Occ_Lab,M_SocietCultu_Occ_IDNS,M_SocietCultu_Total,M_CreatArt_Occ_Mng,M_CreatArt_Occ_Pro,M_CreatArt_Occ_TTW,M_CreatArt_Occ_CPS,M_CreatArt_Occ_CA,M_CreatArt_Occ_Sal,M_CreatArt_Occ_MOD,M_CreatArt_Occ_Lab,M_CreatArt_Occ_IDNS,M_CreatArt_Total,M_FoodHospPersServ_Occ_Mng,M_FoodHospPersServ_Occ_Pro,M_FoodHospPersServ_Occ_TTW,M_FoodHospPersServ_Occ_CPS,M_FoodHospPersServ_Occ_CA,M_FoodHospPersServ_Occ_Sal,M_FoodHospPersServ_Occ_MOD,M_FoodHospPersServ_Occ_Lab,M_FoodHospPersServ_Occ_IDNS,M_FoodHospPersServ_Total,M_MixFieldProg_Occ_Mng,M_MixFieldProg_Occ_Pro,M_MixFieldProg_Occ_TTW,M_MixFieldProg_Occ_CPS,M_MixFieldProg_Occ_CA,M_MixFieldProg_Occ_Sal,M_MixFieldProg_Occ_MOD,M_MixFieldProg_Occ_Lab,M_MixFieldProg_Occ_IDNS,M_MixFieldProg_Total,M_FS_ID_Occ_Mng,M_FS_ID_Occ_Pro,M_FS_ID_Occ_TTW,M_FS_ID_Occ_CPS,M_FS_ID_Occ_CA,M_FS_ID_Occ_Sal,M_FS_ID_Occ_MOD,M_FS_ID_Occ_Lab,M_FS_ID_Occ_IDNS,M_FS_ID_Total,M_FS_NS_Occ_Mng,M_FS_NS_Occ_Pro,M_FS_NS_Occ_TTW,M_FS_NS_Occ_CPS,M_FS_NS_Occ_CA,M_FS_NS_Occ_Sal,M_FS_NS_Occ_MOD,M_FS_NS_Occ_Lab,M_FS_NS_Occ_IDNS,M_FS_NS_Total,M_Tot_Occ_Mng,M_Tot_Occ_Pro,M_Tot_Occ_TTW,M_Tot_Occ_CPS,M_Tot_Occ_CA,M_Tot_Occ_Sal,M_Tot_Occ_MOD,M_Tot_Occ_Lab,M_Tot_Occ_IDNS,M_Total_Total,F_NatPhySci_Occ_Mng,F_NatPhySci_Occ_Pro,F_NatPhySci_Occ_TTW,F_NatPhySci_Occ_CPS,F_NatPhySci_Occ_CA,F_NatPhySci_Occ_Sal,F_NatPhySci_Occ_MOD,F_NatPhySci_Occ_Lab,F_NatPhySci_Occ_IDNS,F_NatPhySci_Total,F_InfoTechn_Occ_Mng,F_InfoTechn_Occ_Pro,F_InfoTechn_Occ_TTW,F_InfoTechn_Occ_CPS,F_InfoTechn_Occ_CA,F_InfoTechn_Occ_Sal,F_InfoTechn_Occ_MOD,F_InfoTechn_Occ_Lab,F_InfoTechn_Occ_IDNS,F_InfoTechn_Total,F_EngRelTech_Occ_Mng,F_EngRelTech_Occ_Pro,F_EngRelTech_Occ_TTW,F_EngRelTech_Occ_CPS,F_EngRelTech_Occ_CA,F_EngRelTech_Occ_Sal,F_EngRelTech_Occ_MOD,F_EngRelTech_Occ_Lab,F_EngRelTech_Occ_IDNS,F_EngRelTech_Total,F_ArchitBuild_Occ_Mng,F_ArchitBuild_Occ_Pro,F_ArchitBuild_Occ_TTW,F_ArchitBuild_Occ_CPS,F_ArchitBuild_Occ_CA,F_ArchitBuild_Occ_Sal,F_ArchitBuild_Occ_MOD,F_ArchitBuild_Occ_Lab,F_ArchitBuild_Occ_IDNS,F_ArchitBuild_Total,F_AgriEnviRelStu_Occ_Mng,F_AgriEnviRelStu_Occ_Pro,F_AgriEnviRelStu_Occ_TTW,F_AgriEnviRelStu_Occ_CPS,F_AgriEnviRelStu_Occ_CA,F_AgriEnviRelStu_Occ_Sal,F_AgriEnviRelStu_Occ_MOD,F_AgriEnviRelStu_Occ_Lab,F_AgriEnviRelStu_Occ_IDNS,F_AgriEnviRelStu_Total
POA3723,6,0,0,0,0,0,6,0,0,13,3,4,0,0,0,0,0,0,0,10,29,13,57,3,3,4,19,12,4,140,21,0,34,4,0,7,11,8,0,90,21,4,3,0,3,3,8,9,0,47,6,7,0,0,0,0,0,0,0,17,6,24,0,13,0,0,0,0,0,48,32,12,0,8,4,3,0,5,0,65,3,11,0,6,0,0,3,3,0,32,4,5,0,3,0,0,0,0,0,11,3,0,13,3,0,5,0,5,0,29,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,3,0,11,3,0,4,6,0,0,0,0,3,21,148,81,122,46,18,29,44,44,7,539,5,8,0,3,5,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,6,7,5,0,3,3,0,0,5,0,28
POA3725,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,18,0,3,0,5,3,0,36,0,0,4,3,0,0,0,4,0,15,16,0,0,0,0,0,3,3,0,23,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,30,6,30,8,4,0,12,8,6,100,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,8
POA3726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,7,0,0,0,0,0,0,21,0,0,3,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,26,6,10,0,0,3,0,8,0,55,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
POA3727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,7,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,3,11,3,0,0,4,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA3728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,14,3,0,32,0,0,6,0,0,0,3,0,0,20,12,0,0,0,0,0,0,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,20,3,0,0,17,11,4,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6
POA3730,3,5,6,0,4,0,0,0,0,19,0,3,3,0,0,0,0,0,0,22,70,32,186,8,14,16,37,41,7,402,51,12,143,6,5,0,19,24,4,264,25,8,21,4,3,6,5,18,0,86,5,29,0,9,6,0,0,0,0,51,9,35,0,5,0,0,0,0,0,62,51,43,6,5,12,9,4,9,3,140,10,17,6,25,0,4,0,5,0,62,4,3,7,0,0,0,0,5,0,14,17,0,42,3,0,3,8,4,0,79,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,8,0,16,14,4,7,0,0,11,9,12,0,57,266,199,421,68,36,50,85,130,21,1276,0,10,7,3,3,0,0,0,0,26,0,0,0,0,3,0,0,0,0,5,0,0,0,6,3,0,0,3,0,13,0,0,3,0,3,0,0,0,0,5,4,0,3,3,5,0,0,9,0,20
POA3732,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,15,0,14,0,0,0,0,5,0,31,7,0,3,0,0,0,0,5,0,12,10,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,6,0,6,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,4,0,0,0,0,0,0,38,10,23,4,0,3,4,8,0,96,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,14
POA3733,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,7,9,4,0,5,3,5,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,21,0,0,0,6,4,3,38,4,4,8,0,0,0,0,3,0,21,11,4,5,0,0,0,0,9,0,24,4,4,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,34,16,29,0,0,3,9,24,3,126,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,8
POA3737,5,6,3,0,0,0,0,0,0,13,0,4,0,3,0,0,0,5,0,17,29,13,100,3,4,7,33,14,5,219,21,3,43,0,0,0,6,13,0,93,18,4,13,0,0,8,6,12,0,65,0,20,0,6,0,0,0,0,0,36,7,16,4,0,0,0,3,5,4,36,14,16,6,0,5,6,4,4,0,60,3,8,0,11,0,4,3,0,0,29,0,5,0,4,0,0,5,3,0,18,6,0,12,3,0,0,7,10,0,36,0,0,0,0,0,0,0,6,0,4,5,0,3,0,0,0,7,3,0,15,3,0,9,0,0,0,9,8,0,32,117,94,195,38,20,31,74,67,12,658,0,3,7,0,4,0,0,3,0,15,0,0,0,0,0,0,0,0,0,4,0,5,4,0,0,0,0,3,3,15,0,0,0,0,4,0,0,0,0,3,9,10,5,4,6,0,0,0,0,27
POA3738,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,12,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,5,11,0,0,0,3,5,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3739,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,9,7,0,4,0,0,9,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5
POA3740,0,3,0,0,0,0,0,0,0,9,0,8,0,0,0,0,0,0,0,7,11,3,35,0,3,0,11,4,0,66,15,0,18,0,0,0,6,3,0,39,10,4,9,0,0,5,0,3,0,29,0,0,0,4,0,0,0,0,0,7,0,4,0,3,0,0,0,0,0,13,8,4,0,0,0,5,0,0,0,17,0,0,0,6,0,0,0,0,0,15,4,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,52,32,70,24,9,15,17,18,4,233,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4
POA3741,8,10,0,6,0,0,0,0,0,17,0,5,0,3,0,0,0,0,0,14,26,22,48,6,5,6,11,13,0,142,14,3,54,0,0,3,0,3,0,92,12,8,7,0,0,0,0,4,0,35,0,16,0,12,0,0,0,0,0,38,8,22,0,9,0,0,0,3,0,43,25,22,3,6,3,6,4,10,5,83,13,12,3,6,0,3,0,0,3,47,8,3,4,0,0,0,0,0,0,17,6,0,28,3,0,3,6,11,0,54,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,9,0,0,8,0,0,0,3,0,0,15,127,130,164,58,17,27,27,59,9,617,0,4,0,0,5,0,0,0,0,14,4,6,0,0,3,3,0,0,0,14,4,6,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,7,4,7,5,5,7,0,0,0,0,26
POA3744,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,6,5,0,0,0,0,4,0,16,4,0,7,0,0,0,0,0,0,12,0,4,5,0,0,0,0,0,0,10,0,5,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,19,28,18,7,3,0,4,4,0,93,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
POA3746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,16,0,0,0,5,6,0,25,0,0,9,0,0,0,0,0,0,11,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,8,8,29,3,0,0,3,4,6,64,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
POA3747,12,23,6,0,0,0,0,4,0,46,5,6,0,0,0,0,0,0,0,14,22,21,61,14,0,10,13,23,3,172,24,11,47,7,0,0,4,13,3,105,27,11,15,6,4,0,6,19,3,88,10,28,4,8,0,0,0,4,0,54,15,33,5,4,0,0,0,0,0,62,37,24,4,5,9,5,3,0,0,95,19,25,3,14,5,3,0,5,0,76,3,8,0,4,0,0,0,9,0,33,6,0,24,0,0,0,0,9,0,42,0,0,0,0,0,0,0,0,0,0,4,8,3,0,5,4,0,0,3,17,5,0,8,0,0,3,3,0,7,24,200,201,175,61,22,24,36,86,18,831,3,20,0,3,4,0,0,0,0,30,3,0,0,4,4,0,0,0,0,7,3,6,0,0,0,3,0,0,0,17,3,4,0,0,0,0,0,0,0,12,4,8,0,0,3,6,0,0,0,25
POA3749,0,9,0,0,0,0,0,0,0,10,3,5,0,0,0,0,0,0,0,15,24,23,45,0,0,4,8,7,0,115,12,0,13,0,3,0,5,3,0,37,3,9,0,4,0,0,5,6,0,28,0,7,0,3,0,0,5,0,0,26,11,23,0,6,0,0,0,0,0,37,13,16,3,3,0,5,0,0,0,46,0,6,0,4,0,0,6,0,0,21,0,9,0,5,0,0,0,0,0,13,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,4,0,0,5,0,0,0,0,0,14,86,102,70,28,8,13,28,22,0,362,0,5,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,3,0,0,11,0,0,6,0,21
POA3750,19,36,22,5,5,3,14,6,4,116,77,229,73,20,45,29,69,23,6,570,88,162,352,41,58,35,166,75,22,1001,40,9,236,11,13,8,40,49,3,407,5,0,8,3,0,0,7,7,3,40,8,137,13,41,12,4,17,9,0,245,4,66,12,10,4,0,11,8,0,120,156,157,76,76,167,78,145,76,21,953,22,51,11,97,19,11,46,30,8,286,12,26,13,4,8,13,12,13,5,101,46,6,110,26,10,18,98,32,7,353,0,0,0,0,0,0,0,4,0,6,11,10,15,8,10,3,35,19,3,115,9,5,35,9,4,6,30,15,27,147,485,903,981,356,356,215,701,364,99,4455,12,52,29,26,32,4,4,10,0,172,13,51,19,36,36,14,6,16,9,207,13,44,6,10,20,12,11,10,7,126,3,10,5,3,9,8,0,0,0,38,0,0,0,3,0,0,0,0,0,7
POA3751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,4,3,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3752,20,44,8,12,12,10,6,3,0,113,73,181,52,14,24,24,22,12,3,408,195,216,487,32,44,46,119,94,19,1245,71,17,368,8,18,11,30,66,12,589,4,4,22,5,4,0,3,12,0,58,14,113,10,32,8,7,9,4,4,199,9,78,4,16,9,0,7,3,0,128,205,203,36,43,148,88,70,44,18,861,37,60,20,92,36,19,21,13,4,286,18,34,17,9,8,15,8,16,0,132,26,5,61,12,10,9,22,19,6,170,0,0,0,0,0,0,0,0,0,0,8,14,20,11,8,8,12,9,3,96,12,6,35,3,7,4,15,15,31,130,691,970,1136,293,323,238,344,320,99,4411,14,82,27,18,27,14,0,5,0,190,20,35,5,15,23,9,4,0,3,115,22,33,10,18,20,15,8,13,4,135,3,7,8,0,14,0,0,5,0,45,0,4,8,3,3,7,0,0,0,30
POA3753,0,6,0,0,0,0,0,0,0,11,12,13,10,0,3,4,13,0,0,57,21,22,128,11,9,7,32,22,7,252,12,5,85,0,6,0,14,15,9,137,4,0,11,0,0,0,6,0,0,25,3,23,3,8,0,4,0,3,5,46,3,15,0,3,0,0,3,3,0,26,29,22,10,5,16,8,23,13,0,131,10,9,5,23,7,0,4,4,3,55,3,7,0,0,6,3,3,0,0,16,9,0,12,4,4,4,18,6,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,11,3,0,15,3,0,0,4,4,7,38,109,116,273,60,53,33,120,65,23,854,0,9,3,3,0,0,0,0,0,24,4,0,5,5,3,7,0,0,0,23,4,0,0,0,4,0,0,0,0,11,0,5,3,0,0,0,0,0,0,7,0,0,0,0,5,0,0,3,0,8
POA3754,35,92,23,12,18,15,15,14,4,225,117,396,103,25,64,29,42,42,13,836,329,425,991,48,108,85,261,175,21,2443,144,50,828,14,27,25,56,128,28,1294,16,12,74,12,6,12,28,38,3,198,41,217,30,93,22,9,23,18,3,460,44,199,12,26,12,11,6,18,4,322,409,382,102,109,240,138,130,88,31,1630,81,126,54,242,60,49,40,42,14,706,41,75,29,17,24,23,17,17,4,254,67,13,157,47,19,31,79,45,9,461,0,0,0,0,0,0,0,0,0,3,22,18,32,23,17,5,28,15,12,167,20,15,62,15,10,13,25,29,40,226,1372,2024,2505,691,619,434,746,670,181,9236,34,105,44,41,38,29,3,17,0,305,38,112,19,30,53,21,4,13,9,289,29,68,11,22,44,13,5,20,5,210,5,23,19,9,7,14,0,5,0,91,5,13,14,13,13,12,0,3,0,67
POA3755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0,0,0,0,5,0,17,3,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,11,0,3,0,0,3,0,42,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3756,10,17,9,0,6,0,6,0,0,52,20,46,17,5,12,9,9,9,3,136,81,82,461,29,27,26,109,68,11,890,48,4,277,0,4,7,27,43,3,414,14,3,34,0,0,0,16,15,0,86,8,39,7,18,4,3,0,10,0,92,6,35,4,7,5,3,7,6,0,72,94,60,27,24,42,38,35,22,3,346,22,32,21,60,22,3,18,9,0,190,5,17,12,3,4,3,7,5,0,65,9,3,43,8,9,15,21,9,6,125,0,0,0,0,0,0,0,0,0,4,6,10,10,4,0,0,15,6,4,59,5,3,30,5,6,5,21,7,25,100,336,353,956,164,131,113,297,210,66,2621,4,20,3,18,15,0,0,9,0,70,8,15,5,10,11,4,0,0,0,44,3,8,10,3,7,3,5,0,0,37,5,5,5,0,5,0,0,0,0,26,4,0,13,6,4,0,3,5,0,39
POA3757,7,11,4,0,0,0,4,0,0,23,6,18,4,0,4,0,0,4,0,37,76,42,303,11,16,15,55,33,14,568,44,0,239,3,8,14,24,38,6,374,16,5,23,0,0,5,13,15,0,80,0,21,5,11,6,5,0,12,0,55,15,31,0,10,0,3,0,0,0,66,44,31,14,12,16,9,10,7,0,143,12,9,12,35,4,0,6,9,0,90,10,9,9,8,4,3,0,4,0,39,0,0,18,5,0,3,0,0,0,29,0,0,0,0,0,0,0,0,0,0,5,4,4,3,3,0,12,4,0,30,5,8,28,0,0,4,5,4,18,68,248,195,644,96,53,56,136,135,36,1598,3,9,6,8,14,0,0,0,0,39,0,3,0,0,0,0,0,0,0,10,3,3,3,4,6,3,6,0,0,23,0,0,4,0,0,3,0,0,0,12,8,0,11,4,7,0,0,5,0,40
