POA_CODE_2021,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
POA3939,48,70,37,68,44,22,3,14,5,317,59,75,76,142,70,48,14,25,3,506,202,78,672,242,146,106,91,172,39,1747,12,6,8,5,17,17,0,8,4,80,15,12,10,25,25,14,3,21,3,127,0,0,5,5,4,0,0,3,0,24,12,17,13,25,30,21,12,19,6,142,577,1028,884,637,419,278,130,296,79,4332
POA3940,16,13,8,12,4,5,6,5,0,71,28,18,13,42,19,12,4,14,4,152,32,8,177,66,43,29,20,49,4,436,0,0,4,0,0,6,0,7,0,18,5,4,4,0,5,3,5,0,0,24,0,0,0,0,4,0,0,0,0,10,5,3,4,4,3,4,3,6,3,37,131,203,223,172,95,74,38,96,27,1053
POA3941,62,57,36,43,58,16,0,12,0,286,68,68,60,91,59,38,11,35,8,432,198,66,642,190,93,90,52,118,20,1467,6,9,7,11,10,10,0,14,0,74,15,18,8,24,15,11,4,14,0,108,3,8,6,3,4,5,4,0,0,34,12,14,22,10,14,24,7,13,9,127,652,1003,837,504,373,233,90,243,67,4008
POA3942,20,17,8,4,16,15,0,3,3,87,11,10,4,16,16,11,0,11,0,72,32,12,80,15,8,23,4,15,4,197,0,0,0,0,3,0,0,0,0,9,7,0,6,4,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,7,8,4,3,0,4,0,0,4,5,26,172,246,120,62,70,66,10,37,16,795
POA3943,15,13,0,3,4,5,0,3,0,46,13,7,6,6,0,6,0,0,4,50,30,4,40,14,5,9,0,4,3,114,0,0,0,0,0,0,0,0,0,4,0,4,0,0,3,5,0,0,0,13,0,0,0,0,0,0,0,0,0,0,5,0,8,0,3,3,0,0,0,24,162,188,61,30,48,40,3,11,15,563
POA3944,8,3,0,0,0,3,0,0,0,13,3,0,3,0,0,6,0,0,0,11,8,4,5,0,0,3,0,0,4,28,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,4,4,0,0,0,0,0,0,0,0,4,0,3,0,0,5,0,0,0,0,3,80,84,13,6,14,19,0,5,7,226
POA3945,15,4,4,0,7,5,3,0,0,35,6,8,3,6,9,0,0,0,0,33,41,0,50,12,5,5,7,14,3,145,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,4,4,5,0,0,0,0,0,4,4,10,85,76,59,41,35,11,18,27,8,357
POA3946,5,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,10,10,0,11,3,3,0,3,4,0,50,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,30,28,17,11,10,0,3,7,3,102
POA3950,28,20,3,12,12,10,3,3,4,90,23,22,16,54,24,15,5,7,4,163,77,21,215,80,47,40,82,75,9,645,0,0,3,4,6,9,6,9,0,40,4,4,4,7,7,3,3,11,0,43,0,0,0,0,0,0,0,0,0,9,5,0,6,7,5,5,4,8,0,46,199,276,274,218,118,87,103,127,21,1429
POA3951,7,0,0,3,4,0,0,0,0,22,8,4,3,13,10,3,0,0,0,37,33,0,53,11,11,3,9,4,0,133,3,0,0,0,0,0,0,4,0,11,0,0,3,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,81,77,59,38,36,15,13,19,5,338
POA3953,27,38,15,16,17,3,3,3,0,122,30,41,20,65,37,8,0,12,3,226,147,32,356,116,84,62,86,93,13,993,9,5,8,3,12,8,0,6,0,51,4,0,4,8,10,4,7,5,0,47,0,5,0,0,6,0,0,0,0,14,12,4,11,4,6,11,7,8,6,63,353,568,435,294,225,120,109,157,29,2287
POA3954,5,3,0,0,0,0,0,0,0,8,5,0,4,5,0,0,0,0,0,16,6,0,23,0,4,0,7,3,0,50,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,38,27,13,8,13,13,3,0,145
POA3956,11,8,7,10,7,6,0,3,0,44,14,16,3,17,5,3,0,9,5,75,77,10,112,32,29,15,15,27,7,334,3,0,3,3,3,6,3,3,0,22,0,3,0,0,3,0,0,3,0,12,0,0,0,7,0,0,0,0,0,6,6,0,8,0,3,0,8,7,3,33,202,216,143,92,77,39,27,65,23,877
POA3957,0,0,0,0,0,0,0,0,0,11,0,0,0,5,5,0,0,0,0,12,7,0,14,6,0,0,4,6,0,37,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,26,14,11,16,12,3,8,5,0,101
POA3958,5,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,9,15,0,6,0,0,3,8,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,28,18,3,10,7,4,10,3,0,83
POA3959,0,3,0,3,6,0,0,4,0,22,11,4,4,7,4,0,0,6,0,31,37,0,52,6,8,4,7,11,0,131,4,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,9,90,100,64,30,34,13,8,23,9,374
POA3960,19,8,0,7,6,0,0,3,0,50,13,11,6,11,13,7,0,5,3,63,62,14,76,36,23,17,16,40,5,283,3,0,0,0,5,0,0,0,0,11,0,3,0,5,0,3,3,0,0,20,0,4,0,0,0,0,0,0,0,4,3,0,0,3,0,5,7,0,6,32,156,174,90,84,62,35,30,64,10,706
POA3962,11,0,0,3,4,3,0,0,0,18,0,0,0,12,0,3,0,0,0,30,22,7,34,12,7,5,9,15,3,111,3,0,0,3,0,0,0,4,0,3,6,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,14,45,50,38,39,17,15,12,24,9,252
POA3964,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,6,7,0,8,6,6,0,0,4,0,35,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,11,8,10,4,3,12,0,56
POA3965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,9,12,0,6,0,0,11,0,48
POA3966,4,0,0,0,0,0,0,0,0,9,0,6,3,4,3,0,0,0,0,16,17,0,17,0,4,6,11,10,0,64,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,34,23,16,12,9,8,13,17,0,152
POA3967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,3,0,0,0,0,5,0,24
POA3971,15,17,7,8,4,0,0,10,0,63,19,13,9,31,10,12,3,12,0,108,78,14,142,67,35,29,44,72,5,497,5,0,0,0,0,6,0,3,0,14,0,4,3,7,0,3,5,0,0,26,0,0,0,0,0,0,0,5,0,10,8,6,3,12,4,0,3,5,8,55,186,179,174,145,89,58,62,106,20,1016
POA3975,58,74,63,42,66,21,35,36,5,392,108,86,106,191,125,49,82,61,23,824,95,45,433,193,137,67,143,137,32,1271,10,3,7,4,14,11,6,7,0,64,13,17,16,43,32,13,17,21,4,167,4,7,17,4,11,7,8,11,0,76,15,14,14,14,20,9,20,18,29,157,704,1751,833,805,868,326,477,438,155,6359
POA3976,35,49,83,62,68,21,46,58,14,442,75,90,149,252,131,73,89,93,22,977,126,64,679,361,195,105,302,270,51,2143,3,4,14,16,24,12,23,27,4,138,8,4,31,38,29,22,29,40,6,214,3,6,17,3,5,5,12,14,0,71,17,4,28,35,23,14,25,35,42,222,485,1135,1200,1074,835,393,690,731,177,6719
POA3977,327,344,358,355,384,161,217,166,31,2346,641,567,623,1501,852,389,465,370,79,5483,1084,419,4325,1801,1316,726,1250,1193,236,12339,57,25,85,84,148,81,90,115,15,700,99,54,110,204,159,75,102,116,21,935,31,64,52,39,46,22,33,32,4,317,96,91,102,140,85,49,111,107,152,939,4040,7798,6516,5763,4590,2144,3035,2806,706,37408
POA3978,165,124,195,149,141,49,152,73,18,1064,318,248,387,664,350,156,286,176,51,2635,315,126,1304,612,398,228,356,347,61,3743,22,14,15,19,41,22,35,29,5,193,30,15,40,94,49,34,36,52,0,350,16,36,21,24,13,12,26,27,4,169,35,39,36,37,46,23,36,23,50,322,1791,4108,2525,2514,2028,965,1363,1104,297,16696
POA3979,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,14,10,0,21,3,4,0,0,0,0,48,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,36,25,27,14,14,3,6,5,0,122
POA3980,8,13,0,13,12,4,3,0,0,63,18,9,16,30,26,3,6,5,4,113,58,12,251,63,55,35,64,66,5,617,0,0,3,4,8,9,0,3,0,29,5,0,0,6,9,0,0,3,0,30,0,3,0,0,0,0,0,0,0,3,0,0,6,4,7,0,8,0,14,34,123,165,286,145,137,66,80,96,20,1117
POA3981,28,5,5,11,19,5,3,3,0,80,23,21,20,56,35,20,7,17,5,188,104,28,331,95,84,34,88,96,17,879,0,0,4,9,9,9,9,9,0,49,9,0,3,12,11,0,4,4,0,47,0,4,0,0,0,0,0,0,0,12,3,3,5,9,9,4,11,6,8,49,222,216,391,217,192,85,118,147,24,1611
POA3984,23,20,9,18,24,8,5,10,0,102,38,43,30,76,44,24,3,6,3,266,124,32,411,105,88,62,127,109,22,1076,3,4,3,4,18,11,9,8,0,58,6,3,10,11,5,4,8,10,0,56,0,0,0,3,0,0,0,0,0,11,7,5,8,16,5,15,9,7,7,82,251,348,488,283,220,128,163,164,42,2091
POA3987,0,3,0,0,9,0,0,4,0,25,12,12,5,11,12,5,0,4,0,63,45,10,100,27,30,12,26,24,7,277,0,0,0,0,0,0,0,3,0,9,3,0,6,5,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,7,3,4,8,0,0,0,0,23,79,78,118,64,59,22,38,38,9,509
POA3988,10,0,0,0,5,0,4,0,0,16,5,0,6,7,9,0,0,0,0,41,41,6,49,7,9,5,13,20,4,156,0,3,5,0,0,0,0,4,0,11,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,13,87,70,60,26,40,9,20,29,4,342
POA3990,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,7,7,0,4,3,4,0,41
POA3991,3,0,0,0,0,0,0,0,0,10,0,0,0,5,0,0,0,0,0,11,8,0,16,4,10,8,3,7,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,9,15,19,12,10,8,5,0,98
POA3992,6,0,4,4,6,0,0,0,0,22,11,8,0,15,8,3,0,4,0,50,26,3,55,27,13,14,12,23,7,191,4,0,0,3,0,0,0,0,0,12,6,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,17,66,86,62,67,35,23,19,48,6,415
POA3995,31,35,18,35,20,12,4,7,3,154,35,43,34,94,47,28,8,10,0,295,154,40,430,206,110,105,80,135,19,1288,15,7,4,11,13,17,0,8,0,65,9,4,5,11,5,10,5,12,4,58,0,4,4,0,0,0,0,3,0,18,11,9,10,17,9,13,8,25,8,102,365,654,549,456,267,206,116,231,46,2894
POA3996,28,35,17,22,19,11,0,9,0,138,29,28,17,41,35,8,3,12,3,172,86,20,221,63,51,27,21,61,16,578,4,0,5,3,6,0,0,9,0,27,8,4,3,3,5,4,3,0,0,32,6,3,0,0,3,0,0,0,0,13,18,3,0,10,4,8,0,0,7,56,339,670,288,198,204,82,33,94,33,1943
