POA_CODE_2021,CANA_HNA_MHC_dep_anx,CANA_HNA_Stroke,CANA_HNA_oth_LTHC,CANA_HNA_no_LTHC,CANA_HNA_LTHC_NS,CANA_HNA_Tot,CANA_dsnt_HNA_Arth,CANA_dsnt_HNA_Asth,CANA_dsnt_HNA_Can_rem,CANA_dsnt_HNA_Dem_Alzh,CANA_dsnt_HNA_Dis_ges_dia,CANA_dsnt_HNA_HD_HA_ang,CANA_dsnt_HNA_Kid_dis,CANA_dsnt_HNA_LC_COPD_emph,CANA_dsnt_HNA_MHC_dep_anx,CANA_dsnt_HNA_Stroke,CANA_dsnt_HNA_oth_LTHC,CANA_dsnt_HNA_no_LTHC,CANA_dsnt_HNA_LTHC_NS,CANA_dsnt_HNA_Tot,CANA_NFA_NS_Arth,CANA_NFA_NS_Asth,CANA_NFA_NS_Can_rem,CANA_NFA_NS_Dem_Alzh,CANA_NFA_NS_Dia_ges_dia,CANA_NFA_NS_HD_HA_ang,CANA_NFA_NS_Kid_dis,CANA_NFA_NS_LC_COPD_emph,CANA_NFA_NS_MHC_dep_anx,CANA_NFA_NS_Stroke,CANA_NFA_NS_oth_LTHC,CANA_NFA_NS_no_LTHC,CANA_NFA_NS_LTHC_NS,CANA_NFA_NS_Tot,CANA_Tot_Arth,CANA_Tot_Asth,CANA_Tot_Can_rem,CANA_Tot_Dem_Alzh,CANA_Tot_Dia_ges_dia,CANA_Tot_HD_HA_ang,CANA_Tot_Kid_dis,CANA_Tot_LC_COPD_emph,CANA_Tot_MHC_dep_anx,CANA_Tot_Stroke,CANA_Tot_oth_LTHC,CANA_Tot_no_LTHC,CANA_Tot_LTHC_NS,CANA_Tot_Tot,ADFS_CS_Arth,ADFS_CS_Asth,ADFS_CS_Can_rem,ADFS_CS_Dem_Alzh,ADFS_CS_Dia_ges_dia,ADFS_CS_HD_HA_ang,ADFS_CS_Kid_dis,ADFS_CS_LC_COPD_emph,ADFS_CS_MHC_dep_anx,ADFS_CS_Stroke,ADFS_CS_oth_LTHC,ADFS_CS_no_LTHC,ADFS_CS_LTHC_NS,ADFS_CS_Tot,ADFS_PS_NCS_Arth,ADFS_PS_NCS_Asth,ADFS_PS_NCS_Can_rem,ADFS_PS_NCS_Dem_Alzh,ADFS_PS_NCS_Dia_ges_dia,ADFS_PS_NCS_HD_HA_ang,ADFS_PS_NCS_Kid_dis,ADFS_PS_NCS_LC_COPD_emph,ADFS_PS_NCSMHC_dep_anx,ADFS_PS_NCS_Stroke,ADFS_PS_NCS_oth_LTHC,ADFS_PS_NCS_no_LTHC,ADFS_PS_NCS_LTHC_NS,ADFS_PS_NCS_Tot,ADFS_Tot_Ser_Arth,ADFS_Tot_Ser_Asth,ADFS_Tot_Ser_Can_rem,ADFS_Tot_Ser_Dem_Alzh,ADFS_Tot_Ser_Dia_ges_dia,ADFS_Tot_Ser_HD_HA_ang,ADFS_Tot_Ser_Kid_dis,ADFS_Tot_Ser_LC_COPD_emph,ADFS_Tot_SerMHC_dep_anx,ADFS_Tot_Ser_Stroke,ADFS_Tot_Ser_oth_LTHC,ADFS_Tot_Ser_no_LTHC,ADFS_Tot_Ser_LTHC_NS,ADFS_Tot_Ser_Tot,ADFS_HNS_Arth,ADFS_HNS_Asth,ADFS_HNS_Can_rem,ADFS_HNS_Dem_Alzh,ADFS_HNS_Dia_ges_dia,ADFS_HNS_HD_HA_ang,ADFS_HNS_Kid_dis,ADFS_HNS_LC_COPD_emph,ADFS_HNS_MHC_dep_anx,ADFS_HNS_Stroke,ADFS_HNS_oth_LTHC,ADFS_HNS_no_LTHC,ADFS_HNS_LTHC_NS,ADFS_HNS_Tot,ADFS_NS_Arth,ADFS_NS_Asth,ADFS_NS_Can_rem,ADFS_NS_Dem_Alzh,ADFS_NS_Dia_ges_dia,ADFS_NS_HD_HA_ang,ADFS_NS_Kid_dis,ADFS_NS_LC_COPD_ang,ADFS_NS_MHC_dep_anx,ADFS_NS_Stroke,ADFS_NS_oth_LTHC,ADFS_NS_no_LTHC,ADFS_NS_LTHC_NS,ADFS_NS_Tot,ADFS_Tot_Arth,ADFS_Tot_Asth,ADFS_Tot_Can_rem,ADFS_Tot_Dem_Alzh,ADFS_Tot_Dia_ges_dia,ADFS_Tot_HD_HA_ang,ADFS_Tot_Kid_dis,ADFS_Tot_LC_COPD_emph,ADFS_Tot_MHC_dep_anx,ADFS_Tot_Stroke,ADFS_Tot_oth_LTHC,ADFS_Tot_no_LTHC,ADFS_Tot_LTHC_NS,ADFS_Tot_Tot
POA3371,26,10,52,4,3,117,128,83,33,3,57,47,10,31,112,12,65,427,35,813,0,0,0,0,3,0,0,0,0,0,0,5,150,162,162,108,46,7,86,73,8,46,141,25,114,439,188,1090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,9,0,13,8,0,4,12,3,8,7,7,44,14,0,9,0,13,8,0,4,12,3,8,6,7,43,148,95,39,7,65,66,3,38,122,22,102,346,26,777,5,0,0,0,4,3,0,0,0,0,0,5,140,150,162,103,46,7,86,73,8,46,138,25,109,363,164,977
POA3373,86,20,75,16,5,212,251,236,97,7,134,104,20,51,228,22,128,1157,52,2046,3,5,0,0,5,0,4,5,0,0,0,6,168,191,347,272,125,18,180,153,35,86,318,46,202,1179,223,2453,0,0,0,0,0,0,0,0,0,0,0,0,0,5,23,6,13,0,24,11,3,9,15,0,6,42,0,93,23,6,13,0,20,11,3,11,14,0,6,40,0,101,314,228,115,19,153,140,31,71,280,39,180,860,55,1830,9,3,0,0,0,0,0,0,4,0,3,12,135,165,342,238,125,18,181,153,34,86,299,46,189,912,186,2091
POA3374,6,4,9,0,0,21,63,34,22,0,29,17,6,4,29,7,33,200,16,362,5,0,0,0,0,0,0,0,0,0,0,11,26,36,81,41,24,0,24,22,4,10,38,10,46,212,37,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4,0,4,3,0,4,3,0,0,14,0,23,11,0,4,0,4,3,0,4,3,0,0,14,0,23,71,30,20,0,24,17,4,6,30,3,39,150,9,318,0,0,4,0,0,0,0,0,0,0,0,6,24,27,81,38,24,0,24,22,4,10,35,10,44,165,38,372
POA3375,13,7,8,0,0,21,16,19,7,0,15,12,4,5,16,0,8,141,5,210,0,0,0,0,0,0,0,0,0,0,0,0,3,6,33,24,6,0,14,17,4,10,27,4,19,146,10,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,9,0,0,0,0,0,0,0,0,4,0,0,3,0,9,26,21,6,0,16,17,4,5,22,4,15,92,5,174,0,0,0,0,0,0,0,0,0,0,0,0,3,6,33,17,6,0,14,17,4,10,27,4,15,100,10,189
POA3377,261,55,264,63,14,769,879,876,263,13,434,366,64,170,815,66,536,4374,260,7554,17,8,7,4,0,10,0,3,11,0,9,36,1199,1281,1164,987,331,110,541,529,95,255,1092,115,806,4477,1464,9602,0,0,0,0,0,0,0,0,0,0,0,3,0,6,51,10,27,7,38,43,8,21,32,8,26,71,7,216,51,10,27,7,38,41,8,21,32,8,26,78,7,225,1095,820,307,103,490,467,90,225,995,103,725,3298,229,6769,21,10,5,0,10,7,0,11,9,0,8,38,1117,1197,1164,840,331,110,541,522,98,252,1044,114,755,3407,1351,8187
POA3378,0,0,0,0,0,0,21,7,3,0,5,4,0,0,13,0,8,91,6,132,0,0,0,0,0,0,0,0,0,0,0,0,14,14,21,9,3,0,5,4,0,0,13,0,8,91,11,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,8,3,0,6,4,0,0,9,0,8,55,4,95,0,0,0,0,0,0,0,0,0,0,0,0,11,11,21,8,3,0,5,4,0,0,9,0,8,58,11,101
POA3379,22,4,34,3,0,69,82,59,27,0,40,27,4,14,38,7,54,368,23,618,0,0,0,0,0,0,0,0,0,0,0,0,57,57,107,72,38,3,50,37,8,26,58,12,88,373,80,749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,6,0,4,3,0,0,6,0,4,5,0,21,7,3,6,0,4,3,0,0,6,0,4,4,0,17,96,66,34,3,45,29,8,21,52,12,79,260,19,544,6,0,0,0,0,3,0,0,0,0,0,9,50,68,107,67,38,3,50,37,8,26,59,12,80,279,68,635
POA3380,158,28,190,42,5,472,695,511,180,7,310,259,34,128,564,54,388,2980,205,5183,11,14,0,0,10,7,6,5,6,3,4,32,497,567,899,624,233,24,407,363,55,203,729,84,580,3050,707,6220,0,0,0,0,0,0,0,0,0,0,0,0,0,4,55,16,18,0,23,41,3,15,29,6,26,43,12,168,55,16,18,0,23,41,3,15,29,6,30,47,12,174,827,522,208,29,377,312,50,176,660,79,496,2278,165,4610,20,4,8,0,10,6,3,4,5,5,3,27,419,485,899,544,234,24,406,358,58,198,695,84,530,2348,589,5264
POA3381,9,3,21,0,0,38,135,98,51,3,55,48,9,26,92,11,76,746,32,1181,0,0,0,0,0,0,0,0,0,0,0,8,168,179,150,96,55,5,58,61,15,32,104,15,93,757,204,1401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,0,0,6,0,0,15,5,39,3,0,0,0,4,4,0,0,6,0,0,22,5,40,146,86,55,5,53,47,15,31,96,8,85,566,24,989,6,0,0,0,0,0,0,0,0,5,0,3,151,157,150,89,55,5,58,54,15,32,101,15,88,591,175,1186
POA3384,23,3,19,4,0,47,68,55,25,0,35,37,4,10,56,6,37,280,19,500,0,0,0,0,0,0,0,0,0,0,0,0,55,53,90,67,27,0,45,51,8,19,81,13,56,286,69,608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,4,0,0,4,0,0,5,0,19,9,0,3,0,0,4,0,0,4,0,0,5,0,19,85,65,25,0,43,43,5,18,66,9,51,212,6,450,0,0,0,0,0,0,0,0,0,0,0,3,50,52,90,67,27,0,45,51,8,19,76,13,54,220,57,517
POA3385,11,0,12,4,0,28,72,44,17,0,29,17,0,12,38,5,39,263,10,464,0,0,0,0,0,0,0,0,0,0,0,4,45,45,78,53,26,0,31,29,3,18,50,3,51,270,55,541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,3,8,0,24,7,0,0,0,0,3,0,0,0,0,3,8,0,24,76,49,26,0,32,26,3,19,44,3,42,200,4,397,0,0,0,0,0,0,0,0,0,0,0,8,44,49,78,49,26,0,31,29,3,18,47,3,47,216,50,471
POA3387,7,0,4,0,0,11,39,26,10,0,15,13,0,11,24,4,17,154,12,263,0,0,0,0,0,0,0,0,0,0,0,0,9,9,49,31,15,0,18,19,0,11,29,5,18,162,23,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,5,42,24,15,0,17,15,0,12,23,0,12,117,11,226,6,6,0,0,0,0,0,0,0,0,0,4,9,16,49,29,15,0,18,19,0,11,29,5,19,122,20,243
POA3388,20,11,25,9,0,60,51,53,18,0,18,18,0,15,55,7,36,281,9,464,0,0,0,0,0,0,0,0,0,0,0,3,39,38,70,70,25,12,31,44,12,24,76,16,53,290,45,567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,3,0,4,4,0,7,6,3,0,0,0,0,0,0,3,0,4,4,0,16,64,60,28,12,28,44,12,25,67,16,52,222,13,434,0,0,0,0,0,0,0,0,0,0,0,0,28,41,70,64,25,12,31,44,12,24,68,16,54,227,43,479
POA3390,28,4,30,11,0,81,113,84,26,3,51,31,7,19,88,11,62,457,27,821,0,0,0,0,0,0,0,0,0,0,0,3,47,50,135,100,28,8,61,38,10,38,116,14,102,469,76,957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,5,0,8,8,0,0,3,0,7,7,0,30,10,4,5,0,8,8,0,0,3,0,7,8,0,25,117,80,23,8,49,32,7,26,93,13,75,328,21,686,6,7,0,0,0,3,0,4,10,0,3,6,40,59,135,84,28,8,61,38,10,37,102,14,81,341,58,772
POA3391,4,0,3,3,0,14,16,20,8,0,11,15,3,9,12,0,9,81,7,153,0,0,0,0,0,0,0,0,0,0,0,0,19,19,28,21,13,0,17,18,5,8,19,0,19,84,28,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,0,0,0,0,0,0,0,3,0,0,3,20,18,10,0,17,17,6,5,12,0,15,59,10,129,0,0,0,0,0,0,0,0,0,0,0,0,12,14,28,19,10,0,17,18,6,8,19,0,19,64,25,147
POA3392,31,5,26,0,4,67,74,63,20,0,43,32,5,11,54,8,32,246,28,478,3,0,0,0,0,0,0,0,0,0,0,0,37,41,106,66,31,13,57,53,9,12,86,12,55,250,67,584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,8,3,9,6,0,0,3,0,0,0,0,22,6,4,8,3,9,6,0,0,3,0,0,0,0,22,96,51,24,4,47,41,8,10,64,7,45,203,33,449,7,0,4,8,3,3,0,0,13,0,3,5,35,47,106,54,31,13,57,53,9,12,80,12,54,206,59,521
POA3393,76,10,105,19,3,241,339,257,72,3,133,111,17,47,227,22,128,1158,79,2125,12,5,0,0,0,0,0,3,0,0,3,11,214,243,438,297,99,24,182,148,24,80,307,36,232,1189,299,2614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,12,6,5,18,8,5,4,14,4,6,16,0,68,31,12,6,5,18,8,5,4,14,4,6,16,0,66,394,230,94,22,155,139,23,69,273,30,208,857,74,1906,16,9,0,0,3,5,0,0,0,3,4,10,173,217,438,255,99,24,182,148,24,80,290,36,218,885,249,2184
POA3395,16,9,8,0,3,31,42,44,14,0,31,14,0,7,30,4,12,178,10,309,0,0,0,0,0,0,0,0,0,0,0,0,10,14,55,49,21,0,32,23,0,13,49,9,24,179,22,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,3,0,3,0,0,14,4,3,0,0,3,0,0,0,3,0,3,0,0,14,46,42,18,0,25,22,0,18,45,9,16,123,12,264,0,0,0,0,0,0,0,0,0,0,0,3,12,20,55,49,21,0,32,23,0,13,48,9,21,132,21,304
POA3396,17,4,22,6,4,75,92,72,19,0,32,42,5,14,53,7,27,316,28,595,0,0,0,0,0,0,0,0,0,0,0,0,28,28,118,79,33,4,51,50,5,20,69,11,53,325,62,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,5,0,0,3,0,0,5,0,21,8,0,3,0,0,5,0,0,3,0,0,9,0,23,113,72,32,4,49,48,5,20,66,11,45,244,24,549,0,0,0,0,0,0,0,0,0,0,0,8,24,30,118,71,33,4,48,50,5,20,66,11,46,256,50,595
POA3400,258,109,331,99,32,1057,1405,1349,464,8,691,600,123,263,1411,113,868,7918,479,13241,18,6,5,0,9,9,3,3,8,4,7,57,731,842,1831,1515,586,91,874,808,187,379,1671,225,1214,8075,1242,15134,0,0,0,0,0,0,0,0,0,0,0,12,0,15,92,32,47,5,53,67,13,27,45,12,56,91,10,332,90,33,48,5,53,67,13,27,45,12,56,105,10,343,1703,1267,527,75,795,709,163,342,1545,197,1001,5805,386,11320,33,6,8,10,12,18,6,4,19,7,25,47,585,708,1823,1316,581,91,867,797,183,373,1603,227,1079,5952,984,12374
POA3401,46,10,66,17,4,169,381,356,122,0,147,156,22,53,285,22,218,2802,121,4162,4,4,0,0,9,0,0,5,0,0,0,31,228,269,432,387,143,16,186,187,26,72,325,32,281,2851,345,4596,0,0,0,0,0,0,0,0,0,0,4,7,0,7,16,5,4,0,5,15,5,6,10,0,5,39,0,90,19,5,4,0,5,15,5,6,12,0,4,51,0,96,414,320,140,16,170,177,21,64,303,34,250,2033,104,3391,3,0,0,0,4,0,0,5,4,0,0,13,186,207,432,330,143,16,180,186,26,72,317,32,259,2096,292,3694
POA3407,8,0,7,0,0,18,49,34,11,0,15,15,0,8,22,5,24,242,11,376,3,0,0,0,0,0,0,0,0,0,0,0,18,25,51,33,13,0,22,16,0,8,35,9,33,247,30,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,8,6,0,16,0,0,0,0,4,3,0,0,0,0,8,6,0,16,49,27,11,0,14,15,0,3,28,9,23,182,3,313,0,0,0,0,0,0,0,0,0,0,0,0,11,18,51,32,13,0,22,16,0,8,35,9,33,185,17,347
POA3409,12,16,12,7,3,69,78,71,35,0,29,38,9,16,66,12,50,570,24,855,3,0,0,0,0,0,0,0,0,0,0,8,56,69,107,80,51,30,37,61,13,27,81,28,64,579,79,987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,5,0,3,8,5,27,0,0,4,0,3,0,0,0,5,0,3,15,5,24,103,72,45,30,37,54,4,27,73,26,59,449,18,764,0,0,0,0,0,0,0,0,0,0,0,3,38,48,107,70,47,30,37,61,13,27,73,31,59,468,62,847
POA3412,11,0,10,3,0,20,39,21,10,0,15,16,0,3,20,0,18,162,8,260,0,0,0,0,0,0,0,0,0,0,0,0,14,15,46,23,13,0,18,16,4,11,32,0,28,166,20,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,3,0,6,4,0,0,0,0,0,0,0,4,0,0,3,0,6,43,21,13,0,18,11,4,11,31,0,23,112,5,214,0,0,0,0,0,0,0,0,0,0,0,5,7,14,46,21,13,0,18,16,4,11,30,0,22,117,13,237
POA3413,0,0,0,0,0,4,11,12,4,0,7,5,0,4,6,0,5,119,4,177,0,0,0,0,0,0,0,0,0,0,0,0,18,18,17,12,4,0,7,9,0,3,6,0,5,121,19,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,17,12,6,0,4,10,0,3,6,0,10,99,0,152,0,0,0,0,0,0,0,0,0,0,0,0,16,16,17,12,4,0,7,9,0,3,6,0,10,99,15,167
POA3414,43,16,63,12,3,160,217,172,61,0,104,82,12,37,157,19,94,817,52,1466,4,0,0,0,0,3,0,0,0,0,3,0,82,90,277,192,80,15,144,113,22,47,208,37,163,828,131,1719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,13,13,0,20,22,4,14,10,9,15,29,5,93,26,13,13,0,20,22,4,14,10,9,15,29,5,93,244,157,66,16,117,88,20,33,190,34,146,605,44,1298,7,5,0,0,4,4,0,3,0,0,0,7,62,91,277,171,80,15,139,113,22,47,203,37,161,639,109,1478
POA3415,0,0,0,0,0,0,3,9,0,0,3,6,0,0,5,0,0,22,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,3,6,0,0,8,0,4,22,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,3,6,0,0,8,0,4,13,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,3,6,0,0,8,0,4,13,0,37
POA3418,48,15,66,24,5,201,275,228,86,6,140,108,20,45,185,23,146,1563,74,2481,5,0,0,0,3,0,0,0,3,0,0,17,166,194,364,256,109,37,187,145,31,70,234,38,216,1605,245,2875,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,6,12,4,15,14,0,11,3,3,0,15,5,67,20,7,12,4,15,14,0,11,7,4,7,15,5,68,342,218,95,35,171,128,28,62,223,37,199,1200,68,2190,6,0,0,3,0,0,0,0,0,0,0,15,133,157,364,236,109,37,186,141,31,70,227,38,199,1225,198,2410
POA3419,23,4,32,8,0,81,106,84,31,0,53,42,3,22,65,7,37,454,22,770,0,0,0,0,0,0,0,0,0,0,0,0,37,41,145,94,38,3,66,57,3,28,91,9,68,464,60,891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,3,0,4,0,3,3,4,0,24,7,0,4,0,0,3,0,4,0,3,3,4,0,24,137,83,35,5,60,45,3,24,87,10,62,342,23,693,5,3,3,0,0,0,0,0,0,0,0,7,27,39,145,89,38,3,66,57,3,28,90,9,68,350,50,749
POA3420,5,0,3,6,0,12,13,29,0,0,11,11,4,0,17,0,16,169,7,249,0,0,0,0,0,0,0,0,0,0,0,3,22,27,16,28,4,0,11,9,4,0,23,5,19,170,29,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,18,24,4,0,11,9,4,0,20,5,13,114,0,192,0,0,0,0,0,0,0,0,0,0,0,0,17,22,16,24,4,0,11,9,4,0,19,5,16,121,21,210
POA3423,32,0,29,3,0,53,60,42,17,0,29,23,4,16,48,3,36,202,18,381,0,0,0,0,0,0,0,0,0,0,0,6,34,40,83,55,21,5,38,32,3,23,81,7,65,207,53,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,4,4,0,7,4,0,0,0,0,15,6,0,6,0,4,4,0,7,4,0,0,0,0,15,71,47,22,0,39,33,3,19,75,6,56,159,14,360,3,3,0,0,0,0,0,0,3,0,3,0,33,39,83,50,21,5,38,32,3,22,79,7,58,160,49,415
POA3424,15,3,20,6,0,52,90,74,23,3,39,24,0,21,62,4,40,348,20,636,0,0,0,0,0,0,0,0,0,0,0,5,48,53,110,84,29,6,52,36,4,23,85,14,62,360,70,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,3,0,4,5,0,6,3,4,26,3,3,0,0,4,3,0,4,5,0,9,3,4,21,103,65,21,3,46,35,4,29,78,9,49,266,20,561,0,0,0,0,0,0,0,0,0,0,0,0,46,53,114,70,24,6,52,36,4,23,77,14,57,274,66,633
POA3427,96,17,80,34,6,234,287,517,79,0,208,136,25,53,435,20,319,3469,149,5090,4,7,0,0,0,3,0,0,4,0,0,39,289,342,371,567,104,16,251,165,41,77,533,38,408,3534,444,5669,0,0,0,0,0,0,0,0,0,0,0,7,0,13,11,11,3,0,15,17,3,6,9,0,10,25,0,81,11,13,3,0,18,17,3,6,11,0,10,31,0,86,355,477,98,19,232,149,36,75,495,32,352,2527,125,4134,0,4,0,0,0,0,0,0,0,0,0,21,233,264,371,487,104,16,250,163,37,80,506,40,365,2578,356,4486
POA3428,6,4,8,5,0,38,50,54,20,0,30,20,3,3,38,8,36,373,20,593,0,0,0,0,0,0,0,0,0,0,0,0,38,38,64,65,18,0,30,23,3,11,40,7,46,384,66,668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,11,0,13,4,0,0,0,0,0,0,0,0,0,0,6,0,14,62,54,22,0,30,24,3,5,43,7,37,293,12,520,0,0,0,0,0,0,0,0,0,0,0,0,35,35,64,56,18,0,30,23,3,11,43,7,40,311,51,567
POA3429,818,158,1007,262,61,2524,2813,3934,943,36,1580,1144,245,503,3659,203,2578,21415,1201,34876,32,26,8,3,19,15,3,6,26,6,16,169,1423,1695,3617,4410,1184,256,1972,1547,393,752,4500,362,3603,21845,2687,39093,3,4,0,0,0,0,0,0,6,0,4,32,0,40,180,85,82,13,120,135,25,69,119,29,99,287,18,796,185,91,82,13,119,135,25,67,123,29,102,317,19,843,3391,3572,1085,235,1822,1394,357,671,4104,322,3050,15902,959,29543,31,8,12,0,15,7,7,7,13,9,19,75,1133,1277,3611,3673,1182,253,1954,1532,390,744,4239,357,3177,16293,2101,31668
POA3430,6,0,0,6,0,9,30,16,8,0,11,16,0,5,5,0,17,164,14,251,0,0,0,0,0,0,0,0,0,0,0,0,29,36,35,22,8,0,11,16,0,3,14,4,17,171,44,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,13,0,0,0,0,0,0,0,0,0,0,0,8,0,12,36,20,5,0,11,19,0,3,14,0,15,123,13,219,0,0,0,0,0,0,0,0,0,0,0,0,24,24,35,20,8,0,11,16,0,3,14,4,16,128,36,249
POA3431,43,6,63,15,8,150,356,403,124,3,148,155,23,47,359,36,305,2522,148,4049,4,0,5,0,0,5,0,0,7,0,0,21,158,186,404,437,143,11,176,185,28,57,407,42,366,2558,304,4390,0,0,0,0,0,0,0,0,5,0,0,4,0,11,21,8,13,0,15,18,0,4,14,10,14,50,3,104,21,8,13,0,15,18,0,4,18,10,14,53,3,111,386,359,132,11,157,172,28,59,364,34,313,1831,113,3289,0,4,0,0,0,0,0,0,0,0,0,13,121,138,404,363,146,11,176,189,28,58,376,42,332,1896,232,3540
POA3432,0,0,0,0,0,6,14,10,0,0,8,9,0,0,9,0,12,115,5,166,0,0,0,0,0,0,0,0,0,0,0,0,9,15,12,10,0,0,9,13,3,5,13,0,13,117,16,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,11,8,0,0,10,7,4,5,10,0,11,94,10,145,0,0,0,0,0,0,0,0,0,0,0,0,8,12,12,8,0,0,9,13,3,5,13,0,12,96,22,159
POA3433,7,0,4,0,0,10,13,21,5,0,10,9,4,4,17,0,13,120,9,191,0,0,0,0,0,0,0,0,0,0,0,0,16,17,13,25,0,0,11,10,4,4,21,0,15,119,17,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,9,13,13,0,0,11,10,4,4,24,0,18,85,9,154,0,0,0,0,0,0,0,0,0,0,0,0,16,16,13,13,0,0,11,10,4,4,21,0,15,92,17,170
POA3434,100,14,109,35,13,301,443,600,159,6,252,181,41,109,480,25,369,3493,205,5556,4,11,0,0,3,4,0,3,5,0,0,24,251,285,537,658,193,17,298,238,59,136,580,47,479,3550,475,6143,0,0,0,0,0,0,0,0,0,0,0,5,0,8,31,7,16,3,23,29,8,8,19,6,22,58,0,149,36,13,16,3,23,29,8,9,19,6,20,63,0,157,498,533,182,19,273,200,54,125,520,43,392,2507,174,4499,5,3,0,0,0,5,0,0,3,0,0,19,209,240,535,547,193,17,300,235,60,130,537,47,413,2586,383,4902
POA3435,70,11,71,15,3,168,251,259,79,0,109,94,17,47,228,13,181,1841,88,2848,0,0,3,0,0,0,0,0,0,0,10,30,173,212,294,295,90,12,134,121,22,55,300,29,259,1887,264,3228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,8,0,9,6,0,3,10,4,20,42,0,79,14,4,8,0,9,6,0,3,12,4,20,41,0,82,279,245,81,15,122,115,22,52,266,22,219,1336,74,2362,3,7,3,0,0,0,0,5,0,0,0,12,140,166,294,252,95,12,134,118,22,55,282,22,229,1392,211,2614
POA3437,132,29,192,56,11,516,763,968,299,6,339,331,78,139,791,54,690,7169,396,10764,3,5,0,0,4,3,0,0,6,4,9,46,365,428,923,1048,358,80,414,426,107,186,924,84,886,7269,777,11715,6,0,0,0,0,0,0,0,0,0,0,18,0,21,41,22,22,7,23,27,7,8,28,6,26,116,14,252,42,22,22,7,23,27,7,8,28,6,29,133,14,271,848,818,328,29,379,364,92,168,797,78,719,4964,296,8372,27,7,11,46,9,22,9,5,43,3,42,27,304,426,917,841,358,80,410,414,99,177,871,83,791,5120,614,9062
