POA_CODE_2021,C0_4F_EO_M_EO,C0_4F_EO_M_O_EVWW,C0_4F_EO_M_O_ENWNA,C0_4F_EO_M_O_PENS,C0_4F_EO_M_O_E_T,C0_4F_EO_M_LPENS,C0_4F_EO_M_T,C0_4F_O_EVWW_M_EO,C0_4F_O_EVWW_M_O_EVWW,C0_4F_O_EVWW_M_O_ENWNA,C0_4F_O_EVWW_M_O_PENS,C0_4F_O_EVWW_M_O_E_T,C0_4F_O_EVWW_M_LPENS,C0_4F_O_EVWW_M_T,C0_4F_O_ENWNA_M_EO,C0_4F_O_ENWNA_M_O_EVWW,C0_4F_O_ENWNA_M_O_ENWNA,C0_4F_O_ENWNA_M_O_PENS,C0_4F_O_ENWNA_M_O_E_T,C0_4F_O_ENWNA_M_LPENS,C0_4F_O_ENWNA_M_T,C0_4F_O_PENS_M_EO,C0_4F_O_PENS_M_O_EVWW,C0_4F_O_PENS_M_O_ENWNA,C0_4F_O_PENS_M_O_PENS,C0_4F_O_PENS_M_O_E_T,C0_4F_O_PENS_M_LPENS,C0_4F_O_PENS_M_T,C0_4F_O_E_T_M_EO,C0_4F_O_E_T_M_O_EVWW,C0_4F_O_E_T_M_O_ENWNA,C0_4F_O_E_T_M_O_PENS,C0_4F_O_E_T_M_O_E_T,C0_4F_O_E_T_M_LPENS,C0_4F_O_E_T_M_T,C0_4F_LPENS_M_EO,C0_4F_LPENS_M_O_EVWW,C0_4F_LPENS_M_O_ENWNA,C0_4F_LPENS_M_O_PENS,C0_4F_LPENS_M_O_E_T,C0_4F_LPENS_M_LPENS,C0_4F_LPENS_M_T,C0_4F_T_M_EO,C0_4F_T_M_O_EVWW,C0_4F_T_M_O_ENWNA,C0_4F_T_M_O_PENS,C0_4F_T_M_O_E_T,C0_4F_T_M_LPENS,C0_4F_T_M_T,C5_9F_EO_M_EO,C5_9F_EO_M_O_EVWW,C5_9F_EO_M_O_ENWNA,C5_9F_EO_M_O_PENS,C5_9F_EO_M_O_E_T,C5_9F_EO_M_LPENS,C5_9F_EO_M_T,C5_9F_O_EVWW_M_EO,C5_9F_O_EVWW_M_O_EVWW,C5_9F_O_EVWW_M_O_ENWNA,C5_9F_O_EVWW_M_O_PENS,C5_9F_O_EVWW_M_O_E_T,C5_9F_O_EVWW_M_LPENS,C5_9F_O_EVWW_M_T,C5_9F_O_ENWNA_M_EO,C5_9F_O_ENWNA_M_O_EVWW,C5_9F_O_ENWNA_M_O_ENWNA,C5_9F_O_ENWNA_M_O_PENS,C5_9F_O_ENWNA_M_O_E_T,C5_9F_O_ENWNA_M_LPENS,C5_9F_O_ENWNA_M_T,C5_9F_O_PENS_M_EO,C5_9F_O_PENS_M_O_EVWW,C5_9F_O_PENS_M_O_ENWNA,C5_9F_O_PENS_M_O_PENS,C5_9F_O_PENS_M_O_E_T,C5_9F_O_PENS_M_LPENS,C5_9F_O_PENS_M_T,C5_9F_O_E_T_M_EO,C5_9F_O_E_T_M_O_EVWW,C5_9F_O_E_T_M_O_ENWNA,C5_9F_O_E_T_M_O_PENS,C5_9F_O_E_T_M_O_E_T,C5_9F_O_E_T_M_LPENS,C5_9F_O_E_T_M_T,C5_9F_LPENS_M_EO,C5_9F_LPENS_M_O_EVWW,C5_9F_LPENS_M_O_ENWNA,C5_9F_LPENS_M_O_PENS,C5_9F_LPENS_M_O_E_T,C5_9F_LPENS_M_LPENS,C5_9F_LPENS_M_T,C5_9F_T_M_EO,C5_9F_T_M_O_EVWW,C5_9F_T_M_O_ENWNA,C5_9F_T_M_O_PENS,C5_9F_T_M_O_E_T,C5_9F_T_M_LPENS,C5_9F_T_M_T,C10_12F_EO_M_EO,C10_12F_EO_M_O_EVWW,C10_12F_EO_M_O_ENWNA,C10_12F_EO_M_O_PENS,C10_12F_EO_M_O_E_T,C10_12F_EO_M_LPENS,C10_12F_EO_M_T,C10_12F_O_EVWW_M_EO,C10_12F_O_EVWW_M_O_EVWW,C10_12F_O_EVWW_M_O_ENWNA,C10_12F_O_EVWW_M_O_PENS,C10_12F_O_EVWW_M_O_E_T,C10_12F_O_EVWW_M_LPENS,C10_12F_O_EVWW_M_T,C10_12F_O_ENWNA_M_EO,C10_12F_O_ENWNA_M_O_EVWW,C10_12F_O_ENWNA_M_O_ENWNA,C10_12F_O_ENWNA_M_O_PENS,C10_12F_O_ENWNA_M_O_E_T,C10_12F_O_ENWNA_M_LPENS,C10_12F_O_ENWNA_M_T,C10_12F_O_PENS_M_EO,C10_12F_O_PENS_M_O_EVWW,C10_12F_O_PENS_M_O_ENWNA,C10_12F_O_PENS_M_O_PENS,C10_12F_O_PENS_M_O_E_T,C10_12F_O_PENS_M_LPENS,C10_12F_O_PENS_M_T,C10_12F_O_E_T_M_EO,C10_12F_O_E_T_M_O_EVWW,C10_12F_O_E_T_M_O_ENWNA,C10_12F_O_E_T_M_O_PENS,C10_12F_O_E_T_M_O_E_T,C10_12F_O_E_T_M_LPENS,C10_12F_O_E_T_M_T,C10_12F_LPENS_M_EO,C10_12F_LPENS_M_O_EVWW,C10_12F_LPENS_M_O_ENWNA,C10_12F_LPENS_M_O_PENS,C10_12F_LPENS_M_O_E_T,C10_12F_LPENS_M_LPENS,C10_12F_LPENS_M_T,C10_12F_T_M_EO,C10_12F_T_M_O_EVWW,C10_12F_T_M_O_ENWNA,C10_12F_T_M_O_PENS,C10_12F_T_M_O_E_T,C10_12F_T_M_LPENS,C10_12F_T_M_T,C13_14F_EO_M_EO,C13_14F_EO_M_O_EVWW,C13_14F_EO_M_O_ENWNA,C13_14F_EO_M_O_PENS,C13_14F_EO_M_O_E_T,C13_14F_EO_M_LPENS,C13_14F_EO_M_T,C13_14F_O_EVWW_M_EO,C13_14F_O_EVWW_M_O_EVWW,C13_14F_O_EVWW_M_O_ENWNA,C13_14F_O_EVWW_M_O_PENS,C13_14F_O_EVWW_M_O_E_T,C13_14F_O_EVWW_M_LPENS,C13_14F_O_EVWW_M_T,C13_14F_O_ENWNA_M_EO,C13_14F_O_ENWNA_M_O_EVWW,C13_14F_O_ENWNA_M_O_ENWNA,C13_14F_O_ENWNA_M_O_PENS,C13_14F_O_ENWNA_M_O_E_T,C13_14F_O_ENWNA_M_LPENS,C13_14F_O_ENWNA_M_T,C13_14F_O_PENS_M_EO,C13_14F_O_PENS_M_O_EVWW,C13_14F_O_PENS_M_O_ENWNA,C13_14F_O_PENS_M_O_PENS,C13_14F_O_PENS_M_O_E_T,C13_14F_O_PENS_M_LPENS,C13_14F_O_PENS_M_T,C13_14F_O_E_T_M_EO,C13_14F_O_E_T_M_O_EVWW,C13_14F_O_E_T_M_O_ENWNA,C13_14F_O_E_T_M_O_PENS,C13_14F_O_E_T_M_O_E_T,C13_14F_O_E_T_M_LPENS,C13_14F_O_E_T_M_T,C13_14F_LPENS_M_EO,C13_14F_LPENS_M_O_EVWW,C13_14F_LPENS_M_O_ENWNA,C13_14F_LPENS_M_O_PENS,C13_14F_LPENS_M_O_E_T,C13_14F_LPENS_M_LPENS,C13_14F_LPENS_M_T,C13_14F_TM_EO,C13_14F_TM_O_EVWW,C13_14F_TM_O_ENWNA,C13_14F_TM_O_PENS,C13_14F_TM_O_E_T,C13_14F_TM_LPENS,C13_14F_TM_T,C15_17F_EO_M_EO,C15_17F_EO_M_O_EVWW,C15_17F_EO_M_O_ENWNA,C15_17F_EO_M_O_PENS
POA3802,390,43,0,0,43,0,438,66,527,31,0,566,0,629,0,71,20,0,90,0,89,0,0,0,0,0,0,0,66,600,61,0,655,0,724,0,0,0,0,0,0,0,456,645,61,0,702,0,1161,357,46,0,0,46,0,407,62,568,17,0,589,0,652,0,88,29,0,116,0,117,0,0,0,0,0,0,0,62,658,48,0,703,0,768,0,0,0,0,0,0,0,424,696,48,0,747,0,1170,195,21,0,0,21,0,216,29,289,17,0,304,0,334,0,47,27,0,75,0,77,0,0,0,0,0,0,0,29,337,41,0,384,0,412,0,0,0,0,0,0,0,224,357,41,0,401,0,628,131,19,0,0,19,0,150,26,230,14,0,242,0,261,0,38,22,0,60,0,60,0,0,0,0,0,0,0,26,269,35,0,304,0,325,0,0,0,0,0,3,0,157,285,35,0,323,3,481,166,13,0,0
POA3803,115,17,0,0,17,3,137,22,317,19,0,339,0,365,0,81,35,0,112,0,112,0,0,0,0,0,0,0,22,396,55,0,453,0,480,0,0,0,0,0,0,0,134,417,53,0,473,3,614,105,14,0,0,14,0,119,24,312,16,0,325,0,348,0,53,34,0,85,0,90,0,0,0,0,0,0,0,26,362,47,0,413,0,438,0,0,0,0,0,0,0,128,383,51,0,428,0,556,64,3,0,0,3,0,66,8,166,15,0,178,0,185,0,46,18,0,66,0,66,0,0,0,0,0,0,0,8,210,27,0,238,0,254,0,0,0,0,0,0,0,67,218,27,0,249,0,319,43,3,0,0,3,0,44,0,117,16,0,135,0,136,0,29,34,0,60,0,60,0,0,0,0,0,0,0,0,148,51,0,198,0,199,0,0,0,0,0,0,0,43,149,54,0,199,0,244,47,4,0,0
POA3804,203,10,0,0,10,0,218,9,79,3,0,79,0,87,0,14,0,0,14,0,14,0,0,0,0,0,0,0,9,94,3,0,96,0,101,0,0,0,0,0,0,0,212,104,3,0,105,0,316,275,10,0,0,10,0,291,16,115,0,0,116,0,137,0,17,8,0,24,0,24,0,0,0,0,0,0,0,16,132,10,0,142,0,156,0,0,0,0,0,0,0,293,143,10,0,151,0,446,186,9,0,0,9,0,195,11,85,0,0,87,0,93,0,10,5,0,13,0,13,0,0,0,0,0,0,0,11,92,9,0,97,0,106,0,0,0,0,0,0,0,200,101,9,0,107,0,309,148,4,0,0,7,0,150,7,63,0,0,63,0,70,0,5,4,0,12,0,12,0,0,0,0,0,0,0,7,67,4,0,70,0,80,0,0,0,0,0,0,0,158,68,4,0,80,0,234,219,9,0,0
POA3805,1171,90,0,0,90,4,1262,133,1255,58,4,1320,0,1456,10,274,105,0,385,0,392,0,0,0,0,0,0,0,137,1536,173,4,1710,0,1847,6,5,0,0,4,0,8,1310,1629,170,4,1805,0,3119,1319,91,0,3,90,0,1408,111,1266,74,0,1345,0,1451,0,260,109,0,369,0,369,0,9,0,4,11,0,11,107,1533,185,4,1726,0,1831,0,0,0,0,0,0,4,1429,1629,187,0,1816,4,3248,879,40,0,0,43,0,914,58,727,21,0,749,0,809,0,204,96,0,295,0,295,0,0,0,0,0,0,0,58,926,119,0,1047,0,1112,0,7,0,0,7,4,8,936,973,119,0,1096,6,2032,618,28,0,0,28,0,644,34,442,25,0,470,0,504,0,144,85,0,231,0,237,0,0,0,0,0,0,0,35,598,112,0,704,0,743,0,5,0,0,5,0,4,653,627,112,0,735,0,1389,890,37,0,0
POA3806,1276,54,0,0,55,4,1336,115,870,29,0,902,0,1011,0,51,18,0,71,0,74,0,0,0,0,0,0,0,112,922,48,0,972,0,1088,0,0,0,0,0,0,9,1394,983,49,0,1033,3,2432,1588,58,6,0,61,0,1646,122,1254,21,0,1282,0,1401,0,67,33,0,96,0,96,0,0,0,0,0,0,0,122,1330,48,0,1379,0,1503,0,5,0,0,5,0,4,1711,1388,53,0,1440,4,3154,1116,49,0,0,49,0,1167,63,682,24,0,702,0,761,0,33,19,0,48,0,48,0,0,0,0,0,0,0,63,713,43,0,757,0,814,0,5,0,0,5,0,4,1177,771,43,0,810,0,1985,740,31,0,0,31,0,777,46,360,12,0,371,0,418,0,28,9,0,37,0,37,0,0,0,0,0,0,0,46,382,26,0,411,0,454,0,0,0,0,0,0,3,792,417,26,0,439,0,1230,1086,30,0,0
POA3807,251,7,0,0,7,0,260,19,67,0,0,68,0,88,0,4,0,0,4,0,4,0,0,0,0,0,0,0,19,66,0,0,73,0,85,0,0,0,0,0,0,0,269,70,0,0,79,0,350,330,9,0,0,9,0,339,15,54,5,0,60,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,54,5,0,60,0,72,0,0,0,0,0,0,0,346,64,5,0,67,0,417,242,7,0,0,7,0,249,5,31,0,0,31,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,31,0,0,34,0,37,0,0,0,0,0,0,0,251,38,0,0,38,0,290,187,5,0,0,5,0,189,4,10,5,0,13,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,5,0,16,0,20,0,0,0,0,0,0,0,190,13,5,0,20,0,210,271,14,0,0
POA3808,123,0,0,0,0,0,128,0,8,0,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,9,0,0,0,0,0,0,0,127,11,0,0,11,0,135,184,3,0,0,3,0,188,8,5,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,5,0,11,0,0,0,0,0,0,0,188,4,0,0,4,0,195,121,0,0,0,0,0,120,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,128,0,0,0,0,0,126,84,0,0,0,0,0,84,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,87,0,0,0,0,0,95,122,0,0,0
POA3809,897,53,0,0,52,0,955,42,696,4,0,706,0,743,0,20,0,0,26,0,26,0,0,0,0,0,0,0,42,720,7,0,729,0,768,0,3,0,0,3,7,10,942,775,10,0,782,7,1737,640,29,0,0,31,0,671,33,598,9,0,605,0,636,0,16,8,0,27,0,27,0,0,0,0,0,0,0,33,615,19,0,637,0,669,0,0,0,0,0,5,7,669,648,19,0,671,8,1347,306,15,0,0,18,0,330,18,244,6,0,249,0,266,0,9,0,0,10,0,10,0,0,0,0,0,0,0,18,250,9,0,261,0,277,0,0,0,0,0,3,7,327,271,5,0,279,5,606,168,8,0,0,10,0,174,8,129,4,0,129,0,139,0,8,3,0,7,0,7,0,0,0,0,0,0,0,8,131,10,0,140,0,144,0,0,0,0,0,0,0,181,139,8,0,148,0,325,214,9,0,0
POA3810,2147,86,0,0,86,0,2240,130,1122,23,0,1151,0,1275,0,78,46,0,121,0,129,0,0,0,0,0,0,0,127,1204,64,0,1268,0,1402,6,0,0,0,3,5,17,2282,1295,66,0,1367,8,3653,2123,85,0,0,86,0,2211,96,980,33,0,1009,0,1106,7,88,69,0,168,0,169,0,3,0,0,3,0,3,99,1071,106,0,1176,0,1284,3,5,0,0,5,0,11,2224,1160,105,0,1266,6,3503,1113,31,0,0,31,0,1147,49,440,20,0,465,0,513,0,44,34,0,73,0,78,0,0,0,0,0,0,0,53,485,52,0,540,0,589,0,0,0,0,0,0,0,1164,516,52,0,568,3,1738,681,21,0,0,21,0,706,27,222,9,0,229,0,259,0,21,14,0,39,0,39,0,0,0,0,0,0,0,24,242,23,0,268,0,292,0,0,0,0,0,0,4,712,265,23,0,292,0,1004,811,22,0,0
POA3812,87,5,0,0,5,0,89,0,6,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,6,0,0,0,0,0,0,0,89,13,0,0,13,0,99,115,0,0,0,0,0,119,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,119,7,0,0,7,0,124,87,0,0,0,0,0,91,0,5,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,3,0,0,0,0,0,0,5,89,3,0,0,3,0,93,46,0,0,0,0,4,44,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,49,0,0,0,0,4,54,78,0,0,0
POA3813,29,4,0,0,4,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,4,0,0,4,0,30,40,3,0,0,3,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,3,0,0,3,0,40,28,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,28,19,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,21,25,0,0,0
POA3814,121,3,0,0,3,0,123,0,5,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,3,0,0,0,0,0,0,0,123,3,0,0,3,0,130,166,0,0,0,0,0,165,0,5,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,5,0,0,0,0,0,0,0,166,3,0,0,3,0,169,87,0,0,0,0,0,90,0,8,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,6,0,0,0,0,0,0,0,90,10,0,0,10,0,100,64,0,0,0,0,0,63,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,59,4,0,0,4,0,65,69,0,0,0
POA3815,205,0,0,0,0,0,205,3,3,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,9,0,0,0,0,0,4,4,214,3,0,0,3,4,220,179,0,0,0,0,0,179,6,3,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,3,0,9,0,0,0,0,0,0,0,183,3,0,0,3,0,186,132,0,0,0,0,0,132,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,133,3,0,0,3,0,136,84,0,0,0,0,0,89,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,89,0,0,0,0,0,93,122,0,0,0
POA3816,173,0,0,0,0,0,173,6,5,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,5,0,7,0,0,0,0,0,0,0,171,6,0,0,6,0,178,125,0,0,0,0,0,129,4,6,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,5,0,9,0,0,0,0,0,0,0,130,8,0,0,8,0,141,80,0,0,0,0,0,80,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,80,4,0,0,4,0,86,63,0,0,0,0,0,63,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,5,0,0,0,0,0,0,0,63,5,0,0,5,0,67,57,0,0,0
POA3818,835,11,0,0,11,0,846,16,41,3,0,49,0,57,0,7,0,0,7,0,3,0,0,0,0,0,0,0,18,47,3,0,49,0,66,0,0,0,0,0,0,0,853,54,3,0,56,0,908,781,17,0,0,17,0,794,21,40,0,0,39,5,61,0,4,0,0,4,0,4,0,0,0,0,0,0,0,21,42,0,0,45,5,69,0,0,0,0,0,0,0,800,58,0,0,61,5,862,447,3,0,0,3,0,451,6,12,0,0,12,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,0,0,17,0,22,0,0,0,0,0,0,0,452,20,0,0,20,3,474,289,4,0,0,4,0,293,10,10,0,0,10,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,10,0,12,0,0,0,0,0,0,0,289,10,0,0,10,0,301,316,0,0,0
POA3820,849,16,0,0,16,0,865,32,84,3,0,86,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,84,3,0,87,0,114,0,0,0,0,0,0,0,885,100,3,0,102,0,989,710,17,0,0,17,0,729,24,98,3,0,106,0,128,0,3,3,0,7,0,7,0,0,0,0,0,0,0,22,104,5,0,106,0,129,0,0,0,0,0,0,0,739,118,5,0,120,0,863,456,3,0,0,3,0,460,9,30,3,0,32,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,30,3,0,32,0,45,0,0,0,0,0,0,4,471,32,3,0,41,0,508,326,3,0,0,3,0,333,9,21,0,0,23,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,20,4,0,22,0,28,0,0,0,0,0,0,0,331,28,4,0,29,0,358,394,9,0,0
POA3821,125,0,0,0,0,0,127,3,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,0,4,3,0,0,0,0,0,3,129,3,0,0,3,0,134,143,4,0,0,4,3,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,3,0,0,3,3,151,117,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,116,67,0,0,0,0,0,69,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,72,4,0,0,4,0,74,96,0,0,0
POA3822,38,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,38,42,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,42,46,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,46,22,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,22,24,0,0,0
POA3823,87,0,0,0,0,0,87,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,89,3,0,0,3,0,90,89,0,0,0,0,0,91,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,92,8,0,0,8,0,94,44,0,0,0,0,0,44,0,5,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,5,0,0,0,0,0,0,0,47,5,0,0,5,0,46,23,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,24,37,0,0,0
POA3824,213,0,0,0,0,0,213,0,9,0,0,9,0,9,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,9,0,0,9,0,13,0,0,0,0,0,0,0,217,14,0,0,14,0,222,221,0,0,0,0,0,221,7,14,4,0,12,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,3,0,13,0,18,0,0,0,0,0,0,0,233,11,3,0,13,0,245,159,0,0,0,0,0,159,5,5,0,0,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,8,0,10,0,0,0,0,0,0,0,162,5,0,0,8,0,171,117,0,0,0,0,0,117,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,3,0,0,0,0,0,0,0,116,0,0,0,6,0,120,114,0,0,0
POA3825,616,13,0,0,13,3,630,22,9,0,0,7,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,13,5,0,10,0,35,0,0,0,0,0,0,0,647,21,5,0,24,3,669,620,5,0,0,5,0,624,16,16,0,0,16,0,33,0,3,0,0,9,0,9,0,0,0,0,0,0,0,16,17,0,0,21,3,38,0,0,0,0,0,0,0,637,22,0,0,26,3,665,395,4,0,0,4,0,402,10,11,0,0,11,0,21,0,3,0,0,3,0,3,0,0,0,0,0,0,0,10,11,0,0,11,0,21,0,0,0,0,0,0,0,408,15,0,0,15,0,424,260,6,0,0,6,0,270,7,7,0,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,0,0,13,0,22,0,0,0,0,0,0,0,275,19,0,0,19,0,294,314,0,0,0
POA3831,70,0,0,0,0,0,70,4,4,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,0,7,0,0,0,0,0,0,0,76,4,0,0,4,0,77,91,0,0,0,0,0,91,0,6,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,3,0,0,0,0,0,3,3,93,6,0,0,6,3,99,47,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,48,34,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,35,45,0,0,0
POA3832,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,12,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3833,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0
POA3835,18,0,0,0,0,0,18,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,21,3,0,0,3,0,22,16,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,16,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,12,0,0,0
