,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Regionname,Propertycount,Median_age_persons,Median_mortgage_repay_monthly,Median_tot_prsnl_inc_weekly,Median_rent_weekly,Median_tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_tot_hhd_inc_weekly,Average_household_size
4008,Kew,33 Argyle Rd,4,h,2286000.0,S,Jellis,15/10/2016,5.6,3101,4.0,3.0,2.0,712.0,237.0,1975.0,Boroondara City Council,Southern Metropolitan,10331.0,41,3000,1120,476,3301,0.8,2497,2.5
4009,Kew,71 Peel St,3,h,1575000.0,PI,Marshall,15/10/2016,5.6,3101,3.0,2.0,2.0,397.0,80.0,1940.0,Boroondara City Council,Southern Metropolitan,10331.0,41,3000,1120,476,3301,0.8,2497,2.5
4010,Kew,11/48 Princess St,2,u,590000.0,SP,Jellis,15/10/2016,5.6,3101,2.0,1.0,1.0,0.0,80.0,1975.0,Boroondara City Council,Southern Metropolitan,10331.0,41,3000,1120,476,3301,0.8,2497,2.5
4011,Kew,56 Cecil St,4,h,2350000.0,VB,Jellis,17/09/2016,5.6,3101,4.0,2.0,2.0,861.0,358.0,1983.0,Boroondara City Council,Southern Metropolitan,10331.0,41,3000,1120,476,3301,0.8,2497,2.5
4012,Kew,302 Cotham Rd,4,h,1312000.0,PI,RT,17/09/2016,5.6,3101,4.0,2.0,1.0,687.0,180.0,1955.0,Boroondara City Council,Southern Metropolitan,10331.0,41,3000,1120,476,3301,0.8,2497,2.5
4013,Kew,4/34 Dean St,2,u,890000.0,S,Jellis,17/09/2016,5.6,3101,2.0,2.0,1.0,89.0,87.0,1965.0,Boroondara City Council,Southern Metropolitan,10331.0,41,3000,1120,476,3301,0.8,2497,2.5
4014,Kew,74 Gladstone St,2,h,1331000.0,S,Nelson,17/09/2016,5.6,3101,2.0,1.0,1.0,424.0,89.0,1940.0,Boroondara City Council,Southern Metropolitan,10331.0,41,3000,1120,476,3301,0.8,2497,2.5
4015,Kew,21 Grandview Tce,4,h,1800000.0,VB,Kay,17/09/2016,5.6,3101,5.0,2.0,2.0,586.0,187.0,1940.0,Boroondara City Council,Southern Metropolitan,10331.0,41,3000,1120,476,3301,0.8,2497,2.5
4016,Kew,2A Churchill St,3,h,1476000.0,S,Jellis,18/03/2017,5.6,3101,3.0,2.0,2.0,288.0,203.0,1997.0,Boroondara City Council,Southern Metropolitan,10331.0,41,3000,1120,476,3301,0.8,2497,2.5
4017,Kew,30 College Pde,4,h,2590000.0,S,Marshall,18/03/2017,5.6,3101,4.0,2.0,2.0,660.0,215.0,1928.0,Boroondara City Council,Southern Metropolitan,10331.0,41,3000,1120,476,3301,0.8,2497,2.5
4018,Kew,176 Cotham Rd,4,h,2625000.0,PI,Marshall,18/03/2017,5.6,3101,4.0,2.0,2.0,717.0,225.0,1890.0,Boroondara City Council,Southern Metropolitan,10331.0,41,3000,1120,476,3301,0.8,2497,2.5
4019,Kew,45 Stevenson St,4,h,2265000.0,S,Jellis,18/03/2017,5.6,3101,4.0,1.0,1.0,650.0,242.0,1930.0,Boroondara City Council,Southern Metropolitan,10331.0,41,3000,1120,476,3301,0.8,2497,2.5
4020,Kew,24 Fitzwilliam St,5,h,1975000.0,S,Kay,18/06/2016,5.6,3101,3.0,2.0,1.0,531.0,1022.0,1890.0,Boroondara City Council,Southern Metropolitan,10331.0,41,3000,1120,476,3301,0.8,2497,2.5
4021,Kew,176 Peel St,5,h,2550000.0,PI,Marshall,18/06/2016,5.6,3101,5.0,4.0,2.0,597.0,342.0,2016.0,Boroondara City Council,Southern Metropolitan,10331.0,41,3000,1120,476,3301,0.8,2497,2.5
4022,Kew,2/37 Wills St,3,t,1330000.0,PI,Jellis,19/11/2016,5.6,3101,3.0,2.0,2.0,205.0,184.0,1995.0,Boroondara City Council,Southern Metropolitan,10331.0,41,3000,1120,476,3301,0.8,2497,2.5
4023,Kew,7a Peel St,3,h,1450000.0,VB,Jellis,22/05/2016,5.6,3101,3.0,2.0,2.0,247.0,204.0,1998.0,Boroondara City Council,Southern Metropolitan,10331.0,41,3000,1120,476,3301,0.8,2497,2.5
4024,Kew,61 Molesworth St,3,h,3650000.0,VB,Jellis,22/08/2016,5.6,3101,3.0,2.0,3.0,1353.0,282.0,1960.0,Boroondara City Council,Southern Metropolitan,10331.0,41,3000,1120,476,3301,0.8,2497,2.5
4025,Kew,5/13 Hope Ct,2,u,551000.0,S,Jellis,23/04/2016,5.6,3101,2.0,1.0,2.0,0.0,86.0,1992.0,Boroondara City Council,Southern Metropolitan,10331.0,41,3000,1120,476,3301,0.8,2497,2.5
4026,Kew,51 Princess St,4,h,2460000.0,S,Marshall,24/09/2016,5.6,3101,4.0,4.0,2.0,737.0,293.0,1910.0,Boroondara City Council,Southern Metropolitan,10331.0,41,3000,1120,476,3301,0.8,2497,2.5
4027,Kew,80 Brougham St,4,h,2850000.0,S,Marshall,25/02/2017,5.6,3101,4.0,2.0,4.0,690.0,248.0,1890.0,Boroondara City Council,Southern Metropolitan,10331.0,41,3000,1120,476,3301,0.8,2497,2.5
4028,Kew,68 Mary St,5,h,2425000.0,VB,Jellis,25/02/2017,5.6,3101,5.0,2.0,2.0,534.0,237.0,1890.0,Boroondara City Council,Southern Metropolitan,10331.0,41,3000,1120,476,3301,0.8,2497,2.5
4029,Kew,2/27 Pakington St,2,u,610000.0,SP,Nelson,25/02/2017,5.6,3101,2.0,1.0,1.0,745.0,72.0,1968.0,Boroondara City Council,Southern Metropolitan,10331.0,41,3000,1120,476,3301,0.8,2497,2.5
4030,Kew,2/78 Studley Park Rd,3,u,955000.0,S,Marshall,25/02/2017,5.6,3101,3.0,2.0,2.0,140.0,121.0,1980.0,Boroondara City Council,Southern Metropolitan,10331.0,41,3000,1120,476,3301,0.8,2497,2.5
4031,Kew,3/99 Earl St,2,t,707500.0,S,Jellis,26/07/2016,5.6,3101,2.0,1.0,1.0,124.0,86.0,1992.0,Boroondara City Council,Southern Metropolitan,10331.0,41,3000,1120,476,3301,0.8,2497,2.5
4032,Kew,5/93 Princess St,3,t,732000.0,S,Nelson,26/07/2016,5.6,3101,3.0,1.0,1.0,904.0,110.0,1980.0,Boroondara City Council,Southern Metropolitan,10331.0,41,3000,1120,476,3301,0.8,2497,2.5
4033,Kew,75 Earl St,2,h,2875000.0,S,Jellis,27/06/2016,5.6,3101,2.0,1.0,1.0,1065.0,90.0,1910.0,Boroondara City Council,Southern Metropolitan,10331.0,41,3000,1120,476,3301,0.8,2497,2.5
4034,Kew,60 Childers St,3,h,1500000.0,PI,Marshall,27/11/2016,5.6,3101,3.0,1.0,2.0,857.0,130.0,1941.0,Boroondara City Council,Southern Metropolitan,10331.0,41,3000,1120,476,3301,0.8,2497,2.5
4035,Kew,18 Collins St,4,h,1750000.0,S,hockingstuart,27/11/2016,5.6,3101,4.0,3.0,2.0,641.0,230.0,2010.0,Boroondara City Council,Southern Metropolitan,10331.0,41,3000,1120,476,3301,0.8,2497,2.5
4036,Kew,4/206 Cotham Rd,3,u,1100000.0,S,Jellis,27/11/2016,5.6,3101,3.0,1.0,1.0,0.0,115.0,1935.0,Boroondara City Council,Southern Metropolitan,10331.0,41,3000,1120,476,3301,0.8,2497,2.5
4037,Kew,33 Disraeli St,3,h,1440000.0,S,Kay,27/11/2016,5.6,3101,3.0,1.0,1.0,298.0,130.0,1900.0,Boroondara City Council,Southern Metropolitan,10331.0,41,3000,1120,476,3301,0.8,2497,2.5
4038,Kew,27 Fernhurst Gr,4,h,2560000.0,PI,Jellis,27/11/2016,5.6,3101,4.0,3.0,4.0,670.0,346.0,1990.0,Boroondara City Council,Southern Metropolitan,10331.0,41,3000,1120,476,3301,0.8,2497,2.5
4039,Kew,7 Heather Gr,5,h,2600000.0,VB,hockingstuart,27/11/2016,5.6,3101,5.0,2.0,2.0,674.0,281.0,1959.0,Boroondara City Council,Southern Metropolitan,10331.0,41,3000,1120,476,3301,0.8,2497,2.5
4040,Kew,69 Malin St,5,h,3280000.0,PI,Marshall,27/11/2016,5.6,3101,4.0,5.0,2.0,480.0,147.0,1979.0,Boroondara City Council,Southern Metropolitan,10331.0,41,3000,1120,476,3301,0.8,2497,2.5
4041,Kew,6/108 Walpole St,3,u,620000.0,VB,hockingstuart,28/05/2016,5.6,3101,3.0,1.0,1.0,0.0,112.0,1970.0,Boroondara City Council,Southern Metropolitan,10331.0,41,3000,1120,476,3301,0.8,2497,2.5
4042,Kew,31 Argyle Rd,4,h,2600000.0,VB,Kay,28/08/2016,5.6,3101,4.0,3.0,2.0,700.0,700.0,1992.0,Boroondara City Council,Southern Metropolitan,10331.0,41,3000,1120,476,3301,0.8,2497,2.5
4043,Kew,17 Hartington St,5,h,2800000.0,PI,Marshall,28/08/2016,5.6,3101,5.0,2.0,3.0,920.0,241.0,1900.0,Boroondara City Council,Southern Metropolitan,10331.0,41,3000,1120,476,3301,0.8,2497,2.5
4044,Kew,82 Parkhill Rd,3,h,1420000.0,S,Marshall,28/08/2016,5.6,3101,3.0,2.0,2.0,275.0,153.0,1999.0,Boroondara City Council,Southern Metropolitan,10331.0,41,3000,1120,476,3301,0.8,2497,2.5
4045,Kew,26 Queen St,3,h,1800000.0,PI,Jellis,28/08/2016,5.6,3101,4.0,2.0,1.0,336.0,139.0,1910.0,Boroondara City Council,Southern Metropolitan,10331.0,41,3000,1120,476,3301,0.8,2497,2.5
4046,Kew,28/60 Harp Rd,1,u,395000.0,VB,Jellis,30/07/2016,5.6,3101,1.0,1.0,1.0,0.0,55.0,2005.0,Boroondara City Council,Southern Metropolitan,10331.0,41,3000,1120,476,3301,0.8,2497,2.5
4047,Kew,49 Princess St,4,h,2250000.0,S,Marshall,30/07/2016,5.6,3101,4.0,3.0,2.0,741.0,307.0,1890.0,Boroondara City Council,Southern Metropolitan,10331.0,41,3000,1120,476,3301,0.8,2497,2.5
4048,Kew,23 Uvadale Gr,5,h,3800000.0,VB,Jellis,6/05/2017,5.6,3101,5.0,5.0,3.0,609.0,424.0,1970.0,Boroondara City Council,Southern Metropolitan,10331.0,41,3000,1120,476,3301,0.8,2497,2.5
4049,Kew,6/87 Earl St,3,t,752000.0,S,hockingstuart,8/04/2017,5.6,3101,3.0,2.0,2.0,0.0,102.0,1980.0,Boroondara City Council,Southern Metropolitan,10331.0,41,3000,1120,476,3301,0.8,2497,2.5
4050,Kew,62 Wiltshire Dr,3,t,690000.0,S,McGrath,8/04/2017,5.6,3101,3.0,1.0,2.0,111.0,3.0,1872.0,Boroondara City Council,Southern Metropolitan,10331.0,41,3000,1120,476,3301,0.8,2497,2.5
4051,Kew,48 Malin St,4,h,2600000.0,S,Marshall,13/05/2017,5.6,3101,4.0,2.0,0.0,320.0,186.36,1920.0,Boroondara City Council,Southern Metropolitan,10331.0,41,3000,1120,476,3301,0.8,2497,2.5
4052,Kew,8 Mawson St,5,h,4515000.0,S,Marshall,13/05/2017,5.6,3101,5.0,4.0,2.0,800.0,490.0,2012.0,Boroondara City Council,Southern Metropolitan,10331.0,41,3000,1120,476,3301,0.8,2497,2.5
4053,Kew,2/64 Normanby Rd,2,u,820000.0,PI,Noel,13/05/2017,5.6,3101,2.0,1.0,1.0,826.0,95.0,1960.0,Boroondara City Council,Southern Metropolitan,10331.0,41,3000,1120,476,3301,0.8,2497,2.5
4054,Kew,3/89 Earl St,3,t,835000.0,S,Hall,20/05/2017,5.6,3101,3.0,2.0,2.0,247.0,147.2,2007.0,Boroondara City Council,Southern Metropolitan,10331.0,41,3000,1120,476,3301,0.8,2497,2.5
4055,Kew,3/26 Edgevale Rd,2,t,942000.0,S,hockingstuart,3/06/2017,5.4,3101,2.0,1.0,1.0,0.0,109.0,1975.0,Boroondara City Council,Southern Metropolitan,10331.0,41,3000,1120,476,3301,0.8,2497,2.5
4056,Kew,1/321 High St,1,u,515000.0,S,Marshall,3/06/2017,5.4,3101,1.0,1.0,1.0,0.0,62.0,1900.0,Boroondara City Council,Southern Metropolitan,10331.0,41,3000,1120,476,3301,0.8,2497,2.5
4057,Kew,871 Glenferrie Rd,5,h,3175000.0,PI,Marshall,17/06/2017,5.4,3101,5.0,4.0,2.0,769.0,285.0,1940.0,Boroondara City Council,Southern Metropolitan,10331.0,41,3000,1120,476,3301,0.8,2497,2.5
4058,Kew,1/125 Walpole St,2,t,825000.0,S,Jellis,27/05/2017,5.4,3101,2.0,1.0,3.0,193.0,107.0,1995.0,Boroondara City Council,Southern Metropolitan,10331.0,41,3000,1120,476,3301,0.8,2497,2.5
4059,Kew,88 Gladstone St,3,h,1410000.0,PI,Noel,8/07/2017,5.4,3101,3.0,1.0,1.0,404.0,113.0,1930.0,Boroondara City Council,Southern Metropolitan,10331.0,41,3000,1120,476,3301,0.8,2497,2.5
4060,Kew,56 Hartington St,3,h,1510000.0,PI,Marshall,12/08/2017,5.4,3101,3.0,1.0,2.0,446.0,115.0,1960.0,Boroondara City Council,Southern Metropolitan,10331.0,41,3000,1120,476,3301,0.8,2497,2.5
4061,Kew,3/33 Parkhill Rd,3,t,1007000.0,S,Nelson,12/08/2017,5.4,3101,3.0,2.0,1.0,0.0,114.0,1977.0,Boroondara City Council,Southern Metropolitan,10331.0,41,3000,1120,476,3301,0.8,2497,2.5
4062,Kew,3/32 Wimba Av,2,u,860000.0,VB,Jellis,12/08/2017,5.4,3101,2.0,2.0,1.0,0.0,108.0,1950.0,Boroondara City Council,Southern Metropolitan,10331.0,41,3000,1120,476,3301,0.8,2497,2.5
4063,Kew,2/8 Pleasant Av,3,h,1080000.0,S,Marshall,15/07/2017,5.4,3101,3.0,2.0,2.0,151.0,103.0,1960.0,Boroondara City Council,Southern Metropolitan,10331.0,41,3000,1120,476,3301,0.8,2497,2.5
4064,Kew,38 Wiltshire Dr,2,u,591000.0,S,Nelson,22/07/2017,5.4,3101,2.0,1.0,2.0,0.0,90.0,1887.0,Boroondara City Council,Southern Metropolitan,10331.0,41,3000,1120,476,3301,0.8,2497,2.5
4065,Kew,6/385 Barkers Rd,3,t,1405000.0,S,Buckingham,29/07/2017,5.4,3101,3.0,2.0,2.0,325.0,129.0,1980.0,Boroondara City Council,Southern Metropolitan,10331.0,41,3000,1120,476,3301,0.8,2497,2.5
4066,Kew,11 Raheen Dr,4,h,3015000.0,S,Jellis,29/07/2017,5.4,3101,4.0,2.0,2.0,813.0,276.0,1970.0,Boroondara City Council,Southern Metropolitan,10331.0,41,3000,1120,476,3301,0.8,2497,2.5
4067,Kew,57 Derby St,4,h,1690000.0,S,Nelson,3/09/2017,5.4,3101,4.0,2.0,4.0,350.0,168.0,1900.0,Boroondara City Council,Southern Metropolitan,10331.0,41,3000,1120,476,3301,0.8,2497,2.5
4068,Kew,30 Stirling St,3,h,2180000.0,S,Jellis,19/08/2017,5.4,3101,3.0,1.0,2.0,372.0,126.0,1905.0,Boroondara City Council,Southern Metropolitan,10331.0,41,3000,1120,476,3301,0.8,2497,2.5
4069,Kew,38 Belmont Av,4,h,2450000.0,PI,Jellis,23/09/2017,5.4,3101,4.0,2.0,2.0,399.0,192.0,1920.0,Boroondara City Council,Southern Metropolitan,10331.0,41,3000,1120,476,3301,0.8,2497,2.5
4070,Kew,11/26 Edgevale Rd,2,t,955000.0,S,Jellis,23/09/2017,5.4,3101,2.0,1.0,1.0,2835.0,100.0,1970.0,Boroondara City Council,Southern Metropolitan,10331.0,41,3000,1120,476,3301,0.8,2497,2.5
4071,Kew,16 Scott St,2,h,1630000.0,S,hockingstuart,23/09/2017,5.4,3101,2.0,1.0,0.0,284.0,88.0,1920.0,Boroondara City Council,Southern Metropolitan,10331.0,41,3000,1120,476,3301,0.8,2497,2.5
4072,Kew,6 Carson St,4,h,3300000.0,SP,Jellis,26/08/2017,5.4,3101,4.0,3.0,2.0,741.0,281.0,1920.0,Boroondara City Council,Southern Metropolitan,10331.0,41,3000,1120,476,3301,0.8,2497,2.5
4073,Kew,537 High St,3,h,1750000.0,VB,Kay,26/08/2017,5.4,3101,3.0,2.0,2.0,431.0,232.0,2006.0,Boroondara City Council,Southern Metropolitan,10331.0,41,3000,1120,476,3301,0.8,2497,2.5
4074,Kew,16 Hodgson St,5,h,3450000.0,PI,Kay,26/08/2017,5.4,3101,5.0,2.0,2.0,668.0,0.0,2006.0,Boroondara City Council,Southern Metropolitan,10331.0,41,3000,1120,476,3301,0.8,2497,2.5
4075,Kew,31 Asquith St,4,h,1720000.0,S,Marshall,14/10/2017,5.4,3101,4.0,2.0,2.0,714.0,157.0,1945.0,Boroondara City Council,Southern Metropolitan,10331.0,41,3000,1120,476,3301,0.8,2497,2.5
4076,Kew,68 Pakington St,3,h,1752000.0,S,Jellis,28/10/2017,5.4,3101,3.0,1.0,1.0,339.0,142.0,1890.0,Boroondara City Council,Southern Metropolitan,10331.0,41,3000,1120,476,3301,0.8,2497,2.5
4077,Kew,38 Willsmere Rd,4,h,2000000.0,VB,Marshall,11/11/2017,5.4,3101,4.0,2.0,2.0,595.0,248.0,1910.0,Boroondara City Council,Southern Metropolitan,10331.0,41,3000,1120,476,3301,0.8,2497,2.5
4078,Kew,1 Birrell Ct,4,h,3385000.0,PI,RT,18/11/2017,5.4,3101,4.0,3.0,3.0,531.0,332.0,1970.0,Boroondara City Council,Southern Metropolitan,10331.0,41,3000,1120,476,3301,0.8,2497,2.5
4079,Kew,12 Queen St,3,h,1625000.0,S,Marshall,18/11/2017,5.4,3101,3.0,2.0,2.0,342.0,130.0,1925.0,Boroondara City Council,Southern Metropolitan,10331.0,41,3000,1120,476,3301,0.8,2497,2.5
4080,Kew,17 Hartington St,5,h,2900000.0,VB,Jellis,25/11/2017,5.4,3101,5.0,2.0,2.0,920.0,241.0,1900.0,Boroondara City Council,Southern Metropolitan,10331.0,41,3000,1120,476,3301,0.8,2497,2.5
4081,Kew,60 Pakington St,4,h,2015000.0,S,Nelson,25/11/2017,5.4,3101,4.0,1.0,2.0,566.0,140.0,1880.0,Boroondara City Council,Southern Metropolitan,10331.0,41,3000,1120,476,3301,0.8,2497,2.5
4082,Kew,8 Wellington St,3,h,1900000.0,VB,Marshall,25/11/2017,5.4,3101,3.0,2.0,1.0,491.0,179.0,1915.0,Boroondara City Council,Southern Metropolitan,10331.0,41,3000,1120,476,3301,0.8,2497,2.5
4083,Kew,8 Adeney Av,6,h,5200000.0,VB,Marshall,9/12/2017,5.4,3101,6.0,2.0,2.0,1642.0,405.0,1920.0,Boroondara City Council,Southern Metropolitan,10331.0,41,3000,1120,476,3301,0.8,2497,2.5
4084,Kew,23 Dean St,5,h,3275000.0,S,Jellis,9/12/2017,5.4,3101,5.0,5.0,3.0,780.0,350.0,1890.0,Boroondara City Council,Southern Metropolitan,10331.0,41,3000,1120,476,3301,0.8,2497,2.5
4085,Kew,220 Cotham Rd,4,h,2280000.0,PI,Marshall,3/03/2018,5.4,3101,4.0,2.0,1.0,715.0,221.0,1899.0,Boroondara City Council,Southern Metropolitan,10331.0,41,3000,1120,476,3301,0.8,2497,2.5
4086,Kew,157 Wellington St,4,h,2695000.0,S,Marshall,3/03/2018,5.4,3101,4.0,3.0,2.0,369.0,235.0,2010.0,Boroondara City Council,Southern Metropolitan,10331.0,41,3000,1120,476,3301,0.8,2497,2.5
4087,Kew,5 Bright St,4,h,1925000.0,VB,Jellis,17/03/2018,5.4,3101,4.0,2.0,2.0,612.0,196.0,1930.0,Boroondara City Council,Southern Metropolitan,10331.0,41,3000,1120,476,3301,0.8,2497,2.5
4088,Kew,18 Pakington St,5,h,2600000.0,VB,Marshall,17/03/2018,5.4,3101,5.0,2.0,2.0,660.0,221.0,1915.0,Boroondara City Council,Southern Metropolitan,10331.0,41,3000,1120,476,3301,0.8,2497,2.5
4089,Kew,7 Thomas St,4,h,3900000.0,PI,Jellis,17/03/2018,5.4,3101,4.0,3.0,3.0,774.0,115.0,2004.0,Boroondara City Council,Southern Metropolitan,10331.0,41,3000,1120,476,3301,0.8,2497,2.5
4090,Kew,38 Denmark St,3,h,1350000.0,VB,Jellis,24/02/2018,5.4,3101,3.0,1.0,2.0,323.0,146.0,1910.0,Boroondara City Council,Southern Metropolitan,10331.0,41,3000,1120,476,3301,0.8,2497,2.5
4091,Kew,118 Walpole St,6,h,2905000.0,SP,Marshall,24/02/2018,5.4,3101,6.0,3.0,2.0,855.0,294.0,1920.0,Boroondara City Council,Southern Metropolitan,10331.0,41,3000,1120,476,3301,0.8,2497,2.5
4092,Kew East,106 Kilby Rd,5,h,1950000.0,VB,hockingstuart,4/06/2016,7.5,3102,5.0,2.0,3.0,711.0,253.0,1940.0,Boroondara City Council,Southern Metropolitan,2671.0,41,3000,1043,471,3178,0.9,2490,2.7
4093,Kew East,2/37 Strathalbyn St,2,u,605000.0,S,Nelson,7/05/2016,7.5,3102,2.0,1.0,1.0,0.0,83.0,1960.0,Boroondara City Council,Southern Metropolitan,2671.0,41,3000,1043,471,3178,0.9,2490,2.7
4094,Kew East,52 Frater St,3,h,1920000.0,S,Jellis,10/12/2016,7.5,3102,3.0,1.0,2.0,672.0,152.0,1940.0,Boroondara City Council,Southern Metropolitan,2671.0,41,3000,1043,471,3178,0.9,2490,2.7
4095,Kew East,96 Kilby Rd,3,h,1615000.0,S,Nelson,13/08/2016,7.5,3102,3.0,1.0,1.0,702.0,127.0,1933.0,Boroondara City Council,Southern Metropolitan,2671.0,41,3000,1043,471,3178,0.9,2490,2.7
4096,Kew East,62 Munro St,4,h,2081000.0,S,Nelson,16/04/2016,7.5,3102,3.0,4.0,3.0,948.0,311.0,1960.0,Boroondara City Council,Southern Metropolitan,2671.0,41,3000,1043,471,3178,0.9,2490,2.7
4097,Kew East,36 Belford Rd,4,h,1315000.0,SP,Nelson,17/09/2016,7.5,3102,4.0,2.0,2.0,458.0,200.0,1930.0,Boroondara City Council,Southern Metropolitan,2671.0,41,3000,1043,471,3178,0.9,2490,2.7
4098,Kew East,2 Violet Gr,3,h,1750000.0,S,Jellis,17/09/2016,7.5,3102,3.0,2.0,4.0,611.0,160.0,1930.0,Boroondara City Council,Southern Metropolitan,2671.0,41,3000,1043,471,3178,0.9,2490,2.7
4099,Kew East,17 Minogue St,5,h,2100000.0,VB,Nelson,18/06/2016,7.5,3102,5.0,3.0,2.0,695.0,360.0,1950.0,Boroondara City Council,Southern Metropolitan,2671.0,41,3000,1043,471,3178,0.9,2490,2.7
4100,Kew East,89 Kilby Rd,6,h,1300000.0,VB,Noel,22/05/2016,7.5,3102,6.0,3.0,2.0,730.0,310.0,1968.0,Boroondara City Council,Southern Metropolitan,2671.0,41,3000,1043,471,3178,0.9,2490,2.7
4101,Kew East,36 Belford Rd,4,h,1315000.0,SP,Nelson,24/09/2016,7.5,3102,4.0,2.0,2.0,458.0,200.0,1930.0,Boroondara City Council,Southern Metropolitan,2671.0,41,3000,1043,471,3178,0.9,2490,2.7
4102,Kew East,3/14 Arden Ct,3,t,1620000.0,S,Fletchers,25/02/2017,7.5,3102,3.0,2.0,2.0,248.0,167.0,2012.0,Boroondara City Council,Southern Metropolitan,2671.0,41,3000,1043,471,3178,0.9,2490,2.7
4103,Kew East,2/14 Westbrook St,2,u,590000.0,VB,Jellis,20/05/2017,7.5,3102,2.0,1.0,1.0,838.0,70.0,1970.0,Boroondara City Council,Southern Metropolitan,2671.0,41,3000,1043,471,3178,0.9,2490,2.7
4104,Kew East,136 Kilby Rd,3,h,1402000.0,S,Nelson,22/04/2017,7.5,3102,3.0,2.0,2.0,422.0,120.0,1950.0,Boroondara City Council,Southern Metropolitan,2671.0,41,3000,1043,471,3178,0.9,2490,2.7
4105,Kew East,2/13 Westbrook St,2,u,862000.0,S,Jellis,1/07/2017,7.3,3102,2.0,1.0,1.0,1011.0,72.0,1970.0,Boroondara City Council,Southern Metropolitan,2671.0,41,3000,1043,471,3178,0.9,2490,2.7
4106,Kew East,11 Arden Ct,4,h,2162000.0,S,Jellis,3/06/2017,7.3,3102,4.0,2.0,3.0,794.0,192.0,1950.0,Boroondara City Council,Southern Metropolitan,2671.0,41,3000,1043,471,3178,0.9,2490,2.7
4107,Kew East,7 Riverside Dr,3,h,2260000.0,S,Jellis,3/06/2017,7.3,3102,3.0,2.0,4.0,753.0,280.0,1937.0,Boroondara City Council,Southern Metropolitan,2671.0,41,3000,1043,471,3178,0.9,2490,2.7
4108,Kew East,9 Hartwood St,4,h,2258000.0,S,Jellis,27/05/2017,7.3,3102,4.0,1.0,2.0,836.0,173.0,1910.0,Boroondara City Council,Southern Metropolitan,2671.0,41,3000,1043,471,3178,0.9,2490,2.7
4109,Kew East,5 Woodlands Av,2,h,1325000.0,PI,Jellis,16/09/2017,7.3,3102,2.0,1.0,2.0,422.0,88.0,1940.0,Boroondara City Council,Southern Metropolitan,2671.0,41,3000,1043,471,3178,0.9,2490,2.7
4110,Kew East,22 Woolcock Av,3,h,1975000.0,PI,Lindellas,16/09/2017,7.3,3102,3.0,1.0,2.0,676.0,160.0,1925.0,Boroondara City Council,Southern Metropolitan,2671.0,41,3000,1043,471,3178,0.9,2490,2.7
4111,Kew East,13 Ramsay Av,3,h,2118000.0,S,Nelson,19/08/2017,7.3,3102,3.0,2.0,2.0,664.0,188.0,1930.0,Boroondara City Council,Southern Metropolitan,2671.0,41,3000,1043,471,3178,0.9,2490,2.7
4112,Kew East,25 Minogue St,6,h,1875000.0,PI,Marshall,23/09/2017,7.3,3102,6.0,2.0,2.0,697.0,170.0,1962.0,Boroondara City Council,Southern Metropolitan,2671.0,41,3000,1043,471,3178,0.9,2490,2.7
4113,Kew East,12 Kilby Rd,4,h,2000000.0,VB,Jellis,14/10/2017,7.3,3102,4.0,2.0,2.0,650.0,248.0,1940.0,Boroondara City Council,Southern Metropolitan,2671.0,41,3000,1043,471,3178,0.9,2490,2.7
4114,Kew East,23 Spruzen Av,4,h,1850000.0,VB,Jellis,14/10/2017,7.3,3102,4.0,2.0,2.0,583.0,202.0,1980.0,Boroondara City Council,Southern Metropolitan,2671.0,41,3000,1043,471,3178,0.9,2490,2.7
4115,Kew East,41 White Av,5,h,2375000.0,VB,Jellis,28/10/2017,7.3,3102,5.0,3.0,2.0,570.0,325.0,2013.0,Boroondara City Council,Southern Metropolitan,2671.0,41,3000,1043,471,3178,0.9,2490,2.7
4116,Kew East,21 Baker Av,5,h,2300000.0,VB,Jellis,6/01/2018,7.3,3102,5.0,2.0,3.0,650.0,265.0,1950.0,Boroondara City Council,Southern Metropolitan,2671.0,41,3000,1043,471,3178,0.9,2490,2.7
4117,Kew East,11 Irymple Av,4,h,2025000.0,PI,Marshall,17/02/2018,7.3,3102,4.0,2.0,3.0,697.0,171.0,1960.0,Boroondara City Council,Southern Metropolitan,2671.0,41,3000,1043,471,3178,0.9,2490,2.7
4118,Kew East,65 Munro St,4,h,2400000.0,VB,Jellis,17/03/2018,7.3,3102,4.0,2.0,2.0,808.0,280.0,1939.0,Boroondara City Council,Southern Metropolitan,2671.0,41,3000,1043,471,3178,0.9,2490,2.7
4119,Kew East,8 Ramsay Av,4,h,2930000.0,S,Marshall,24/02/2018,7.3,3102,4.0,2.0,4.0,650.0,304.0,2007.0,Boroondara City Council,Southern Metropolitan,2671.0,41,3000,1043,471,3178,0.9,2490,2.7
4120,Maidstone,3 Crefden St,3,t,615000.0,S,Jas,3/09/2016,9.2,3012,3.0,2.0,2.0,165.0,161.0,2007.0,Maribyrnong City Council,Western Metropolitan,3873.0,35,2100,976,370,2513,0.9,1987,2.4
4121,Maidstone,27 Dunedin St,3,h,715000.0,S,Burnham,3/09/2016,9.2,3012,3.0,1.0,1.0,576.0,128.0,1970.0,Maribyrnong City Council,Western Metropolitan,3873.0,35,2100,976,370,2513,0.9,1987,2.4
