POA_CODE_2021,COB_Aus_Arth,COB_Aus_Asth,COB_Aus_Canc_rem,COB_Aus_Dem_Alzh,COB_Aus_Dia_ges_dia,COB_Aus_HD_HA_ang,COB_Aus_Kid_dis,COB_Aus_LC_COPD_emph,COB_Aus_MHC_dep_anx,COB_Aus_Stroke,COB_Aus_oth_LTHC,COB_Aus_no_LTHC,COB_AUS_LTHC_NS,COB_Aus_Tot,COB_Bo_Ocea_Ant_Arth,COB_Bo_Ocea_Ant_Asth,COB_Bo_Ocea_Ant_Can_rem,COB_Bo_Ocea_Ant_Dem_Alzh,COB_Bo_Ocea_Ant_Dia_ges_dia,COB_Bo_Ocea_Ant_HD_HA_ang,COB_Bo_Ocea_Ant_Kid_dis,COB_Bo_Ocea_Ant_LC_COPD_emph,COB_Bo_Ocea_Ant_MHC_dep_anx,COB_Bo_Ocea_Ant_Stroke,COB_Bo_Ocea_Ant_oth_LTHC,COB_Bo_Ocea_Ant_no_LTHC,COB_Bo_Ocea_Ant_LTHC_NS,COB_Bo_Ocea_Ant_Tot,COB_Bo_UK_CI_IM_Arth,COB_Bo_UK_CI_IM_Asth,COB_Bo_UK_CI_IM_Can_rem,COB_Bo_UK_CI_IM_Dem_Alzh,COB_Bo_UK_CI_IM_Dia_ges_dia,COB_Bo_UK_CI_IM_HD_HA_ang,COB_Bo_UK_CI_IM_Kid_dis,COB_Bo_UK_CI_IM_LC_COPD_emph,COB_Bo_UK_CI_IM_MHC_dep_anx,COB_Bo_UK_CI_IM_Stroke,COB_Bo_UK_CI_IM_oth_LTHC,COB_Bo_UK_CI_IM_no_LTHC,COB_Bo_UK_CI_IM_LTHC_NS,COB_Bo_UK_CI_IM_Tot,COB_Bo_NW_Eu_Arth,COB_Bo_NW_Eu_Asth,COB_Bo_NW_Eu_Can_rem,COB_Bo_NW_Eu_Dem_Alzh,COB_Bo_NW_Eu_Dia_ges_dia,COB_Bo_NW_Eu_HD_HA_ang,COB_Bo_NW_Eu_Kid_dis,COB_Bo_NW_Eu_LC_COPD_emph,COB_Bo_NW_Eu__MHC_Dep_anx,COB_Bo_NW_Eu_Stroke,COB_Bo_NW_Eu_oth_LTHC,COB_Bo_NW_Eu_no_LTHC,COB_Bo_NW_Eu_LTHC_NS,COB_Bo_NW_Eu_Tot,COB_Bo_SE_Eu_Asth,COB_Bo_SE_Eu_Arth,COB_Bo_SE_Eu_Can_rem,COB_Bo_SE_Eu_Dem_Alzh,COB_Bo_SE_Eu_Dia_ges_dia,COB_Bo_SE_Eu_HD_HA_ang,COB_Bo_SE_Eu_Kid_dis,COB_Bo_SE_Eu_LC_COPD_emph,COB_Bo_SE_Eu_MHC_Dep_anx,COB_Bo_SE_Eu_Stroke,COB_Bo_SE_Eu_oth_LTHC,COB_Bo_SE_Eu_no_LTHC,COB_Bo_SE_Eu_LTHC_NS,COB_Bo_SE_Eu_Tot,COB_Bo_NA_ME_Asth,COB_Bo_NA_ME_Arth,COB_Bo_NA_ME_Can_rem,COB_Bo_NA_ME_Dem_Alzh,COB_Bo_NA_ME_Dia_ges_dia,COB_Bo_NA_ME_HD_HA_ang,COB_Bo_NA_ME_Kid_dis,COB_Bo_NA_ME_LC_COPD_emph,COB_Bo_NA_ME_MHC_Dep_anx,COB_Bo_NA_ME_Stroke,COB_Bo_NA_ME_oth_LTHC,COB_Bo_NA_ME_no_LTHC,COB_Bo_NA_ME_LTHC_NS,COB_Bo_NA_ME_Tot,COB_Bo_SE_Asia_Arth,COB_Bo_SE_Asia_Asth,COB_Bo_SE_Asia_Can_rem,COB_Bo_SE_Asia_Dem_Alzh,COB_Bo_SE_Asia_Dia_ges_dia,COB_Bo_SE_Asia_HD_HA_ang,COB_Bo_SE_Asia_Kid_dis,COB_Bo_SE_Asia_LC_COPD_emph,COB_Bo_SE_Asia_MHC_Dep_anx,COB_Bo_SE_Asia_Stroke,COB_Bo_SE_Asia_oth_LTHC,COB_Bo_SE_Asia_no_LTHC,COB_Bo_SE_Asia_LTHC_NS,COB_Bo_SE_Asia_Tot,COB_Bo_NE_Asia_Arth,COB_Bo_NE_Asia_Asth,COB_Bo_NE_Asia_Can_rem,COB_Bo_NE_Asia_Dem_Alzh,COB_Bo_NE_Asia_Dia_ges_dia,COB_Bo_NE_Asia_HD_HA_ang,COB_Bo_NE_Asia_Kid_dis,COB_Bo_NE_Asia_LC_COPD_emph,COB_Bo_NE_Asia_MHC_Dep_anx,COB_Bo_NE_Asia_Stroke,COB_Bo_NE_Asia_oth_LTHC,COB_Bo_NE_Asia_no_LTHC,COB_Bo_NE_Asia_LTHC_NS,COB_Bo_NE_Asia_Tot,COB_Bo_SC_Asia_Arth,COB_Bo_SC_Asia_Asth,COB_Bo_SC_Asia_Can_rem,COB_Bo_SC_Asia_Dem_Alzh,COB_Bo_SC_Asia_Dia_ges_dia,COB_Bo_SC_Asia_HD_HA_ang,COB_Bo_SC_Asia_Kid_dis,COB_Bo_SC_Asia_LC_COPD_emph,COB_Bo_SC_Asia_MHC_Dep_anx,COB_Bo_SC_Asia_Stroke,COB_Bo_SC_Asia_oth_LTHC,COB_Bo_SC_Asia_no_LTHC,COB_Bo_SC_Asia_LTHC_NS,COB_Bo_SC_Asia_Tot,COB_Bo_Amer_Arth,COB_Bo_Amer_Asth,COB_Bo_Amer_Can_rem,COB_Bo_Amer_Dem_Alzh,COB_Bo_Amer_Dia_ges_dia,COB_Bo_Amer_HD_HA_ang,COB_Bo_Amer_Kid_dis,COB_Bo_Amer_LC_COPD_emph,COB_Bo_Amer_MHC_Dep_anx,COB_Bo_Amer_Stroke,COB_Bo_Amer_oth_LTHC,COB_Bo_Amer_no_LTHC,COB_Bo_Amer_LTHC_NS,COB_Bo_Amer_Tot,COB_Bo_SS_Afr_Arth,COB_Bo_SS_Afr_Asth,COB_Bo_SS_Afr_Can_rem,COB_Bo_SS_Afr_Dem_Alzh,COB_Bo_SS_Afr_Dia_ges_dia,COB_Bo_SS_Afr_HD_HA_ang,COB_Bo_SS_Afr_Kid_dis,COB_Bo_SS_Afr_LC_COPD_emph,COB_Bo_SS_Afr_MHC_Dep_anx,COB_Bo_SS_Afr_Stroke,COB_Bo_SS_Afr_oth_LTHC,COB_Bo_SS_Afr_no_LTHC,COB_Bo_SS_Afr_LTHC_NS,COB_Bo_SS_Afr_Tot,COB_Bo_Tot_ob_Arth,COB_Bo_Tot_ob_Asth,COB_Bo_Tot_ob_Can_rem,COB_Bo_Tot_ob_Dem_Alzh,COB_Bo_Tot_ob_Dia_ges_dia,COB_Bo_Tot_ob_HD_HA_ang,COB_Bo_Tot_ob_Kid_dis,COB_Bo_Tot_ob_LC_COPD_emph,COB_Bo_Tot_ob_MHC_Dep_anx,COB_Bo_Tot_ob_Stroke,COB_Bo_Tot_ob_oth_LTHC,COB_Bo_Tot_ob_no_LTHC,COB_Bo_Tot_ob_LTHC_NS,COB_Bo_Tot_ob_Tot,COB_COB_NS_Arth,COB_COB_NS_Asth,COB_COB_NS_Can_rem,COB_COB_NS_Dem_Alzh,COB_COB_NS_Dia_ges_dia,COB_COB_NS_HD_HA_ang,COB_COB_NS_Kid_dis,COB_COB_NS_LC_COPD_emph,COB_COB_NS__MHC_Dep_anx,COB_COB_NS_Stroke,COB_COB_NS_oth_LTHC,COB_COB_NS_no_LTHC,COB_COB_NS_LTHC_NS,COB_COB_NS_Tot,COB_Tot_Arth,COB_Tot_Asth,COB_Tot_Can_rem,COB_Tot_Dem_Alzh,COB_Tot_Dia_ges_dia,COB_Tot_HD_HA_ang,COB_Tot_Kid_dis,COB_Tot_LC_COPD_emph,COB_Tot_MHC_Dep_anx,COB_Tot_Stroke,COB_Tot_oth_LTHC,COB_Tot_no_LTHC,COB_Tot_LTHC_NS,COB_Tot_Tot,LFS_Emp_Arth,LFS_Emp_Asth,LFS_Emp_Can_rem,LFS_Emp_Dem_Alzh
POA3864,21,13,7,0,6,9,0,5,16,0,23,115,14,196,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,7,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,3,0,0,3,0,0,4,0,19,0,0,0,0,0,0,0,0,0,0,0,6,25,29,26,17,9,3,7,18,0,8,23,0,25,127,32,241,4,9,3,0
POA3865,51,43,26,0,24,23,4,12,43,8,13,210,25,387,0,0,0,0,0,3,0,0,0,0,0,11,0,17,7,0,0,0,5,0,0,0,0,0,4,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,5,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,4,0,5,3,0,3,5,0,8,72,5,95,0,0,0,0,0,0,0,0,4,0,0,3,37,50,64,53,35,0,26,27,8,14,55,6,23,286,62,527,17,20,12,0
POA3869,185,144,43,8,65,73,21,41,154,16,126,891,37,1469,4,3,0,0,3,0,0,0,0,0,0,19,0,33,16,5,0,0,8,4,4,0,8,0,11,29,0,60,4,0,0,0,0,4,0,0,0,0,7,8,0,28,0,0,0,0,4,0,0,0,0,0,3,8,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,9,41,12,3,4,15,8,7,6,10,4,24,78,9,168,4,4,0,0,0,3,0,0,4,0,4,14,70,102,230,165,51,5,84,84,25,50,174,22,146,988,117,1738,91,81,25,3
POA3870,143,97,46,3,53,42,12,39,137,9,96,574,36,1037,3,0,5,0,0,0,0,0,4,0,0,3,0,16,18,7,3,3,9,4,4,5,15,5,10,24,4,65,8,0,0,0,0,5,0,0,0,0,3,9,0,26,0,0,3,0,3,0,0,0,0,0,0,14,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,31,3,10,3,14,13,3,0,17,0,14,73,3,154,3,0,0,0,6,4,0,3,0,0,4,14,109,132,176,102,58,4,70,61,20,42,155,15,122,659,153,1319,53,39,24,0
POA3871,280,225,98,27,108,136,37,55,249,41,235,1428,66,2404,9,0,0,0,3,0,0,0,6,0,7,19,0,38,46,20,9,13,23,35,7,17,21,5,29,57,11,161,12,0,12,6,5,7,4,3,3,0,6,30,0,62,12,5,0,4,8,9,0,0,5,0,15,14,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,3,0,0,6,0,19,0,0,0,0,0,0,0,0,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,0,0,8,0,19,4,3,0,0,0,0,0,0,0,0,0,0,0,8,92,32,27,24,41,56,13,25,50,11,61,149,9,370,16,4,5,0,4,5,0,6,7,0,7,25,207,266,392,264,132,52,156,197,43,85,312,58,303,1604,283,3039,121,109,38,0
POA3873,31,21,8,0,18,14,0,7,26,6,24,177,11,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,3,0,17,0,0,0,0,0,0,0,0,0,0,0,8,16,23,34,27,8,0,20,13,3,7,28,4,28,186,31,324,21,9,4,0
POA3874,71,49,25,5,41,41,7,18,53,12,62,250,12,488,3,0,0,0,0,6,0,0,0,0,0,0,0,11,11,3,4,0,4,6,0,4,3,0,4,9,0,26,0,0,0,0,0,0,0,0,5,0,0,7,0,12,0,0,0,0,0,0,0,0,4,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,10,4,0,7,11,0,3,11,0,9,24,4,74,0,0,0,0,0,0,0,0,0,0,0,10,40,49,90,57,24,5,49,52,15,21,62,5,76,281,52,610,28,15,5,0
POA3875,1995,1721,632,89,860,943,176,504,1954,234,1490,9138,623,16295,33,22,20,3,22,15,3,12,17,4,18,109,9,219,157,62,55,4,64,69,12,40,79,28,74,287,31,686,57,12,15,3,33,33,6,9,19,7,27,118,10,267,37,4,15,8,23,17,4,5,16,3,16,66,10,157,0,0,0,0,4,3,0,0,0,0,4,27,0,41,10,6,0,0,15,7,4,0,11,0,9,346,10,399,3,0,0,0,0,0,0,0,0,0,3,67,0,81,4,0,0,0,6,0,0,0,0,0,14,134,5,156,13,8,5,0,9,5,0,4,10,0,3,40,0,81,16,9,5,0,8,6,4,5,9,0,13,60,5,101,331,131,112,18,179,170,35,78,164,43,180,1254,74,2192,81,29,17,4,36,37,0,16,42,11,24,189,1159,1528,2410,1880,760,109,1084,1152,208,595,2167,289,1695,10576,1850,20015,571,855,190,3
POA3878,169,111,65,5,70,83,15,47,130,16,97,562,34,1059,3,4,0,0,0,0,0,5,0,0,3,11,0,18,24,11,8,3,8,9,0,7,5,0,12,36,0,83,5,0,0,0,3,4,0,3,0,0,4,19,0,34,5,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,12,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,10,0,12,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,47,10,12,3,15,11,0,18,7,0,17,91,0,181,8,5,0,0,9,4,0,6,5,4,3,20,29,63,222,127,74,11,91,95,17,59,136,16,122,671,63,1306,37,55,17,0
POA3880,605,343,193,45,217,301,62,150,431,72,381,1530,116,3301,21,11,8,0,0,14,0,7,8,4,11,27,5,73,105,29,46,10,37,48,9,28,49,12,51,104,11,363,19,6,11,5,22,24,6,4,5,10,14,34,7,112,3,3,4,0,4,3,0,0,7,0,8,16,0,28,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,3,0,0,0,0,0,0,0,0,0,24,6,36,4,0,0,0,0,0,0,0,0,0,0,5,0,16,4,0,0,0,0,0,0,0,0,0,0,25,0,29,10,0,0,0,4,3,0,3,5,0,3,12,0,28,7,3,0,0,0,0,0,0,7,0,8,12,0,27,175,61,68,15,72,94,12,43,80,24,99,263,23,719,33,10,8,0,3,15,3,3,11,4,6,39,120,218,808,408,276,63,291,406,72,198,525,99,492,1833,255,4235,133,121,35,0
POA3882,134,116,46,6,51,62,4,31,102,7,84,648,54,1111,4,6,0,0,0,5,0,0,7,0,4,3,0,15,19,0,3,0,11,11,0,0,9,0,4,20,3,61,3,0,0,0,0,0,0,0,0,0,0,13,0,23,3,0,0,0,0,0,0,0,0,0,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,7,27,9,7,0,11,15,5,5,6,9,17,73,3,143,8,4,8,0,0,4,0,4,0,0,0,16,42,70,166,123,59,6,59,82,13,37,117,11,100,735,98,1322,43,57,22,0
POA3885,182,145,48,6,69,72,14,52,170,15,132,945,43,1569,6,3,0,0,0,4,0,0,0,0,3,13,0,22,21,6,0,0,3,7,0,0,3,0,9,32,5,68,0,0,4,0,3,0,0,0,0,0,3,15,0,26,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,3,22,16,7,0,13,10,4,0,10,0,18,82,4,144,5,0,0,0,0,5,0,0,0,0,0,17,129,162,204,156,57,9,84,93,16,54,175,19,148,1049,176,1876,73,70,20,0
POA3886,53,24,10,0,22,12,0,3,27,5,34,215,16,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,6,0,0,5,0,0,15,0,25,6,0,0,0,4,0,0,0,0,0,0,0,30,36,56,30,15,0,30,16,5,11,26,5,32,229,45,415,17,10,0,0
POA3887,31,18,13,0,13,8,0,3,24,9,16,106,10,201,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,0,0,0,0,0,0,3,0,0,0,10,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,9,0,4,0,0,4,9,0,25,0,0,0,0,0,0,0,0,0,0,0,4,35,40,36,25,13,0,16,18,5,9,26,11,20,117,50,268,11,4,4,0
POA3888,413,278,136,11,163,196,38,125,297,45,262,1495,117,2789,5,6,3,0,3,0,0,0,3,0,0,11,0,26,36,10,11,0,18,16,4,5,15,4,15,46,7,119,16,4,0,0,3,11,0,3,0,3,4,22,0,52,8,0,0,0,0,4,0,3,5,0,0,16,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,30,0,36,0,0,0,0,0,0,0,0,0,0,7,4,0,8,0,0,0,0,0,0,0,0,0,0,0,11,0,11,3,0,0,0,0,3,0,0,0,0,5,7,0,16,0,0,0,0,0,0,0,0,3,0,0,8,0,13,65,26,17,0,28,27,4,13,28,10,39,147,7,314,21,11,3,5,16,9,4,6,8,4,5,29,315,393,504,314,159,17,206,227,50,143,337,55,302,1675,443,3502,129,125,30,0
POA3889,21,18,3,0,4,11,0,5,12,0,17,61,4,119,0,0,4,0,0,0,0,0,0,0,0,3,0,9,3,0,0,0,0,0,0,0,0,0,0,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,3,0,0,3,7,0,26,0,0,0,0,0,0,0,0,0,0,5,4,22,27,29,18,8,0,4,13,0,10,14,4,27,75,28,171,6,7,0,0
POA3890,47,32,10,0,20,13,0,14,48,8,44,122,3,260,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,4,0,0,0,0,0,0,3,0,9,3,0,0,0,0,0,0,4,0,0,0,8,0,7,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,3,6,0,0,0,0,0,14,0,28,3,0,0,0,0,3,0,0,0,0,0,0,36,46,52,35,17,0,24,17,4,13,52,8,46,136,46,335,10,4,3,0
POA3891,20,18,6,0,9,17,0,4,18,6,11,34,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,23,23,26,18,9,0,9,17,0,4,21,10,11,36,24,121,7,9,10,0
POA3892,138,92,47,5,33,74,12,22,110,14,92,490,26,906,5,0,0,0,0,0,0,0,6,0,0,7,0,17,24,0,10,3,6,6,0,5,9,0,8,25,0,67,11,4,0,0,4,3,0,7,0,0,5,13,3,38,5,0,0,0,4,4,0,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,13,0,22,0,0,0,0,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,8,0,10,43,8,13,4,13,17,0,8,20,5,23,90,10,198,0,0,0,0,0,0,0,0,0,0,0,8,75,80,185,104,61,11,51,93,13,29,123,15,110,580,112,1183,45,53,13,0
POA3893,0,4,0,0,0,0,0,0,0,0,4,12,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,0,0,0,4,11,5,25,0,4,0,0
POA3895,19,15,10,0,8,8,0,4,15,0,17,97,14,168,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,7,0,13,3,0,0,0,0,0,0,0,0,0,0,5,9,15,23,19,9,0,7,13,0,7,18,0,18,110,20,198,8,10,0,0
POA3896,33,16,8,0,13,15,5,0,27,6,30,165,8,278,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,9,0,15,0,0,0,0,0,4,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,4,0,3,0,0,3,20,0,35,0,0,0,0,0,0,0,0,0,0,0,4,28,33,37,21,13,0,19,18,5,6,26,4,34,188,34,351,19,6,4,0
POA3898,55,57,20,6,18,22,6,13,46,4,43,317,22,530,5,0,0,0,0,0,0,0,0,0,0,8,0,8,4,0,0,0,3,5,0,0,0,0,0,9,0,20,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,3,0,4,8,0,3,3,0,4,34,0,59,3,0,0,0,0,4,0,0,0,0,0,6,103,118,73,63,24,6,24,30,7,16,48,4,51,362,127,705,37,33,10,0
POA3900,11,12,5,0,14,6,3,3,10,5,11,74,5,123,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,8,0,11,0,0,0,0,0,0,0,0,0,0,0,4,30,39,9,12,5,0,12,6,3,4,11,5,13,86,41,173,8,7,5,0
