POA_CODE_2021,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
POA3549,335,692,10,74,32,163,11,52,215,913,269,1193,23,105,12,43,46,152,85,301,356,1493,4,6,6,28,3,21,48,141,61,199,0,5,0,3,46,103,49,108,113,307,23,56,830,2548
POA3550,4428,8837,66,351,370,1725,82,383,2014,7753,2535,10210,179,782,314,1043,639,2039,1131,3864,3666,14077,32,140,189,623,75,275,929,2447,1224,3488,64,206,227,471,757,1634,1046,2308,2266,5801,218,440,10579,29156
POA3551,3772,7527,98,565,557,2636,138,635,2781,11235,3579,15068,256,1084,365,1246,756,2398,1378,4725,4962,19799,32,121,107,377,55,186,507,1371,688,2058,53,169,80,183,357,782,486,1134,1179,3197,73,157,9988,30675
POA3555,2313,4625,37,192,172,794,47,220,1085,4170,1345,5379,86,363,133,458,350,1097,576,1919,1916,7302,22,103,91,313,33,128,472,1261,619,1807,32,95,88,188,441,955,566,1238,1182,3045,106,212,5509,15184
POA3556,1448,2904,35,209,99,451,47,218,746,2936,927,3814,66,290,86,279,272,858,421,1427,1348,5246,21,105,66,225,44,150,356,1002,484,1480,26,86,56,114,322,707,404,902,891,2385,89,182,3775,10719
POA3557,87,180,0,14,11,45,0,6,74,259,83,321,9,28,11,23,18,59,32,113,117,436,0,0,0,8,0,0,15,25,10,30,0,4,0,0,8,19,11,19,24,56,4,10,230,680
POA3558,126,255,0,0,0,12,4,15,41,173,50,201,3,12,3,23,18,57,27,85,77,291,0,8,0,3,0,0,19,51,18,62,0,0,3,6,20,42,23,50,48,113,3,12,256,665
POA3559,81,157,0,3,3,12,3,18,19,84,31,117,3,11,4,19,15,42,20,77,49,193,0,0,0,7,0,0,13,29,15,40,0,0,0,0,4,12,4,12,18,58,7,13,155,418
POA3561,602,1196,6,37,47,224,8,52,198,820,261,1139,24,113,27,92,98,312,147,520,413,1654,0,13,9,34,10,45,67,187,89,274,8,24,14,35,57,119,78,180,172,452,20,46,1207,3351
POA3562,30,64,0,0,4,10,0,11,17,65,18,85,0,0,0,3,10,27,11,26,32,110,0,0,0,0,0,0,4,11,4,12,0,0,0,0,5,6,4,4,10,24,0,3,76,197
POA3563,98,195,0,8,11,67,0,3,40,151,57,231,4,17,3,12,23,64,30,92,80,320,0,6,0,7,0,5,19,50,22,70,0,0,5,6,16,37,22,44,43,108,0,5,223,630
POA3564,2130,4250,32,156,178,836,49,208,862,3404,1120,4607,94,383,126,414,338,1074,556,1870,1674,6481,8,37,62,227,30,119,316,855,417,1232,30,94,53,113,275,593,361,796,778,2030,60,117,4639,12872
POA3565,10,25,0,0,4,31,0,5,8,32,15,68,0,0,0,4,3,11,0,15,19,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,33,118
POA3566,78,151,0,0,8,23,6,10,31,133,46,173,0,5,3,12,12,45,20,66,66,236,0,0,0,0,0,0,12,26,12,26,0,0,5,6,9,12,9,18,23,44,0,3,161,440
POA3567,103,211,3,12,3,26,0,7,36,136,40,189,4,9,9,26,14,42,23,82,69,265,0,5,0,4,0,0,6,17,11,27,0,4,0,3,8,16,13,20,19,46,6,5,192,530
POA3568,423,847,3,12,31,140,0,16,142,560,175,726,13,47,21,80,66,212,102,335,281,1063,0,0,9,28,5,7,34,83,43,122,0,0,0,8,36,77,44,88,86,215,3,14,800,2139
POA3570,108,222,3,15,4,22,0,14,34,157,46,218,0,6,14,43,19,73,40,118,83,336,0,0,4,11,0,0,12,33,14,42,0,0,3,6,11,23,14,32,30,68,6,9,230,635
POA3571,44,83,5,12,0,0,0,11,19,75,24,96,5,11,4,13,7,20,12,46,35,137,0,0,0,7,0,9,0,4,0,13,0,0,0,3,7,20,11,19,10,32,0,0,88,254
POA3572,20,43,0,0,0,13,0,0,11,32,10,43,0,0,7,13,0,0,8,22,16,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,42,109
POA3573,36,78,0,0,4,19,0,0,16,68,23,96,0,4,0,7,5,20,6,36,28,131,0,0,0,3,0,8,3,13,7,25,0,0,0,3,5,3,7,12,12,28,0,10,88,244
POA3575,97,196,0,0,13,54,0,0,45,188,57,237,6,16,9,20,20,50,25,86,83,327,0,0,4,11,0,0,14,40,22,51,0,0,3,3,11,23,15,26,32,85,0,5,212,612
POA3576,9,19,0,0,0,14,0,0,9,17,6,26,0,0,0,0,0,0,0,0,6,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,53
POA3579,686,1359,16,80,44,220,21,102,250,1005,326,1407,20,66,35,95,98,311,146,471,475,1885,9,25,15,64,9,32,83,256,116,367,5,7,12,24,88,179,100,210,216,576,28,58,1402,3879
POA3580,186,371,0,0,6,35,5,28,41,162,52,215,6,24,7,27,23,72,37,120,86,342,0,0,3,11,0,5,25,58,25,79,0,0,0,3,18,36,20,39,43,113,4,8,320,832
POA3581,21,42,0,6,0,5,0,0,7,25,3,31,0,3,0,3,11,24,9,30,17,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,110
POA3583,18,34,0,0,5,19,0,6,6,21,12,51,0,13,9,16,0,11,14,38,22,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,42,126
POA3584,131,266,0,6,13,78,4,6,68,269,85,360,0,22,4,13,28,82,34,115,118,472,0,3,0,9,6,10,14,39,22,63,0,0,0,0,12,33,18,34,40,94,9,14,298,847
POA3585,1295,2588,22,123,91,434,21,107,696,2753,835,3420,33,147,76,253,192,606,303,1002,1135,4426,9,38,47,172,12,56,225,628,299,900,9,33,38,89,169,360,213,483,509,1379,48,111,2992,8498
POA3586,90,183,0,3,11,73,3,18,44,176,65,273,3,24,6,26,28,90,41,136,101,407,0,0,0,5,0,0,9,23,7,22,0,3,0,0,6,15,10,17,12,40,0,0,213,633
POA3588,54,103,0,0,3,16,0,7,17,72,22,100,0,0,8,11,18,63,24,70,43,172,0,0,0,5,0,5,4,18,8,28,0,0,3,4,6,15,8,19,16,50,3,6,117,332
POA3589,47,94,0,0,0,0,0,4,23,93,20,92,0,0,3,15,4,22,12,34,30,131,0,0,0,0,0,5,0,6,3,13,0,0,0,0,3,4,3,4,6,21,3,8,92,249
POA3590,40,86,0,0,4,22,0,7,22,89,26,118,0,13,0,12,8,28,14,48,45,167,0,0,0,4,0,0,3,8,3,11,0,0,0,0,0,0,0,0,3,15,0,0,91,259
POA3591,23,51,0,0,3,17,0,0,8,36,15,54,0,8,0,0,3,15,3,20,18,73,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,5,7,6,52,141
POA3594,83,162,0,8,3,24,0,0,21,73,28,101,0,3,6,14,8,30,17,49,40,149,0,8,0,0,0,6,6,23,11,36,0,0,4,8,9,13,7,15,18,55,0,5,148,371
POA3595,68,131,3,10,10,31,0,0,29,112,34,154,0,9,0,8,9,32,15,48,50,199,0,0,3,8,6,8,16,42,24,62,0,7,0,4,9,18,10,27,33,90,3,12,152,431
POA3596,14,27,0,0,0,4,0,3,4,14,6,20,0,0,0,3,3,6,3,10,9,30,0,0,0,6,0,0,3,3,3,8,0,0,0,4,0,0,0,4,4,14,0,0,22,73
POA3597,41,79,0,0,7,18,0,8,24,102,30,121,0,0,9,17,8,23,12,40,43,163,0,7,0,0,0,0,6,22,8,20,0,0,0,0,6,7,6,7,10,27,0,0,93,275
POA3599,20,38,0,0,0,7,0,0,6,27,10,38,0,3,0,0,3,13,5,15,15,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,35,96
POA3607,16,34,0,3,0,13,0,0,8,32,12,46,0,0,3,7,0,14,5,20,21,68,0,0,0,0,0,0,0,4,0,4,0,6,0,3,0,0,6,8,8,14,0,0,39,118
POA3608,414,829,6,32,17,70,12,30,128,509,160,645,8,31,23,55,47,153,75,242,237,892,0,0,0,21,0,4,43,119,48,145,0,0,4,15,50,100,52,117,105,259,10,13,763,1994
POA3610,190,369,8,27,15,74,8,27,63,244,87,371,3,28,18,46,36,115,56,193,147,560,0,5,0,10,0,0,22,52,24,62,0,0,10,14,17,40,23,63,49,125,0,0,389,1058
POA3612,262,531,0,0,16,78,0,9,64,241,81,328,5,20,0,12,40,123,46,152,129,486,0,0,9,24,6,12,21,48,29,85,4,9,4,10,31,60,33,75,66,161,9,25,471,1201
POA3614,103,206,3,18,12,49,4,21,79,313,96,395,4,15,9,41,24,77,41,129,135,527,0,0,0,7,0,0,10,32,14,32,4,5,0,0,6,10,5,16,16,45,0,0,257,780
POA3616,678,1359,10,56,52,258,20,84,322,1281,407,1680,30,117,36,126,127,389,185,629,596,2309,3,14,21,63,8,22,92,227,116,337,6,20,6,18,78,177,97,217,212,552,24,52,1506,4272
POA3617,18,44,0,0,5,17,0,3,8,30,13,55,0,0,0,0,10,24,8,29,22,84,0,0,0,4,0,0,0,4,0,5,0,0,0,0,0,0,0,0,5,7,0,0,44,133
POA3618,85,169,0,13,6,14,0,7,26,105,34,141,0,4,7,21,19,68,27,90,65,234,0,9,3,14,0,0,18,41,23,60,0,0,0,0,12,26,12,26,35,84,0,0,181,486
POA3620,1007,2005,24,110,87,409,24,132,421,1685,551,2332,36,155,59,201,217,683,306,1032,864,3364,5,15,28,102,12,49,139,384,186,553,12,41,38,75,153,334,199,448,380,1001,21,51,2281,6427
POA3621,276,553,10,34,29,158,7,39,139,570,182,797,15,79,14,33,49,159,77,272,256,1070,4,10,4,20,9,16,43,124,58,181,0,0,6,12,27,66,35,77,90,256,3,5,633,1891
POA3622,56,107,0,20,11,45,3,9,28,121,40,193,3,15,9,22,17,50,22,87,66,285,0,0,0,4,0,0,7,20,8,28,0,0,0,0,4,10,4,10,16,36,0,5,141,428
POA3623,135,264,4,9,8,24,4,35,37,135,46,203,3,13,7,12,17,38,20,62,68,268,0,5,3,8,0,4,22,65,27,80,3,9,0,0,25,47,25,54,50,133,5,4,255,671
POA3624,68,136,0,6,4,25,4,10,28,113,38,153,3,14,5,10,10,33,19,63,55,211,0,0,0,6,0,0,11,30,10,33,3,6,0,0,11,26,11,34,22,63,0,0,146,419
POA3629,976,1951,17,95,79,371,32,139,391,1525,516,2125,44,198,55,177,195,633,299,1011,815,3136,9,39,50,182,32,109,225,642,317,970,16,48,22,41,202,427,234,516,552,1484,45,88,2383,6663
POA3630,3077,6175,84,515,298,1497,84,418,1705,6786,2169,9207,155,666,172,575,525,1682,855,2928,3021,12138,33,169,142,504,78,281,680,1917,933,2873,68,221,131,285,541,1198,742,1702,1675,4576,142,310,7919,23202
POA3631,1482,2971,43,254,235,1131,59,298,1102,4527,1439,6209,104,447,148,505,370,1214,623,2162,2064,8373,7,28,30,99,22,71,165,468,219,663,18,51,39,81,134,281,189,420,411,1088,29,55,3985,12486
POA3633,61,125,0,7,5,37,4,17,35,149,48,213,13,51,7,23,18,62,42,134,91,349,0,0,0,7,0,0,8,24,9,23,0,0,0,0,6,8,6,8,14,37,3,4,160,509
POA3634,213,416,4,27,27,143,13,42,115,471,154,679,9,42,19,69,46,145,78,253,232,935,0,3,9,15,6,17,26,65,33,106,3,15,7,25,34,65,41,100,72,204,6,3,520,1560
POA3635,76,150,0,0,7,32,4,6,29,97,35,139,0,14,5,15,13,44,22,72,56,210,0,0,0,0,0,3,6,18,10,21,3,6,0,0,5,13,8,20,12,39,0,0,149,399
POA3636,672,1349,14,54,55,252,20,89,229,917,314,1305,20,93,37,104,104,329,156,527,469,1837,3,8,14,55,11,29,105,287,131,382,11,38,20,42,97,214,128,291,257,673,17,40,1425,3892
POA3637,68,146,0,10,8,32,3,13,47,185,53,241,4,7,3,17,21,73,29,92,82,329,0,0,0,0,0,5,10,26,8,32,0,0,0,4,9,12,6,17,19,44,0,0,171,519
POA3638,252,507,8,68,26,104,8,37,104,426,144,641,19,90,16,52,32,99,63,241,212,874,0,0,6,33,3,12,28,75,41,121,5,5,6,20,44,98,52,128,97,246,8,10,561,1640
POA3639,71,144,0,0,3,8,0,3,19,64,20,78,0,0,4,15,12,47,24,70,44,147,0,0,0,0,0,0,9,15,9,15,0,0,3,3,8,16,10,20,12,35,0,3,132,329
POA3640,102,206,5,14,18,69,5,8,59,238,84,335,7,34,0,15,24,81,37,133,116,466,0,3,0,4,6,7,15,36,19,52,0,3,6,10,16,33,22,51,41,101,0,3,261,782
POA3641,145,293,4,22,13,78,4,9,68,302,96,414,9,27,8,22,22,72,37,123,129,534,0,0,0,6,3,11,17,61,20,82,3,10,0,7,22,40,23,57,49,129,5,9,329,965
POA3644,1244,2468,21,123,87,415,33,149,435,1757,572,2441,34,143,61,209,168,523,264,871,837,3318,6,34,31,107,9,32,158,420,203,594,14,46,23,44,140,297,178,392,379,982,21,54,2483,6818
POA3646,81,164,0,0,8,25,3,20,25,99,32,141,0,8,9,21,14,44,26,72,58,216,0,5,0,6,0,0,14,42,16,52,0,0,5,7,9,17,13,21,28,83,4,5,174,466
POA3647,0,3,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,3,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8
POA3649,57,108,0,0,4,38,3,16,18,88,34,134,3,24,5,6,7,28,19,61,47,197,0,0,0,0,0,4,8,21,9,26,0,0,0,0,7,21,7,21,19,38,0,3,123,355
POA3658,676,1346,20,120,63,301,21,91,347,1415,458,1919,30,130,57,192,154,509,239,828,701,2745,0,4,13,59,16,44,105,302,136,405,16,59,20,45,132,291,172,391,306,796,21,51,1702,4939
POA3659,108,219,0,7,3,30,3,14,33,129,41,178,5,13,9,28,24,72,36,117,77,294,0,0,6,9,0,0,14,44,19,51,0,0,6,8,17,35,20,40,38,94,0,4,228,614
POA3660,897,1774,15,91,54,255,16,81,313,1195,400,1623,38,170,47,148,176,544,263,865,659,2483,6,15,23,102,16,63,161,428,204,611,14,36,34,82,217,481,266,595,467,1209,35,76,2063,5546
POA3662,64,124,4,18,13,64,6,23,116,441,134,539,0,0,0,8,6,14,8,19,140,563,0,0,0,0,0,0,3,7,3,7,0,0,0,3,0,0,4,6,5,17,0,0,214,700
POA3663,31,52,0,0,0,5,0,0,4,27,6,29,0,3,3,4,4,19,7,23,16,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,8,15,8,15,0,0,56,130
POA3664,165,329,0,0,11,40,4,25,61,251,74,316,6,36,11,26,24,86,43,144,121,461,4,10,3,11,0,0,18,51,26,69,3,5,0,0,20,45,25,56,52,123,5,4,333,917
POA3665,61,126,0,7,0,9,6,4,21,70,20,88,0,8,7,9,8,21,14,40,31,132,0,0,0,4,0,0,6,17,7,18,3,10,0,0,3,10,5,18,14,39,0,4,109,304
POA3666,745,1468,5,41,31,154,11,65,208,828,261,1084,20,86,31,108,101,306,153,495,409,1583,3,17,16,51,3,17,74,185,95,272,5,26,18,40,95,205,122,269,222,538,23,40,1391,3631
POA3669,210,422,0,5,8,26,0,0,62,262,72,294,4,12,19,46,20,64,36,123,107,415,0,4,3,8,3,13,14,34,21,55,0,4,4,13,27,57,34,71,56,128,13,22,384,987
POA3670,97,192,0,5,6,18,0,0,30,107,38,137,4,11,5,13,14,52,22,74,59,208,0,3,0,4,0,3,6,14,8,25,0,0,0,3,13,20,16,26,21,51,6,16,182,465
POA3672,1485,2969,7,57,78,355,20,88,418,1633,523,2133,38,167,60,196,197,611,296,973,817,3098,10,38,31,122,20,69,191,515,253,750,14,42,34,80,219,463,265,586,519,1335,36,75,2861,7478
POA3673,311,613,3,9,13,65,0,19,93,366,111,462,14,56,9,32,47,142,69,233,183,688,0,4,6,12,0,6,15,39,22,57,0,0,3,15,15,30,20,48,48,110,5,13,546,1424
POA3675,269,533,4,23,25,102,3,23,116,458,146,601,13,54,23,74,52,159,91,279,233,883,0,0,6,17,0,3,27,66,29,79,0,0,9,20,24,43,29,58,59,140,4,13,571,1566
POA3677,2141,4282,28,157,185,862,41,188,993,3905,1243,5107,87,351,135,443,307,960,525,1751,1771,6863,17,81,82,280,51,181,402,1046,553,1597,20,62,95,202,358,781,470,1049,1023,2639,59,127,4994,13913
POA3678,938,1860,11,57,107,514,17,84,379,1534,514,2181,45,194,57,195,156,493,262,878,780,3064,4,11,5,17,3,17,57,151,73,196,3,4,17,35,61,129,84,171,150,364,17,31,1878,5319
POA3682,83,164,0,11,7,27,7,17,41,179,58,238,3,16,6,23,14,39,23,74,78,311,0,0,6,5,0,0,9,17,12,21,0,0,0,0,4,13,9,18,19,38,0,4,177,521
POA3683,247,484,6,30,18,72,12,33,81,319,108,457,7,31,21,61,40,140,70,228,181,683,0,3,5,17,0,4,17,45,22,68,3,6,4,7,24,56,34,72,60,140,8,17,489,1330
POA3685,397,793,3,23,34,131,6,13,160,611,196,775,11,47,25,68,60,188,91,301,290,1076,0,9,10,41,3,26,47,123,65,200,6,19,13,24,43,79,56,121,126,322,12,29,824,2218
POA3687,150,304,0,0,8,49,3,9,62,241,77,299,3,21,5,23,24,83,34,125,112,427,0,0,4,12,6,6,8,26,16,42,3,8,0,4,21,42,21,53,40,93,7,11,309,828
POA3688,175,344,4,12,20,69,3,14,93,366,112,466,4,29,10,37,40,123,58,192,173,654,0,0,0,3,0,6,7,17,5,23,0,0,3,13,11,26,17,40,25,58,0,3,369,1061
POA3690,3740,7488,67,384,340,1601,98,436,1993,7721,2494,10148,161,678,233,784,638,2045,1035,3505,3528,13652,38,168,153,549,74,267,870,2346,1136,3335,68,231,178,391,621,1320,871,1950,2006,5282,149,314,9422,26733
POA3691,1400,2792,30,138,158,725,42,196,1070,4249,1297,5304,68,270,103,326,226,709,395,1308,1690,6613,3,8,18,72,7,20,158,428,188,524,13,54,26,57,84,193,131,303,319,831,16,31,3427,10259
POA3695,75,146,0,10,4,31,3,24,29,113,41,179,4,6,3,18,15,50,22,74,61,251,0,0,0,3,0,4,0,6,5,9,0,0,6,7,6,12,10,18,12,28,0,3,150,427
POA3697,85,178,0,6,9,45,0,0,33,117,44,170,4,14,3,14,6,19,15,47,56,214,0,3,0,6,0,0,8,14,9,21,0,4,0,3,4,11,11,16,15,35,6,3,159,434
POA3698,158,312,0,6,15,72,0,5,58,207,76,291,0,11,7,29,13,31,23,68,92,364,0,0,5,15,0,0,9,9,9,25,0,4,3,7,8,20,16,29,21,52,0,5,282,729
POA3699,121,242,0,0,9,46,3,14,47,179,63,242,6,6,6,19,4,9,13,39,75,274,0,0,5,18,0,0,22,45,21,57,0,0,5,3,16,34,25,44,48,102,6,12,246,634
POA3700,196,386,8,34,8,50,3,15,66,283,92,378,5,19,12,33,23,63,35,110,127,484,0,0,5,10,4,9,21,60,28,77,3,9,0,0,18,43,23,51,48,131,4,9,374,1010
POA3701,188,370,0,6,14,66,0,5,47,203,66,279,3,14,8,22,15,60,32,95,93,377,0,0,0,6,4,15,4,15,7,29,4,3,0,0,3,6,4,13,14,39,0,0,300,785
POA3704,4,5,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,5,0,5,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,3,10
POA3705,37,72,0,4,3,9,0,0,7,27,11,35,0,3,3,7,0,5,3,18,16,53,0,0,0,0,0,5,0,0,0,4,0,0,0,0,4,6,4,6,7,7,0,0,61,141
POA3707,264,526,0,0,15,74,6,28,96,377,115,475,5,18,11,28,26,83,45,132,161,604,0,4,4,14,5,15,21,60,29,94,0,8,7,17,17,33,23,58,51,150,9,13,483,1295
POA3708,17,27,0,0,6,8,0,0,5,8,5,17,0,0,0,0,0,3,0,3,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,21,48
POA3709,54,107,0,0,0,11,0,5,7,31,13,50,0,0,0,5,5,15,8,20,17,67,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10,8,14,8,14,0,3,76,183
POA3711,97,183,0,0,4,17,4,11,22,100,29,126,0,5,9,20,15,45,24,71,52,192,0,0,3,6,0,0,5,17,7,25,0,0,0,4,4,11,10,13,16,33,0,0,162,415
POA3712,55,108,0,0,3,9,0,5,14,55,16,71,0,0,0,5,8,23,12,31,28,102,0,6,0,0,0,0,3,7,5,7,0,4,0,0,3,13,5,10,12,18,0,0,90,232
POA3713,146,290,0,9,10,32,3,6,29,114,44,161,0,5,7,15,10,30,13,44,53,208,0,0,5,16,0,4,14,33,16,53,0,6,0,7,19,34,24,49,40,99,5,7,240,597
POA3714,538,1076,5,21,31,150,3,26,185,730,230,928,20,73,29,103,56,181,102,351,334,1275,0,7,15,39,6,15,44,121,59,181,3,15,17,29,65,139,86,181,145,362,8,23,1037,2737
POA3715,65,136,0,14,5,12,0,5,20,75,22,101,4,4,0,0,6,16,10,25,28,126,0,0,0,0,0,0,4,11,4,11,0,4,0,0,6,9,8,14,11,18,0,4,111,283
POA3717,511,1012,10,48,19,73,10,45,155,606,192,773,19,67,17,65,63,195,99,325,291,1098,0,5,17,66,3,5,40,105,65,183,4,12,7,22,65,140,77,173,141,357,11,18,949,2485
POA3718,19,32,0,0,0,4,0,0,4,14,4,12,0,0,0,0,0,6,0,6,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,4,12,6,7,0,0,28,67
POA3719,81,166,0,0,4,13,0,10,16,43,22,76,6,8,10,19,8,24,20,54,34,123,0,0,0,0,0,0,6,21,6,21,0,0,0,0,3,11,6,13,13,31,0,3,135,324
POA3720,119,244,0,5,10,38,0,0,27,90,33,130,4,19,0,7,19,47,22,74,54,201,0,0,3,6,0,0,3,12,6,18,0,0,0,8,7,15,11,21,18,37,0,4,195,488
POA3722,785,1568,10,59,63,288,6,44,335,1362,421,1759,16,55,28,94,87,272,132,419,556,2180,3,12,18,50,5,23,82,201,109,288,4,11,8,20,87,180,106,219,211,509,16,33,1566,4281
POA3723,488,954,0,3,21,103,0,11,152,593,176,703,11,33,22,65,54,153,83,251,258,958,0,0,6,8,4,10,28,75,36,96,0,0,10,16,37,72,40,86,77,186,0,9,826,2106
POA3725,98,189,4,18,10,48,0,9,31,133,45,203,3,8,5,11,16,51,20,69,69,271,0,0,0,0,0,3,0,10,3,13,0,3,0,5,0,9,7,13,12,23,0,0,176,491
POA3726,59,120,0,3,5,8,0,10,18,79,26,100,3,14,6,16,10,39,17,66,40,166,0,0,3,7,3,5,0,4,6,15,0,0,0,0,5,10,5,10,8,30,0,0,114,318
POA3727,45,90,0,0,0,10,0,5,14,40,16,52,0,4,4,10,13,32,17,48,29,102,0,0,0,0,0,0,7,16,7,16,0,0,3,8,5,11,6,19,13,34,0,0,89,235
POA3728,95,189,0,4,4,14,5,23,39,159,49,204,0,5,0,13,13,33,14,49,61,251,0,0,3,7,0,7,17,39,23,52,0,6,5,4,11,29,16,39,33,89,6,7,196,543
POA3730,1449,2876,21,110,92,430,30,125,455,1829,597,2496,49,207,47,161,174,540,266,904,868,3400,4,15,28,84,13,41,164,445,210,585,10,22,17,44,125,272,157,339,371,921,20,37,2699,7237
POA3732,88,174,0,3,3,22,0,6,33,135,45,164,6,12,5,18,7,17,13,52,62,220,0,7,5,6,0,0,9,25,14,40,0,3,0,0,6,15,9,15,24,59,3,12,175,461
POA3733,42,77,0,0,4,19,0,3,8,33,13,57,0,0,0,0,0,3,0,3,11,59,0,0,0,0,0,0,3,11,3,11,0,0,0,0,0,6,0,7,8,19,5,4,62,162
POA3735,108,210,0,8,4,12,0,12,35,142,40,173,0,12,9,17,18,56,29,82,69,257,0,0,0,6,0,0,9,26,8,26,0,0,4,7,9,20,16,26,23,52,5,5,194,522
POA3737,646,1293,0,19,44,197,4,33,222,877,272,1139,29,124,41,124,89,267,156,518,430,1653,0,7,14,37,5,20,71,175,87,243,0,3,14,25,61,127,73,163,161,408,14,31,1251,3377
POA3738,35,68,0,0,0,0,0,3,9,40,11,42,0,7,0,0,6,8,5,18,17,62,0,0,3,4,0,0,0,0,3,9,0,0,0,0,0,0,3,3,5,16,0,4,60,146
POA3739,39,76,0,0,0,5,0,0,10,40,11,44,0,0,0,3,0,10,0,14,15,55,0,0,0,0,0,6,3,12,3,20,0,0,3,6,0,4,5,6,12,27,3,3,62,161
POA3740,166,323,4,6,12,46,0,8,84,322,97,387,10,29,10,38,24,68,40,135,136,520,0,0,4,17,0,0,9,17,16,35,0,6,0,5,14,29,18,44,32,83,4,5,337,927
POA3741,482,945,8,36,31,132,3,15,169,654,213,841,8,34,24,86,50,138,85,261,296,1099,0,0,5,16,3,6,44,105,51,125,3,16,8,20,38,75,52,107,107,232,7,8,882,2294
POA3744,62,127,0,3,5,29,0,11,43,154,49,197,0,7,3,14,8,23,17,47,58,243,0,0,0,4,0,3,6,12,11,25,0,3,0,0,3,7,4,6,12,30,0,0,143,403
POA3746,55,111,0,0,3,24,4,6,22,87,28,115,0,0,8,14,14,43,17,57,47,171,0,0,0,3,0,4,0,7,0,15,0,0,0,0,4,10,4,8,7,17,4,5,113,307
POA3747,711,1417,6,36,65,287,11,39,262,1034,339,1387,20,66,51,151,74,222,140,440,479,1829,3,10,11,30,11,24,71,182,88,244,6,10,22,39,78,153,104,206,193,452,10,24,1389,3720
POA3749,303,589,3,16,37,157,0,7,127,511,164,696,14,47,18,64,34,107,69,219,240,917,0,5,3,6,0,4,29,66,33,84,0,5,8,21,16,36,31,59,60,151,3,8,602,1662
POA3750,1540,3159,66,383,353,1702,54,271,3053,11858,3523,14216,110,494,181,635,288,991,579,2118,4107,16334,16,77,61,258,29,107,332,928,439,1371,34,124,65,167,219,535,326,825,763,2198,96,194,6501,21886
POA3751,15,34,0,9,0,4,0,0,6,25,9,34,0,0,0,9,4,16,11,28,16,63,0,0,0,0,0,0,5,4,5,4,0,0,0,0,3,4,3,4,3,14,0,5,43,115
POA3752,1736,3518,63,361,450,2039,79,363,2000,7753,2597,10512,314,1353,339,1236,713,2435,1366,5029,3960,15540,22,83,79,256,29,133,306,834,431,1304,70,225,120,278,413,956,607,1459,1034,2766,77,169,6813,21990
