POA_CODE_2021,M_PoDe_PoDe_NFD_Mng,M_PoDe_PoDe_NFD_Pro,M_PoDe_PoDe_NFD_TTW,M_PoDe_PoDe_NFD_CPS,M_PoDe_PoDe_NFD_CA,M_PoDe_PoDe_NFD_Sal,M_PoDe_PoDe_NFD_MOD,M_PoDe_PoDe_NFD_Lab,M_PoDe_PoDe_NFD_IDNS,M_PoDe_PoDe_NFD_Tot,M_PoDe_DoctDe_Mng,M_PoDe_DoctDe_Pro,M_PoDe_DoctDe_TTW,M_PoDe_DoctDe_CPS,M_PoDe_DoctDe_CA,M_PoDe_DoctDe_Sal,M_PoDe_DoctDe_MOD,M_PoDe_DoctDe_Lab,M_PoDe_DoctDe_IDNS,M_PoDe_DoctDe_Tot,M_PoDe_MasDe_Mng,M_PoDe_MasDe_Pro,M_PoDe_MasDe_TTW,M_PoDe_MasDe_CPS,M_PoDe_MasDe_CA,M_PoDe_MasDe_Sal,M_PoDe_MasDe_MOD,M_PoDe_MasDe_Lab,M_PoDe_MasDe_IDNS,M_PoDe_MasDe_Tot,M_GrDiGrCer_GrDiGrCerNFD_Mng,M_GrDiGrCer_GrDiGrCerNFD_Pro,M_GrDiGrCer_GrDiGrCerNFD_TTW,M_GrDiGrCer_GrDiGrCerNFD_CPS,M_GrDiGrCer_GrDiGrCerNFD_CA,M_GrDiGrCer_GrDiGrCerNFD_Sal,M_GrDiGrCer_GrDiGrCerNFD_MOD,M_GrDiGrCer_GrDiGrCerNFD_Lab,M_GrDiGrCer_GrDiGrCerNFD_IDNS,M_GrDiGrCer_GrDiGrCerNFD_Tot,M_GrDi_GrCer_GrDi_Mng,M_GrDi_GrCer_GrDi_Pro,M_GrDi_GrCer_GrDi_TTW,M_GrDi_GrCer_GrDi_CPS,M_GrDi_GrCer_GrDi_CA,M_GrDi_GrCer_GrDi_Sal,M_GrDi_GrCer_GrDi_MOD,M_GrDi_GrCer_GrDi_Lab,M_GrDi_GrCer_GrDi_IDNS,M_GrDi_GrCer_GrDi_Tot,M_GrDi_GrCer_GradCer_Mng,M_GrDi_GrCer_GradCer_Pro,M_GrDi_GrCer_GradCer_TTW,M_GrDi_GrCer_GradCer_CPS,M_GrDi_GrCer_GradCer_CA,M_GrDi_GrCer_GradCer_Sal,M_GrDi_GrCer_GradCer_MOD,M_GrDi_GrCer_GradCer_Lab,M_GrDi_GrCer_GradCer_IDNS,M_GrDi_GrCer_GradCer_Tot,M_BaDe_BaDe_Mng,M_BaDe_BaDe_Pro,M_BaDe_BaDe_TTW,M_BaDe_BaDe_CPS,M_BaDe_BaDe_CA,M_BaDe_BaDe_Sal,M_BaDe_BaDe_MOD,M_BaDe_BaDe_Lab,M_BaDe_BaDe_IDNS,M_BaDe_BaDe_Tot,M_AdvDi_Di_AdvDi_Di_NFD_Mng,M_AdvDi_Di_AdvDi_Di_NFD_Pro,M_AdvDi_Di_AdvDi_Di_NFD_TTW,M_AdvDi_Di_AdvDi_Di_NFD_CPS,M_AdvDi_Di_AdvDi_Di_NFD_CA,M_AdvDi_Di_AdvDi_Di_NFD_Sal,M_AdvDi_Di_AdvDi_Di_NFD_MOD,M_AdvDi_Di_AdvDi_Di_NFD_Lab,M_AdvDi_Di_AdvDi_Di_NFD_IDNS,M_AdvDi_Di_AdvDi_Di_NFD_Tot,M_AdvDi_Di_AdvDi_AsDe_Mng,M_AdvDi_Di_AdvDi_AsDe_Pro,M_AdvDi_Di_AdvDi_AsDe_TTW,M_AdvDi_Di_AdvDi_AsDe_CPS,M_AdvDi_Di_AdvDi_AsDe_CA,M_AdvDi_Di_AdvDi_AsDe_Sal,M_AdvDi_Di_AdvDi_AsDe_MOD,M_AdvDi_Di_AdvDi_AsDe_Lab,M_AdvDi_Di_AdvDi_AsDe_IDNS,M_AdvDi_Di_AdvDi_AsDe_Tot,M_AdvDi_Di_Dip_Mng,M_AdvDi_Di_Dip_Pro,M_AdvDi_Di_Dip_TTW,M_AdvDi_Di_Dip_CPS,M_AdvDi_Di_Dip_CA,M_AdvDi_Di_Dip_Sal,M_AdvDi_Di_Dip_MOD,M_AdvDi_Di_Dip_Lab,M_AdvDi_Di_Dip_IDNS,M_AdvDi_Di_Dip_Tot,M_Cert_CertIII_IV_Mng,M_Cert_CertIII_IV_Pro,M_Cert_CertIII_IV_TTW,M_Cert_CertIII_IV_CPS,M_Cert_CertIII_IV_CA,M_Cert_CertIII_IV_Sal,M_Cert_CertIII_IV_MOD,M_Cert_CertIII_IV_Lab,M_Cert_CertIII_IV_IDNS,M_Cert_CertIII_IV_Tot,M_Cert_CertI_II_Mng,M_Cert_CertI_II_Pro,M_Cert_CertI_II_TTW,M_Cert_CertI_II_CPS,M_Cert_CertI_II_CA,M_Cert_CertI_II_Sal,M_Cert_CertI_II_MOD,M_Cert_CertI_II_Lab,M_Cert_CertI_II_IDNS,M_Cert_CertI_II_Tot,M_Cert_Cert_nfd_Mng,M_Cert_Cert_nfd_Pro,M_Cert_Cert_nfd_TTW,M_Cert_Cert_nfd_CPS,M_Cert_Cert_nfd_CA,M_Cert_Cert_nfd_Sal,M_Cert_Cert_nfd_MOD,M_Cert_Cert_nfd_Lab,M_Cert_Cert_nfd_IDNS,M_Cert_Cert_nfd_Tot,M_LE_ID_Mng,M_LE_ID_Pro,M_LE_ID_TTW,M_LE_ID_CPS,M_LE_ID_CA,M_LE_ID_Sal,M_LE_ID_MOD,M_LE_ID_Lab,M_LE_ID_IDNS,M_LE_ID_Tot,M_LE_NS_Mng,M_LE_NS_Pro,M_LE_NS_TTW,M_LE_NS_CPS,M_LE_NS_CA,M_LE_NS_Sal,M_LE_NS_MOD,M_LE_NS_Lab,M_LE_NS_IDNS,M_LE_NS_Tot,M_Tot_Mng,M_Tot_Pro,M_Tot_TTW,M_Tot_CPS,M_Tot_CA,M_Tot_Sal,M_Tot_MOD,M_Tot_Lab,M_Tot_IDNS,M_Tot_Tot,F_PoDe_PoDe_NFD_Mng,F_PoDe_PoDe_NFD_Pro,F_PoDe_PoDe_NFD_TTW,F_PoDe_PoDe_NFD_CPS,F_PoDe_PoDe_NFD_CA,F_PoDe_PoDe_NFD_Sal,F_PoDe_PoDe_NFD_MOD,F_PoDe_PoDe_NFD_Lab,F_PoDe_PoDe_NFD_IDNS,F_PoDe_PoDe_NFD_Tot,F_PoDe_DoctDe_Mng,F_PoDe_DoctDe_Pro,F_PoDe_DoctDe_TTW,F_PoDe_DoctDe_CPS,F_PoDe_DoctDe_CA,F_PoDe_DoctDe_Sal,F_PoDe_DoctDe_MOD,F_PoDe_DoctDe_Lab,F_PoDe_DoctDe_IDNS,F_PoDe_DoctDe_Tot,F_PoDe_MasDe_Mng,F_PoDe_MasDe_Pro,F_PoDe_MasDe_TTW,F_PoDe_MasDe_CPS,F_PoDe_MasDe_CA,F_PoDe_MasDe_Sal,F_PoDe_MasDe_MOD,F_PoDe_MasDe_Lab,F_PoDe_MasDe_IDNS,F_PoDe_MasDe_Tot,F_GrDiGrCer_GrDiGrCerNFD_Mng,F_GrDiGrCer_GrDiGrCerNFD_Pro,F_GrDiGrCer_GrDiGrCerNFD_TTW,F_GrDiGrCer_GrDiGrCerNFD_CPS,F_GrDiGrCer_GrDiGrCerNFD_CA,F_GrDiGrCer_GrDiGrCerNFD_Sal,F_GrDiGrCer_GrDiGrCerNFD_MOD,F_GrDiGrCer_GrDiGrCerNFD_Lab,F_GrDiGrCer_GrDiGrCerNFD_IDNS,F_GrDiGrCer_GrDiGrCerNFD_Tot
POA3816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,0,6,3,0,0,3,0,41,0,0,0,0,0,0,0,0,0,0,0,9,3,9,0,0,3,3,0,23,7,0,3,4,3,0,3,4,0,28,44,9,151,4,8,3,39,43,6,302,4,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,7,0,0,5,0,0,0,7,4,0,21,68,41,171,23,14,10,50,60,12,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,3,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0
POA3818,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,12,23,38,0,0,7,0,0,4,0,79,0,0,0,0,0,0,0,0,0,4,7,22,0,6,4,0,0,0,0,42,4,3,0,0,0,0,0,0,0,17,65,180,31,31,23,15,9,16,8,363,0,0,0,0,0,0,0,0,0,6,34,33,22,13,6,10,8,16,0,135,48,31,49,30,9,21,11,12,0,218,209,39,758,41,39,53,195,191,32,1565,5,0,5,0,5,0,3,11,0,31,19,9,10,4,8,5,10,9,0,70,4,7,0,0,0,0,0,0,0,17,11,4,7,5,0,0,9,14,9,66,435,374,886,133,100,113,248,282,54,2619,0,3,0,0,0,0,0,0,0,3,0,18,0,0,0,0,0,0,0,20,12,99,5,7,8,0,0,0,0,126,0,4,0,0,0,0,0,0,0,5
POA3820,0,9,0,0,0,0,0,0,0,5,4,37,6,0,0,0,0,0,0,44,35,101,4,3,12,8,0,0,0,167,0,4,0,0,0,0,0,0,0,6,17,56,0,6,6,0,0,0,0,89,12,13,3,0,0,0,0,0,0,27,131,361,35,41,32,16,12,51,10,685,0,0,0,0,0,0,0,0,0,0,25,30,26,10,13,5,3,13,0,140,58,39,42,64,26,17,15,27,0,290,226,46,745,63,33,81,173,174,26,1571,8,6,3,0,3,0,9,9,0,41,10,7,5,9,5,3,19,5,0,69,4,10,0,4,0,0,4,6,0,25,7,6,8,8,3,3,9,13,10,64,525,722,890,228,139,129,238,301,52,3232,0,6,0,0,0,0,0,0,0,6,4,30,0,0,3,0,0,0,0,38,37,177,0,11,16,0,0,0,3,245,0,6,0,4,0,0,0,0,0,10
POA3821,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,3,5,14,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,33,52,10,4,3,0,3,5,0,111,0,0,0,0,0,0,0,0,0,0,6,12,3,3,0,7,0,0,0,34,16,3,7,6,0,0,0,0,0,30,64,14,131,8,7,9,30,33,8,305,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,11,148,99,159,28,18,22,39,45,6,553,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,5,4,30,0,0,4,0,0,0,0,42,0,3,0,0,0,0,0,0,0,4
POA3822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,11,0,0,0,0,0,0,3,0,0,4,16,0,59,3,3,0,13,14,0,118,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,29,16,61,7,3,3,19,15,4,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
POA3823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,13,19,5,6,3,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,13,7,5,3,4,0,7,0,7,0,29,32,3,87,18,10,6,29,26,3,208,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,9,63,42,97,34,11,15,28,32,8,327,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,22,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0
POA3824,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,9,5,16,0,0,0,0,0,0,0,26,0,4,0,0,0,0,0,0,0,4,8,11,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,27,53,10,17,3,3,0,4,0,121,0,0,0,0,0,0,0,0,0,0,11,8,8,4,0,0,0,4,3,36,19,13,9,10,5,4,0,8,0,62,69,15,220,14,11,16,66,61,8,485,3,0,0,6,0,0,5,0,0,18,4,0,0,3,0,3,6,4,0,17,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,9,5,0,21,146,130,250,54,27,31,85,81,12,809,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,11,10,28,0,7,3,0,0,0,0,39,3,0,0,0,0,0,0,0,0,4
POA3825,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,11,5,29,5,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,6,13,4,3,0,0,0,0,0,27,3,3,0,0,3,0,0,0,0,8,40,128,17,27,13,6,5,13,3,259,3,0,0,0,0,0,0,0,0,8,22,14,19,14,9,4,9,6,3,103,41,28,42,29,11,9,15,22,0,203,172,50,913,108,66,52,204,222,45,1830,8,3,3,0,4,0,5,14,6,46,3,0,4,9,0,0,5,10,4,43,5,0,5,3,0,0,0,0,0,11,3,10,14,3,4,5,8,18,8,72,315,284,1022,203,115,92,262,309,62,2663,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,13,13,69,0,5,7,0,0,0,0,105,0,6,0,0,0,0,0,0,0,10
POA3831,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,10,16,3,0,4,0,0,0,3,42,0,0,0,0,0,0,0,0,0,0,12,0,3,3,4,0,0,6,0,29,3,6,0,6,0,0,4,3,0,22,35,6,84,3,5,7,22,19,4,192,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,69,42,92,12,9,16,33,31,8,320,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,12,0,0,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0
POA3832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,6,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,12,5,11,0,0,3,0,6,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
POA3833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,5,0,10,0,0,0,5,6,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,4,13,7,14,0,0,4,9,8,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
POA3835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,6,0,12,4,0,0,5,8,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,24,8,11,4,0,5,5,11,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3840,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,12,8,30,3,0,0,0,0,0,3,49,0,0,0,0,0,0,0,0,0,0,3,15,5,7,4,0,0,0,0,26,0,9,0,0,0,0,0,0,0,10,45,116,37,17,14,14,14,16,3,274,0,0,0,0,0,0,0,0,0,0,13,12,22,9,9,0,6,3,3,70,35,21,35,26,15,6,14,6,3,161,88,34,550,77,61,49,167,137,24,1179,5,5,8,0,0,7,6,8,0,36,6,0,12,5,0,0,3,0,0,29,3,0,3,4,0,0,0,7,0,20,5,6,16,3,6,8,17,22,12,84,204,241,679,143,113,84,228,199,57,1949,0,0,0,0,0,0,0,0,0,4,3,11,0,0,0,0,0,0,0,13,12,59,0,6,5,0,0,0,0,78,0,5,0,0,0,0,0,0,0,8
POA3842,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,15,3,12,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,6,11,39,12,0,0,8,3,3,0,76,0,0,0,0,0,0,0,0,0,0,4,10,7,4,0,0,4,0,0,30,9,8,4,12,3,3,6,5,0,54,31,10,149,27,15,13,56,39,13,342,0,0,0,0,0,6,3,0,0,16,5,0,0,3,5,0,5,0,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,13,74,86,183,51,24,25,75,53,11,594,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,15,0,6,0,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0
POA3844,0,6,0,0,0,0,0,0,0,6,3,36,4,0,0,0,0,0,0,52,42,143,12,9,6,5,0,0,0,217,0,10,0,0,0,0,0,0,0,13,10,33,4,7,6,0,3,3,0,63,7,7,0,5,0,0,0,0,0,24,147,487,56,50,58,19,16,21,11,870,0,0,0,0,0,0,0,0,0,3,38,57,41,28,11,10,3,5,10,200,83,69,69,64,40,16,22,23,10,395,288,89,1337,124,108,84,338,325,47,2744,8,4,9,13,8,9,11,15,5,73,15,7,3,4,8,7,18,14,0,75,7,8,9,0,0,0,3,3,0,35,18,14,11,3,3,8,12,24,5,106,672,970,1572,304,255,158,427,431,88,4874,0,9,0,0,0,0,0,0,0,16,5,42,3,0,0,0,0,0,0,43,31,245,7,17,11,5,0,0,0,323,3,16,0,0,0,0,0,0,0,22
POA3847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,14,15,0,0,0,0,0,3,0,37,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,8,6,3,0,4,0,0,0,3,0,19,29,4,99,9,0,8,30,25,6,208,0,0,0,0,0,0,0,7,0,7,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,12,59,24,110,16,5,11,30,40,4,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,9,0,5,0,0,0,0,0,0,0,5
POA3850,0,3,0,0,0,0,0,0,0,5,3,15,0,0,0,0,0,0,0,17,37,88,3,6,5,0,0,0,0,142,0,4,0,5,0,0,0,0,0,10,18,24,5,3,0,0,0,0,0,47,3,5,3,4,0,0,0,0,0,18,83,283,28,30,15,15,12,5,3,475,0,0,0,0,0,0,0,0,0,0,26,49,22,15,9,3,4,3,3,142,59,48,42,31,25,12,7,3,3,224,133,40,506,76,34,42,88,127,26,1057,5,4,13,8,4,10,3,10,0,56,11,4,4,0,0,4,4,9,0,36,0,0,0,0,0,0,6,4,0,17,16,7,10,4,0,3,9,3,4,58,385,571,637,174,94,87,128,170,48,2296,0,3,0,0,0,0,0,0,0,3,0,18,0,0,0,0,0,0,0,20,21,119,6,11,7,3,0,3,0,167,0,3,0,0,0,0,0,0,0,7
POA3851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,0,0,0,0,0,0,19,0,4,0,0,0,0,0,0,0,4,5,11,0,0,0,0,0,0,0,17,0,3,0,0,0,0,0,0,0,5,27,38,12,6,3,0,4,8,0,96,0,0,0,0,0,0,0,0,0,0,13,10,10,4,5,0,0,0,0,44,11,9,15,8,0,0,3,7,3,52,89,20,209,23,11,8,53,46,8,468,4,0,3,0,0,0,0,3,0,11,3,0,7,3,0,0,0,0,0,17,0,0,4,0,0,0,0,0,0,5,5,0,0,4,3,0,0,0,3,25,173,101,253,49,21,19,64,67,18,757,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,25,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0
POA3852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19,49,0,6,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,64,0,8,0,0,0,0,3,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,9,0,0,3,0,3,0,0,34,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,5,7,0,6,0,0,0,0,0,0,10,24,5,95,4,5,0,36,15,5,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,4,10,52,22,100,7,5,4,42,15,6,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,5,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
POA3856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,5,0,5,0,0,0,0,0,11,9,0,73,7,3,0,18,18,0,131,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,21,17,75,12,5,4,20,21,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
POA3857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,14,0,0,0,3,3,4,29,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,22,3,0,0,6,3,4,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
POA3858,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,12,11,0,10,4,3,0,4,0,0,32,48,10,103,8,3,0,23,35,7,249,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,5,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,6,0,10,81,34,120,17,6,7,40,47,12,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
POA3859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,3,0,24,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,11,5,0,0,0,0,0,0,0,0,7,25,0,36,4,3,0,13,8,0,96,3,0,0,0,0,0,0,3,0,6,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,54,12,40,3,3,0,13,24,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
POA3860,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,11,8,11,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,20,0,4,0,0,0,0,0,0,0,3,32,63,6,12,5,0,3,7,0,127,0,0,0,0,0,0,0,0,0,0,8,4,8,8,0,0,4,4,0,43,8,11,11,14,0,0,11,0,3,57,78,13,358,38,8,14,106,66,8,686,0,0,7,3,0,0,4,8,0,18,4,0,5,0,0,0,4,3,0,18,0,0,0,0,0,0,4,0,0,5,10,7,7,0,0,4,4,11,0,46,151,141,410,74,20,28,141,101,13,1067,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,9,4,39,0,0,0,0,0,0,0,53,0,4,0,0,0,0,0,0,0,3
