POA_CODE_2021,F_GrDi_GrCer_GrDi_Mng,F_GrDi_GrCer_GrDi_Pro,F_GrDi_GrCer_GrDi_TTW,F_GrDi_GrCer_GrDi_CPS,F_GrDi_GrCer_GrDi_CA,F_GrDi_GrCer_GrDi_Sal,F_GrDi_GrCer_GrDi_MOD,F_GrDi_GrCer_GrDi_Lab,F_GrDi_GrCer_GrDi_IDNS,F_GrDi_GrCer_GrDi_Tot,F_GrDi_GrCer_GradCer_Mng,F_GrDi_GrCer_GradCer_Pro,F_GrDi_GrCer_GradCer_TTW,F_GrDi_GrCer_GradCer_CPS,F_GrDi_GrCer_GradCer_CA,F_GrDi_GrCer_GradCer_Sal,F_GrDi_GrCer_GradCer_MOD,F_GrDi_GrCer_GradCer_Lab,F_GrDi_GrCer_GradCer_IDNS,F_GrDi_GrCer_GradCer_Tot,F_BaDe_BaDe_Mng,F_BaDe_BaDe_Pro,F_BaDe_BaDe_TTW,F_BaDe_BaDe_CPS,F_BaDe_BaDe_CA,F_BaDe_BaDe_Sal,F_BaDe_BaDe_MOD,F_BaDe_BaDe_Lab,F_BaDe_BaDe_IDNS,F_BaDe_BaDe_Tot,F_AdvDi_Di_AdvDi_Di_NFD_Mng,F_AdvDi_Di_AdvDi_Di_NFD_Pro,F_AdvDi_Di_AdvDi_Di_NFD_TTW,F_AdvDi_Di_AdvDi_Di_NFD_CPS,F_AdvDi_Di_AdvDi_Di_NFD_CA,F_AdvDi_Di_AdvDi_Di_NFD_Sal,F_AdvDi_Di_AdvDi_Di_NFD_MOD,F_AdvDi_Di_AdvDi_Di_NFD_Lab,F_AdvDi_Di_AdvDi_Di_NFD_IDNS,F_AdvDi_Di_AdvDi_Di_NFD_Tot,F_AdvDi_Di_AdvDi_AsDe_Mng,F_AdvDi_Di_AdvDi_AsDe_Pro,F_AdvDi_Di_AdvDi_AsDe_TTW,F_AdvDi_Di_AdvDi_AsDe_CPS,F_AdvDi_Di_AdvDi_AsDe_CA,F_AdvDi_Di_AdvDi_AsDe_Sal,F_AdvDi_Di_AdvDi_AsDe_MOD,F_AdvDi_Di_AdvDi_AsDe_Lab,F_AdvDi_Di_AdvDi_AsDe_IDNS,F_AdvDi_Di_AdvDi_AsDe_Tot,F_AdvDi_Di_Dip_Mng,F_AdvDi_Di_Dip_Pro,F_AdvDi_Di_Dip_TTW,F_AdvDi_Di_Dip_CPS,F_AdvDi_Di_Dip_CA,F_AdvDi_Di_Dip_Sal,F_AdvDi_Di_Dip_MOD,F_AdvDi_Di_Dip_Lab,F_AdvDi_Di_Dip_IDNS,F_AdvDi_Di_Dip_Tot,F_Cert_CertIII_IV_Mng,F_Cert_CertIII_IV_Pro,F_Cert_CertIII_IV_TTW,F_Cert_CertIII_IV_CPS,F_Cert_CertIII_IV_CA,F_Cert_CertIII_IV_Sal,F_Cert_CertIII_IV_MOD,F_Cert_CertIII_IV_Lab,F_Cert_CertIII_IV_IDNS,F_Cert_CertIII_IV_Tot,F_Cert_CertI_II_Mng,F_Cert_CertI_II_Pro,F_Cert_CertI_II_TTW,F_Cert_CertI_II_CPS,F_Cert_CertI_II_CA,F_Cert_CertI_II_Sal,F_Cert_CertI_II_MOD,F_Cert_CertI_II_Lab,F_Cert_CertI_II_IDNS,F_Cert_CertI_II_Tot,F_Cert_Cert_nfd_Mng,F_Cert_Cert_nfd_Pro,F_Cert_Cert_nfd_TTW,F_Cert_Cert_nfd_CPS,F_Cert_Cert_nfd_CA,F_Cert_Cert_nfd_Sal,F_Cert_Cert_nfd_MOD,F_Cert_Cert_nfd_Lab,F_Cert_Cert_nfd_IDNS,F_Cert_Cert_nfd_Tot,F_LE_ID_Mng,F_LE_ID_Pro,F_LE_ID_TTW,F_LE_ID_CPS,F_LE_ID_CA,F_LE_ID_Sal,F_LE_ID_MOD,F_LE_ID_Lab,F_LE_ID_IDNS,F_LE_ID_Tot,F_LE_NS_Mng,F_LE_NS_Pro,F_LE_NS_TTW,F_LE_NS_CPS,F_LE_NS_CA,F_LE_NS_Sal,F_LE_NS_MOD,F_LE_NS_Lab,F_LE_NS_IDNS,F_LE_NS_Tot,F_Tot_Mng,F_Tot_Pro,F_Tot_TTW,F_Tot_CPS,F_Tot_CA,F_Tot_Sal,F_Tot_MOD,F_Tot_Lab,F_Tot_IDNS,F_Tot_Tot,P_PoDe_PoDe_NFD_Mng,P_PoDe_PoDe_NFD_Pro,P_PoDe_PoDe_NFD_TTW,P_PoDe_PoDe_NFD_CPS,P_PoDe_PoDe_NFD_CA,P_PoDe_PoDe_NFD_Sal,P_PoDe_PoDe_NFD_MOD,P_PoDe_PoDe_NFD_Lab,P_PoDe_PoDe_NFD_IDNS,P_PoDe_PoDe_NFD_Tot,P_PoDe_DoctDe_Mng,P_PoDe_DoctDe_Pro,P_PoDe_DoctDe_TTW,P_PoDe_DoctDe_CPS,P_PoDe_DoctDe_CA,P_PoDe_DoctDe_Sal,P_PoDe_DoctDe_MOD,P_PoDe_DoctDe_Lab,P_PoDe_DoctDe_IDNS,P_PoDe_DoctDe_Tot,P_PoDe_MasDe_Mng,P_PoDe_MasDe_Pro,P_PoDe_MasDe_TTW,P_PoDe_MasDe_CPS,P_PoDe_MasDe_CA,P_PoDe_MasDe_Sal,P_PoDe_MasDe_MOD,P_PoDe_MasDe_Lab,P_PoDe_MasDe_IDNS,P_PoDe_MasDe_Tot,P_GrDiGrCer_GrDiGrCerNFD_Mng,P_GrDiGrCer_GrDiGrCerNFD_Pro,P_GrDiGrCer_GrDiGrCerNFD_TTW,P_GrDiGrCer_GrDiGrCerNFD_CPS,P_GrDiGrCer_GrDiGrCerNFD_CA,P_GrDiGrCer_GrDiGrCerNFD_Sal,P_GrDiGrCer_GrDiGrCerNFD_MOD,P_GrDiGrCer_GrDiGrCerNFD_Lab,P_GrDiGrCer_GrDiGrCerNFD_IDNS,P_GrDiGrCer_GrDiGrCerNFD_Tot,P_GrDi_GrCer_GrDi_Mng,P_GrDi_GrCer_GrDi_Pro,P_GrDi_GrCer_GrDi_TTW,P_GrDi_GrCer_GrDi_CPS,P_GrDi_GrCer_GrDi_CA,P_GrDi_GrCer_GrDi_Sal,P_GrDi_GrCer_GrDi_MOD,P_GrDi_GrCer_GrDi_Lab,P_GrDi_GrCer_GrDi_IDNS,P_GrDi_GrCer_GrDi_Tot,P_GrDi_GrCer_GradCer_Mng,P_GrDi_GrCer_GradCer_Pro,P_GrDi_GrCer_GradCer_TTW,P_GrDi_GrCer_GradCer_CPS,P_GrDi_GrCer_GradCer_CA,P_GrDi_GrCer_GradCer_Sal,P_GrDi_GrCer_GradCer_MOD,P_GrDi_GrCer_GradCer_Lab,P_GrDi_GrCer_GradCer_IDNS,P_GrDi_GrCer_GradCer_Tot,P_BaDe_BaDe_Mng,P_BaDe_BaDe_Pro,P_BaDe_BaDe_TTW,P_BaDe_BaDe_CPS,P_BaDe_BaDe_CA,P_BaDe_BaDe_Sal,P_BaDe_BaDe_MOD,P_BaDe_BaDe_Lab,P_BaDe_BaDe_IDNS,P_BaDe_BaDe_Tot,P_AdvDi_Di_AdvDi_Di_NFD_Mng,P_AdvDi_Di_AdvDi_Di_NFD_Pro,P_AdvDi_Di_AdvDi_Di_NFD_TTW,P_AdvDi_Di_AdvDi_Di_NFD_CPS,P_AdvDi_Di_AdvDi_Di_NFD_CA,P_AdvDi_Di_AdvDi_Di_NFD_Sal,P_AdvDi_Di_AdvDi_Di_NFD_MOD,P_AdvDi_Di_AdvDi_Di_NFD_Lab,P_AdvDi_Di_AdvDi_Di_NFD_IDNS,P_AdvDi_Di_AdvDi_Di_NFD_Tot
POA3804,5,24,0,10,0,0,0,0,0,44,0,6,0,0,0,0,0,0,0,15,56,224,17,39,99,22,5,12,8,470,0,0,0,0,0,0,0,0,0,0,17,24,0,13,34,8,0,5,3,105,34,21,5,45,58,10,3,7,0,189,20,15,29,55,72,30,9,8,0,228,4,0,4,6,11,0,4,0,0,28,0,0,0,5,15,0,0,0,0,34,0,5,0,0,3,0,0,0,0,12,6,13,0,6,8,0,0,6,7,42,153,420,65,174,314,87,16,35,23,1294,0,6,0,0,0,0,0,0,0,6,9,25,0,0,0,0,0,3,0,43,40,97,7,5,8,8,6,4,6,179,0,15,0,0,0,0,0,0,0,22,14,40,4,10,0,0,0,6,0,78,3,11,0,0,5,0,0,0,0,16,163,395,42,46,131,42,10,25,9,865,0,0,0,0,0,0,0,0,0,0
POA3805,25,146,6,117,42,3,0,6,4,340,9,54,0,10,10,0,0,0,0,80,229,1252,102,326,508,135,23,103,36,2719,6,0,0,4,3,0,0,0,0,13,68,95,26,126,175,39,5,44,4,583,122,166,94,485,351,120,29,66,23,1458,128,87,181,609,475,169,63,131,33,1879,20,7,12,29,50,31,7,19,4,173,23,18,11,85,91,31,11,23,6,295,6,19,8,13,17,11,3,9,0,91,20,31,6,40,44,20,9,26,37,235,752,2351,470,1908,1896,595,149,457,156,8736,0,18,0,0,0,0,0,4,0,25,19,127,0,0,4,0,0,3,4,165,268,715,64,112,181,73,35,58,30,1538,9,31,3,0,13,0,0,0,0,63,41,203,14,123,52,6,6,11,3,448,20,79,6,12,13,0,0,3,0,131,597,2196,301,439,747,270,179,213,77,5017,3,0,3,6,3,0,4,3,0,30
POA3806,44,190,5,93,36,7,0,6,0,375,12,74,0,0,12,0,0,0,0,107,346,1672,83,298,441,134,23,49,46,3089,0,0,0,4,4,0,0,0,0,9,86,123,27,115,153,39,11,22,6,579,127,174,63,383,323,86,16,35,22,1221,116,100,180,459,431,155,38,83,14,1572,11,15,9,28,68,34,0,11,4,175,19,16,10,52,72,29,4,8,4,219,11,18,6,10,12,8,0,3,0,68,21,41,4,27,53,17,12,13,20,209,914,3172,408,1571,1761,540,106,252,123,8841,6,22,0,5,0,0,0,0,0,23,25,223,4,4,8,4,0,0,4,265,364,1119,76,110,220,71,38,24,21,2047,17,68,0,6,0,9,0,0,3,115,86,281,11,106,37,14,4,18,4,557,29,94,3,11,14,3,3,3,0,158,900,2843,297,419,626,256,135,157,82,5712,0,0,0,7,3,0,0,0,0,16
POA3807,4,42,0,15,0,3,0,0,0,69,3,12,0,0,0,0,0,0,0,22,40,241,6,48,56,14,0,3,0,416,0,0,0,0,0,0,0,0,0,0,16,16,4,16,37,6,0,4,0,105,27,33,8,67,71,10,0,11,0,226,17,21,41,70,80,25,0,13,0,272,0,0,0,3,18,0,0,0,0,30,5,0,3,11,20,8,0,0,0,47,0,0,0,3,0,0,0,0,0,8,3,3,3,3,7,9,0,0,5,32,142,472,66,237,300,86,10,42,12,1366,6,3,0,0,0,0,0,0,0,7,8,29,0,0,0,0,0,0,0,39,34,121,12,3,18,4,0,4,8,201,0,3,0,0,0,0,0,0,0,6,14,56,0,15,10,3,0,0,0,94,8,15,0,3,4,0,0,0,0,29,112,388,23,59,79,28,10,15,5,722,0,0,0,0,0,0,0,0,0,3
POA3808,5,16,0,3,0,0,0,0,0,21,0,6,0,0,0,0,0,0,0,7,24,108,0,16,24,11,0,0,0,189,0,0,0,0,0,0,0,0,0,0,15,8,0,9,16,3,0,0,0,52,14,9,0,17,31,0,0,4,0,76,14,5,12,20,32,9,0,5,0,102,0,0,0,3,4,3,0,0,0,12,3,0,0,4,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,6,0,3,0,0,14,0,0,0,0,25,89,195,22,76,115,34,3,12,3,555,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,15,31,38,0,0,0,0,0,0,0,77,0,6,0,0,0,0,0,0,0,6,12,24,0,4,0,0,0,0,0,36,0,6,0,0,0,0,0,0,0,8,50,168,13,24,26,6,5,0,6,305,0,0,0,0,0,0,0,0,0,0
POA3809,19,73,0,58,8,0,0,6,0,173,3,35,0,3,3,0,0,0,0,48,110,659,33,159,190,56,13,30,21,1256,0,0,0,0,7,4,0,0,0,15,21,34,16,52,71,16,3,8,0,215,63,88,35,232,126,46,8,18,6,632,59,41,95,197,217,87,24,36,13,766,8,5,4,13,11,12,0,6,0,62,13,3,3,31,25,20,3,5,0,104,3,4,0,3,3,5,0,0,3,25,5,13,7,20,14,12,0,9,10,82,345,1242,214,830,738,270,56,124,56,3876,0,7,0,0,6,0,0,0,0,15,8,62,0,4,5,0,0,0,0,70,114,456,46,71,90,34,32,29,10,880,7,23,0,0,3,3,0,0,0,31,27,104,3,62,14,3,0,6,0,222,11,39,0,8,9,0,0,0,0,64,272,1094,122,216,296,101,69,74,40,2286,0,5,3,0,7,4,5,0,0,22
POA3810,37,145,0,145,37,8,0,4,4,371,10,59,0,0,3,3,0,4,0,83,179,1175,92,313,308,127,22,90,18,2314,0,0,5,5,0,0,0,3,0,19,51,82,28,105,123,47,12,21,6,479,150,187,78,518,290,142,25,61,16,1464,144,126,236,756,541,240,71,216,23,2359,12,5,12,42,45,29,6,20,7,176,11,13,7,82,61,25,5,32,3,251,7,5,4,21,13,3,0,5,3,65,18,23,7,42,34,18,4,26,37,208,679,2224,505,2138,1539,671,157,512,129,8550,4,9,0,0,0,0,0,0,0,16,19,86,0,12,4,0,0,0,0,124,146,586,84,128,132,58,66,70,20,1295,7,22,5,4,5,0,0,0,0,43,60,208,7,156,40,6,5,4,4,483,22,76,4,0,10,4,0,3,0,118,434,1821,270,435,441,196,166,225,41,4036,5,0,3,8,0,0,0,3,0,23
POA3812,0,4,0,6,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,8,67,6,8,12,0,0,3,3,109,0,0,0,0,0,0,0,0,0,0,8,4,5,8,9,0,4,0,0,35,6,10,6,10,17,5,0,5,0,50,11,0,15,24,33,6,4,5,0,113,0,0,4,5,5,3,0,0,0,23,0,0,0,3,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,5,4,0,0,4,8,22,48,107,30,71,92,21,11,15,13,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,20,0,0,4,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,5,4,0,6,3,0,0,0,0,15,3,0,0,0,0,0,0,0,0,3,24,87,4,14,12,3,0,0,3,155,0,0,0,0,0,0,0,0,0,0
POA3813,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,29,0,6,4,5,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,8,3,8,0,5,4,4,0,0,0,30,4,0,6,4,12,3,0,0,0,38,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,6,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,21,43,9,20,33,10,6,8,3,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,11,32,5,12,4,3,0,7,0,72,0,0,0,0,0,0,0,0,0,0
POA3814,3,12,0,6,3,0,0,0,0,25,0,4,0,0,0,0,0,0,0,4,15,68,0,6,9,0,0,0,4,110,0,0,0,0,0,0,0,0,0,0,0,9,0,3,3,0,0,0,0,22,0,10,3,13,10,7,0,0,0,50,19,3,16,23,38,4,3,6,6,116,0,0,0,0,3,3,0,0,0,11,0,0,0,3,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,15,49,116,23,59,77,20,6,14,11,383,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,24,0,3,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,3,3,14,0,6,6,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,35,86,3,7,12,6,0,3,4,164,0,0,0,0,0,0,0,0,0,0
POA3815,4,16,0,7,0,4,0,0,0,31,0,0,0,0,0,0,0,0,0,3,10,75,6,15,21,4,0,9,7,152,0,0,0,0,0,0,0,0,0,0,8,3,5,10,16,0,0,0,0,42,13,13,6,24,18,7,0,6,0,78,15,12,24,41,58,8,3,6,7,174,4,0,0,0,9,0,0,0,0,17,0,0,6,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,11,0,0,0,32,58,152,51,110,139,30,3,20,19,582,0,3,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,7,6,27,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,5,4,15,0,12,4,4,0,0,0,35,0,0,0,0,0,0,0,0,0,3,33,115,12,15,22,5,0,9,7,218,0,0,0,0,0,0,0,0,0,4
POA3816,0,5,0,5,0,0,0,0,0,13,0,3,0,0,0,0,0,0,0,3,12,61,0,13,16,3,0,4,0,107,0,0,0,0,0,0,0,0,0,3,5,7,0,8,10,0,0,0,0,32,8,9,3,26,17,3,0,5,0,78,15,3,12,50,36,3,7,20,0,142,0,0,0,3,3,5,0,0,0,11,3,0,0,3,0,0,0,4,0,19,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,3,0,4,6,19,48,115,19,107,89,21,12,37,9,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,3,0,0,0,0,0,25,0,3,0,0,0,0,0,0,0,3,0,7,0,5,0,0,0,0,0,14,0,3,0,0,0,0,0,0,0,3,22,76,3,17,21,3,4,8,0,152,0,0,0,0,0,0,0,0,0,6
POA3818,12,46,0,35,15,0,0,0,3,119,8,15,3,5,0,0,0,0,0,31,70,395,15,65,62,28,0,18,3,657,0,0,0,0,0,0,0,0,0,7,25,47,7,37,42,8,0,6,4,172,40,59,14,125,75,31,5,21,12,371,59,53,101,280,187,78,16,72,5,865,4,0,7,11,20,15,0,8,0,68,5,7,5,31,16,9,0,10,0,85,0,3,0,0,7,0,0,4,0,17,3,8,0,19,15,3,0,0,7,68,240,756,162,620,442,187,32,139,34,2616,0,3,0,0,0,0,0,0,0,10,7,25,0,0,0,0,0,0,0,31,36,142,6,7,11,3,0,3,0,209,0,0,0,0,0,0,0,0,0,5,22,67,0,41,19,4,3,0,3,157,11,18,3,5,0,0,0,0,0,44,135,572,39,96,80,41,11,37,3,1017,0,0,0,0,0,0,0,0,0,7
POA3820,19,109,0,36,12,0,0,3,0,180,3,34,0,5,5,0,0,0,0,46,85,595,22,107,106,25,0,51,0,1006,0,0,0,5,0,0,0,0,0,5,18,54,6,52,50,15,0,11,3,216,52,79,25,175,88,25,5,27,4,475,46,51,94,239,217,76,7,90,7,820,4,3,0,21,22,20,0,8,0,87,6,3,5,41,27,13,0,3,0,97,3,3,0,12,6,5,0,0,0,29,8,21,0,12,16,4,0,13,12,97,283,1180,156,712,568,182,25,208,33,3354,0,12,0,0,0,0,0,0,0,13,7,66,3,0,3,0,0,0,0,90,68,282,4,16,27,8,0,6,6,409,0,10,0,4,0,0,0,0,0,13,34,168,4,44,19,0,0,7,0,270,15,46,3,8,5,0,0,0,0,75,215,957,53,155,138,38,11,106,8,1684,0,0,0,5,0,0,0,0,0,5
POA3821,0,20,0,6,0,0,0,0,0,31,0,3,0,0,0,0,0,0,0,7,34,102,4,13,16,7,0,7,0,176,0,0,0,0,0,0,0,0,0,0,6,12,5,8,8,0,0,0,0,45,11,13,3,26,15,3,0,4,0,77,20,7,19,34,26,11,0,6,0,127,3,0,0,0,4,0,0,0,0,13,5,0,0,4,0,0,0,0,0,12,5,6,0,0,0,0,0,4,0,9,0,4,0,6,4,0,0,0,0,21,99,204,25,98,84,26,0,20,5,567,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,12,13,44,0,0,4,0,0,0,0,64,0,3,0,0,0,0,0,0,0,6,8,28,0,4,3,0,0,0,0,46,0,3,0,0,0,0,0,0,0,9,69,156,9,19,22,9,3,5,0,290,0,0,0,0,0,0,0,0,0,0
POA3822,0,4,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,7,4,31,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,4,5,0,3,0,0,0,0,0,15,6,3,0,12,5,0,0,0,0,31,0,0,4,11,14,3,0,6,0,43,0,0,0,0,4,0,0,0,0,4,0,0,0,3,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,20,48,8,41,28,9,0,8,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,7,11,38,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0
POA3823,3,5,0,4,0,0,0,0,0,13,4,4,0,0,0,0,0,0,0,3,10,59,0,9,13,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,5,3,0,3,5,0,0,0,0,24,5,6,3,18,6,3,0,0,0,49,13,0,17,33,14,12,0,3,0,91,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,11,42,102,28,83,46,21,3,17,6,330,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,8,6,25,0,5,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,3,6,0,4,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,4,25,77,7,14,14,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0
POA3824,8,28,0,7,3,0,0,0,0,48,0,8,0,0,0,0,0,0,0,12,18,136,4,22,18,5,0,5,0,215,0,0,0,0,0,0,0,0,0,0,12,10,0,9,11,0,0,0,0,51,12,24,8,33,30,0,0,4,0,115,13,7,28,70,67,22,9,14,0,235,3,0,0,0,13,3,6,0,0,25,7,0,0,16,7,4,0,5,0,28,0,3,0,0,3,0,0,0,0,8,3,4,0,3,0,0,0,4,0,21,95,251,45,174,152,36,7,39,5,805,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,11,13,48,0,4,9,0,0,3,0,71,3,3,0,0,0,0,0,0,0,5,9,39,0,7,3,0,0,0,0,65,4,8,0,0,0,0,0,0,0,12,49,189,13,34,25,9,0,14,0,333,0,0,0,0,0,4,0,0,0,3
POA3825,9,49,0,34,12,0,0,0,0,99,4,24,0,0,0,0,0,0,0,36,43,311,13,61,69,17,0,14,8,536,0,0,0,6,0,0,0,0,0,7,22,28,7,24,39,0,0,6,0,130,44,65,14,169,83,23,4,12,5,411,57,50,96,381,236,82,13,68,15,1000,3,4,9,15,21,13,3,14,0,78,10,0,0,16,13,12,0,4,0,61,4,7,0,4,0,0,0,3,0,20,8,10,0,28,13,14,0,18,11,107,213,641,142,742,489,171,23,134,46,2602,0,0,0,0,0,0,0,0,0,3,4,14,0,0,3,0,0,0,0,17,24,100,5,9,10,3,0,0,0,149,0,6,0,0,0,0,0,0,0,9,12,58,5,38,12,0,0,0,0,128,7,27,0,6,0,0,0,0,0,42,89,436,37,83,79,27,11,24,6,792,3,0,0,4,0,0,0,5,0,13
POA3831,0,13,0,0,0,0,0,0,0,12,0,3,0,0,0,0,0,0,0,3,13,30,0,10,9,0,0,5,0,74,0,0,0,0,0,0,0,0,0,0,0,3,0,8,4,0,0,0,0,19,0,12,0,15,8,6,0,4,0,43,13,5,13,23,13,4,3,3,0,78,0,0,0,3,4,0,0,3,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,7,40,80,25,59,46,14,3,15,0,278,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,6,5,12,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,5,17,0,0,0,0,0,0,0,29,0,3,0,0,0,0,0,0,0,3,26,48,3,9,11,4,0,5,3,115,0,0,0,0,0,0,0,0,0,0
POA3832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,4,0,0,3,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10,4,5,7,3,0,3,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
POA3833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,4,0,5,3,3,3,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0
POA3835,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,14,0,0,6,6,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,5,0,0,0,0,0,5,0,0,4,9,7,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,20,4,15,15,3,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,16,0,0,6,7,0,0,0,37,0,0,0,0,0,0,0,0,0,0
POA3840,6,24,0,17,5,3,0,0,0,57,3,11,0,3,0,0,0,0,0,18,25,240,12,37,60,7,5,12,0,396,0,0,0,0,0,0,0,0,0,6,10,19,3,15,26,0,0,0,0,84,30,39,16,111,49,14,0,11,3,263,31,28,61,213,147,59,18,57,12,620,5,6,4,11,16,13,0,8,0,65,0,0,6,18,10,11,0,3,0,49,0,0,0,7,3,0,0,0,0,15,0,11,6,19,11,16,0,12,8,71,131,452,111,454,336,118,20,102,26,1755,0,5,0,0,0,0,0,0,0,9,6,19,0,0,0,0,0,0,0,22,26,82,3,6,7,0,0,0,3,126,0,5,0,0,0,0,0,0,0,8,10,36,5,20,10,3,0,0,0,84,3,17,0,3,0,0,0,0,0,26,63,352,49,52,74,23,16,26,9,674,0,0,0,0,0,0,0,0,0,8
