POA_CODE_2021,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_or_lt_rail_M,One_met_Tram_or_lt_rail_F,One_met_Tram_or_lt_rail_P,One_met_Taxi_or_Rideshare_M,One_met_Taxi_or_Rideshare_F,One_met_Taxi_or_Rideshare_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_or_lt_rail_M,Two_mt_trn_Trm_or_lt_rail_F,Two_mt_trn_Trm_or_lt_rail_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_or_lt_rail_M,Two_mth_Bu_Trm_or_lt_rail_F,Two_mth_Bu_Trm_or_lt_rail_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Tr_2_oth_meth_M,Three_meth_Tr_2_oth_meth_F,Three_meth_Tr_2_oth_meth_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
POA3396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,71,178,0,3,7,0,0,0,0,0,0,0,0,0,7,0,7,12,13,23,127,93,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,24,42,7,18,27,0,4,4,154,134,293
POA3400,0,0,0,8,10,17,0,0,0,0,0,0,4,6,16,2553,2214,4767,176,175,345,20,0,20,14,3,18,79,15,88,13,13,28,129,151,283,3003,2589,5583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,8,0,8,46,11,62,49,15,65,0,0,0,0,0,0,0,0,0,0,3,3,207,336,550,249,485,734,21,14,39,3531,3446,6972
POA3401,0,0,0,4,0,4,0,0,0,0,0,0,0,0,3,878,701,1580,42,58,101,23,0,23,0,0,0,3,3,5,17,4,23,46,20,64,1020,792,1815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,12,8,3,15,0,0,0,0,0,0,0,0,3,0,0,3,215,217,429,76,150,226,13,5,21,1332,1172,2506
POA3407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,46,97,0,0,0,3,0,3,0,0,4,0,0,0,4,0,4,15,5,25,72,55,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,30,30,60,0,8,12,0,0,3,114,91,205
POA3409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,127,249,5,6,10,8,0,8,0,0,0,0,0,4,4,3,10,22,11,35,165,153,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,75,64,144,25,35,57,5,9,8,274,257,534
POA3412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,37,69,0,0,6,0,0,0,0,0,0,3,0,3,0,0,0,10,3,11,55,36,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,11,0,11,11,0,0,0,60,54,118
POA3413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,21,52,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,4,4,6,47,24,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,30,6,3,11,0,0,0,70,48,113
POA3414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,182,405,12,6,23,3,0,8,5,0,3,0,0,0,0,0,0,14,25,39,266,214,481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,3,50,51,107,16,40,55,3,0,7,343,319,654
POA3415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,15,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,0,0,0,0,0,0,16,9,26
POA3418,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,468,339,805,26,30,52,10,0,10,5,0,4,9,0,9,10,4,17,76,67,144,599,437,1045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,3,0,0,3,84,95,180,37,67,105,11,10,18,736,614,1351
POA3419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,98,237,4,7,8,0,0,0,0,0,0,4,4,8,11,0,8,24,23,48,175,136,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,20,30,52,7,32,37,4,0,7,220,195,413
POA3420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,28,69,0,4,4,3,0,3,0,0,0,0,0,0,0,0,0,10,0,5,51,31,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,23,54,3,7,7,0,0,0,83,66,150
POA3423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,43,81,0,3,3,0,0,0,0,0,0,0,0,0,4,0,4,3,5,11,50,53,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,8,29,5,14,14,0,0,0,82,71,154
POA3424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,66,163,4,5,9,4,0,6,0,0,0,0,0,0,3,0,3,15,19,38,124,90,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,21,47,13,16,27,0,3,6,166,128,290
POA3427,58,46,101,0,0,0,0,0,0,0,0,0,8,0,4,997,692,1692,42,50,92,18,0,18,4,0,4,0,0,0,4,6,10,0,3,6,1133,801,1931,4,5,8,0,0,0,0,0,5,9,7,16,0,0,0,0,4,4,16,19,36,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,0,5,11,7,14,27,23,48,7,6,12,0,0,0,0,0,0,5,6,16,278,408,688,127,236,364,13,6,19,1583,1479,3062
POA3428,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,109,76,184,4,0,10,13,0,13,0,0,0,0,0,0,4,0,3,0,5,5,130,88,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,23,36,57,22,23,41,0,0,0,175,145,321
POA3429,155,158,315,16,38,58,6,0,6,0,0,0,14,7,22,6491,4688,11174,375,351,720,133,0,140,27,0,27,9,9,18,39,28,67,83,100,184,7355,5377,12731,13,24,35,0,0,0,8,3,11,43,32,79,12,11,22,7,0,7,83,66,153,0,0,0,0,0,0,8,4,12,4,3,11,4,4,3,13,16,29,60,26,85,163,108,264,16,14,31,0,3,0,3,0,5,23,20,42,1766,2572,4337,949,1650,2602,34,33,69,10289,9754,20046
POA3430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,27,90,4,0,5,5,0,5,0,0,0,0,0,0,0,0,0,0,5,0,68,35,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,24,41,8,4,13,0,0,0,89,67,154
POA3431,25,13,40,0,0,0,3,0,3,0,0,0,3,0,0,700,562,1260,30,41,73,23,0,23,0,4,3,0,0,0,4,5,8,13,12,23,795,641,1431,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,8,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,11,5,19,0,5,6,0,0,0,0,0,0,0,5,6,246,317,564,98,162,266,0,5,6,1148,1138,2289
POA3432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,16,50,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,20,34,5,4,8,0,0,0,51,50,95
POA3433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,19,53,0,4,4,4,0,4,0,0,0,0,0,0,0,0,0,6,0,9,41,23,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,18,35,3,7,7,0,0,0,61,45,109
POA3434,4,3,12,0,0,0,0,0,0,0,0,0,0,0,0,1091,734,1824,56,33,91,29,0,29,0,0,0,0,0,0,0,4,9,23,20,50,1215,793,2010,0,0,0,0,0,0,0,0,0,10,0,12,0,0,0,0,0,0,12,4,15,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,14,8,17,26,14,36,3,0,3,0,0,0,0,0,5,6,0,6,257,398,654,135,248,387,9,15,24,1646,1468,3123
POA3435,4,5,8,0,0,0,0,0,0,0,0,0,0,0,0,525,385,911,21,29,51,16,0,16,0,0,0,0,0,0,8,0,10,18,8,30,590,431,1024,0,0,0,0,0,0,0,0,0,4,0,9,5,0,6,0,0,0,8,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,11,3,12,6,0,6,0,0,0,0,0,0,6,0,6,140,203,348,59,116,172,6,9,16,814,761,1578
POA3437,22,10,32,3,0,5,0,0,0,0,0,0,0,0,3,1796,1345,3141,99,102,199,55,0,55,5,0,5,5,0,4,3,7,16,36,47,87,2039,1517,3556,4,0,4,0,0,0,3,0,3,11,4,21,0,0,0,0,0,0,18,6,23,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,5,3,14,7,25,38,21,56,4,0,0,0,0,0,0,0,0,4,0,0,635,871,1510,275,483,757,20,13,33,3002,2908,5911
POA3438,5,7,17,0,0,0,0,0,0,0,0,0,0,0,0,378,285,662,19,27,48,7,0,7,0,0,0,4,0,4,0,5,7,5,7,12,426,338,757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,173,310,58,97,157,0,0,0,620,607,1229
POA3440,7,6,14,0,0,0,0,0,0,0,0,0,0,0,0,254,196,449,13,15,28,3,0,3,0,0,0,0,0,0,0,0,0,3,11,15,284,227,513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,170,170,339,57,80,142,5,5,12,526,486,1014
POA3441,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,186,117,297,14,17,27,0,0,0,0,0,0,0,0,0,0,5,0,6,4,15,223,140,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,131,263,43,36,74,4,5,7,402,305,708
POA3442,28,27,56,0,4,4,0,0,0,0,0,0,0,0,0,984,777,1756,58,67,124,30,0,32,0,0,0,10,5,14,12,10,17,42,49,86,1163,938,2103,0,0,0,0,0,0,0,5,4,7,0,4,0,0,0,0,0,0,15,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,20,3,29,4,0,5,0,0,0,0,0,0,4,0,5,700,711,1403,167,337,506,3,10,15,2056,1996,4053
POA3444,27,16,41,5,0,4,0,0,0,0,3,3,0,0,0,1252,1083,2342,90,103,194,43,0,43,3,0,3,16,6,18,11,6,14,74,96,175,1523,1316,2835,0,0,0,0,0,0,0,4,3,9,0,7,3,3,7,7,0,7,15,9,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,23,10,37,3,7,6,0,0,0,0,0,4,0,4,10,632,663,1288,222,330,550,15,18,33,2418,2343,4763
POA3446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,124,283,3,11,13,0,0,0,0,0,0,4,0,4,0,0,7,12,4,16,183,141,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,86,161,23,27,44,0,3,3,276,254,535
POA3447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,50,124,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,86,53,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,26,33,60,13,28,39,6,0,8,135,115,253
POA3448,0,6,6,3,0,3,0,0,0,0,0,0,0,0,0,125,118,247,13,9,16,3,0,3,0,0,0,0,0,0,0,0,0,11,3,18,156,132,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,49,62,112,28,34,63,0,3,6,235,231,468
POA3450,18,24,40,0,0,0,5,0,5,0,0,0,0,8,6,628,591,1221,46,45,91,9,0,9,5,0,5,48,27,73,6,0,7,81,80,154,849,768,1620,5,5,6,0,0,0,3,0,3,0,0,0,0,0,0,8,4,9,14,7,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,16,8,30,0,0,0,0,0,0,0,0,0,0,0,3,362,441,807,126,230,365,9,11,19,1363,1469,2836
POA3451,4,7,14,6,0,6,0,0,0,0,0,0,0,0,0,756,700,1456,39,54,90,33,0,28,5,0,5,12,11,26,11,0,11,45,17,63,904,800,1699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,13,9,18,0,4,4,0,0,0,0,0,0,0,4,4,271,348,621,123,200,324,9,5,18,1326,1359,2682
POA3453,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,226,509,6,11,20,10,0,10,0,0,0,3,0,3,0,0,0,12,11,28,324,251,579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,3,9,0,0,0,0,0,0,0,0,0,0,0,0,94,109,202,44,69,112,3,4,6,468,434,903
POA3458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,200,469,10,10,23,8,0,10,0,0,0,0,0,0,4,3,6,22,15,38,325,233,558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,172,170,350,47,83,138,4,5,5,565,500,1059
POA3460,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,288,255,543,25,25,50,10,0,10,0,0,3,3,4,7,0,0,0,41,41,83,378,327,707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,149,162,316,60,88,144,4,3,9,591,587,1178
POA3461,5,3,9,0,0,0,0,0,0,0,0,0,0,3,3,549,445,998,38,39,73,12,0,12,3,0,3,5,3,3,7,3,13,32,32,59,643,528,1172,0,0,0,0,0,0,0,0,0,3,3,5,0,0,5,0,0,0,5,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,9,7,13,11,17,0,0,0,0,0,0,0,0,0,0,0,0,320,305,627,123,164,287,11,3,14,1107,1010,2119
POA3462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,170,118,288,5,5,7,0,0,0,0,0,0,4,3,4,0,0,0,15,9,30,192,142,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,9,0,0,0,0,0,0,0,0,0,0,0,0,50,63,114,23,40,63,3,0,6,271,248,522
POA3463,4,0,4,0,3,3,0,0,0,0,0,0,0,0,0,309,269,577,15,10,27,7,0,7,0,0,0,0,0,0,0,0,0,28,18,47,365,303,668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,4,10,0,0,0,0,0,0,0,0,0,0,0,0,110,115,230,63,79,134,8,0,8,559,504,1060
POA3464,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,192,165,355,12,10,28,7,0,7,0,0,0,0,0,3,6,3,5,3,7,7,228,185,410,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,18,21,39,14,37,52,3,5,7,263,249,512
POA3465,0,0,0,4,0,0,0,0,0,0,0,0,0,7,7,1227,1153,2380,99,106,206,23,0,23,5,3,4,16,4,19,5,4,11,76,102,178,1457,1380,2831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,16,12,9,16,0,0,0,0,0,0,0,0,0,0,0,0,115,158,273,138,238,381,22,12,30,1742,1794,3536
POA3467,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,160,130,287,12,8,22,12,0,12,0,0,0,4,0,6,0,0,0,14,9,27,204,156,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,26,21,51,19,27,54,0,6,10,266,211,469
POA3468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,33,71,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,44,36,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,27,7,5,6,0,0,0,63,56,115
POA3469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,28,51,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,24,35,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,9,24,5,6,12,0,0,0,47,46,91
POA3472,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,156,134,285,8,4,12,3,0,3,0,0,0,0,0,0,0,0,0,6,10,18,188,141,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,16,19,37,26,32,58,4,4,5,235,203,437
POA3475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,33,63,0,0,0,3,0,3,0,0,0,0,0,0,4,0,3,0,3,3,39,34,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,17,14,28,3,10,10,0,0,0,60,50,114
POA3477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,100,219,0,3,5,3,0,3,0,0,0,0,0,0,5,0,8,14,7,23,151,117,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,42,91,5,15,18,5,0,5,211,171,378
POA3478,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,370,303,670,20,28,48,18,0,18,0,0,0,9,4,11,4,0,5,33,45,82,451,384,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,31,41,68,42,64,101,6,3,13,533,489,1026
POA3480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,257,190,450,14,8,22,10,0,10,4,0,0,4,5,6,8,0,8,37,39,76,332,240,577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,8,9,3,8,0,0,0,0,0,0,0,0,0,0,0,0,58,61,119,30,38,66,4,3,9,430,344,781
POA3482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,26,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,7,18,16,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,21,0,0,5,0,0,0,33,26,60
POA3483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,103,259,6,9,17,3,0,3,0,0,0,0,4,4,0,0,0,29,31,56,199,141,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,22,29,61,8,15,23,7,4,11,245,193,436
POA3485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,15,52,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,5,0,6,50,19,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,26,3,8,10,0,0,3,69,39,108
POA3487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,10,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,3,5,7,0,0,0,25,18,41
POA3488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,14,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,5,0,3,0,0,0,26,20,40
