POA_CODE_2021,D_21_24_FPT_MPET,D_21_24_FPT_MPULFTW,D_21_24_FPT_MPULPTW,D_21_24_FPT_MPUT,D_21_24_FPT_MPTLF,D_21_24_FPT_MPNLF,D_21_24_FPT_MPLFSNS,D_21_24_FPT_T,TDCF_FPEFT_MPEFT,TDCF_FPEFT_MPEPT,TDCF_FPEFT_MPEAW,TDCF_FPEFT_MPEHNS,TDCF_FPEFT_MPET,TDCF_FPEFT_MPULFTW,TDCF_FPEFT_MPULPTW,TDCF_FPEFT_MPUT,TDCF_FPEFT_MPTLF,TDCF_FPEFT_MPNLF,TDCF_FPEFT_MPLFSNS,TDCF_FPEFT_T,TDCF_FPEPT_MPEFT,TDCF_FPEPT_MPEPT,TDCF_FPEPT_MPEAW,TDCF_FPEPT_MPEHNS,TDCF_FPEPT_MPET,TDCF_FPEPT_MPULFTW,TDCF_FPEPT_MPULPTW,TDCF_FPEPT_MPUT,TDCF_FPEPT_MPTLF,TDCF_FPEPT_MPNLF,TDCF_FPEPT_MPLFSNS,TDCF_FPEPT_T,TDCF_FPEAW_MPEFT,TDCF_FPEAW_MPEPT,TDCF_FPEAW_MPEAW,TDCF_FPEAW_MPEHNS,TDCF_FPEAW_MPET,TDCF_FPEAW_MPULFTW,TDCF_FPEAW_MPULPTW,TDCF_FPEAW_MPUT,TDCF_FPEAW_MPTLF,TDCF_FPEAW_MPNLF,TDCF_FPEAW_MPLFSNS,TDCF_FPEAW_T,TDCF_FPHNS_MPEFT,TDCF_FPHNS_MPEPT,TDCF_FPHNS_MPEAW,TDCF_FPHNS_MPEHNS,TDCF_FPHNS_MPET,TDCF_FPHNS_MPULFTW,TDCF_FPHNS_MPULPTW,TDCF_FPHNS_MPUT,TDCF_FPHNS_MPTLF,TDCF_FPHNS_MPNLF,TDCF_FPHNS_MPLFSNS,TDCF_FPHNS_T,TDCF_FPET_MPEFT,TDCF_FPET_MPEPT,TDCF_FPET_MPEAW,TDCF_FPET_MPEHNS,TDCF_FPET_MPET,TDCF_FPET_MPULFTW,TDCF_FPET_MPULPTW,TDCF_FPET_MPUT,TDCF_FPET_MPTLF,TDCF_FPET_MPNLF,TDCF_FPET_MPLFSNS,TDCF_FPET_T,TDCF_FPULFTW_MPEFT,TDCF_FPULFTW_MPEPT,TDCF_FPULFTW_MPEAW,TDCF_FPULFTW_MPEHNS,TDCF_FPULFTW_MPET,TDCF_FPULFTW_MPULFTW,TDCF_FPULFTW_MPULPTW,TDCF_FPULFTW_MPUT,TDCF_FPULFTW_MPTLF,TDCF_FPULFTW_MPNLF,TDCF_FPULFTW_MPLFSNS,TDCF_FPULFTW_T,TDCF_FPULPTW_MPEFT,TDCF_FPULPTW_MPEPT,TDCF_FPULPTW_MPEAW,TDCF_FPULPTW_MPEHNS,TDCF_FPULPTW_MPET,TDCF_FPULPTW_MPULFTW,TDCF_FPULPTW_MPULPTW,TDCF_FPULPTW_MPUT,TDCF_FPULPTW_MPTLF,TDCF_FPULPTW_MPNLF,TDCF_FPULPTW_MPLFSNS,TDCF_FPULPTW_T,TDCF_FPUT_MPEFT,TDCF_FPUT_MPEPT,TDCF_FPUT_MPEAW,TDCF_FPUT_MPEHNS,TDCF_FPUT_MPET,TDCF_FPUT_MPULFTW,TDCF_FPUT_MPULPTW,TDCF_FPUT_MPUT,TDCF_FPUT_MPTLF,TDCF_FPUT_MPNLF,TDCF_FPUT_MPLFSNS,TDCF_FPUT_T,TDCF_FPTLF_MPEFT,TDCF_FPTLF_MPEPT,TDCF_FPTLF_MPEAW,TDCF_FPTLF_MPEHNS,TDCF_FPTLF_MPET,TDCF_FPTLF_MPULFTW,TDCF_FPTLF_MPULPTW,TDCF_FPTLF_MPUT,TDCF_FPTLF_MPTLF,TDCF_FPTLF_MPNLF,TDCF_FPTLF_MPLFSNS,TDCF_FPTLF_T,TDCF_FPNLF_MPEFT,TDCF_FPNLF_MPEPT,TDCF_FPNLF_MPEAW,TDCF_FPNLF_MPEHNS,TDCF_FPNLF_MPET,TDCF_FPNLF_MPULFTW,TDCF_FPNLF_MPULPTW,TDCF_FPNLF_MPUT,TDCF_FPNLF_MPTLF,TDCF_FPNLF_MPNLF,TDCF_FPNLF_MPLFSNS,TDCF_FPNLF_T,TDCF_FPLFSNS_MPEFT,TDCF_FPLFSNS_MPEPT,TDCF_FPLFSNS_MPEAW,TDCF_FPLFSNS_MPEHNS,TDCF_FPLFSNS_MPET,TDCF_FPLFSNS_MPULFTW,TDCF_FPLFSNS_MPULPTW,TDCF_FPLFSNS_MPUT,TDCF_FPLFSNS_MPTLF,TDCF_FPLFSNS_MPNLF,TDCF_FPLFSNS_MPLFSNS,TDCF_FPLFSNS_T,TDCF_FPT_MPEFT,TDCF_FPT_MPEPT,TDCF_FPT_MPEAW,TDCF_FPT_MPEHNS,TDCF_FPT_MPET,TDCF_FPT_MPULFTW,TDCF_FPT_MPULPTW,TDCF_FPT_MPUT,TDCF_FPT_MPTLF,TDCF_FPT_MPNLF,TDCF_FPT_MPLFSNS,TDCF_FPT_T
POA3467,0,0,0,0,0,0,0,0,17,8,0,0,26,0,0,0,26,4,0,28,64,11,6,0,78,0,0,0,78,0,0,78,15,0,0,0,15,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,101,16,6,0,123,0,0,0,123,4,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,15,6,0,123,0,0,0,123,4,0,124,29,3,3,0,39,0,0,0,39,4,0,44,0,0,0,0,0,0,0,0,0,0,3,3,129,21,10,3,161,0,0,0,161,13,3,170
POA3468,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,8,0,0,8,10,0,0,0,10,0,0,0,10,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,23,0,0,0,23,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,23,0,0,0,23,0,0,20,0,0,0,0,3,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,18,3,0,0,27,0,0,0,27,3,0,31
POA3469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,8,10,0,21
POA3472,0,0,0,0,0,0,0,0,8,4,0,0,14,0,0,0,14,4,0,19,38,4,0,0,39,0,0,0,39,12,0,48,5,4,0,0,11,0,0,0,11,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,50,13,0,0,61,0,0,0,61,17,3,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,13,0,0,59,0,0,0,59,17,3,79,21,17,0,0,43,0,0,0,43,7,0,53,0,0,0,0,0,0,0,0,0,0,0,0,70,30,3,0,102,0,0,0,102,26,3,132
POA3475,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,11,6,0,0,16,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,0,0,22,0,0,0,22,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,0,0,22,0,0,0,22,0,0,22,18,0,0,0,16,0,0,0,16,6,0,21,0,0,0,0,0,0,0,0,0,0,0,0,26,5,0,0,36,0,0,0,36,6,0,46
POA3477,0,0,0,0,0,0,0,0,31,0,0,0,31,0,0,0,36,0,0,36,36,10,0,0,45,0,0,0,45,0,0,46,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,78,10,0,0,80,0,0,0,85,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,10,0,0,80,0,0,0,85,0,0,89,10,5,0,8,20,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,86,6,0,8,107,0,0,0,107,0,0,108
POA3478,7,0,0,0,7,0,0,7,52,0,4,0,54,0,0,0,54,0,0,61,97,5,6,0,106,0,0,0,106,5,0,108,21,0,3,0,26,0,0,0,26,3,0,33,0,0,0,0,0,0,0,0,0,0,0,0,172,8,12,0,192,0,0,0,192,6,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,8,12,0,192,0,0,0,192,6,0,199,38,17,0,0,56,3,0,3,60,20,0,76,0,0,0,0,0,0,0,0,0,0,0,0,213,26,12,0,248,3,0,3,254,21,0,275
POA3480,5,0,0,0,5,0,0,5,71,0,0,0,74,0,0,0,74,3,0,71,97,6,10,0,106,3,0,3,109,0,0,110,9,0,0,0,7,0,0,0,7,0,0,7,0,0,0,5,5,0,0,0,5,0,0,5,174,4,10,7,191,3,0,3,199,5,0,201,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,179,4,10,7,192,3,0,3,195,6,0,203,43,0,3,3,60,0,0,0,60,0,0,61,0,0,0,0,0,0,0,0,0,0,5,5,223,11,11,9,252,3,0,3,253,11,5,265
POA3482,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,6,14,0,0,0,14,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,17,0,0,0,17,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,17,0,0,0,17,0,0,17,7,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,21,0,0,0,21,0,0,21
POA3483,3,0,0,0,3,0,0,3,41,5,0,3,46,0,0,0,46,0,0,46,57,4,0,3,63,0,0,0,63,0,0,59,7,0,0,0,7,0,0,0,7,0,0,7,0,4,0,0,4,0,0,0,4,0,0,4,98,15,4,11,124,0,0,0,124,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,15,4,11,124,0,0,0,124,0,0,124,23,5,0,0,23,0,0,0,23,7,0,30,0,0,0,0,0,0,0,0,0,0,0,0,123,15,4,11,149,0,0,0,149,9,0,155
POA3485,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,6,0,0,0,6,0,0,0,6,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,5,0,0,5,15,0,0,5,16,0,0,0,16,5,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,5,16,0,0,0,16,5,0,17,10,0,0,0,10,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,5,25,0,0,0,30,5,0,34
POA3487,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,11,0,0,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,0,0,0,12,0,0,12,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,15,0,0,0,15,0,0,15
POA3488,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,10,3,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,14,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,14,0,0,0,14,0,0,14,0,4,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,16,0,0,0,16,0,0,16
POA3489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,7,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,15,0,0,0,15,0,0,15
POA3490,0,0,0,0,0,0,0,0,33,0,0,0,37,0,0,0,37,0,0,37,78,3,0,0,79,0,0,0,81,0,0,81,4,0,0,0,4,0,0,0,4,0,0,7,4,0,0,0,3,0,0,0,3,0,0,3,114,5,0,0,126,0,0,0,120,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,121,5,0,0,126,0,0,0,128,0,0,133,12,0,0,0,12,0,0,0,12,4,0,13,0,0,0,4,4,0,0,0,4,0,6,6,127,5,0,3,138,0,0,0,137,7,6,154
POA3491,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,10,0,0,0,13,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,17,0,0,0,17,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,17,0,0,0,17,0,0,17,11,0,0,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,27,0,0,0,27,0,0,27
POA3494,0,0,0,0,0,0,0,0,30,0,0,0,30,3,0,3,34,0,0,32,29,0,0,0,30,0,0,0,30,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,5,0,0,5,57,0,0,5,63,3,0,3,68,3,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,5,63,5,0,5,70,3,0,74,13,0,0,0,13,0,0,0,13,7,0,20,0,0,0,0,0,0,0,0,0,0,3,3,77,0,0,5,81,5,0,5,81,8,3,96
POA3496,5,0,0,0,5,0,0,7,216,16,4,0,243,4,0,4,248,21,0,271,347,43,6,3,393,11,4,12,411,13,0,424,34,0,3,0,43,0,0,0,43,0,0,43,5,0,0,9,13,0,0,0,12,0,0,12,604,59,14,13,692,14,3,16,709,38,0,747,0,0,0,0,0,3,0,3,3,4,0,6,10,0,4,0,16,0,0,0,16,0,0,16,10,0,4,0,16,3,0,3,18,4,0,21,614,60,21,13,706,12,3,23,728,45,0,771,143,28,0,3,180,10,6,20,193,62,0,257,0,0,0,0,0,0,0,0,0,0,0,0,760,86,23,17,885,26,6,37,922,101,0,1030
POA3498,7,0,0,0,7,0,0,7,295,19,13,0,332,4,0,4,335,11,0,347,381,33,0,0,418,4,0,4,423,11,0,434,31,5,3,4,42,0,0,0,42,4,0,46,7,3,0,17,20,0,0,0,20,0,0,26,716,66,17,16,814,12,0,12,825,31,0,848,5,0,0,0,5,0,0,0,5,0,0,5,4,0,0,0,4,0,0,4,10,0,0,10,11,0,0,0,11,0,0,4,17,0,0,17,718,66,17,16,825,12,0,11,835,31,0,868,123,20,3,15,160,0,0,0,160,24,0,182,0,0,0,0,0,0,0,0,0,0,3,3,845,89,16,28,982,12,0,11,994,58,3,1052
POA3500,43,0,0,0,43,6,0,50,1128,169,15,9,1330,13,6,19,1345,65,4,1415,1242,233,33,14,1523,24,5,33,1557,69,13,1638,155,33,21,3,207,0,0,0,207,19,0,231,11,0,0,26,39,0,0,0,39,10,4,55,2540,442,69,53,3102,36,15,49,3149,170,21,3338,16,4,0,0,16,28,0,28,44,8,0,58,27,13,4,8,40,3,0,5,53,14,0,67,40,18,4,8,63,37,0,34,96,25,0,119,2578,461,70,55,3159,65,13,88,3246,193,21,3453,644,144,18,28,830,30,7,40,871,280,7,1158,17,3,0,7,24,0,0,0,24,6,21,59,3238,611,85,87,4020,100,28,127,4139,479,53,4668
POA3501,8,0,0,0,8,0,0,8,157,14,5,0,169,5,0,5,174,3,0,174,175,18,10,8,207,3,0,3,215,0,0,213,22,3,7,0,38,0,0,0,38,0,0,38,5,0,0,9,16,0,0,0,16,0,0,16,362,31,18,18,430,9,0,9,439,4,0,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,3,0,0,0,0,0,0,3,3,4,0,0,3,364,31,18,18,433,9,4,13,441,3,0,450,28,0,4,0,38,0,0,0,38,10,4,50,8,0,0,0,8,0,0,0,8,0,5,4,395,37,28,18,473,9,4,13,483,18,9,506
POA3505,0,0,0,0,0,0,0,3,166,25,4,0,198,4,0,4,202,11,0,214,254,46,4,4,309,0,0,0,312,12,0,327,47,11,0,0,56,0,0,0,56,0,0,56,9,0,0,4,8,0,0,0,8,4,0,15,471,79,10,10,573,3,0,3,576,29,0,602,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,5,0,0,0,5,3,0,7,475,76,10,14,577,3,0,3,579,32,0,614,111,16,3,4,133,5,0,5,138,43,0,177,0,0,0,0,0,0,0,0,0,0,4,4,583,95,17,16,708,14,0,14,721,74,4,796
POA3506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4
POA3507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,0,0,4,12,0,0,7,15,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,7,15,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,7,18,0,0,0,18,0,0,17
POA3509,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,16,0,0,0,19,0,0,0,19,0,0,19,3,0,0,0,3,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,26,0,0,0,26,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,26,0,0,0,26,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,26,0,0,0,26,3,0,30
POA3512,0,0,0,0,0,0,0,0,16,0,0,0,17,0,0,0,17,0,0,17,34,3,0,3,42,0,0,0,42,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,5,0,3,58,0,0,0,58,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,5,0,3,58,0,0,0,58,0,0,58,12,0,0,0,12,0,0,0,12,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,63,5,0,3,70,0,0,0,70,0,0,72
POA3515,7,0,0,0,7,0,0,7,115,5,5,4,128,0,0,0,128,4,0,129,255,22,7,0,282,5,0,5,284,13,0,296,40,11,6,3,54,0,0,0,54,6,0,60,0,5,0,5,8,0,0,0,8,3,0,10,404,36,20,7,475,5,0,5,472,24,0,500,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,4,0,0,4,6,0,0,0,4,0,0,0,7,0,0,7,409,41,20,7,476,6,0,6,483,24,0,507,88,8,3,0,98,0,0,0,98,3,0,98,0,0,3,0,3,0,0,0,3,3,0,12,496,44,31,10,583,6,0,6,585,30,0,612
POA3516,0,0,0,0,0,0,0,0,12,5,0,0,20,0,0,0,20,0,0,20,60,7,0,4,71,0,0,0,71,0,0,71,8,0,0,0,8,0,0,0,8,0,0,8,0,0,0,4,4,0,0,0,4,0,0,4,79,11,0,9,100,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,11,0,9,100,0,0,0,100,0,0,100,12,0,0,0,12,0,0,0,12,8,0,15,0,0,0,0,0,0,0,0,0,0,0,0,92,11,0,9,114,0,0,0,114,8,0,120
POA3517,3,0,0,0,3,0,0,3,32,0,0,3,42,0,0,0,42,0,0,42,84,7,0,0,97,0,0,0,97,0,0,97,12,3,0,0,15,0,0,0,15,0,0,15,4,0,0,5,8,0,0,0,8,0,0,8,143,17,0,7,164,0,0,0,164,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,4,0,0,0,4,0,0,4,3,5,0,0,6,0,0,0,6,0,0,6,144,15,0,7,170,0,0,0,170,0,0,170,29,0,0,0,28,0,0,0,28,13,0,41,0,0,0,0,0,0,0,0,0,0,0,0,171,16,0,7,200,0,0,0,200,13,0,213
POA3518,0,0,0,0,0,0,0,0,32,0,0,0,33,0,0,0,38,4,0,37,42,6,0,6,53,0,0,0,53,0,0,55,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,77,7,4,6,86,0,0,0,87,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,0,5,77,7,4,6,86,0,0,0,87,13,0,101,5,0,4,0,12,4,0,4,17,11,0,23,0,0,0,0,0,0,0,0,0,0,0,0,83,6,7,6,100,4,0,5,104,19,0,125
POA3520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8
POA3521,0,0,0,0,0,0,0,0,25,5,0,6,34,0,0,0,33,3,0,39,50,3,0,0,54,0,0,0,55,4,0,61,4,0,6,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,88,4,6,3,98,6,0,6,102,3,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,4,6,3,98,6,0,6,102,3,0,111,18,7,0,8,34,0,0,0,34,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,108,12,6,15,133,6,0,6,139,13,0,147
POA3522,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,8,0,0,8,9,6,0,0,15,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,6,0,0,23,0,0,0,23,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,6,0,0,23,0,0,0,23,0,0,23,9,0,0,0,9,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,32,6,0,0,37,0,0,0,34,0,0,34
POA3523,9,0,0,0,9,0,0,7,59,8,4,0,69,0,0,0,68,5,0,76,106,28,8,0,143,0,0,0,143,7,0,147,9,0,6,0,16,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,175,33,15,0,228,0,0,3,226,11,0,243,10,0,0,0,10,4,0,4,12,0,0,12,9,0,3,0,4,0,0,0,4,0,0,4,14,0,3,0,14,4,0,4,18,0,0,18,195,34,13,0,242,5,0,6,248,11,0,262,49,3,5,0,66,0,8,9,66,15,0,87,0,0,0,0,0,0,0,0,0,4,9,6,248,38,21,0,306,7,5,10,316,30,12,356
POA3525,0,0,0,0,0,0,0,0,23,0,0,0,23,5,0,5,23,0,0,25,102,6,0,0,106,0,0,0,106,5,0,109,3,0,0,0,7,0,0,0,7,0,0,7,0,0,0,5,5,0,0,0,5,0,0,5,130,11,0,5,142,5,0,5,144,4,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,11,0,5,142,5,0,5,144,4,0,147,25,0,0,0,21,4,0,4,26,9,0,31,0,0,0,0,0,0,0,0,0,0,0,0,149,11,0,5,163,5,0,5,166,9,0,172
POA3527,0,0,0,0,0,0,0,0,22,4,0,0,21,0,0,0,21,0,0,21,23,0,0,0,31,0,0,0,31,4,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3,0,0,55,0,0,0,55,4,0,57,0,6,0,0,6,7,0,7,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,7,0,7,6,0,0,6,51,7,0,0,56,7,0,7,61,4,0,61,15,0,4,0,16,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,68,7,4,0,75,7,0,7,81,4,0,83
