POA_CODE_2021,A75_84_L_PinE_NS_19,A75_84_L_PinE_NS_20,A75_84_L_PinE_NS_21,A75_84_L_PinE_NS_YNS,A75_84_L_PinE_NS_T,A75_84_T_B_05,A75_84_T_05_10,A75_84_T_11_15,A75_84_T_16,A75_84_T_17,A75_84_T_18,A75_84_T_19,A75_84_T_20,A75_84_T_21,A75_84_T_YNS,A75_84_T_T,A85ov_SEO_B_05,A85ov_SEO_05_10,A85ov_SEO_11_15,A85ov_SEO_16,A85ov_SEO_17,A85ov_SEO_18,A85ov_SEO_19,A85ov_SEO_20,A85ov_SEO_21,A85ov_SEO_YNS,A85ov_SEO_T,A85ov_UOLSE_VWW_B_05,A85ov_UOLSE_VWW_05_10,A85ov_UOLSE_VWW_11_15,A85ov_UOLSE_VWW_16,A85ov_UOLSE_VWW_17,A85ov_UOLSE_VWW_18,A85ov_UOLSE_VWW_19,A85ov_UOLSE_VWW_20,A85ov_UOLSE_VWW_21,A85ov_UOLSE_VWW_YNS,A85ov_UOLSE_VWW_T,A85ov_UOLSE_NWNAA_B_05,A85ov_UOLSE_NWNAA_05_10,A85ov_UOLSE_NWNAA_11_15,A85ov_UOLSE_NWNAA_16,A85ov_UOLSE_NWNAA_17,A85ov_UOLSE_NWNAA_18,A85ov_UOLSE_NWNAA_19,A85ov_UOLSE_NWNAA_20,A85ov_UOLSE_NWNAA_21,A85ov_UOLSE_NWNAA_YNS,A85ov_UOLSE_NWNAA_T,A85ov_UOLSE_PinE_NS_B_05,A85ov_UOLSE_PinE_NS_05_10,A85ov_UOLSE_PinE_NS_11_15,A85ov_UOLSE_PinE_NS_16,A85ov_UOLSE_PinE_NS_17,A85ov_UOLSE_PinE_NS_18,A85ov_UOLSE_PinE_NS_19,A85ov_UOLSE_PinE_NS_20,A85ov_UOLSE_PinE_NS_21,A85ov_UOLSE_PinE_NS_YNS,A85ov_UOLSE_PinE_NS_T,A85ov_UOLSE_T_B_05,A85ov_UOLSE_T_05_10,A85ov_UOLSE_T_11_15,A85ov_UOLSE_T_16,A85ov_UOLSE_T_17,A85ov_UOLSE_T_18,A85ov_UOLSE_T_19,A85ov_UOLSE_T_20,A85ov_UOLSE_T_21,A85ov_UOLSE_T_YNS,A85ov_UOLSE_T_T,A85ov_L_PinE_NS_B_05,A85ov_L_PinE_NS_05_10,A85ov_L_PinE_NS_11_15,A85ov_L_PinE_NS_16,A85ov_L_PinE_NS_17,A85ov_L_PinE_NS_18,A85ov_L_PinE_NS_19,A85ov_L_PinE_NS_20,A85ov_L_PinE_NS_21,A85ov_L_PinE_NS_YNS,A85ov_L_PinE_NS_T,A85ov_T_B_05,A85ov_T_05_10,A85ov_T_11_15,A85ov_T_16,A85ov_T_17,A85ov_T_18,A85ov_T_19,A85ov_T_20,A85ov_T_21,A85ov_T_YNS,A85ov_T_T,T_SEO_B_05,T_SEO_05_10,T_SEO_11_15,T_SEO_16,T_SEO_17,T_SEO_18,T_SEO_19,T_SEO_20,T_SEO_21,T_SEO_YNS,T_SEO_T,T_UOLSE_VWW_B_05,T_UOLSE_VWW_05_10,T_UOLSE_VWW_11_15,T_UOLSE_VWW_16,T_UOLSE_VWW_17,T_UOLSE_VWW_18,T_UOLSE_VWW_19,T_UOLSE_VWW_20,T_UOLSE_VWW_21,T_UOLSE_VWW_YNS,T_UOLSE_VWW_T,T_UOLSE_NWNAA_B_05,T_UOLSE_NWNAA_05_10,T_UOLSE_NWNAA_11_15,T_UOLSE_NWNAA_16,T_UOLSE_NWNAA_17,T_UOLSE_NWNAA_18,T_UOLSE_NWNAA_19,T_UOLSE_NWNAA_20,T_UOLSE_NWNAA_21,T_UOLSE_NWNAA_YNS,T_UOLSE_NWNAA_T,T_UOLSE_PinE_NS_B_05,T_UOLSE_PinE_NS_05_10,T_UOLSE_PinE_NS_11_15,T_UOLSE_PinE_NS_16,T_UOLSE_PinE_NS_17,T_UOLSE_PinE_NS_18,T_UOLSE_PinE_NS_19,T_UOLSE_PinE_NS_20,T_UOLSE_PinE_NS_21,T_UOLSE_PinE_NS_YNS,T_UOLSE_PinE_NS_T,T_UOLSE_T_B_05,T_UOLSE_T_05_10,T_UOLSE_T_11_15,T_UOLSE_T_16,T_UOLSE_T_17,T_UOLSE_T_18,T_UOLSE_T_19,T_UOLSE_T_20,T_UOLSE_T_21,T_UOLSE_T_YNS,T_UOLSE_T_T,T_L_PinE_NS_B_05,T_L_PinE_NS_05_10,T_L_PinE_NS_11_15,T_L_PinE_NS_16,T_L_PinE_NS_17,T_L_PinE_NS_18,T_L_PinE_NS_19,T_L_PinE_NS_20,T_L_PinE_NS_21,T_L_PinE_NS_YNS,T_L_PinE_NS_T,T_T_B_05,T_T_05_10,T_T_11_15,T_T_16,T_T_17,T_T_18,T_T_19,T_T_20,T_T_21,T_T_YNS,T_T_T
POA3797,0,0,0,0,0,74,6,0,0,0,0,0,0,0,5,82,24,0,0,0,0,0,0,0,0,0,21,6,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,3,35,312,14,9,3,0,0,5,6,0,18,369,36,5,5,0,0,0,0,0,3,0,59,0,0,3,0,0,0,0,0,3,6,12,0,0,0,0,0,0,0,0,0,0,0,40,7,11,0,0,3,0,0,9,5,75,0,0,0,0,0,0,0,0,0,0,0,355,24,20,4,6,4,3,6,9,22,453
POA3799,0,0,0,0,0,82,0,0,0,0,0,0,0,0,6,88,24,0,0,0,0,0,0,0,0,0,30,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,4,38,528,46,23,8,6,3,0,0,0,29,651,105,21,15,0,0,0,3,0,0,3,157,3,0,5,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,109,24,18,0,5,0,3,0,0,6,167,0,0,0,0,0,0,0,0,0,0,0,644,71,42,10,10,4,3,8,0,35,819
POA3802,0,0,0,5,6,778,29,10,3,0,0,9,5,0,17,850,64,3,3,0,0,0,0,0,0,0,73,78,0,0,0,0,0,0,0,0,0,82,107,5,4,0,0,0,0,0,0,6,115,0,0,0,0,0,0,0,0,0,0,0,185,5,9,0,0,0,5,0,0,6,197,0,0,0,0,0,0,0,0,0,4,4,249,6,6,0,0,0,3,0,0,4,274,2077,257,166,27,21,26,26,7,3,47,2663,4443,1331,1034,184,194,166,173,51,20,74,7673,931,190,238,50,52,38,73,25,18,27,1652,15,0,0,0,0,0,0,0,0,0,17,5387,1523,1275,232,246,208,249,74,44,102,9337,6,0,0,0,0,0,0,0,0,21,25,7467,1781,1444,258,273,237,276,88,48,171,12030
POA3803,0,0,0,4,4,317,19,8,0,3,0,0,0,0,23,374,46,0,0,0,0,0,0,0,0,11,54,48,0,6,0,0,0,0,0,0,0,53,54,3,6,0,0,0,0,0,0,0,60,5,0,0,0,0,0,0,0,0,0,4,98,3,5,4,0,0,0,0,0,6,120,0,0,0,0,0,0,0,0,0,6,6,144,3,5,4,0,0,0,0,0,23,181,839,118,64,13,17,17,16,4,3,39,1141,1768,712,731,138,154,149,146,52,20,62,3930,415,132,164,41,41,25,42,19,24,21,926,10,0,0,0,3,0,9,0,0,5,29,2188,848,898,186,198,168,192,74,48,86,4881,0,0,5,0,0,0,0,0,0,12,14,3034,966,961,194,219,181,212,75,50,138,6039
POA3804,0,0,0,0,0,199,10,0,0,0,0,0,0,0,14,226,31,0,0,0,0,0,0,0,0,10,37,25,0,0,0,0,0,0,0,0,8,33,25,0,4,0,0,0,0,0,0,3,37,0,0,0,0,0,0,0,0,0,0,0,48,0,3,0,0,0,0,0,0,12,64,0,0,0,0,0,0,0,0,0,0,0,76,0,7,0,0,0,0,0,0,18,107,735,64,36,3,3,9,6,14,0,29,887,978,166,91,4,26,15,13,5,8,28,1331,179,41,39,6,6,13,8,0,0,14,299,0,0,0,0,0,0,0,0,0,0,7,1160,199,128,12,32,24,14,5,4,47,1630,0,0,0,0,0,0,0,0,0,3,6,1889,264,166,13,37,29,22,18,9,75,2518
POA3805,0,0,0,7,4,959,55,36,9,6,0,16,6,0,26,1122,116,4,0,0,0,0,0,0,0,3,130,102,4,0,0,0,0,0,0,0,7,119,84,10,5,0,0,0,0,0,0,9,108,0,0,0,0,0,0,0,0,0,0,0,187,15,5,0,0,0,3,0,0,17,220,0,0,0,0,0,0,0,0,0,9,9,302,18,4,0,0,0,3,4,0,25,359,4474,791,485,53,79,76,54,29,10,92,6137,5889,3359,2499,553,551,500,434,172,61,159,14190,1038,519,605,160,135,130,201,81,63,72,3009,14,0,3,0,0,0,3,0,0,5,33,6941,3887,3109,717,687,633,640,256,123,237,17229,5,4,5,0,0,0,0,0,0,33,50,11416,4680,3602,765,768,713,689,283,132,360,23415
POA3806,0,0,0,6,9,883,54,37,6,0,4,15,9,3,27,1034,229,10,0,0,0,0,0,0,0,10,249,65,0,0,0,0,0,0,0,0,8,68,40,3,4,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,110,6,4,0,0,0,0,0,0,8,128,3,0,0,0,0,0,0,0,0,7,12,343,14,6,0,0,0,0,0,0,22,387,4440,906,556,98,88,72,70,37,11,101,6387,3454,2690,1975,385,387,317,295,116,24,67,9714,328,211,252,53,57,74,122,57,3,33,1189,3,0,4,0,0,0,0,0,0,0,14,3781,2902,2225,440,447,391,422,172,28,103,10909,9,4,0,0,0,0,0,0,0,26,38,8233,3810,2786,538,539,459,492,211,41,223,17335
POA3807,0,0,0,0,0,134,4,3,0,0,0,5,0,0,0,152,17,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,25,3,0,0,0,0,0,0,0,0,30,693,113,52,10,3,5,13,0,0,13,920,215,110,108,26,22,19,21,5,5,9,544,21,11,9,0,4,8,6,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,240,122,119,26,25,32,28,6,5,13,610,0,0,0,0,0,0,0,0,0,0,0,930,234,172,38,31,35,43,8,3,26,1529
POA3808,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,42,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,15,270,15,12,0,6,0,3,0,0,18,323,46,10,4,0,0,3,0,3,0,5,74,9,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,59,10,4,5,0,3,0,3,0,5,83,0,0,0,0,0,0,0,0,0,0,0,325,29,21,5,6,5,3,3,0,21,403
POA3809,0,0,0,0,0,139,7,9,4,0,0,7,3,0,5,170,18,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,23,1118,352,360,48,46,36,43,11,8,34,2055,800,1445,1260,207,240,174,144,47,19,29,4361,67,43,69,15,20,18,49,18,10,6,314,0,0,0,0,0,0,0,0,0,4,10,870,1486,1329,224,259,195,193,66,27,38,4688,0,3,3,0,0,0,0,0,0,9,16,1985,1842,1690,271,309,232,234,77,41,76,6756
POA3810,0,0,0,4,7,798,29,24,3,0,5,10,7,0,32,901,183,0,0,0,0,0,0,0,0,16,205,34,0,0,0,0,0,0,0,0,4,40,21,5,0,0,0,0,0,0,0,0,25,4,0,0,0,0,0,0,0,0,0,4,58,5,0,0,0,0,0,0,0,4,66,0,0,0,0,0,0,0,0,0,4,4,240,5,0,0,0,0,0,0,0,25,277,3685,877,583,129,83,59,86,24,10,136,5661,1873,2641,2018,445,421,395,427,119,37,94,8479,231,174,270,61,71,77,156,67,19,30,1150,8,4,0,0,0,0,3,0,0,8,22,2114,2818,2288,497,494,473,591,187,58,128,9649,3,0,3,0,0,0,0,0,0,24,43,5800,3690,2873,629,576,531,677,216,72,291,15353
POA3812,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,178,23,6,0,3,0,0,0,0,11,224,21,3,14,0,0,0,3,0,0,0,51,5,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,26,4,16,0,0,0,3,0,0,0,56,0,0,0,0,0,0,0,0,0,0,7,204,29,25,0,4,0,5,0,0,10,281
POA3813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,54,15,10,0,0,3,0,0,0,4,90,0,3,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,60,16,16,0,0,3,0,0,0,6,99
POA3814,0,0,0,0,0,44,0,0,0,0,0,0,0,0,6,43,7,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,152,23,16,0,0,4,0,0,0,15,199,29,3,3,0,5,0,3,3,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,3,3,0,5,0,3,3,0,0,53,0,0,0,0,0,0,0,0,0,0,0,181,24,19,5,5,3,3,3,0,16,261
POA3815,0,0,0,0,3,47,0,0,0,0,0,0,0,0,0,51,11,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,16,217,32,7,0,0,0,3,0,0,8,275,24,9,4,0,0,0,0,0,0,0,43,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,29,9,4,0,0,0,0,0,4,0,48,3,0,0,0,0,0,0,0,0,0,3,249,39,12,0,0,0,5,0,4,17,327
POA3816,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,38,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,160,21,21,3,0,0,0,0,0,10,225,24,19,15,5,0,0,3,0,0,6,80,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,29,19,15,5,0,0,3,0,0,6,86,0,0,0,0,0,0,0,0,0,0,0,194,39,38,5,0,0,6,0,0,21,310
POA3818,0,0,0,0,4,306,0,0,0,0,0,0,0,0,12,326,54,0,0,0,0,0,0,0,0,9,61,22,0,0,0,0,0,0,0,0,0,21,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,6,32,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,10,88,1257,158,86,5,13,5,8,6,4,50,1591,256,85,92,20,16,13,28,10,0,12,530,25,0,5,4,4,5,4,7,0,0,53,4,0,0,0,0,0,0,0,0,0,4,278,87,100,23,23,15,33,13,0,14,590,7,0,0,0,0,0,0,0,0,4,9,1542,240,180,37,38,23,45,19,4,63,2187
POA3820,0,0,0,0,0,330,6,4,0,0,0,0,0,0,11,347,71,0,0,0,0,0,0,0,0,5,74,21,0,0,0,0,0,0,0,0,0,21,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,5,108,1318,171,104,22,21,24,25,8,3,43,1745,291,208,135,36,65,55,91,31,9,18,929,32,13,14,0,3,12,28,7,0,0,122,0,4,0,0,0,0,0,0,0,0,4,320,223,150,36,71,67,119,38,9,23,1049,5,0,0,0,0,0,0,0,0,0,4,1642,389,249,60,93,93,147,51,11,65,2794
POA3821,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,39,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,153,24,4,0,4,5,0,0,0,11,208,17,0,7,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,7,0,0,0,0,0,0,0,24,0,0,4,0,0,0,0,0,0,0,4,171,24,11,0,5,5,0,0,0,11,233
POA3822,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,11,4,0,0,0,0,0,0,0,64,3,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,53,11,9,0,0,0,0,0,0,0,71
POA3823,0,0,0,0,0,35,0,0,0,0,0,0,0,0,3,36,14,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,16,180,6,8,0,5,0,6,0,0,8,216,23,5,6,0,5,0,4,0,0,0,38,0,0,6,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,24,5,5,0,4,0,4,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,205,11,11,0,6,0,7,0,0,10,260
POA3824,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,78,16,0,0,0,0,0,0,0,0,0,15,4,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,11,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,4,29,313,26,25,0,0,0,4,6,0,15,390,42,31,19,3,3,4,20,0,0,5,127,0,0,3,3,3,0,9,6,0,0,32,0,0,0,0,0,0,0,0,0,0,0,42,35,26,9,8,4,30,4,0,5,161,0,0,0,0,0,0,0,0,0,0,0,357,65,45,6,11,9,30,11,0,15,549
POA3825,0,0,0,0,3,490,0,0,0,0,0,0,0,0,22,520,118,0,0,0,0,0,0,0,0,13,138,62,0,0,0,0,0,0,0,0,4,64,19,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,4,87,4,0,0,0,0,0,0,0,0,0,4,205,0,0,0,0,0,0,0,0,10,223,1529,80,61,9,0,4,8,7,4,73,1775,394,79,63,13,15,24,22,37,11,24,670,84,15,16,6,0,4,6,0,8,4,144,7,0,0,0,0,0,0,0,0,0,6,483,92,75,21,19,22,26,35,17,24,823,11,0,0,0,0,0,0,0,0,5,14,2024,171,136,28,23,29,28,46,22,106,2612
POA3831,0,0,0,0,0,24,0,0,0,0,0,0,0,0,8,33,7,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,142,10,0,0,0,0,0,0,4,15,174,14,4,7,0,0,0,0,5,0,0,31,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,17,4,7,0,0,0,0,6,0,0,35,0,0,0,0,0,0,0,0,0,0,0,157,11,11,0,0,3,0,6,3,18,210
POA3832,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,4,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,4,27
POA3833,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,29,7,0,0,0,0,0,6,0,0,0,17,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,6,0,0,0,18,6,0,0,0,0,0,0,0,0,0,6,42,0,7,0,0,0,6,0,0,0,57
POA3835,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,24,0,0,0,0,0,0,0,0,0,30,3,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,4,43
POA3840,0,0,0,0,3,427,0,0,0,0,0,4,0,0,29,455,78,0,0,0,0,0,0,0,0,12,89,57,0,0,0,0,0,0,0,0,15,71,38,0,0,0,0,0,0,0,0,5,46,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,22,109,0,0,0,0,0,0,0,0,0,0,7,167,0,0,0,0,0,0,0,0,36,204,1101,72,59,12,5,12,13,0,8,58,1340,472,139,170,18,29,32,53,28,0,45,985,102,40,54,5,4,3,12,6,3,16,238,0,3,0,0,0,0,0,0,0,5,9,576,176,221,22,32,38,61,38,3,61,1231,5,0,0,0,0,0,0,0,0,8,15,1679,250,274,39,37,52,76,40,10,135,2586
POA3842,0,0,0,0,0,100,0,0,0,0,0,0,0,0,5,106,8,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,14,339,28,18,0,4,0,3,0,0,13,412,70,34,19,5,13,13,11,0,0,0,164,8,0,3,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,3,80,33,17,12,12,13,11,0,0,6,183,0,0,0,0,0,0,0,0,0,0,0,423,62,35,11,18,7,14,0,0,20,597
POA3844,0,0,0,0,0,424,3,0,0,0,0,0,0,0,30,459,115,0,0,0,0,0,0,0,0,15,132,39,0,0,0,0,0,0,0,0,3,45,14,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,6,67,0,0,0,0,0,0,0,0,0,0,0,177,0,3,0,0,0,0,0,0,25,199,1752,197,143,28,28,33,34,4,10,94,2324,462,269,229,71,64,83,127,34,10,27,1380,65,15,12,0,4,12,14,8,7,12,152,3,0,0,0,0,0,0,0,0,5,6,533,289,237,74,69,98,144,42,15,43,1547,4,0,0,0,0,0,0,0,0,8,11,2287,485,387,99,90,131,180,48,27,141,3877
POA3847,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,114,5,8,0,0,0,0,0,0,7,144,17,6,10,3,0,3,0,4,0,0,48,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,23,4,10,3,0,3,0,3,0,0,58,0,0,0,0,0,0,0,0,0,0,0,138,17,26,3,0,3,3,3,0,10,203
POA3850,0,0,0,0,6,247,6,0,0,0,0,0,0,0,5,262,48,0,0,0,0,0,0,0,0,6,58,21,0,0,0,0,0,0,0,0,0,19,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,3,9,72,0,0,0,0,0,0,0,0,8,84,865,122,74,11,19,28,15,17,0,37,1181,201,139,144,24,31,50,47,24,6,12,671,25,11,15,0,0,4,10,7,0,4,82,0,0,0,0,0,0,0,0,0,0,5,230,147,159,23,36,55,57,33,6,9,756,3,0,0,0,0,0,0,0,0,13,14,1096,272,239,34,52,84,70,49,7,58,1959
POA3851,0,0,0,0,0,89,0,0,0,0,0,0,0,0,3,92,9,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,11,451,35,19,0,5,4,3,0,0,23,544,65,21,27,5,0,6,4,3,3,4,141,7,0,0,4,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,69,21,26,7,6,6,7,3,3,6,152,0,0,0,0,0,0,0,0,0,245,245,523,59,47,7,8,7,10,6,3,273,940
