POA_CODE_2021,D_10_12_FPNLF_MPET,D_10_12_FPNLF_MPULFTW,D_10_12_FPNLF_MPULPTW,D_10_12_FPNLF_MPUT,D_10_12_FPNLF_MPTLF,D_10_12_FPNLF_MPNLF,D_10_12_FPNLF_MPLFSNS,D_10_12_FPNLF_T,D_10_12_FPLFSNS_MPEFT,D_10_12_FPLFSNS_MPEPT,D_10_12_FPLFSNS_MPEAW,D_10_12_FPLFSNS_MPEHNS,D_10_12_FPLFSNS_MPET,D_10_12_FPLFSNS_MPULFTW,D_10_12_FPLFSNS_MPULPTW,D_10_12_FPLFSNS_MPUT,D_10_12_FPLFSNS_MPTLF,D_10_12_FPLFSNS_MPNLF,D_10_12_FPLFSNS_MPLFSNS,D_10_12_FPLFSNS_T,D_10_12_FPT_MPEFT,D_10_12_FPT_MPEPT,D_10_12_FPT_MPEAW,D_10_12_FPT_MPEHNS,D_10_12_FPT_MPET,D_10_12_FPT_MPULFTW,D_10_12_FPT_MPULPTW,D_10_12_FPT_MPUT,D_10_12_FPT_MPTLF,D_10_12_FPT_MPNLF,D_10_12_FPT_MPLFSNS,D_10_12_FPT_T,D_13_14_FPEFT_MPEFT,D_13_14_FPEFT_MPEPT,D_13_14_FPEFT_MPEAW,D_13_14_FPEFT_MPEHNS,D_13_14_FPEFT_MPET,D_13_14_FPEFT_MPULFTW,D_13_14_FPEFT_MPULPTW,D_13_14_FPEFT_MPUT,D_13_14_FPEFT_MPTLF,D_13_14_FPEFT_MPNLF,D_13_14_FPEFT_MPLFSNS,D_13_14_FPEFT_T,D_13_14_FPEPT_MPEFT,D_13_14_FPEPT_MPEPT,D_13_14_FPEPT_MPEAW,D_13_14_FPEPT_MPEHNS,D_13_14_FPEPT_MPET,D_13_14_FPEPT_MPULFTW,D_13_14_FPEPT_MPULPTW,D_13_14_FPEPT_MPUT,D_13_14_FPEPT_MPTLF,D_13_14_FPEPT_MPNLF,D_13_14_FPEPT_MPLFSNS,D_13_14_FPEPT_T,D_13_14_FPEAW_MPEFT,D_13_14_FPEAW_MPEPT,D_13_14_FPEAW_MPEAW,D_13_14_FPEAW_MPEHNS,D_13_14_FPEAW_MPET,D_13_14_FPEAW_MPULFTW,D_13_14_FPEAW_MPULPTW,D_13_14_FPEAW_MPUT,D_13_14_FPEAW_MPTLF,D_13_14_FPEAW_MPNLF,D_13_14_FPEAW_MPLFSNS,D_13_14_FPEAW_T,D_13_14_FPHNS_MPEFT,D_13_14_FPHNS_MPEPT,D_13_14_FPHNS_MPEAW,D_13_14_FPHNS_MPEHNS,D_13_14_FPHNS_MPET,D_13_14_FPHNS_MPULFTW,D_13_14_FPHNS_MPULPTW,D_13_14_FPHNS_MPUT,D_13_14_FPHNS_MPTLF,D_13_14_FPHNS_MPNLF,D_13_14_FPHNS_MPLFSNS,D_13_14_FPHNS_T,D_13_14_FPET_MPEFT,D_13_14_FPET_MPEPT,D_13_14_FPET_MPEAW,D_13_14_FPET_MPEHNS,D_13_14_FPET_MPET,D_13_14_FPET_MPULFTW,D_13_14_FPET_MPULPTW,D_13_14_FPET_MPUT,D_13_14_FPET_MPTLF,D_13_14_FPET_MPNLF,D_13_14_FPET_MPLFSNS,D_13_14_FPET_T,D_13_14_FPULFTW_MPEFT,D_13_14_FPULFTW_MPEPT,D_13_14_FPULFTW_MPEAW,D_13_14_FPULFTW_MPEHNS,D_13_14_FPULFTW_MPET,D_13_14_FPULFTW_MPULFTW,D_13_14_FPULFTW_MPULPTW,D_13_14_FPULFTW_MPUT,D_13_14_FPULFTW_MPTLF,D_13_14_FPULFTW_MPNLF,D_13_14_FPULFTW_MPLFSNS,D_13_14_FPULFTW_T,D_13_14_FPULPTW_MPEFT,D_13_14_FPULPTW_MPEPT,D_13_14_FPULPTW_MPEAW,D_13_14_FPULPTW_MPEHNS,D_13_14_FPULPTW_MPET,D_13_14_FPULPTW_MPULFTW,D_13_14_FPULPTW_MPULPTW,D_13_14_FPULPTW_MPUT,D_13_14_FPULPTW_MPTLF,D_13_14_FPULPTW_MPNLF,D_13_14_FPULPTW_MPLFSNS,D_13_14_FPULPTW_T,D_13_14_FPUT_MPEFT,D_13_14_FPUT_MPEPT,D_13_14_FPUT_MPEAW,D_13_14_FPUT_MPEHNS,D_13_14_FPUT_MPET,D_13_14_FPUT_MPULFTW,D_13_14_FPUT_MPULPTW,D_13_14_FPUT_MPUT,D_13_14_FPUT_MPTLF,D_13_14_FPUT_MPNLF,D_13_14_FPUT_MPLFSNS,D_13_14_FPUT_T,D_13_14_FPTLF_MPEFT,D_13_14_FPTLF_MPEPT,D_13_14_FPTLF_MPEAW,D_13_14_FPTLF_MPEHNS,D_13_14_FPTLF_MPET,D_13_14_FPTLF_MPULFTW,D_13_14_FPTLF_MPULPTW,D_13_14_FPTLF_MPUT,D_13_14_FPTLF_MPTLF,D_13_14_FPTLF_MPNLF,D_13_14_FPTLF_MPLFSNS,D_13_14_FP_T,D_13_14_FPNLF_MPEFT,D_13_14_FPNLF_MPEPT,D_13_14_FPNLF_MPEAW,D_13_14_FPNLF_MPEHNS,D_13_14_FPNLF_MPET,D_13_14_FPNLF_MPULFTW,D_13_14_FPNLF_MPULPTW,D_13_14_FPNLF_MPUT,D_13_14_FPNLF_MPTLF,D_13_14_FPNLF_MPNLF,D_13_14_FPNLF_MPLFSNS,D_13_14_FPNLF_T,D_13_14_FPLFSNS_MPEFT,D_13_14_FPLFSNS_MPEPT,D_13_14_FPLFSNS_MPEAW,D_13_14_FPLFSNS_MPEHNS,D_13_14_FPLFSNS_MPET,D_13_14_FPLFSNS_MPULFTW,D_13_14_FPLFSNS_MPULPTW,D_13_14_FPLFSNS_MPUT,D_13_14_FPLFSNS_MPTLF,D_13_14_FPLFSNS_MPNLF,D_13_14_FPLFSNS_MPLFSNS,D_13_14_FPLFSNS_T,D_13_14_FPT_MPEFT,D_13_14_FPT_MPEPT,D_13_14_FPT_MPEAW,D_13_14_FPT_MPEHNS,D_13_14_FPT_MPET,D_13_14_FPT_MPULFTW,D_13_14_FPT_MPULPTW,D_13_14_FPT_MPUT,D_13_14_FPT_MPTLF,D_13_14_FPT_MPNLF,D_13_14_FPT_MPLFSNS,D_13_14_FPT_T,D_15_17_FPEFT_MPEFT,D_15_17_FPEFT_MPEPT,D_15_17_FPEFT_MPEAW,D_15_17_FPEFT_MPEHNS,D_15_17_FPEFT_MPET,D_15_17_FPEFT_MPULFTW,D_15_17_FPEFT_MPULPTW,D_15_17_FPEFT_MPUT,D_15_17_FPEFT_MPTLF,D_15_17_FPEFT_MPNLF,D_15_17_FPEFT_MPLFSNS,D_15_17_FPEFT_T,D_15_17_FPEPT_MPEFT,D_15_17_FPEPT_MPEPT,D_15_17_FPEPT_MPEAW,D_15_17_FPEPT_MPEHNS,D_15_17_FPEPT_MPET,D_15_17_FPEPT_MPULFTW,D_15_17_FPEPT_MPULPTW,D_15_17_FPEPT_MPUT,D_15_17_FPEPT_MPTLF,D_15_17_FPEPT_MPNLF,D_15_17_FPEPT_MPLFSNS,D_15_17_FPEPT_T
POA3804,69,4,0,3,71,7,0,83,0,0,0,0,4,0,0,0,4,0,0,0,230,45,6,9,283,9,5,7,291,16,0,309,56,7,0,3,63,0,0,0,63,4,0,69,64,14,0,0,80,0,0,0,80,8,0,87,3,0,0,0,8,0,0,0,8,0,0,8,5,0,0,3,6,0,0,0,6,0,0,4,127,21,0,9,157,0,0,0,157,9,0,159,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,5,0,0,5,4,0,0,0,5,0,0,0,5,0,0,5,130,24,0,9,159,0,0,0,159,9,0,167,30,15,0,0,50,4,0,4,47,9,0,66,0,0,0,0,0,0,0,0,0,0,0,5,157,43,6,5,212,4,0,4,213,16,5,234,79,8,0,4,93,0,0,0,93,0,0,94,97,18,3,0,122,3,0,3,122,7,0,128
POA3805,517,26,11,39,552,135,4,695,0,0,0,3,10,0,0,0,10,5,11,20,1354,292,47,39,1735,55,16,68,1803,218,19,2032,320,36,4,0,358,7,8,11,371,22,0,397,337,59,10,5,404,7,0,11,414,24,0,436,18,6,5,0,23,0,0,0,23,0,0,23,6,0,0,7,13,0,0,0,13,0,0,13,674,96,22,10,798,20,3,19,819,45,0,866,3,0,0,0,3,5,0,5,8,4,0,6,12,7,0,0,16,3,0,4,22,0,0,26,16,7,0,0,23,9,0,4,30,0,0,32,686,104,22,10,822,25,5,29,849,48,0,896,278,67,12,18,373,11,4,16,385,97,0,486,0,0,0,0,8,0,0,0,8,4,4,12,969,166,31,28,1192,33,7,40,1237,151,8,1389,498,50,8,0,563,15,3,14,575,36,0,612,469,72,15,0,562,10,3,7,567,21,0,593
POA3806,318,3,0,3,326,35,0,358,0,0,0,7,7,0,0,0,7,5,3,13,1582,211,30,16,1843,21,11,30,1876,105,3,1985,399,34,6,0,438,10,5,10,447,12,0,464,400,44,6,4,459,3,0,6,461,18,0,478,17,3,7,0,21,0,0,0,21,0,0,22,0,0,0,0,3,0,0,0,3,0,0,3,818,77,20,4,921,13,6,17,938,28,0,970,3,0,0,0,3,0,0,0,3,0,0,4,17,0,0,0,20,0,0,0,19,4,0,22,17,0,0,0,19,0,0,0,24,3,0,27,837,83,20,4,939,13,11,21,961,36,0,998,163,22,3,6,200,3,0,3,202,28,0,230,0,0,0,0,3,0,0,0,3,0,5,3,996,111,25,13,1145,18,11,22,1166,63,5,1230,544,52,7,0,604,8,0,11,614,26,4,637,544,78,10,4,638,9,4,7,644,24,0,669
POA3807,32,0,0,0,35,4,0,37,0,0,0,0,0,0,0,0,0,0,0,0,253,12,5,3,276,4,0,4,279,11,0,290,68,0,0,0,73,0,0,0,73,0,0,76,92,11,0,0,98,0,0,0,103,0,0,105,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,14,0,0,178,0,0,0,175,5,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,14,0,0,180,0,0,0,182,3,0,180,22,3,0,0,27,0,0,0,27,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,187,15,0,0,200,0,0,0,208,9,0,210,108,12,0,0,123,0,0,0,122,10,0,134,114,18,3,0,134,0,0,0,134,8,0,140
POA3808,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,110,10,0,0,123,0,0,0,122,0,0,126,21,7,0,0,30,0,0,0,31,0,0,30,41,6,0,0,49,0,0,0,49,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,15,0,0,77,0,0,0,82,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,15,0,0,81,0,0,0,79,0,0,83,5,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,69,17,0,0,85,0,0,0,88,0,0,95,46,5,0,0,50,0,0,0,50,10,0,57,59,4,0,0,65,0,0,0,65,5,0,72
POA3809,118,0,0,0,118,15,0,130,4,0,0,0,0,0,0,0,0,0,9,9,464,77,15,7,557,6,0,6,569,30,6,606,105,13,5,0,112,0,0,0,116,3,0,121,97,17,0,0,116,6,0,6,121,0,0,124,0,0,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,201,29,3,0,236,9,0,9,242,6,0,250,4,0,0,0,4,0,0,0,4,0,0,4,6,0,0,0,4,0,0,0,4,0,0,4,10,0,0,0,10,0,0,0,10,0,0,10,214,28,3,0,248,5,0,5,253,6,0,258,41,4,0,0,49,0,0,0,54,8,0,61,0,0,0,0,0,0,0,0,0,0,0,0,258,39,8,5,300,6,0,6,304,16,3,325,126,14,0,0,136,3,0,3,137,8,0,145,130,25,6,0,155,0,0,0,155,15,0,168
POA3810,371,5,6,14,381,53,3,439,0,0,0,3,8,0,0,0,8,0,8,16,1338,182,41,23,1581,25,11,36,1614,101,18,1738,277,28,0,4,311,5,0,11,315,17,0,332,287,43,6,4,343,0,0,9,349,7,0,358,19,5,4,0,29,0,0,0,29,0,0,29,3,0,0,0,4,0,0,0,6,0,0,6,587,78,12,9,684,12,4,13,693,31,0,722,13,4,0,0,14,4,0,4,18,0,0,20,8,3,0,0,12,0,0,0,13,0,0,16,18,3,0,0,26,4,0,0,35,7,0,38,608,83,12,10,711,10,5,18,723,33,0,757,161,27,3,5,199,9,8,15,212,23,0,235,3,0,0,0,3,0,0,0,3,0,6,7,768,108,20,10,909,24,12,33,946,58,8,1004,319,36,0,4,356,7,0,9,365,19,0,389,364,43,11,3,418,4,0,8,421,19,0,445
POA3812,22,0,0,0,22,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,76,7,0,3,88,6,0,6,93,5,0,93,20,0,0,0,15,0,0,0,15,0,0,15,18,4,0,0,24,0,0,0,24,0,0,24,0,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,37,3,3,3,44,0,0,0,44,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,3,3,3,44,0,0,0,45,0,0,45,9,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,43,3,3,3,52,0,0,0,54,0,0,54,22,0,0,0,19,0,0,0,19,0,0,19,31,8,0,0,36,0,0,0,36,0,0,39
POA3813,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,22,5,0,0,26,0,0,0,26,3,0,28,6,0,0,0,3,0,0,0,3,0,0,6,3,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,13,0,0,0,13,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,14,0,0,0,10,0,0,0,10,0,0,12,4,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,17,0,0,0,17,0,0,21,7,0,0,0,7,0,0,0,7,0,0,7,8,0,4,0,10,0,0,0,10,0,0,10
POA3814,29,0,0,0,29,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,83,11,0,4,96,0,0,0,96,0,0,100,16,0,0,0,16,0,0,0,16,0,0,16,26,3,0,0,30,0,0,0,30,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,7,0,0,51,0,0,0,51,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,7,0,0,51,0,0,0,51,0,0,52,8,5,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,57,6,0,0,66,0,0,0,66,0,0,65,25,0,0,0,25,0,0,0,25,0,0,25,33,3,0,0,39,0,0,0,39,0,0,35
POA3815,11,0,0,0,11,0,0,13,0,0,0,0,3,0,0,0,3,0,0,6,109,4,4,8,127,0,0,0,127,3,0,136,20,0,0,0,20,0,0,0,21,3,0,24,37,4,0,0,49,0,0,0,49,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,4,0,0,75,0,0,0,71,3,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,4,0,0,75,0,0,0,71,3,0,75,11,0,0,0,15,0,0,0,15,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,78,6,0,0,84,0,0,0,85,4,0,93,33,0,0,0,41,0,0,0,36,7,0,46,46,5,0,0,51,0,0,0,53,0,0,53
POA3816,15,4,0,4,15,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,65,3,0,4,76,4,0,4,81,0,0,86,24,0,0,0,27,0,0,0,27,0,0,27,13,3,0,0,17,0,0,0,17,0,0,16,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,3,5,0,0,0,5,0,0,5,47,3,0,4,50,0,0,0,50,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,3,0,4,50,0,0,0,50,0,0,50,11,3,0,0,13,0,0,0,16,8,0,18,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,4,62,0,0,0,60,3,0,67,18,0,3,0,19,0,0,0,19,0,0,18,12,8,0,0,17,6,0,6,24,0,0,19
POA3818,90,3,0,3,94,16,0,104,0,0,0,0,0,0,0,0,0,0,3,3,354,52,12,5,431,4,0,6,432,34,4,474,81,9,3,0,92,0,0,0,92,3,0,95,107,11,3,0,130,0,0,0,128,9,5,137,7,0,0,0,8,0,0,0,8,0,0,7,0,0,0,0,0,0,0,0,3,0,0,4,194,21,7,6,230,0,0,0,229,8,4,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,3,0,0,0,3,0,0,0,4,0,0,4,203,21,7,6,230,5,0,5,235,8,4,250,37,5,4,0,45,0,0,0,45,9,0,50,0,0,0,0,0,0,0,0,0,0,0,0,238,31,10,0,278,5,0,5,285,19,3,301,74,18,0,0,96,0,0,0,95,9,0,99,124,11,0,0,139,0,0,0,143,7,0,148
POA3820,66,3,0,3,71,9,0,74,0,0,0,0,0,0,0,0,0,0,3,4,411,51,3,11,480,4,0,3,486,22,3,508,103,15,0,4,118,0,0,6,122,12,0,132,138,26,3,0,163,0,0,0,167,3,0,170,10,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,246,43,8,4,294,3,0,4,296,12,0,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,4,4,0,3,244,43,8,4,301,4,0,0,301,18,0,317,27,8,0,0,40,0,0,0,42,5,0,46,0,0,0,0,0,0,0,0,0,0,0,0,276,50,8,0,335,9,0,4,337,18,0,358,135,14,3,3,159,0,0,0,152,3,0,158,165,25,5,0,197,5,0,5,202,9,0,206
POA3821,10,0,0,0,10,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,91,20,0,3,114,0,0,0,117,4,0,116,15,3,0,0,14,0,0,0,16,0,0,16,35,7,0,0,39,0,0,0,39,3,0,46,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,48,13,4,0,58,0,0,0,59,3,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,13,4,0,58,0,0,0,59,3,0,63,3,3,0,0,4,0,0,0,4,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,47,14,4,3,62,0,0,0,66,6,0,74,20,3,0,0,30,0,4,4,29,0,0,29,45,5,0,0,58,0,0,0,58,0,0,58
POA3822,7,0,0,0,7,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,38,4,0,0,43,0,0,0,43,0,0,46,6,0,0,0,6,0,0,0,6,0,0,6,14,0,0,0,14,0,0,0,14,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,22,0,0,0,22,5,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,22,0,0,0,22,5,0,25,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,22,0,0,0,22,5,0,22,7,0,0,0,8,0,0,0,8,0,0,8,9,0,0,0,9,0,0,0,9,0,0,9
POA3823,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,40,6,0,0,41,0,0,0,41,0,0,46,11,0,0,0,11,0,0,0,11,0,0,11,10,3,0,0,14,0,0,0,14,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,0,0,21,0,0,0,21,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,0,0,21,0,0,0,21,0,0,29,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,23,3,0,0,25,0,0,0,25,0,0,24,12,0,0,0,11,0,0,0,11,0,0,16,14,3,0,0,19,0,0,0,19,0,0,19
POA3824,24,0,0,0,24,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,141,15,7,3,163,6,0,6,166,4,0,171,36,5,0,0,43,6,0,6,42,0,0,42,40,6,0,0,44,0,0,0,47,0,0,47,5,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,80,5,4,0,90,3,0,3,98,4,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,5,4,0,96,3,0,3,99,4,0,102,12,3,0,0,12,0,0,0,12,3,0,15,0,0,0,0,0,0,0,0,0,0,0,3,92,12,4,3,111,3,0,3,115,6,0,120,30,3,0,0,31,0,0,0,31,0,0,31,46,9,0,6,50,0,0,0,50,6,0,56
POA3825,67,4,0,5,68,21,3,94,0,0,0,0,0,0,0,0,0,0,6,4,282,43,13,12,353,17,4,15,370,51,8,424,63,5,4,0,71,0,0,0,73,7,0,77,99,20,3,0,119,9,0,10,123,10,0,130,8,0,0,0,9,0,0,0,9,5,0,10,0,0,0,0,0,0,0,0,3,0,0,3,165,18,5,3,200,9,0,10,205,14,0,225,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,4,0,0,0,4,0,0,0,4,0,0,4,171,18,5,3,199,9,0,10,209,14,0,227,32,3,0,0,40,0,4,3,42,20,0,63,0,0,0,0,0,0,0,0,0,0,0,0,199,30,6,7,240,9,3,11,251,34,0,294,91,12,0,0,96,0,0,0,96,6,0,102,109,28,4,4,147,3,0,3,151,8,0,159
POA3831,7,0,0,0,7,3,0,7,0,0,0,0,0,0,0,0,0,0,3,3,31,7,4,0,40,0,0,0,44,0,3,48,10,3,0,0,10,0,0,0,13,0,0,13,6,4,0,0,15,0,0,0,15,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,0,0,22,0,0,0,26,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,0,0,22,0,0,0,26,3,0,30,3,0,0,0,3,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,19,10,0,0,28,0,0,0,33,0,0,35,15,0,0,0,15,0,0,0,15,0,0,15,17,6,0,0,15,0,0,0,15,0,0,15
POA3832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3833,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,9,0,0,0,9,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4
POA3840,42,0,0,0,45,28,0,74,0,0,0,0,0,0,0,0,0,0,0,0,251,26,3,7,287,9,0,10,290,47,0,342,50,9,0,0,58,0,4,4,57,3,0,57,57,8,4,0,73,6,0,6,82,10,0,85,6,0,0,0,4,0,0,0,4,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,112,16,4,0,136,6,4,9,141,12,0,155,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,5,0,0,5,6,0,0,0,6,0,0,0,6,0,0,10,116,16,4,0,139,7,4,6,145,12,0,164,34,6,0,3,41,0,5,0,43,19,0,69,0,0,0,4,4,0,0,0,4,0,0,4,150,27,6,5,184,6,0,12,194,35,0,228,46,11,0,0,62,0,0,3,61,10,0,73,80,8,4,0,97,5,0,5,94,4,0,99
POA3842,30,0,0,3,34,11,0,46,0,0,0,0,0,0,0,0,0,0,0,0,54,13,4,3,71,4,3,5,76,13,0,94,15,5,0,0,15,0,0,0,15,0,0,15,16,0,4,0,20,4,0,0,23,6,0,21,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,30,3,4,0,39,4,0,0,41,6,0,44,0,0,0,0,4,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,31,3,4,0,41,0,0,4,43,6,0,48,12,0,0,0,10,0,0,0,9,10,0,26,0,0,0,0,0,0,0,0,0,0,0,0,39,10,4,4,53,0,5,8,59,12,0,69,14,3,0,0,13,0,0,0,13,0,0,19,16,0,0,0,16,0,0,0,18,4,0,20
