POA_CODE_2021,A25_34_UOLSE_T_11_15,A25_34_UOLSE_T_16,A25_34_UOLSE_T_17,A25_34_UOLSE_T_18,A25_34_UOLSE_T_19,A25_34_UOLSE_T_20,A25_34_UOLSE_T_21,A25_34_UOLSE_T_YNS,A25_34_UOLSE_T_T,A25_34_L_PinE_NS_B_05,A25_34_L_PinE_NS_05_10,A25_34_L_PinE_NS_11_15,A25_34_L_PinE_NS_16,A25_34_L_PinE_NS_17,A25_34_L_PinE_NS_18,A25_34_L_PinE_NS_19,A25_34_L_PinE_NS_20,A25_34_L_PinE_NS_21,A25_34_L_PinE_NS_YNS,A25_34_L_PinE_NS_T,A25_34_T_B_05,A25_34_T_05_10,A25_34_T_11_15,A25_34_T_16,A25_34_T_17,A25_34_T_18,A25_34_T_19,A25_34_T_20,A25_34_T_21,A25_34_T_YNS,A25_34_T_T,A35_44_SEO_B_05,A35_44_SEO_05_10,A35_44_SEO_11_15,A35_44_SEO_16,A35_44_SEO_17,A35_44_SEO_18,A35_44_SEO_19,A35_44_SEO_20,A35_44_SEO_21,A35_44_SEO_YNS,A35_44_SEO_T,A35_44_UOLSE_VWW_B_05,A35_44_UOLSE_VWW_05_10,A35_44_UOLSE_VWW_11_15,A35_44_UOLSE_VWW_16,A35_44_UOLSE_VWW_17,A35_44_UOLSE_VWW_18,A35_44_UOLSE_VWW_19,A35_44_UOLSE_VWW_20,A35_44_UOLSE_VWW_21,A35_44_UOLSE_VWW_YNS,A35_44_UOLSE_VWW_T,A35_44_UOLSE_NWNAA_B_05,A35_44_UOLSE_NWNAA_05_10,A35_44_UOLSE_NWNAA_11_15,A35_44_UOLSE_NWNAA_16,A35_44_UOLSE_NWNAA_17,A35_44_UOLSE_NWNAA_18,A35_44_UOLSE_NWNAA_19,A35_44_UOLSE_NWNAA_20,A35_44_UOLSE_NWNAA_21,A35_44_UOLSE_NWNAA_YNS,A35_44_UOLSE_NWNAA_T,A35_44_UOLSE_PinE_NS_B_05,A35_44_UOLSE_PinE_NS_05_10,A35_44_UOLSE_PinE_NS_11_15,A35_44_UOLSE_PinE_NS_16,A35_44_UOLSE_PinE_NS_17,A35_44_UOLSE_PinE_NS_18,A35_44_UOLSE_PinE_NS_19,A35_44_UOLSE_PinE_NS_20,A35_44_UOLSE_PinE_NS_21,A35_44_UOLSE_PinE_NS_YNS,A35_44_UOLSE_PinE_NS_T,A35_44_UOLSE_T_B_05,A35_44_UOLSE_T_05_10,A35_44_UOLSE_T_11_15,A35_44_UOLSE_T_16,A35_44_UOLSE_T_17,A35_44_UOLSE_T_18,A35_44_UOLSE_T_19,A35_44_UOLSE_T_20,A35_44_UOLSE_T_21,A35_44_UOLSE_T_YNS,A35_44_UOLSE_T_T,A35_44_L_PinE_NS_B_05,A35_44_L_PinE_NS_05_10,A35_44_L_PinE_NS_11_15,A35_44_L_PinE_NS_16,A35_44_L_PinE_NS_17,A35_44_L_PinE_NS_18,A35_44_L_PinE_NS_19,A35_44_L_PinE_NS_20,A35_44_L_PinE_NS_21,A35_44_L_PinE_NS_YNS,A35_44_L_PinE_NS_T,A35_44_T_B_05,A35_44_T_05_10,A35_44_T_11_15,A35_44_T_16,A35_44_T_17,A35_44_T_18,A35_44_T_19,A35_44_T_20,A35_44_T_21,A35_44_T_YNS,A35_44_T_T,A45_54_SEO_B_05,A45_54_SEO_05_10,A45_54_SEO_11_15,A45_54_SEO_16,A45_54_SEO_17,A45_54_SEO_18,A45_54_SEO_19,A45_54_SEO_20,A45_54_SEO_21,A45_54_SEO_YNS,A45_54_SEO_T,A45_54_UOLSE_VWW_B_05,A45_54_UOLSE_VWW_05_10,A45_54_UOLSE_VWW_11_15,A45_54_UOLSE_VWW_16,A45_54_UOLSE_VWW_17,A45_54_UOLSE_VWW_18,A45_54_UOLSE_VWW_19,A45_54_UOLSE_VWW_20,A45_54_UOLSE_VWW_21,A45_54_UOLSE_VWW_YNS,A45_54_UOLSE_VWW_T,A45_54_UOLSE_NWNAA_B_05,A45_54_UOLSE_NWNAA_05_10,A45_54_UOLSE_NWNAA_11_15,A45_54_UOLSE_NWNAA_16,A45_54_UOLSE_NWNAA_17,A45_54_UOLSE_NWNAA_18,A45_54_UOLSE_NWNAA_19,A45_54_UOLSE_NWNAA_20,A45_54_UOLSE_NWNAA_21,A45_54_UOLSE_NWNAA_YNS,A45_54_UOLSE_NWNAA_T,A45_54_UOLSE_PinE_NS_B_05,A45_54_UOLSE_PinE_NS_05_10,A45_54_UOLSE_PinE_NS_11_15,A45_54_UOLSE_PinE_NS_16,A45_54_UOLSE_PinE_NS_17,A45_54_UOLSE_PinE_NS_18,A45_54_UOLSE_PinE_NS_19,A45_54_UOLSE_PinE_NS_20,A45_54_UOLSE_PinE_NS_21,A45_54_UOLSE_PinE_NS_YNS,A45_54_UOLSE_PinE_NS_T,A45_54_UOLSE_T_B_05,A45_54_UOLSE_T_05_10,A45_54_UOLSE_T_11_15,A45_54_UOLSE_T_16,A45_54_UOLSE_T_17,A45_54_UOLSE_T_18,A45_54_UOLSE_T_19,A45_54_UOLSE_T_20,A45_54_UOLSE_T_21,A45_54_UOLSE_T_YNS,A45_54_UOLSE_T_T,A45_54_L_PinE_NS_B_05,A45_54_L_PinE_NS_05_10,A45_54_L_PinE_NS_11_15,A45_54_L_PinE_NS_16,A45_54_L_PinE_NS_17,A45_54_L_PinE_NS_18,A45_54_L_PinE_NS_19,A45_54_L_PinE_NS_20,A45_54_L_PinE_NS_21,A45_54_L_PinE_NS_YNS,A45_54_L_PinE_NS_T,A45_54_T_B_05,A45_54_T_05_10,A45_54_T_11_15,A45_54_T_16,A45_54_T_17,A45_54_T_18,A45_54_T_19,A45_54_T_20,A45_54_T_21,A45_54_T_YNS,A45_54_T_T,A55_64_SEO_B_05,A55_64_SEO_05_10,A55_64_SEO_11_15,A55_64_SEO_16,A55_64_SEO_17,A55_64_SEO_18,A55_64_SEO_19,A55_64_SEO_20,A55_64_SEO_21,A55_64_SEO_YNS,A55_64_SEO_T,A55_64_UOLSE_VWW_B_05,A55_64_UOLSE_VWW_05_10,A55_64_UOLSE_VWW_11_15,A55_64_UOLSE_VWW_16
POA3815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,15,11,7,0,0,0,0,0,0,0,5,25,0,6,4,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,16,13,4,0,0,0,0,0,0,5,35,32,10,4,0,0,0,0,0,0,0,48,4,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,36,7,3,0,0,0,0,0,0,0,49,54,0,0,0,0,0,0,0,0,5,57,8,0,0,0
POA3816,5,6,0,0,5,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,13,7,10,6,0,0,6,0,0,0,42,11,0,10,0,0,0,0,0,0,0,21,0,12,3,0,0,0,0,0,0,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,3,19,0,0,0,0,0,0,0,0,0,0,0,8,13,10,0,0,0,0,0,0,4,38,31,0,0,0,0,0,0,0,0,0,35,6,4,6,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,6,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,33,7,6,0,0,0,0,0,0,0,45,44,7,3,0,0,0,0,0,0,4,57,4,0,3,0
POA3818,34,9,8,5,15,4,0,0,92,0,0,0,0,0,0,0,0,0,0,0,45,36,52,9,12,7,19,10,4,4,199,85,28,22,0,3,0,0,0,0,5,134,25,37,25,8,8,3,3,0,0,0,112,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,30,40,26,9,8,8,3,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,111,68,48,9,7,9,3,0,0,3,253,159,36,14,0,0,0,0,0,0,8,213,38,18,18,0,0,0,0,0,0,0,81,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,44,18,18,0,3,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,5,205,55,27,0,3,0,0,0,0,8,300,271,19,0,0,0,0,0,0,4,7,299,44,8,0,0
POA3820,51,10,19,39,88,19,4,3,280,0,0,0,0,0,0,0,0,0,0,0,76,63,76,13,27,48,93,27,4,9,434,86,43,21,0,0,0,4,4,0,8,171,52,99,38,7,21,10,12,5,0,0,241,0,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,46,99,41,7,21,10,14,5,0,3,253,0,0,0,0,0,0,0,0,0,0,0,135,142,65,6,19,14,17,3,0,6,419,154,34,14,6,0,0,0,0,0,7,216,36,38,17,7,3,5,0,0,0,0,104,0,8,6,0,0,0,3,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,37,45,18,7,5,8,4,4,0,0,121,0,0,0,0,0,0,0,0,0,0,0,189,79,29,10,9,8,6,4,0,6,344,278,18,4,0,0,0,0,0,0,11,306,61,15,0,0
POA3821,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,3,0,0,0,0,0,14,9,0,0,0,0,0,0,0,0,0,17,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,16,0,5,0,0,0,0,0,0,0,18,17,11,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,11,0,0,0,0,0,0,0,0,31,37,3,0,0,0,0,0,0,0,3,48,4,0,0,0
POA3822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,13,18,0,0,0,0,0,0,0,0,0,22,0,0,0,0
POA3823,4,0,0,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,7,6,0,0,0,4,0,0,0,20,4,0,3,0,0,0,0,0,0,4,15,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,9,7,7,0,0,0,0,0,0,3,25,15,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,25,47,0,0,0,0,0,0,0,0,6,56,6,0,0,0
POA3824,11,3,5,0,13,6,0,0,35,0,0,0,0,0,0,0,0,0,0,0,5,7,11,6,3,4,13,6,0,0,53,22,7,5,0,0,0,0,0,0,0,34,3,10,10,0,0,0,9,0,0,0,25,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,10,12,0,0,0,8,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,26,17,14,0,0,0,8,0,0,0,67,39,5,0,0,0,0,0,0,0,0,49,4,10,3,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,3,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,47,18,4,0,0,0,0,0,0,0,70,75,0,0,0,0,0,0,0,0,6,84,3,6,0,0
POA3825,30,12,6,11,9,17,5,0,130,0,0,0,0,0,0,0,0,0,0,0,42,30,37,11,10,16,11,22,12,0,189,70,14,22,0,0,0,0,0,4,0,114,27,25,15,0,0,6,10,10,3,0,95,0,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,28,25,15,4,0,6,9,10,6,0,107,0,0,0,0,0,0,0,0,0,0,0,96,46,40,5,0,7,8,10,7,5,217,132,17,8,0,0,0,0,0,0,3,165,41,16,7,3,4,0,0,7,0,0,78,9,3,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,45,24,9,5,4,0,0,7,0,3,100,0,0,0,0,0,0,0,0,0,0,0,183,39,20,5,4,0,0,7,0,7,260,266,8,8,0,0,0,0,0,0,13,306,57,9,6,0
POA3831,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,3,0,0,0,0,0,0,3,13,0,0,4,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,5,3,0,0,0,0,4,0,3,24,20,0,0,0,0,0,0,0,0,3,23,5,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,23,3,3,0,0,0,0,0,0,3,32,40,0,0,0,0,0,0,0,0,5,45,0,0,0,0
POA3832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0
POA3833,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0
POA3835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0
POA3840,62,7,23,18,11,7,0,0,171,0,0,0,0,0,0,0,0,0,0,4,25,49,77,11,23,17,12,7,0,0,233,32,12,9,3,0,0,0,0,0,8,68,29,44,36,3,4,9,7,8,0,7,142,0,8,18,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,29,51,54,10,5,10,7,8,0,4,168,0,0,0,0,0,0,0,0,0,0,0,62,59,70,10,3,5,10,8,0,8,245,110,15,9,3,0,0,0,0,0,5,133,32,22,18,0,0,0,4,0,0,4,79,3,11,9,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,3,35,30,25,3,0,0,3,0,0,4,107,0,0,0,0,0,0,0,0,0,0,0,138,47,36,4,0,0,3,0,0,8,240,214,11,0,0,0,0,3,0,0,10,242,89,7,0,0
POA3842,4,0,4,5,5,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,17,12,10,0,6,5,5,0,0,5,51,16,10,0,0,0,0,0,0,0,0,30,4,7,7,0,3,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,9,0,3,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,19,17,15,0,3,3,0,0,0,0,60,31,9,6,0,0,0,4,0,0,0,45,9,6,4,0,0,0,4,0,0,0,19,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,9,4,0,0,0,4,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,43,14,3,0,3,0,4,0,0,0,70,66,0,0,0,0,0,0,0,0,5,70,28,11,0,0
POA3844,70,29,29,42,35,15,5,0,302,0,0,0,0,0,0,0,0,0,0,0,89,82,87,39,34,52,48,11,8,9,458,104,45,39,4,4,3,5,0,0,6,218,55,107,81,21,15,14,27,8,7,5,333,0,3,5,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,55,111,85,21,16,15,26,8,7,4,345,0,0,0,0,0,0,0,0,0,0,0,160,153,124,25,20,22,30,4,9,12,565,174,41,22,0,0,4,5,0,0,3,252,52,54,31,0,6,10,3,0,0,0,160,5,3,3,0,0,3,0,3,0,5,21,0,0,0,0,0,0,0,0,0,0,0,66,58,32,5,6,7,8,0,0,6,180,0,0,0,0,0,0,0,0,0,0,0,240,102,55,6,3,13,10,4,0,11,439,379,19,9,0,0,0,0,0,0,10,427,99,20,3,3
POA3847,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,0,3,4,0,3,0,0,0,0,13,0,0,6,0,0,0,0,0,0,0,12,0,6,8,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,3,5,7,0,0,0,0,0,0,0,27,11,6,5,0,0,0,0,0,0,0,13,9,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,15,6,5,0,0,0,0,0,0,0,27,26,0,0,0,0,0,0,0,0,3,28,4,0,0,0
POA3850,45,10,13,17,22,5,0,0,145,0,0,0,0,0,0,0,0,0,0,0,32,47,63,12,20,25,24,17,0,5,240,50,21,12,0,4,7,0,4,0,0,97,19,64,46,0,9,8,9,5,3,3,177,0,6,8,0,0,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,21,70,58,0,9,8,11,5,3,4,195,0,0,0,0,0,0,0,0,0,0,5,70,87,64,0,16,15,13,9,6,6,296,105,21,11,0,3,3,0,0,0,5,154,32,17,15,0,0,4,0,0,0,0,76,3,0,4,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,38,22,18,0,0,10,3,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,146,43,26,0,3,11,3,0,0,5,242,174,19,8,0,0,0,0,0,0,5,208,44,9,0,3
POA3851,6,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,104,104,12,3,11,0,7,0,0,0,0,104,141,9,9,3,0,0,0,4,0,0,0,24,6,4,11,0,0,0,0,3,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,11,3,0,0,0,3,0,0,25,0,0,0,0,0,0,0,0,0,79,79,15,8,14,3,0,0,3,3,0,79,134,44,9,4,0,0,0,0,0,0,6,61,6,9,5,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,4,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,29,29,52,20,13,0,0,0,0,3,0,33,122,145,7,5,0,0,0,0,0,0,4,159,12,0,0,0
POA3852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3854,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,10,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,11,12,0,0,0,0,0,0,0,0,0,13,0,0,0,0
POA3856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,12,0,0,0,0
POA3857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0
POA3858,7,6,0,4,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,7,5,6,0,0,3,4,0,0,33,7,3,3,0,0,0,0,0,0,4,15,4,5,4,5,0,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,5,0,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,7,11,9,5,0,0,4,0,0,4,36,19,4,4,0,0,0,0,0,0,3,32,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,25,4,4,0,0,0,0,0,0,3,38,29,0,0,0,0,5,0,0,0,3,37,9,0,0,0
POA3859,5,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,10,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,5,6,0,3,0,0,0,0,0,15,8,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,18,12,0,0,0,0,0,0,0,0,0,12,0,0,0,0
POA3860,10,6,4,7,4,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,8,7,20,3,8,13,8,3,0,0,72,18,0,9,0,0,3,0,0,0,0,39,4,6,9,6,0,0,0,3,0,0,27,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,6,8,6,0,3,0,5,0,0,35,0,0,0,0,0,0,0,0,0,0,0,24,6,23,5,0,4,0,5,0,0,74,39,4,7,3,0,0,0,0,0,5,54,3,3,0,4,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,8,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,44,7,8,4,8,0,0,0,0,5,76,98,4,0,0,0,0,0,0,0,3,104,9,0,0,0
