POA_CODE_2021,C15_17F_EO_M_O_E_T,C15_17F_EO_M_LPENS,C15_17F_EO_M_T,C15_17F_O_EVWW_M_EO,C15_17F_O_EVWW_M_O_EVWW,C15_17F_O_EVWW_M_O_ENWNA,C15_17F_O_EVWW_M_O_PENS,C15_17F_O_EVWW_M_O_E_T,C15_17F_O_EVWW_M_LPENS,C15_17F_O_EVWW_M_T,C15_17F_O_ENWNA_M_EO,C15_17F_O_ENWNA_M_O_EVWW,C15_17F_O_ENWNA_M_O_ENWNA,C15_17F_O_ENWNA_M_O_PENS,C15_17F_O_ENWNA_M_O_E_T,C15_17F_O_ENWNA_M_LPENS,C15_17F_O_ENWNA_M_T,C15_17F_O_PENS_M_EO,C15_17F_O_PENS_M_O_EVWW,C15_17F_O_PENS_M_O_ENWNA,C15_17F_O_PENS_M_O_PENS,C15_17F_O_PENS_M_O_E_T,C15_17F_O_PENS_M_LPENS,C15_17F_O_PENS_M_T,C15_17F_O_E_T_M_EO,C15_17F_O_E_T_M_O_EVWW,C15_17F_O_E_T_M_O_ENWNA,C15_17F_O_E_T_M_O_PENS,C15_17F_O_E_T_M_O_E_T,C15_17F_O_E_T_M_LPENS,C15_17F_O_E_T_M_T,C15_17F_LPENS_M_EO,C15_17F_LPENS_M_O_EVWW,C15_17F_LPENS_M_O_ENWNA,C15_17F_LPENS_M_O_PENS,C15_17F_LPENS_M_O_E_T,C15_17F_LPENS_M_LPENS,C15_17F_LPENS_M_T,C15_17F_T_M_EO,C15_17F_T_M_O_EVWW,C15_17F_T_M_O_ENWNA,C15_17F_T_M_O_PENS,C15_17F_T_M_O_E_T,C15_17F_T_M_LPENS,C15_17F_T_M_T,C18_20F_EO_M_EO,C18_20F_EO_M_O_EVWW,C18_20F_EO_M_O_ENWNA,C18_20F_EO_M_O_PENS,C18_20F_EO_M_O_E_T,C18_20F_EO_M_LPENS,C18_20F_EO_M_T,C18_20F_O_EVWW_M_EO,C18_20F_O_EVWW_M_O_EVWW,C18_20F_O_EVWW_M_O_ENWNA,C18_20F_O_EVWW_M_O_PENS,C18_20F_O_EVWW_M_O_E_T,C18_20F_O_EVWW_M_LPENS,C18_20F_O_EVWW_M_T,C18_20F_O_ENWNA_M_EO,C18_20F_O_ENWNA_M_O_EVWW,C18_20F_O_ENWNA_M_O_ENWNA,C18_20F_O_ENWNA_M_O_PENS,C18_20F_O_ENWNA_M_O_E_T,C18_20F_O_ENWNA_M_LPENS,C18_20F_O_ENWNA_M_T,C18_20F_O_PENS_M_EO,C18_20F_O_PENS_M_O_EVWW,C18_20F_O_PENS_M_O_ENWNA,C18_20F_O_PENS_M_O_PENS,C18_20F_O_PENS_M_O_E_T,C18_20F_O_PENS_M_LPENS,C18_20F_O_PENS_M_T,C18_20F_O_E_T_M_EO,C18_20F_O_E_T_M_O_EVWW,C18_20F_O_E_T_M_O_ENWNA,C18_20F_O_E_T_M_O_PENS,C18_20F_O_E_T_M_O_E_T,C18_20F_O_E_T_M_LPENS,C18_20F_O_E_T_M_T,C18_20F_LPENS_M_EO,C18_20F_LPENS_M_O_EVWW,C18_20F_LPENS_M_O_ENWNA,C18_20F_LPENS_M_O_PENS,C18_20F_LPENS_M_O_E_T,C18_20F_LPENS_M_LPENS,C18_20F_LPENS_M_T,C18_20F_T_M_EO,C18_20F_T_M_O_EVWW,C18_20F_T_M_O_ENWNA,C18_20F_T_M_O_PENS,C18_20F_T_M_O_E_T,C18_20F_T_M_LPENS,C18_20F_T_M_T,C21_24F_EO_M_EO,C21_24F_EO_M_O_EVWW,C21_24F_EO_M_O_ENWNA,C21_24F_EO_M_O_PENS,C21_24F_EO_M_O_E_T,C21_24F_EO_M_LPENS,C21_24F_EO_M_T,C21_24F_O_EVWW_M_EO,C21_24F_O_EVWW_M_O_EVWW,C21_24F_O_EVWW_M_O_ENWNA,C21_24F_O_EVWW_M_O_PENS,C21_24F_O_EVWW_M_O_E_T,C21_24F_O_EVWW_M_LPENS,C21_24F_O_EVWW_M_T,C21_24F_O_ENWNA_M_EO,C21_24F_O_ENWNA_M_O_EVWW,C21_24F_O_ENWNA_M_O_ENWNA,C21_24F_O_ENWNA_M_O_PENS,C21_24F_O_ENWNA_M_O_E_T,C21_24F_O_ENWNA_M_LPENS,C21_24F_O_ENWNA_M_T,C21_24F_O_PENS_M_EO,C21_24F_O_PENS_M_O_EVWW,C21_24F_O_PENS_M_O_ENWNA,C21_24F_O_PENS_M_O_PENS,C21_24F_O_PENS_M_O_E_T,C21_24F_O_PENS_M_LPENS,C21_24F_O_PENS_M_T,C21_24F_O_E_T_M_EO,C21_24F_O_E_T_M_O_EVWW,C21_24F_O_E_T_M_O_ENWNA,C21_24F_O_E_T_M_O_PENS,C21_24F_O_E_T_M_O_E_T,C21_24F_O_E_T_M_LPENS,C21_24F_O_E_T_M_T,C21_24F_LPENS_M_EO,C21_24F_LPENS_M_O_EVWW,C21_24F_LPENS_M_O_ENWNA,C21_24F_LPENS_M_O_PENS,C21_24F_LPENS_M_O_E_T,C21_24F_LPENS_M_LPENS,C21_24F_LPENS_M_T,C21_24F_T_M_EO,C21_24F_T_M_O_EVWW,C21_24F_T_M_O_ENWNA,C21_24F_T_M_O_PENS,C21_24F_T_M_O_E_T,C21_24F_T_M_LPENS,C21_24F_T_M_T,TCF_EO_M_EO,TCF_EO_M_O_EVWW,TCF_EO_M_O_ENWNA,TCF_EO_M_O_PENS,TCF_EO_M_O_E_T,TCF_EO_M_LPENS,TCF_EO_M_T,TCF_O_EVWW_M_EO,TCF_O_EVWW_M_O_EVWW,TCF_O_EVWW_M_O_ENWNA,TCF_O_EVWW_M_O_PENS,TCF_O_EVWW_M_O_E_T,TCF_O_EVWW_M_LPENS,TCF_O_EVWW_M_T,TCF_O_ENWNA_M_EO,TCF_O_ENWNA_M_O_EVWW,TCF_O_ENWNA_M_O_ENWNA,TCF_O_ENWNA_M_O_PENS,TCF_O_ENWNA_M_O_E_T,TCF_O_ENWNA_M_LPENS,TCF_O_ENWNA_M_T,TCF_O_PENS_M_EO,TCF_O_PENS_M_O_EVWW,TCF_O_PENS_M_O_ENWNA,TCF_O_PENS_M_O_PENS,TCF_O_PENS_M_O_E_T,TCF_O_PENS_M_LPENS,TCF_O_PENS_M_T,TCF_O_E_T_M_EO,TCF_O_E_T_M_O_EVWW,TCF_O_E_T_M_O_ENWNA,TCF_O_E_T_M_O_PENS,TCF_O_E_T_M_O_E_T,TCF_O_E_T_M_LPENS,TCF_O_E_T_M_T,TCF_LPENS_M_EO,TCF_LPENS_M_O_EVWW,TCF_LPENS_M_O_ENWNA,TCF_LPENS_M_O_PENS,TCF_LPENS_M_O_E_T,TCF_LPENS_M_LPENS,TCF_LPENS_M_T,TCF_T_M_EO,TCF_T_M_O_EVWW,TCF_T_M_O_ENWNA,TCF_T_M_O_PENS,TCF_T_M_O_E_T,TCF_T_M_LPENS,TCF_T_M_T
POA3806,30,0,1116,48,459,13,0,478,0,523,0,22,12,0,41,0,41,0,0,0,0,0,0,0,48,489,27,0,517,0,561,0,0,0,0,0,0,0,1130,520,27,0,549,0,1683,508,25,0,0,24,0,530,24,298,14,0,315,0,340,0,28,23,0,51,0,51,0,0,0,0,0,0,0,24,329,32,0,362,0,388,0,0,0,0,0,0,0,534,351,33,0,388,0,920,261,8,0,0,8,0,267,10,158,4,0,163,0,179,0,15,12,0,27,0,27,0,0,0,0,0,0,0,10,174,16,0,191,0,205,0,0,0,0,0,0,0,275,182,16,0,203,0,476,6567,260,8,0,266,5,6842,428,4086,117,0,4205,0,4638,0,248,128,0,383,0,378,0,3,0,0,3,0,3,429,4338,249,0,4585,0,5016,3,13,0,0,15,5,22,7006,4612,257,0,4868,10,11881
POA3807,14,0,280,9,18,0,0,24,0,27,0,0,0,0,3,0,4,0,0,0,0,0,0,0,8,19,0,0,23,0,27,0,0,0,0,0,0,0,277,33,0,0,35,0,313,143,5,0,0,5,0,148,3,15,0,0,15,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,14,0,17,0,0,0,0,0,0,0,145,19,0,0,23,0,164,58,0,0,0,0,0,59,0,7,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,11,0,0,0,0,0,0,0,64,8,0,0,8,0,70,1487,47,0,0,47,0,1529,48,197,12,0,211,0,262,3,0,4,0,10,0,16,0,0,0,0,0,0,0,54,201,18,0,217,0,272,3,0,0,0,0,0,3,1541,244,18,0,260,0,1807
POA3808,0,0,122,0,6,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,5,0,0,0,0,0,0,0,129,6,0,0,6,0,137,64,0,0,0,0,0,67,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,64,5,0,0,5,0,66,20,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,19,722,8,0,0,8,0,736,23,13,0,0,13,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,13,0,0,13,0,42,0,0,0,0,0,0,0,747,26,0,0,26,6,773
POA3809,12,0,225,6,160,4,0,160,0,173,0,12,3,0,13,0,13,0,0,0,0,0,0,0,6,162,11,0,175,0,185,0,0,0,0,0,0,0,225,174,9,0,187,0,411,92,0,0,0,0,0,93,7,85,3,0,90,0,93,0,4,0,0,3,0,3,0,0,0,0,0,0,0,7,89,4,0,98,0,101,0,0,0,0,0,0,0,100,95,4,0,95,0,194,45,0,0,0,0,0,45,0,39,0,0,46,0,47,0,7,0,0,7,0,7,0,0,0,0,0,0,0,0,45,0,0,47,0,51,0,0,0,0,0,0,0,44,50,0,0,53,0,95,2366,117,10,0,128,3,2497,113,1946,30,0,1978,3,2094,0,76,22,0,101,0,101,0,0,0,0,0,0,0,113,2023,52,0,2081,3,2194,0,4,0,0,4,17,27,2482,2145,61,0,2212,20,4714
POA3810,19,0,836,31,251,14,0,264,0,289,0,18,22,0,40,0,40,0,0,0,0,0,0,0,31,272,35,0,301,0,335,0,0,0,0,0,0,0,846,290,32,0,323,0,1172,264,4,0,0,7,0,276,12,131,6,0,136,0,144,0,15,13,0,31,0,31,0,0,0,0,0,0,0,12,145,22,0,169,0,183,0,0,0,0,0,0,0,277,150,22,0,171,0,453,113,0,0,0,0,0,116,8,65,5,0,70,0,73,0,6,12,0,13,0,13,0,0,0,0,0,0,0,8,73,16,0,80,0,90,0,0,0,0,0,0,0,119,74,12,0,86,0,200,7258,253,0,0,258,0,7517,349,3208,105,0,3321,0,3667,5,275,210,0,487,5,498,0,3,0,0,7,0,7,359,3491,320,0,3809,5,4167,10,16,0,0,17,10,34,7624,3755,326,0,4079,17,11722
POA3812,0,0,75,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,79,3,0,0,3,0,84,25,0,0,0,0,0,25,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,24,0,0,0,0,0,21,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,447,8,0,0,8,0,455,6,21,0,0,21,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,21,0,0,21,0,29,0,6,0,0,6,0,7,453,30,0,0,30,0,489
POA3813,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,25,20,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,20,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,158,4,0,0,4,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,4,0,0,4,0,167
POA3814,0,0,69,0,9,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,9,0,0,0,0,0,0,0,67,9,0,0,9,0,73,15,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,17,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,522,5,0,0,5,0,529,0,17,0,0,17,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,17,0,20,3,0,0,0,0,0,3,526,25,0,0,25,0,549
POA3815,0,0,121,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,125,0,0,0,0,0,125,30,0,0,0,0,0,34,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,33,0,0,0,0,0,31,20,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,15,766,8,0,0,8,0,772,23,10,0,0,10,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,10,0,0,10,0,30,0,0,0,0,0,4,4,786,16,0,0,16,4,806
POA3816,0,0,57,0,7,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,3,0,0,0,0,0,0,0,57,7,0,0,7,0,57,14,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,10,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,514,0,0,0,0,0,514,5,22,0,0,22,0,26,0,0,0,0,0,0,0,0,3,0,0,3,0,3,5,26,0,0,26,0,30,0,0,0,0,0,0,0,517,27,0,0,27,0,551
POA3818,0,0,316,0,13,0,0,13,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,15,0,16,0,0,0,0,0,0,0,319,15,0,0,15,0,334,107,0,0,0,0,0,107,6,9,0,0,9,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,9,0,11,0,0,0,0,0,0,0,116,9,0,0,9,0,122,40,0,0,0,0,0,34,0,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,0,0,0,0,0,0,0,35,4,0,0,4,0,43,2806,28,0,0,28,0,2837,55,132,9,0,135,5,195,0,9,0,0,9,0,10,0,0,0,0,0,0,0,58,140,9,0,145,5,208,0,0,0,0,0,0,0,2864,170,9,0,174,4,3041
POA3820,9,0,407,0,27,0,0,24,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,26,0,31,0,0,0,0,0,0,0,399,33,0,0,35,0,434,122,0,0,0,0,0,118,5,10,5,0,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,6,0,16,0,22,0,0,0,0,0,0,0,127,18,6,0,19,0,146,61,0,0,0,0,0,61,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,59,2917,54,0,0,54,3,2968,80,272,14,0,284,0,367,7,4,4,0,12,0,13,0,0,0,0,0,0,0,88,275,19,0,291,0,376,9,0,0,0,0,0,12,3006,327,19,0,346,6,3354
POA3821,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,103,33,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,34,17,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,17,606,7,0,0,7,0,616,4,3,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,5,0,11,7,0,0,0,0,0,7,614,13,0,0,13,0,633
POA3822,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,24,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,195,0,0,0,0,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,0,0,0,0,0,195
POA3823,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,42,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,13,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,305,3,0,0,3,0,310,3,8,0,0,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,8,0,12,0,0,0,0,0,0,0,306,12,0,0,12,0,324
POA3824,0,0,114,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,112,0,0,0,0,0,114,36,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,37,19,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,20,873,0,0,0,0,0,873,16,34,4,0,32,0,51,0,5,0,0,3,0,3,0,0,0,0,0,0,0,16,31,3,0,40,0,51,0,0,0,0,0,0,3,890,36,3,0,42,0,933
POA3825,0,0,315,13,9,0,0,9,0,26,0,5,0,0,5,0,5,0,0,0,0,0,0,0,13,11,0,0,11,0,27,0,0,0,0,0,0,0,322,14,0,0,14,0,338,100,0,0,0,0,0,98,5,7,0,0,7,0,5,0,0,3,0,3,0,3,0,0,0,0,0,0,0,5,7,3,0,6,0,12,0,0,0,0,0,0,0,98,5,3,0,5,0,105,26,0,0,0,0,0,26,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,27,0,0,0,0,0,28,2327,33,0,0,33,4,2363,80,55,0,0,58,4,138,0,11,3,0,17,0,17,0,0,0,0,0,0,0,80,67,6,0,74,4,157,4,0,0,0,0,0,4,2415,96,6,0,105,6,2525
POA3831,0,0,45,4,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,0,4,0,0,0,0,0,0,0,49,4,0,0,4,0,50,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,302,0,0,0,0,0,302,7,13,0,0,13,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,0,0,13,0,17,0,0,0,0,0,4,4,306,13,0,0,13,4,320
POA3832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,33
POA3833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,22
POA3835,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,69,0,0,0,0,0,69,0,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,0,0,0,0,0,0,0,72,3,0,0,3,0,71
POA3840,8,0,207,9,10,0,0,10,0,22,0,4,3,0,9,0,9,0,0,0,0,0,0,0,9,14,3,0,16,0,24,0,0,0,0,0,0,0,208,20,3,0,24,0,229,77,0,0,0,0,0,75,3,0,0,0,0,0,7,0,0,0,0,4,0,4,0,0,0,0,0,0,0,3,0,0,0,6,0,6,0,0,0,0,0,0,0,73,5,0,0,8,0,86,29,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,3,0,30,1699,36,0,0,36,0,1734,76,124,6,0,132,0,203,3,46,62,0,107,4,110,5,0,0,0,0,0,5,76,171,64,0,235,4,320,6,0,0,0,0,3,3,1778,205,64,0,272,8,2060
POA3842,0,0,63,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,61,0,0,0,0,0,68,18,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,19,4,0,0,0,0,0,4,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,4,3,0,0,3,0,6,565,10,0,0,10,0,575,14,26,0,0,28,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,28,0,0,30,0,40,0,0,0,0,0,0,0,581,31,0,0,34,0,613
POA3844,5,0,612,8,38,0,0,38,0,45,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,38,0,0,40,0,43,0,0,0,0,0,0,0,612,40,0,0,41,0,658,185,0,0,0,0,0,185,0,18,0,0,18,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,13,0,16,0,0,0,0,0,0,0,185,13,0,0,13,0,203,55,0,0,0,0,0,55,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,55,5,0,0,5,0,62,4347,47,0,0,47,13,4405,108,392,8,5,401,0,512,0,15,11,0,23,0,28,0,0,0,0,0,0,0,113,405,18,5,429,0,536,0,0,0,0,0,4,8,4455,448,18,3,478,13,4949
POA3847,0,0,41,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,41,4,0,0,4,0,44,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,0,0,0,0,0,284,6,10,0,0,10,0,13,4,0,3,0,5,0,6,0,0,0,0,0,0,0,4,8,3,0,15,0,22,3,0,0,0,0,0,3,295,8,3,0,15,0,311
POA3850,0,0,267,8,16,0,0,16,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,0,0,16,0,27,0,0,0,0,0,0,0,277,15,0,0,15,0,295,68,0,0,0,0,0,68,0,3,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,4,0,0,0,0,0,0,0,72,3,0,0,5,0,76,23,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,21,0,0,0,0,0,21,2080,21,0,0,21,9,2100,41,160,5,0,166,0,208,3,3,0,0,6,0,7,0,0,0,0,0,0,0,46,163,7,0,168,0,213,3,4,0,0,4,3,8,2124,186,7,0,198,8,2327
